funding_time,funding_rate
2025-05-04 00:00:00.001000+00:00,6.708e-05
2025-05-04 08:00:00.001000+00:00,3.289e-05
2025-05-04 16:00:00.002000+00:00,-2.67e-05
2025-05-05 00:00:00+00:00,1.81e-06
2025-05-05 08:00:00+00:00,1.998e-05
2025-05-05 16:00:00.006000+00:00,1.194e-05
2025-05-06 00:00:00.002000+00:00,6.899e-05
2025-05-06 08:00:00.005000+00:00,-1.836e-05
2025-05-06 16:00:00+00:00,-3.589e-05
2025-05-07 00:00:00.002000+00:00,3.273e-05
2025-05-07 08:00:00+00:00,8.548e-05
2025-05-07 16:00:00.006000+00:00,-6.48e-06
2025-05-08 00:00:00+00:00,4.564e-05
2025-05-08 08:00:00.001000+00:00,0.0001
2025-05-08 16:00:00.002000+00:00,8.717e-05
2025-05-09 00:00:00.001000+00:00,0.0001
2025-05-09 08:00:00.006000+00:00,0.0001
2025-05-09 16:00:00+00:00,0.0001
2025-05-10 00:00:00.001000+00:00,0.0001
2025-05-10 08:00:00+00:00,9.797e-05
2025-05-10 16:00:00.001000+00:00,9.016e-05
2025-05-11 00:00:00+00:00,0.0001
2025-05-11 08:00:00.001000+00:00,7.363e-05
2025-05-11 16:00:00.001000+00:00,2.438e-05
2025-05-12 00:00:00.004000+00:00,7.088e-05
2025-05-12 08:00:00+00:00,0.0001
2025-05-12 16:00:00+00:00,5.717e-05
2025-05-13 00:00:00+00:00,6.233e-05
2025-05-13 08:00:00.008000+00:00,0.0001
2025-05-13 16:00:00.001000+00:00,0.0001
2025-05-14 00:00:00.007000+00:00,0.0001
2025-05-14 08:00:00+00:00,5.48e-05
2025-05-14 16:00:00.002000+00:00,4.737e-05
2025-05-15 00:00:00+00:00,0.0001
2025-05-15 08:00:00.003000+00:00,0.0001
2025-05-15 16:00:00+00:00,5.698e-05
2025-05-16 00:00:00.001000+00:00,6.801e-05
2025-05-16 08:00:00+00:00,0.0001
2025-05-16 16:00:00+00:00,7.202e-05
2025-05-17 00:00:00+00:00,2.543e-05
2025-05-17 08:00:00.001000+00:00,-1.883e-05
2025-05-17 16:00:00.004000+00:00,2.339e-05
2025-05-18 00:00:00+00:00,5.366e-05
2025-05-18 08:00:00+00:00,4.909e-05
2025-05-18 16:00:00+00:00,1.3e-06
2025-05-19 00:00:00+00:00,-4.925e-05
2025-05-19 08:00:00.006000+00:00,6.531e-05
2025-05-19 16:00:00.010000+00:00,9.181e-05
2025-05-20 00:00:00+00:00,8.013e-05
2025-05-20 08:00:00.002000+00:00,6.807e-05
2025-05-20 16:00:00+00:00,1.174e-05
2025-05-21 00:00:00+00:00,3.663e-05
2025-05-21 08:00:00.001000+00:00,9.338e-05
2025-05-21 16:00:00.004000+00:00,6.47e-06
2025-05-22 00:00:00.001000+00:00,1.141e-05
2025-05-22 08:00:00+00:00,0.0001
2025-05-22 16:00:00.002000+00:00,0.0001
2025-05-23 00:00:00.006000+00:00,0.0001
2025-05-23 08:00:00+00:00,0.0001
2025-05-23 16:00:00.007000+00:00,-7.26e-06
2025-05-24 00:00:00.010000+00:00,0.0001
2025-05-24 08:00:00+00:00,4.033e-05
2025-05-24 16:00:00.003000+00:00,2.114e-05
2025-05-25 00:00:00.004000+00:00,6.041e-05
2025-05-25 08:00:00+00:00,3.75e-05
2025-05-25 16:00:00+00:00,8.487e-05
2025-05-26 00:00:00+00:00,3.85e-06
2025-05-26 08:00:00+00:00,8.047e-05
2025-05-26 16:00:00.002000+00:00,4.711e-05
2025-05-27 00:00:00.003000+00:00,4.026e-05
2025-05-27 08:00:00.001000+00:00,0.0001
2025-05-27 16:00:00.005000+00:00,0.0001
2025-05-28 00:00:00.002000+00:00,0.0001
2025-05-28 08:00:00.003000+00:00,0.0001
2025-05-28 16:00:00.002000+00:00,0.0001
2025-05-29 00:00:00+00:00,0.0001
2025-05-29 08:00:00.006000+00:00,0.0001
2025-05-29 16:00:00+00:00,8.321e-05
2025-05-30 00:00:00.003000+00:00,7.477e-05
2025-05-30 08:00:00.003000+00:00,0.0001
2025-05-30 16:00:00+00:00,5.699e-05
2025-05-31 00:00:00+00:00,3.389e-05
2025-05-31 08:00:00+00:00,8.054e-05
2025-05-31 16:00:00+00:00,2.739e-05
2025-06-01 00:00:00.001000+00:00,7.52e-05
2025-06-01 08:00:00.002000+00:00,3.946e-05
2025-06-01 16:00:00+00:00,3.37e-05
2025-06-02 00:00:00.001000+00:00,1.586e-05
2025-06-02 08:00:00+00:00,5.378e-05
2025-06-02 16:00:00+00:00,8.588e-05
2025-06-03 00:00:00+00:00,3.263e-05
2025-06-03 08:00:00+00:00,6.067e-05
2025-06-03 16:00:00.001000+00:00,5.397e-05
2025-06-04 00:00:00+00:00,4.39e-05
2025-06-04 08:00:00+00:00,7.623e-05
2025-06-04 16:00:00+00:00,7.897e-05
2025-06-05 00:00:00.016000+00:00,2.359e-05
2025-06-05 08:00:00+00:00,8.508e-05
2025-06-05 16:00:00+00:00,6.396e-05
2025-06-06 00:00:00.002000+00:00,-1.147e-05
2025-06-06 08:00:00+00:00,2.643e-05
2025-06-06 16:00:00.006000+00:00,2.684e-05
2025-06-07 00:00:00+00:00,8.699e-05
2025-06-07 08:00:00+00:00,5.456e-05
2025-06-07 16:00:00.002000+00:00,6.753e-05
2025-06-08 00:00:00+00:00,0.0001
2025-06-08 08:00:00+00:00,9.522e-05
2025-06-08 16:00:00+00:00,4.695e-05
2025-06-09 00:00:00+00:00,2.206e-05
2025-06-09 08:00:00.001000+00:00,1.95e-05
2025-06-09 16:00:00.001000+00:00,8.643e-05
2025-06-10 00:00:00+00:00,0.0001
2025-06-10 08:00:00.001000+00:00,0.0001
2025-06-10 16:00:00.003000+00:00,0.0001
2025-06-11 00:00:00+00:00,0.0001
2025-06-11 08:00:00+00:00,0.0001
2025-06-11 16:00:00.010000+00:00,0.0001
2025-06-12 00:00:00.002000+00:00,6.036e-05
2025-06-12 08:00:00.003000+00:00,0.0001
2025-06-12 16:00:00.001000+00:00,5.333e-05
2025-06-13 00:00:00+00:00,-1.372e-05
2025-06-13 08:00:00.001000+00:00,-1.069e-05
2025-06-13 16:00:00.004000+00:00,2.083e-05
2025-06-14 00:00:00+00:00,4.572e-05
2025-06-14 08:00:00+00:00,1.962e-05
2025-06-14 16:00:00+00:00,4.4e-06
2025-06-15 00:00:00.005000+00:00,1.767e-05
2025-06-15 08:00:00.009000+00:00,8.487e-05
2025-06-15 16:00:00+00:00,7.131e-05
2025-06-16 00:00:00+00:00,4.573e-05
2025-06-16 08:00:00+00:00,9.06e-05
2025-06-16 16:00:00.003000+00:00,3.96e-05
2025-06-17 00:00:00+00:00,-9.06e-06
2025-06-17 08:00:00.006000+00:00,0.0001
2025-06-17 16:00:00.001000+00:00,5.558e-05
2025-06-18 00:00:00.001000+00:00,5.83e-05
2025-06-18 08:00:00.001000+00:00,6.782e-05
