funding_time,funding_rate
2025-05-04 00:00:00.001000+00:00,-4.726e-05
2025-05-04 08:00:00.001000+00:00,-5.661e-05
2025-05-04 16:00:00.002000+00:00,-3.603e-05
2025-05-05 00:00:00+00:00,-1.888e-05
2025-05-05 08:00:00+00:00,7.24e-05
2025-05-05 16:00:00.006000+00:00,1.679e-05
2025-05-06 00:00:00.002000+00:00,-0.00016366
2025-05-06 08:00:00.005000+00:00,-5.614e-05
2025-05-06 16:00:00+00:00,-2.471e-05
2025-05-07 00:00:00.002000+00:00,0.0001
2025-05-07 08:00:00+00:00,0.0001
2025-05-07 16:00:00.006000+00:00,0.0001
2025-05-08 00:00:00+00:00,4.916e-05
2025-05-08 08:00:00.001000+00:00,0.0001
2025-05-08 16:00:00.002000+00:00,0.0001
2025-05-09 00:00:00.001000+00:00,0.0001
2025-05-09 08:00:00.006000+00:00,0.0001
2025-05-09 16:00:00+00:00,0.0001
2025-05-10 00:00:00.001000+00:00,0.0001
2025-05-10 08:00:00+00:00,0.0001
2025-05-10 16:00:00.001000+00:00,0.0001
2025-05-11 00:00:00+00:00,0.0001
2025-05-11 08:00:00.001000+00:00,0.0001
2025-05-11 16:00:00.001000+00:00,1.565e-05
2025-05-12 00:00:00.004000+00:00,0.0001
2025-05-12 08:00:00+00:00,0.0001
2025-05-12 16:00:00+00:00,0.0001
2025-05-13 00:00:00+00:00,0.0001
2025-05-13 08:00:00.008000+00:00,0.0001
2025-05-13 16:00:00.001000+00:00,0.0001
2025-05-14 00:00:00.007000+00:00,0.0001
2025-05-14 08:00:00+00:00,0.0001
2025-05-14 16:00:00.002000+00:00,-2.092e-05
2025-05-15 00:00:00+00:00,7.952e-05
2025-05-15 08:00:00.003000+00:00,0.0001
2025-05-15 16:00:00+00:00,4.163e-05
2025-05-16 00:00:00.001000+00:00,6.053e-05
2025-05-16 08:00:00+00:00,0.0001
2025-05-16 16:00:00+00:00,0.0001
2025-05-17 00:00:00+00:00,0.0001
2025-05-17 08:00:00.001000+00:00,0.0001
2025-05-17 16:00:00.004000+00:00,1.214e-05
2025-05-18 00:00:00+00:00,-2.55e-05
2025-05-18 08:00:00+00:00,9.092e-05
2025-05-18 16:00:00+00:00,0.0001
2025-05-19 00:00:00+00:00,6.696e-05
2025-05-19 08:00:00.006000+00:00,-6.281e-05
2025-05-19 16:00:00.010000+00:00,4.442e-05
2025-05-20 00:00:00+00:00,0.0001
2025-05-20 08:00:00.002000+00:00,1.634e-05
2025-05-20 16:00:00+00:00,-0.00017607
2025-05-21 00:00:00+00:00,-2.126e-05
2025-05-21 08:00:00.001000+00:00,5.215e-05
2025-05-21 16:00:00.004000+00:00,9.133e-05
2025-05-22 00:00:00.001000+00:00,0.0001
2025-05-22 08:00:00+00:00,0.0001
2025-05-22 16:00:00.002000+00:00,0.0001
2025-05-23 00:00:00.006000+00:00,0.0001
2025-05-23 08:00:00+00:00,0.0001
2025-05-23 16:00:00.007000+00:00,0.0001
2025-05-24 00:00:00.010000+00:00,6.597e-05
2025-05-24 08:00:00+00:00,-2.786e-05
2025-05-24 16:00:00.003000+00:00,-4.744e-05
2025-05-25 00:00:00.004000+00:00,-1.169e-05
2025-05-25 08:00:00+00:00,-1.146e-05
2025-05-25 16:00:00+00:00,-2.337e-05
2025-05-26 00:00:00+00:00,-3.6e-06
2025-05-26 08:00:00+00:00,7.32e-05
2025-05-26 16:00:00.002000+00:00,0.0001
2025-05-27 00:00:00.003000+00:00,2.165e-05
2025-05-27 08:00:00.001000+00:00,4.652e-05
2025-05-27 16:00:00.005000+00:00,0.0001
2025-05-28 00:00:00.002000+00:00,0.0001
2025-05-28 08:00:00.003000+00:00,0.0001
2025-05-28 16:00:00.002000+00:00,6.471e-05
2025-05-29 00:00:00+00:00,1.685e-05
2025-05-29 08:00:00.006000+00:00,0.0001
2025-05-29 16:00:00+00:00,0.0001
2025-05-30 00:00:00.003000+00:00,-1.066e-05
2025-05-30 08:00:00.003000+00:00,-3.54e-05
2025-05-30 16:00:00+00:00,4.087e-05
2025-05-31 00:00:00+00:00,-9.36e-06
2025-05-31 08:00:00+00:00,-3.925e-05
2025-05-31 16:00:00+00:00,3e-08
2025-06-01 00:00:00.001000+00:00,5.547e-05
2025-06-01 08:00:00.002000+00:00,4.739e-05
2025-06-01 16:00:00+00:00,4.365e-05
2025-06-02 00:00:00.001000+00:00,4.351e-05
2025-06-02 08:00:00+00:00,3.459e-05
2025-06-02 16:00:00+00:00,8.828e-05
2025-06-03 00:00:00+00:00,0.0001
2025-06-03 08:00:00+00:00,7.223e-05
2025-06-03 16:00:00.001000+00:00,3.138e-05
2025-06-04 00:00:00+00:00,0.0001
2025-06-04 08:00:00+00:00,0.0001
2025-06-04 16:00:00+00:00,4.785e-05
2025-06-05 00:00:00.016000+00:00,2.507e-05
2025-06-05 08:00:00+00:00,6.14e-05
2025-06-05 16:00:00+00:00,1.757e-05
2025-06-06 00:00:00.002000+00:00,-3.664e-05
2025-06-06 08:00:00+00:00,6.182e-05
2025-06-06 16:00:00.006000+00:00,3.071e-05
2025-06-07 00:00:00+00:00,8.48e-05
2025-06-07 08:00:00+00:00,6.601e-05
2025-06-07 16:00:00.002000+00:00,9.784e-05
2025-06-08 00:00:00+00:00,0.0001
2025-06-08 08:00:00+00:00,0.0001
2025-06-08 16:00:00+00:00,2.35e-06
2025-06-09 00:00:00+00:00,4.776e-05
2025-06-09 08:00:00.001000+00:00,5.052e-05
2025-06-09 16:00:00.001000+00:00,6.561e-05
2025-06-10 00:00:00+00:00,9.588e-05
2025-06-10 08:00:00.001000+00:00,0.0001
2025-06-10 16:00:00.003000+00:00,0.0001
2025-06-11 00:00:00+00:00,0.0001
2025-06-11 08:00:00+00:00,0.0001
2025-06-11 16:00:00.010000+00:00,0.0001
2025-06-12 00:00:00.002000+00:00,0.0001
2025-06-12 08:00:00.003000+00:00,4.718e-05
2025-06-12 16:00:00.001000+00:00,-1.048e-05
2025-06-13 00:00:00+00:00,-1.12e-05
2025-06-13 08:00:00.001000+00:00,-8.904e-05
2025-06-13 16:00:00.004000+00:00,1.5e-06
