timestamp,open,high,low,close,volume
2025-05-04 00:00:00+00:00,20.508,20.622,20.401,20.446,398707
2025-05-04 01:00:00+00:00,20.446,20.547,20.27,20.458,504120
2025-05-04 02:00:00+00:00,20.459,20.607,20.303,20.354,346801
2025-05-04 03:00:00+00:00,20.354,20.36,20.203,20.229,350018
2025-05-04 04:00:00+00:00,20.229,20.358,20.21,20.268,221976
2025-05-04 05:00:00+00:00,20.269,20.425,20.244,20.362,272947
2025-05-04 06:00:00+00:00,20.362,20.392,20.151,20.28,313308
2025-05-04 07:00:00+00:00,20.28,20.283,20.101,20.214,227730
2025-05-04 08:00:00+00:00,20.214,20.215,20.06,20.101,297547
2025-05-04 09:00:00+00:00,20.101,20.128,20.005,20.037,284133
2025-05-04 10:00:00+00:00,20.037,20.138,19.986,20.039,312548
2025-05-04 11:00:00+00:00,20.038,20.136,20.01,20.065,173292
2025-05-04 12:00:00+00:00,20.066,20.187,20.061,20.107,205636
2025-05-04 13:00:00+00:00,20.107,20.14,19.767,19.895,811106
2025-05-04 14:00:00+00:00,19.896,20.04,19.839,20.003,389112
2025-05-04 15:00:00+00:00,20.002,20.05,19.889,19.987,307483
2025-05-04 16:00:00+00:00,19.986,20.015,19.861,19.916,293129
2025-05-04 17:00:00+00:00,19.917,20.027,19.863,19.989,281484
2025-05-04 18:00:00+00:00,19.989,20.061,19.954,19.987,207533
2025-05-04 19:00:00+00:00,19.986,20.05,19.92,19.991,179036
2025-05-04 20:00:00+00:00,19.992,20.151,19.98,20.141,264464
2025-05-04 21:00:00+00:00,20.14,20.181,20.056,20.166,156670
2025-05-04 22:00:00+00:00,20.167,20.17,19.882,19.986,531925
2025-05-04 23:00:00+00:00,19.987,20.015,19.745,19.886,596169
2025-05-05 00:00:00+00:00,19.886,20.047,19.859,20.009,450464
2025-05-05 01:00:00+00:00,20.009,20.015,19.636,19.87,561113
2025-05-05 02:00:00+00:00,19.87,20.224,19.808,20.164,556687
2025-05-05 03:00:00+00:00,20.166,20.194,19.936,19.942,343518
2025-05-05 04:00:00+00:00,19.943,20.071,19.872,20.054,276243
2025-05-05 05:00:00+00:00,20.053,20.194,20.01,20.187,226923
2025-05-05 06:00:00+00:00,20.187,20.23,20.0,20.006,309976
2025-05-05 07:00:00+00:00,20.006,20.022,19.867,20.018,383985
2025-05-05 08:00:00+00:00,20.019,20.053,19.869,19.92,300515
2025-05-05 09:00:00+00:00,19.92,19.982,19.875,19.882,269981
2025-05-05 10:00:00+00:00,19.881,19.893,19.505,19.687,835040
2025-05-05 11:00:00+00:00,19.687,19.728,19.438,19.455,704065
2025-05-05 12:00:00+00:00,19.456,19.594,19.38,19.508,514589
2025-05-05 13:00:00+00:00,19.508,19.62,19.41,19.568,899259
2025-05-05 14:00:00+00:00,19.569,19.662,19.417,19.479,529756
2025-05-05 15:00:00+00:00,19.477,19.523,19.269,19.352,445488
2025-05-05 16:00:00+00:00,19.352,19.561,19.331,19.5,370142
2025-05-05 17:00:00+00:00,19.499,19.666,19.451,19.655,299998
2025-05-05 18:00:00+00:00,19.656,19.839,19.624,19.765,500254
2025-05-05 19:00:00+00:00,19.762,19.822,19.566,19.599,340108
2025-05-05 20:00:00+00:00,19.599,19.604,19.368,19.51,385213
2025-05-05 21:00:00+00:00,19.511,19.724,19.486,19.68,245739
2025-05-05 22:00:00+00:00,19.68,19.862,19.678,19.779,289085
2025-05-05 23:00:00+00:00,19.778,19.814,19.636,19.672,218968
2025-05-06 00:00:00+00:00,19.672,19.712,19.55,19.624,297539
2025-05-06 01:00:00+00:00,19.625,19.763,19.533,19.56,305730
2025-05-06 02:00:00+00:00,19.561,19.634,19.411,19.632,404252
2025-05-06 03:00:00+00:00,19.631,19.753,19.561,19.746,246688
2025-05-06 04:00:00+00:00,19.749,19.828,19.703,19.814,267407
2025-05-06 05:00:00+00:00,19.813,19.85,19.682,19.717,321525
2025-05-06 06:00:00+00:00,19.717,19.819,19.711,19.814,185507
2025-05-06 07:00:00+00:00,19.815,19.868,19.689,19.775,308171
2025-05-06 08:00:00+00:00,19.775,19.778,19.486,19.765,504237
2025-05-06 09:00:00+00:00,19.764,19.77,19.585,19.693,320984
2025-05-06 10:00:00+00:00,19.693,19.693,19.434,19.47,413729
2025-05-06 11:00:00+00:00,19.47,19.555,19.254,19.408,594288
