timeframe,param_id,exit_model,friction_case,entry_mode,range_mult,ret_mult,vol_z_min,close_loc_long_min,close_loc_short_max,body_min,require_direction,stop_atr_mult,target_r,max_hold_bars,taker_fee_bps_per_side,slippage_bps_per_side,month,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,2025-08,51,743.8702163061564,0.45098039215686275,-0.03846377738427925,-1.961652646598242,,,0.9397277453649313,1.329777206226689,-1.1623760139218606
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,2025-09,68,876.6,0.29411764705882354,-0.4667845260439998,-31.741347770991986,,,0.4499431787825268,1.298211599604478,-1.202199578397532
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,2025-10,41,556.3560371517028,0.6585365853658537,0.4592218193152989,18.828094591927254,,,2.162771275772515,1.2970565333522872,-1.1566022720417501
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,2025-11,46,609.1178247734139,0.41304347826086957,-0.1099451362302065,-5.057476266589499,,,0.816541204440261,1.1847311830399851,-1.0210136571981192
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,2025-12,87,1114.9736842105262,0.4367816091954023,-0.09291650170283954,-8.083735648147039,,,0.8601343127528286,1.3082284686727124,-1.179518723626737
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,2026-01,68,831.3640167364017,0.47058823529411764,-0.00440571950712547,-0.29958892648453195,,,0.9926553324099808,1.2653250715610143,-1.133055311567694
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,2026-02,48,703.6254180602007,0.2708333333333333,-0.47244817100764713,-22.677512208367062,,,0.43667390925009564,1.352226475884972,-1.1501844684249056
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,2026-03,47,595.378612716763,0.3617021276595745,-0.2473377699123772,-11.624875185881727,,,0.6606083199259553,1.3310127773347522,-1.1417364133524173
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,2026-04,67,859.9150805270864,0.5223880597014925,0.05344719314202965,3.5809619405159863,,,1.102414026438478,1.1013286833709346,-1.092673186795835
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,2026-05,1,365.25,0.0,-1.287585823821425,-1.287585823821425,,,0.0,0.0,-1.287585823821425
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2025-05,30,460.5604203152364,0.4666666666666667,0.003999499260798471,0.11998497782395412,,,1.0064649456874553,1.3342358712775602,-1.159957326253868
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2025-06,50,671.2098009188362,0.3,-0.44500152162929346,-22.250076081464673,,,0.44929209906352646,1.2101737139858224,-1.1543623368929148
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2025-07,37,474.1842105263158,0.24324324324324326,-0.601816111553256,-22.26719612747047,,,0.33821137894501424,1.264421711422892,-1.2016782689384462
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2025-08,49,714.6988352745424,0.42857142857142855,-0.09613225377787676,-4.7104804351159615,,,0.855269343055634,1.3255260930807682,-1.1623760139218606
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2025-09,66,850.8176470588235,0.2878787878787879,-0.4816831362406151,-31.791086991880597,,,0.43639207514242645,1.295542130539552,-1.2001359036623849
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2025-10,39,529.2167182662539,0.6666666666666666,0.47745492146458635,18.62074193711887,,,2.2359079085656837,1.2956611420893016,-1.1589575197848445
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2025-11,42,556.1510574018127,0.42857142857142855,-0.07441186451103288,-3.1252983094633806,,,0.8710490757897968,1.172835592170227,-1.0098474570219775
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2025-12,83,1063.7105263157894,0.4578313253012048,-0.0418657577700405,-3.4748578949133617,,,0.9347542132397616,1.3100817930431001,-1.1835103562344704
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2026-01,63,770.2343096234309,0.5079365079365079,0.09623770382201573,6.06297534078699,,,1.1761088724329996,1.2653250715610143,-1.1105621596504989
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2026-02,46,674.3076923076924,0.2826086956521739,-0.4439777155482171,-20.422974915217985,,,0.46258043283155625,1.352226475884972,-1.1515733061128066
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2026-03,39,494.03757225433526,0.4358974358974359,-0.06004212513209431,-2.341642880151678,,,0.9062174696298865,1.3310127773347522,-1.134948186129203
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2026-04,62,795.7423133235725,0.532258064516129,0.07594942712274017,4.70886448160989,,,1.1505188004987692,1.0906997738852529,-1.0787664847104639
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2026-05,1,365.25,0.0,-1.287585823821425,-1.287585823821425,,,0.0,0.0,-1.287585823821425
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2025-05,52,798.3047285464097,0.4423076923076923,-0.039024843121924745,-2.0292918423400867,,,0.9388858986487824,1.3554642253203684,-1.144998931886502
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2025-06,93,1248.4502297090353,0.44086021505376344,-0.07725395780843841,-7.184618076184773,,,0.8798926527623685,1.2837484912825656,-1.1503520426686533
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2025-07,60,751.3714285714285,0.26666666666666666,-0.5416141035894486,-32.496846215366915,,,0.38414225644019456,1.2668725004783499,-1.1992455959777388
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2025-08,68,819.9284731774416,0.4411764705882353,-0.05300768759524179,-3.6045227564764417,,,0.9171156430873535,1.3294684823389553,-1.14443624280645
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2025-09,90,1146.71511627907,0.32222222222222224,-0.40628601079047844,-36.56574097114306,,,0.4962985185189733,1.2423561984240663,-1.1900667332039503
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2025-10,68,861.3988439306358,0.6029411764705882,0.32912635177284144,22.38059192055322,,,1.7242575191932052,1.299561472850903,-1.1444973506049558
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2025-11,69,861.6153846153846,0.4057971014492754,-0.16343648875654387,-11.277117724201528,,,0.747377368234528,1.1915376514486038,-1.0887846820673763
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2025-12,123,1459.0230040595397,0.36585365853658536,-0.24833458309374465,-30.545153720530593,,,0.6560672612194253,1.2948058401061013,-1.1386079041705788
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2026-01,102,1241.8500000000001,0.45098039215686275,-0.059977910268208715,-6.117746847357289,,,0.9054615050186418,1.2737816182533506,-1.155566094410918
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2026-02,75,1099.4147157190637,0.29333333333333333,-0.40752038894023423,-30.564029170517568,,,0.4954135660492332,1.3640184646448237,-1.1428761394849754
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2026-03,65,821.0230547550432,0.36923076923076925,-0.24267671080822745,-15.773986202534784,,,0.6699452510249919,1.3340851251370864,-1.1656592489225575
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2026-04,90,1150.0583090379007,0.4777777777777778,-0.05092410410110086,-4.583169369099077,,,0.9140835982551331,1.1339849411311782,-1.1349898263348879
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2026-05,1,365.25,0.0,-1.287585823821425,-1.287585823821425,,,0.0,0.0,-1.287585823821425
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,2025-05,46,706.1926444833624,0.4782608695652174,0.047346137196482826,2.17792231103821,,,1.0787175882505966,1.35661209034616,-1.1528143198573881
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,2025-06,79,1060.5114854517612,0.3924050632911392,-0.19487187769104033,-15.394878337592186,,,0.720554614019702,1.280514579482562,-1.1477256312823252
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,2025-07,52,666.421052631579,0.28846153846153844,-0.48712930606111726,-25.330723915178098,,,0.4311663272603271,1.2800174252167877,-1.2035401430656734
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,2025-08,61,796.9090909090909,0.39344262295081966,-0.16900422070614754,-10.309257463075,,,0.754676767180514,1.3214126054647923,-1.1357610809251355
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,2025-09,82,1044.7848837209303,0.32926829268292684,-0.3941372270393799,-32.319252617229154,,,0.5126409611296475,1.2591046392873908,-1.2057286886907037
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,2025-10,63,798.0606936416185,0.6190476190476191,0.36381948022879945,22.920627254414367,,,1.830632203487312,1.295251860644834,-1.1497581379472568
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,2025-11,59,781.2598187311179,0.423728813559322,-0.12562443476286753,-7.411841651009184,,,0.7974732829637163,1.167400682879497,-1.0763781977351943
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,2025-12,112,1328.5412719891744,0.39285714285714285,-0.17160224399945215,-19.21945132793864,,,0.7483530803684201,1.2989823224351347,-1.123156963457126
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,2026-01,88,1071.4,0.5,0.05768381715412407,5.076175909562918,,,1.099713633839666,1.2723572039969133,-1.1569895696886652
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,2026-02,68,996.8026755852843,0.3088235294117647,-0.3714078681033828,-25.255735031030028,,,0.5307017369272738,1.3600105583159008,-1.1450203565034882
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,2026-03,56,707.342939481268,0.42857142857142855,-0.09532705066628858,-5.3383148373121605,,,0.8570975559209898,1.3340851251370864,-1.1673861825188196
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,2026-04,82,1047.8309037900874,0.47560975609756095,-0.058910959772432256,-4.830698701339445,,,0.9002992688986594,1.1184946165424408,-1.1267904359649916
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,2026-05,1,365.25,0.0,-1.287585823821425,-1.287585823821425,,,0.0,0.0,-1.287585823821425
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,2025-05,39,598.7285464098073,0.48717948717948717,0.061478870964993104,2.397675967634731,,,1.1033733183943795,1.346948246431711,-1.159717035728389
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,2025-06,58,778.60336906585,0.3275862068965517,-0.3777294231657477,-21.908306543613367,,,0.5145636999004924,1.2222557935402392,-1.157209400535331
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,2025-07,44,551.0057142857142,0.22727272727272727,-0.6474447321149052,-28.487568213055827,,,0.30411302984127053,1.2449494032207808,-1.204031242507754
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,2025-08,56,731.5886736214605,0.42857142857142855,-0.07444408765765657,-4.1688689088287685,,,0.8846735047270748,1.3324806887008278,-1.1296376699265198
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,2025-09,70,902.3823529411765,0.2857142857142857,-0.4867488664033314,-34.0724206482332,,,0.43247301190558146,1.298211599604478,-1.200733052806455
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,2025-10,52,705.6222910216718,0.6153846153846154,0.3588348644301139,18.659412950365923,,,1.8244056789813248,1.2904121349564823,-1.1316887684120753
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,2025-11,54,674.3076923076924,0.4444444444444444,-0.032007884543733656,-1.7284257653616173,,,0.944211473283554,1.2188881944223084,-1.0327247477165673
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,2025-12,96,1183.5949367088608,0.40625,-0.17660216424809205,-16.953807767816837,,,0.7505651192767019,1.308078599620215,-1.1924363711053547
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,2026-01,76,929.1715481171548,0.4605263157894737,-0.027253917571558414,-2.0712977354384394,,,0.9555297148687455,1.2715948758722055,-1.1360272778284302
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,2026-02,55,806.23745819398,0.32727272727272727,-0.32819563980570055,-18.05076018931353,,,0.5747655520349024,1.355455560326569,-1.1472691966268045
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,2026-03,53,671.3843930635838,0.39622641509433965,-0.1563073307051298,-8.28428852737188,,,0.7727922557813194,1.341762200224934,-1.1394154603779842
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,2026-04,74,949.7569546120059,0.47297297297297297,-0.0681992047484365,-5.0467411513843015,,,0.8842311201344668,1.1013286833709346,-1.1177755145991541
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,2026-05,1,365.25,0.0,-1.287585823821425,-1.287585823821425,,,0.0,0.0,-1.287585823821425
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2025-05,37,568.0245183887915,0.4864864864864865,0.05926770239282229,2.1929049885344245,,,1.0993663000402862,1.347878082636087,-1.1615210788902706
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2025-06,52,698.0581929555896,0.3269230769230769,-0.38059747198084326,-19.79106854300385,,,0.5108401838373532,1.2157788973703434,-1.1559802799514196
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2025-07,38,486.99999999999994,0.23684210526315788,-0.6202669573694597,-23.57014438003947,,,0.32560271844564326,1.264421711422892,-1.2051703373395
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2025-08,54,705.4605067064083,0.4074074074074074,-0.12810549439530533,-6.9176966973464875,,,0.8086306542821473,1.3286685791046429,-1.1296376699265198
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2025-09,67,863.7088235294118,0.2835820895522388,-0.4915512667648498,-32.93393487324494,,,0.42772593465494196,1.295542130539552,-1.1989424031978422
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2025-10,50,678.4829721362229,0.62,0.36904120591115075,18.452060295557537,,,1.857924462057289,1.2890274713683072,-1.1319890166768414
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2025-11,48,635.6012084592145,0.4583333333333333,-0.0005632377959901291,-0.0270354142075262,,,0.9989799237558392,1.2034677968409977,-1.0193587286426722
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2025-12,91,1166.2368421052631,0.42857142857142855,-0.12079119076567991,-10.991998359676872,,,0.8229310117545732,1.3098844028529004,-1.1937978859796152
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2026-01,70,855.81589958159,0.5,0.06329825143044547,4.430877600131183,,,1.1105647884266816,1.2715948758722055,-1.144998373011315
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2026-02,53,776.9197324414716,0.33962264150943394,-0.2980419414370651,-15.79622289616445,,,0.6070046109824342,1.355455560326569,-1.1484120852012198
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2026-03,45,570.0433526011561,0.4666666666666667,0.02219875063018153,0.9989437783581689,,,1.0367555185754924,1.341762200224934,-1.132419267765227
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2026-04,68,872.7496339677892,0.4852941176470588,-0.039817932939831914,-2.7076194399085702,,,0.9300369605231236,1.0906997738852529,-1.1057346279463405
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,2026-05,1,365.25,0.0,-1.287585823821425,-1.287585823821425,,,0.0,0.0,-1.287585823821425
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,1.5,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2025-05,95,1443.2755632582323,0.47368421052631576,0.015089270946602437,1.4334807399272316,,,1.0255736473189963,1.2774782941124385,-1.12106084990265
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,1.5,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2025-06,146,1807.677966101695,0.4383561643835616,-0.10239259466354068,-14.94931882087694,,,0.8420215820306092,1.24499295196782,-1.1540105822782611
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,1.5,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2025-07,125,1507.2214580467676,0.368,-0.2809384494803698,-35.117306185046225,,,0.618029119952853,1.2352135458245521,-1.1637611302908306
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,1.5,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2025-08,132,1589.4395604395604,0.3712121212121212,-0.22481332467178738,-29.675358856675935,,,0.676273696012906,1.265156951799606,-1.104434331263333
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,1.5,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2025-09,147,1822.6336633663366,0.2789115646258503,-0.5052250630888825,-74.26808427406573,,,0.4022070884736744,1.218757564188885,-1.172048532130283
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,1.5,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2025-10,130,1614.1359773371105,0.5307692307692308,0.16692003593396826,21.699604671415873,,,1.3154737359372108,1.3113593099277696,-1.1276096346491842
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,1.5,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2025-11,123,1535.9230769230771,0.4146341463414634,-0.11233111204937601,-13.81672678207325,,,0.8079702802190926,1.1398873440067494,-0.9993191850891314
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,1.5,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2025-12,158,1874.192151556157,0.35443037974683544,-0.2808918748604701,-44.38091622795428,,,0.6183713133654253,1.284152371953167,-1.1401318535032512
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,1.5,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2026-01,155,1884.507628294036,0.3870967741935484,-0.22076215939938407,-34.21813470690453,,,0.6869808042246377,1.2516379196163936,-1.150699051409349
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,1.5,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2026-02,120,1759.0635451505018,0.325,-0.33012279894684265,-39.61473587362112,,,0.570485873373388,1.3491480192123622,-1.1386606002827562
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,1.5,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,2026-03,110,1301.2955465587045,0.45454545454545453,-0.031971319830088094,-3.51684518130969,,,0.9468063206522892,1.2519424440087574,-1.1018994563624593
