timeframe,param_id,exit_model,friction_case,entry_mode,range_mult,ret_mult,vol_z_min,close_loc_long_min,close_loc_short_max,body_min,require_direction,stop_atr_mult,target_r,max_hold_bars,taker_fee_bps_per_side,slippage_bps_per_side,symbol,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,ADAUSDT,800,802.7702257962968,0.36625,-0.3456798191883646,-276.5438553506917,,,0.5500466238722325,1.1537942793695768,-1.2122398011952225
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,AVAXUSDT,881,883.1156089193825,0.37003405221339386,-0.3491084225779118,-307.5645202911403,,,0.5532124869911637,1.1681795052333974,-1.2403442144094194
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,BNBUSDT,880,885.530779164873,0.3034090909090909,-0.725374803234373,-638.3298268462482,,,0.2956014071565645,1.003279397285893,-1.4783122771967077
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,BTCUSDT,918,920.9943347639485,0.2962962962962963,-0.8554997865761381,-785.3488040768948,,,0.23830460171117548,0.9033265597006693,-1.5960582481663728
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,ETHUSDT,857,859.7215689640375,0.3442240373395566,-0.46429409496481305,-397.9000393848448,,,0.45398657177391705,1.1214803019753818,-1.296684570227015
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,LINKUSDT,823,825.7789732730499,0.3669501822600243,-0.35639350033455586,-293.31185077533945,,,0.5459923654916656,1.1680087102543373,-1.2400201176048933
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,LTCUSDT,842,844.0702155640688,0.3646080760095012,-0.41089962409201247,-345.9774834854745,,,0.4978425002397084,1.1172785877620293,-1.2878168409876962
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,SOLUSDT,853,855.7823175965665,0.3481828839390387,-0.4051674580938029,-345.60784175401386,,,0.49855594245224544,1.1569605396460543,-1.2396135288289425
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,XRPUSDT,877,879.2065416285453,0.36488027366020526,-0.42954264393954283,-376.7088987349791,,,0.48516643423346933,1.1093786255415115,-1.3136625833182456
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,next_close,1.5,1.5,1.5,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,ADAUSDT,672,674.3269896688894,0.36607142857142855,-0.347274654612362,-233.36856789950727,,,0.5502883522477457,1.1608161407941893,-1.2181439871710746
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,next_close,1.5,1.5,1.5,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,AVAXUSDT,759,760.822641509434,0.3662714097496706,-0.3629441587067996,-275.4746164584609,,,0.5399975947008717,1.1632378203222367,-1.2450202297464503
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,next_close,1.5,1.5,1.5,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,BNBUSDT,764,769.5747199080724,0.2931937172774869,-0.7480106909489026,-571.4801678849616,,,0.281735637262448,1.0007154649624386,-1.4734082074750887
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,next_close,1.5,1.5,1.5,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,BTCUSDT,778,780.5376824034335,0.2994858611825193,-0.8607816342429601,-669.6881114410229,,,0.23665786685438495,0.891083454126924,-1.6097441399130203
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,next_close,1.5,1.5,1.5,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,ETHUSDT,730,732.3182559436958,0.3506849315068493,-0.448199756761915,-327.18582243619795,,,0.46713760360948237,1.120428806872431,-1.295391554842912
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,next_close,1.5,1.5,1.5,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,LINKUSDT,706,708.3839065987524,0.36827195467422097,-0.35267848215613373,-248.99100840223042,,,0.5479872858881727,1.1609944608697396,-1.2350887180008132
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,next_close,1.5,1.5,1.5,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,LTCUSDT,695,697.3068559001946,0.35251798561151076,-0.43800757425671677,-304.41526410841817,,,0.4734600104157259,1.1172549401564764,-1.2847616098816774
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,next_close,1.5,1.5,1.5,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,SOLUSDT,732,734.4296669337301,0.33469945355191255,-0.4399394445628024,-322.0356734199713,,,0.4681251269301585,1.156885500160367,-1.2432702689101873
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,next_close,1.5,1.5,1.5,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,XRPUSDT,728,729.8316559926807,0.3598901098901099,-0.4388006606771653,-319.4468809729763,,,0.47896059006296077,1.1207959878519627,-1.3156554287343145
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,next_close,1.5,1.5,1.5,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,ADAUSDT,616,618.1330738631485,0.3782467532467532,-0.3186577476284801,-196.29317253914374,,,0.5770648282382742,1.149476442676669,-1.2118046571352679
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,next_close,1.5,1.5,1.5,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,AVAXUSDT,684,685.642538593482,0.3684210526315789,-0.35165046396031996,-240.52891734885887,,,0.5484546806876661,1.159327554527045,-1.2330543080779495
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,next_close,1.5,1.5,1.5,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,BNBUSDT,681,685.9690893421431,0.3201174743024963,-0.6841236415698685,-465.8881999090804,,,0.3185249646649525,0.9988924773560126,-1.4765588768308666
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,next_close,1.5,1.5,1.5,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,BTCUSDT,709,711.3126180257511,0.2933709449929478,-0.8578781586713319,-608.2356144979743,,,0.2385138792972658,0.915925552556289,-1.5943076435722203
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,next_close,1.5,1.5,1.5,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,ETHUSDT,622,623.9752810917518,0.34726688102893893,-0.45605357030680554,-283.66532073083306,,,0.46131114094433484,1.1246268374495516,-1.2970066936451632
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,next_close,1.5,1.5,1.5,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,LINKUSDT,638,640.154295198306,0.3777429467084639,-0.3276814970240879,-209.0607951013681,,,0.5730006231638746,1.1640815561321392,-1.2332605796705631
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,next_close,1.5,1.5,1.5,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,LTCUSDT,649,650.5956887186231,0.3559322033898305,-0.4295960883425691,-278.80786133432736,,,0.48394850405239465,1.1318767668243235,-1.2925152977769043
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,next_close,1.5,1.5,1.5,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,SOLUSDT,644,646.1375758269429,0.34316770186335405,-0.41104608313456065,-264.71367753865707,,,0.4936444254573456,1.1677308377749727,-1.2358917084797305
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,next_close,1.5,1.5,1.5,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,XRPUSDT,661,662.6630832570905,0.3767019667170953,-0.3897327452844031,-257.61334463299045,,,0.5205815115645857,1.123422120180681,-1.304236535334903
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,next_close,1.5,1.5,1.5,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,ADAUSDT,541,542.8733651947457,0.3733826247689464,-0.33438165912622186,-180.90047758728602,,,0.5620754213459621,1.1494328846258917,-1.2185425377041772
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,next_close,1.5,1.5,1.5,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,AVAXUSDT,606,607.4552315608919,0.3547854785478548,-0.38992167404736233,-236.2925344727016,,,0.5121644079553364,1.1538449466211746,-1.238795902803719
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,next_close,1.5,1.5,1.5,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,BNBUSDT,619,623.5166906061477,0.3198707592891761,-0.6879428327822921,-425.83661349223877,,,0.3174738008199746,1.000383163417369,-1.4819773868144364
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,next_close,1.5,1.5,1.5,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,BTCUSDT,622,624.0288412017168,0.2990353697749196,-0.8505094258399349,-529.0168628724396,,,0.24048733735507982,0.9005623090813224,-1.5975262668843249
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,next_close,1.5,1.5,1.5,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,ETHUSDT,553,554.7561582696765,0.3562386980108499,-0.42922697121244185,-237.36251508048034,,,0.4836286389409993,1.1284849511743775,-1.2912192428703164
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,next_close,1.5,1.5,1.5,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,LINKUSDT,560,561.890917415441,0.39107142857142857,-0.29188932991268574,-163.458024751104,,,0.6101892725690717,1.1683498668735013,-1.2296969079073337
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,next_close,1.5,1.5,1.5,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,LTCUSDT,563,564.8687192400138,0.34991119005328597,-0.4489484457429266,-252.75797495326768,,,0.46654883505474815,1.1221245978470855,-1.2945806577299004
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,next_close,1.5,1.5,1.5,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,SOLUSDT,575,576.9085498454847,0.3408695652173913,-0.4224317613633354,-242.89826278391783,,,0.4829175046388587,1.1573945932822012,-1.2394395859293648
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,next_close,1.5,1.5,1.5,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,XRPUSDT,579,580.4567703568162,0.37305699481865284,-0.39470906192237426,-228.5365468530547,,,0.5169184127103315,1.1321485828900697,-1.3032524538768864
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,2.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,ADAUSDT,507,509.4700521579641,0.368836291913215,-0.3319644726483605,-168.30598763271877,,,0.5668828212771952,1.1780015096993663,-1.2143508435828134
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,2.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,AVAXUSDT,574,575.3783876500858,0.37456445993031356,-0.33903676122066273,-194.60710094066042,,,0.5643422662518457,1.1725122073353988,-1.2442819652305603
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,2.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,BNBUSDT,572,577.5508394044979,0.30594405594405594,-0.7364117699224308,-421.2275323956305,,,0.2927647500214108,0.9963996985054596,-1.5002455406400148
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,2.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,BTCUSDT,643,645.1711783895153,0.2939346811819596,-0.8588389407105734,-552.2334388768987,,,0.23706275925201833,0.907894566571299,-1.5943293214953178
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,2.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,ETHUSDT,569,570.8069693588534,0.34797891036906853,-0.45510631985578553,-258.95549599794197,,,0.4590285197062388,1.1097502254365736,-1.290258869634457
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,2.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,LINKUSDT,551,553.3355481727575,0.3502722323049002,-0.39203701140291813,-216.0123932830079,,,0.5122902172203753,1.175644334258442,-1.2371836586449363
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,2.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,LTCUSDT,526,527.9725188217445,0.3517110266159696,-0.4473683826225451,-235.3157692594587,,,0.4645061854260056,1.1033577401848667,-1.2886714111250996
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,2.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,SOLUSDT,574,575.987637008843,0.34494773519163763,-0.41787577585748514,-239.86069534219646,,,0.4891532489004859,1.1599738661037027,-1.248764683060451
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,2.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,XRPUSDT,578,579.9185074968525,0.3546712802768166,-0.4576269866284916,-264.50839827126816,,,0.46350809238244906,1.114755824000163,-1.3218052069471893
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,next_close,1.5,1.5,2.5,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,ADAUSDT,432,435.82828864081023,0.37037037037037035,-0.32359301532107454,-139.7921826187042,,,0.5758831694052959,1.1863471244417967,-1.2117930975345284
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,next_close,1.5,1.5,2.5,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,AVAXUSDT,500,501.2006861063465,0.366,-0.3607825408713062,-180.3912704356531,,,0.5440164026368995,1.176053831724807,-1.247978301707548
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,next_close,1.5,1.5,2.5,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,BNBUSDT,509,513.9394707288277,0.3005893909626719,-0.7456298142222864,-379.5255754391438,,,0.2863684326578548,0.9954070365104508,-1.4938844158012434
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,next_close,1.5,1.5,2.5,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,BTCUSDT,553,554.867280947748,0.3037974683544304,-0.8566405857893082,-473.7222439414875,,,0.2396837901338188,0.8889122883943101,-1.618336385433069
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,next_close,1.5,1.5,2.5,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,ETHUSDT,490,491.5560896060424,0.36122448979591837,-0.42497411525183754,-208.2373164734004,,,0.48639918541064364,1.1141724798562898,-1.2953541386835898
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,next_close,1.5,1.5,2.5,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,LINKUSDT,466,468.14955734464087,0.34763948497854075,-0.40045260408998945,-186.6109135059351,,,0.5032780091142887,1.1671229015889892,-1.235805340668919
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,next_close,1.5,1.5,2.5,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,LTCUSDT,437,439.015786608601,0.3318077803203661,-0.494127016929511,-215.9335063981963,,,0.4225750626385739,1.0898340269956406,-1.2806830147690555
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,next_close,1.5,1.5,2.5,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,SOLUSDT,488,489.6197779558201,0.33811475409836067,-0.43436215490947355,-211.9687315958231,,,0.4759418044409676,1.1667080448570557,-1.2522463126849452
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,next_close,1.5,1.5,2.5,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,XRPUSDT,485,486.60982030445234,0.3463917525773196,-0.47592652692861775,-230.82436556037962,,,0.45216663137815116,1.1340243936329861,-1.329149727730982
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_close,1.5,1.5,2.5,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,ADAUSDT,372,380.37466464481514,0.3790322580645161,-0.30162671517043516,-112.20513804340187,,,0.5972196004210046,1.1799384566091595,-1.205958703139798
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_close,1.5,1.5,2.5,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,AVAXUSDT,430,431.032590051458,0.37906976744186044,-0.32310654057988347,-138.9358124493499,,,0.5799234313912524,1.1767082526410748,-1.2387238113477343
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_close,1.5,1.5,2.5,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,BNBUSDT,429,433.16312955337344,0.32167832167832167,-0.6976284698369029,-299.28261356003134,,,0.3159877623059442,1.0018640499843026,-1.503573376143866
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_close,1.5,1.5,2.5,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,BTCUSDT,486,490.857620186076,0.3065843621399177,-0.8257764503153734,-401.32735485327146,,,0.2535813415797075,0.9150552190297111,-1.59546166910593
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_close,1.5,1.5,2.5,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,ETHUSDT,411,412.3052098532315,0.34549878345498786,-0.4517075555577481,-185.65180533423447,,,0.4621829976441761,1.1235444782237902,-1.2832532388178908
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_close,1.5,1.5,2.5,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,LINKUSDT,405,406.71669148814294,0.37777777777777777,-0.32087236973111144,-129.95330974110013,,,0.5807624451057762,1.1766146722979482,-1.2300609309630404
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_close,1.5,1.5,2.5,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,LTCUSDT,403,404.51126442046206,0.3424317617866005,-0.4753092236558197,-191.54961713329533,,,0.44316248147145193,1.1046805257185952,-1.298096338424383
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_close,1.5,1.5,2.5,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,SOLUSDT,425,426.4106672770974,0.33647058823529413,-0.429048376496522,-182.34556001102186,,,0.4780728876539974,1.168001532953589,-1.2388999263240605
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_close,1.5,1.5,2.5,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,XRPUSDT,412,413.36751745450385,0.35436893203883496,-0.4422650380095607,-182.213195659939,,,0.474433409048714,1.126612285126635,-1.303378155219653
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_close,1.5,1.5,2.5,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,ADAUSDT,331,338.451650530736,0.37462235649546827,-0.31424344671271437,-104.01458086190846,,,0.5855445878210537,1.1850991704131242,-1.2124003767784342
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_close,1.5,1.5,2.5,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,AVAXUSDT,383,383.9197255574614,0.360313315926893,-0.3721188038452718,-142.5215018727391,,,0.5322121341487415,1.174997989705536,-1.2435560181718492
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_close,1.5,1.5,2.5,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,BNBUSDT,401,404.89141014196446,0.32418952618453867,-0.6943154437359585,-278.42049293811937,,,0.3186966873400999,1.0018319880799307,-1.5079655032786359
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_close,1.5,1.5,2.5,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,BTCUSDT,428,432.2779041967912,0.3107476635514019,-0.8310081288450415,-355.6714791456778,,,0.25052636067884254,0.8939113824692433,-1.608683705132499
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_close,1.5,1.5,2.5,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,ETHUSDT,371,372.17818213028926,0.3584905660377358,-0.4177724596891811,-154.99358254468618,,,0.4922523343128247,1.12980092140539,-1.2825928785361471
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_close,1.5,1.5,2.5,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,LINKUSDT,350,352.44249159989664,0.38571428571428573,-0.30306828064540564,-106.07389822589198,,,0.6001908250869527,1.1795364257485839,-1.2340061195439571
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_close,1.5,1.5,2.5,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,LTCUSDT,350,351.61447440048136,0.3342857142857143,-0.4975483868335622,-174.14193539174676,,,0.4218536598205643,1.08602930818851,-1.2927354697416413
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_close,1.5,1.5,2.5,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,SOLUSDT,377,378.25134485521346,0.3448275862068966,-0.4165639529099594,-157.0446102470547,,,0.4893791454393141,1.1577814683396273,-1.2451668061992156
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_close,1.5,1.5,2.5,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,XRPUSDT,369,370.2247911182328,0.35501355013550134,-0.4386575503869837,-161.86463609279699,,,0.4805322472538985,1.1429957724002844,-1.3092314381396395
15m,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,ADAUSDT,649,651.2473456772458,0.3667180277349769,-0.34165075902716885,-221.7313426086326,,,0.5532882441663729,1.1539159880244252,-1.207696709874564
15m,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,AVAXUSDT,733,734.7602058319039,0.36971350613915416,-0.35633892766951164,-261.196433981752,,,0.5466491683918138,1.1621768695129424,-1.2470700554540248
15m,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,BNBUSDT,705,710.2462289900876,0.3049645390070922,-0.7331816164964767,-516.8930396300161,,,0.2949503128973245,1.0057530568227693,-1.496183564993697
15m,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,BTCUSDT,758,760.5594917873291,0.29023746701846964,-0.8754009018877142,-663.5538836308874,,,0.23255444232192313,0.9139671319321797,-1.607112737278749
15m,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,ETHUSDT,689,691.18805252768,0.3483309143686502,-0.4539799112575467,-312.7921588564497,,,0.4628475552767718,1.1230136455260837,-1.2969163335917813
15m,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,LINKUSDT,684,686.3096205574315,0.3567251461988304,-0.3794768840188788,-259.5621886689131,,,0.5240759717222035,1.1714080861524603,-1.2395130947502577
15m,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,LTCUSDT,680,682.5500243322932,0.3602941176470588,-0.4236905816318552,-288.1095955096615,,,0.48706825512552065,1.1166623810550287,-1.2912456985474565
15m,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,SOLUSDT,696,698.2702145922747,0.34195402298850575,-0.41752617247988194,-290.59821604599784,,,0.4883060985136054,1.1651930730776925,-1.2399872651495385
15m,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_close,1.5,1.5,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,XRPUSDT,708,710.3500057227882,0.3714689265536723,-0.4098940936411337,-290.20501829792266,,,0.5036282600353424,1.1195724771005333,-1.3138260219671076
15m,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_close,1.5,1.5,2.0,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,ADAUSDT,545,546.8872163237272,0.3743119266055046,-0.3222208296059463,-175.61035213524073,,,0.5750552237834458,1.1649224216404095,-1.211890106011391
15m,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_close,1.5,1.5,2.0,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,AVAXUSDT,634,635.5224699828473,0.361198738170347,-0.3811152956688007,-241.62709745401966,,,0.5233051218152208,1.1583095961166956,-1.251555543122822
