timeframe,param_id,exit_model,friction_case,entry_mode,range_mult,ret_mult,vol_z_min,close_loc_long_min,close_loc_short_max,body_min,require_direction,stop_atr_mult,target_r,max_hold_bars,taker_fee_bps_per_side,slippage_bps_per_side,symbol,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,1.5,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,SOLUSDT,118,122.13815090329437,0.4067796610169492,-0.12934103198291794,-15.262241773984316,,,0.8062181331515216,1.3228680215331658,-1.1251415258225181
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,1.5,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,XRPUSDT,114,117.11285597093637,0.43859649122807015,-0.07319481138391207,-8.344208497765976,,,0.8864767570779374,1.3031598990807538,-1.1484719289344323
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,1.5,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,ADAUSDT,83,85.26637759287472,0.43373493975903615,-0.04755982626300578,-3.94746557982948,,,0.9229744049233226,1.3139246083906235,-1.090398967699828
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,1.5,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,AVAXUSDT,100,106.5775075987842,0.43,-0.09018527547508355,-9.018527547508356,,,0.8594386292085189,1.2823780235166358,-1.125627764188135
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,1.5,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,BNBUSDT,94,97.4,0.425531914893617,-0.20522914028085085,-19.29153918639998,,,0.7173085338362978,1.2237710848714385,-1.2637478255788428
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,1.5,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,BTCUSDT,125,126.95516162669448,0.424,-0.19074429869173284,-23.843037336466605,,,0.7261170204120426,1.1926891877343444,-1.2091050595331507
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,1.5,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,ETHUSDT,134,137.20873729704473,0.4552238805970149,-0.04740630195536223,-6.352444462018539,,,0.9245807909308984,1.2766561288676799,-1.153814634560918
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,1.5,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,LINKUSDT,86,91.29038508113345,0.43023255813953487,-0.09415769271341566,-8.097561573353747,,,0.8524556142500753,1.2644498860930697,-1.120045048138721
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,1.5,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,LTCUSDT,94,95.99301025163095,0.3723404255319149,-0.20271883305882968,-19.05557030752999,,,0.7103333894765673,1.3351119975475423,-1.1149913596897283
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,1.5,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,SOLUSDT,99,102.47183846971308,0.40404040404040403,-0.1344357182260628,-13.309136104380217,,,0.7982179021272973,1.3162206672897085,-1.1179315728130264
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,1.5,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,XRPUSDT,99,102.76305506216696,0.45454545454545453,-0.03821619127650865,-3.783402936374357,,,0.9389932938334461,1.2940617363993445,-1.148447797673053
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,1.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,ADAUSDT,68,69.8567912809094,0.39705882352941174,-0.1593424399678532,-10.835285917814018,,,0.7643924203206649,1.3019782393243855,-1.1216755702334738
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,1.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,AVAXUSDT,89,94.85398176291793,0.43820224719101125,-0.06995453879200603,-6.225953952488537,,,0.8893437887122683,1.2830251720375772,-1.1252787132390807
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,1.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,BNBUSDT,82,84.96595744680852,0.43902439024390244,-0.1644649789545657,-13.486128274274387,,,0.7656707242952725,1.2240531539608765,-1.2511313438449116
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,1.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,BTCUSDT,115,116.79874869655892,0.40869565217391307,-0.2241016329291051,-25.771687786847085,,,0.6849669939732663,1.192226006938986,-1.2030339722496974
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,1.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,ETHUSDT,113,116.4129744975908,0.4247787610619469,-0.11555639332956855,-13.057872446241246,,,0.8226358304624306,1.2617488465366653,-1.132643339692326
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,1.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,LINKUSDT,81,86.7708664304045,0.3950617283950617,-0.17619460064202286,-14.27176265200385,,,0.7423896950573815,1.2852758264940745,-1.1306242673431477
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,1.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,LTCUSDT,82,83.70932805403517,0.3780487804878049,-0.19006211173601248,-15.585093162353022,,,0.7275108517875668,1.3422640954887883,-1.1214760808334405
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,1.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,SOLUSDT,88,91.08607863974495,0.4090909090909091,-0.1280139271329321,-11.265225587698025,,,0.8069661382059082,1.308154996462056,-1.122284720391001
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,1.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,XRPUSDT,81,83.21176608461268,0.4691358024691358,0.004752621943320596,0.3849623774089683,,,1.0076968153529406,1.3263358523083935,-1.1631581397746507
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,1.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,ADAUSDT,64,65.74756826438532,0.40625,-0.13446831314456167,-8.605972041251947,,,0.7972159052016016,1.301273690171493,-1.1168181048871253
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,1.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,AVAXUSDT,84,89.52510638297872,0.4523809523809524,-0.03733204483341057,-3.135891766006488,,,0.9394650348788881,1.2807129258766041,-1.1261518032460314
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,1.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,BNBUSDT,75,77.7127659574468,0.4266666666666667,-0.1976605760018961,-14.824543200142207,,,0.7248298540159254,1.2202985635015227,-1.2528859821439753
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,1.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,BTCUSDT,108,109.68925964546403,0.42592592592592593,-0.18654715864077046,-20.14709313320321,,,0.7311891619838996,1.1913449631977382,-1.2088542167790188
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,1.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,ETHUSDT,97,99.92972147138325,0.4329896907216495,-0.09846335917681405,-9.550945840150963,,,0.8456594564055131,1.2459843172945197,-1.1251324939367415
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,1.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,LINKUSDT,72,77.12965904924845,0.4305555555555556,-0.08874518422652572,-6.389653264309851,,,0.8617932989027967,1.285255911051324,-1.1276240611439243
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,1.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,LTCUSDT,76,77.58425526959357,0.3815789473684211,-0.1774522705963215,-13.486372565320433,,,0.7433682900724626,1.3470721855943817,-1.1181162967565426
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,1.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,SOLUSDT,81,83.84059511158343,0.43209876543209874,-0.06893881574172067,-5.584044075079374,,,0.8912359663732001,1.3073389248719527,-1.11610666186082
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,1.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,XRPUSDT,74,78.87694552529183,0.47297297297297297,0.013652188865484492,1.0102619760458524,,,1.0223013531590341,1.323164022241552,-1.161550738523294
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,ADAUSDT,76,81.00875486381322,0.40789473684210525,-0.09596932530335685,-7.293668723055121,,,0.8485429464659225,1.3181616247609456,-1.0701484242365429
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,AVAXUSDT,85,91.05584748869607,0.4235294117647059,-0.10613835347486111,-9.021760045363195,,,0.8353496590474242,1.271435801856902,-1.118233651269626
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,BNBUSDT,92,95.32765957446809,0.40217391304347827,-0.26859432074464057,-24.710677508506933,,,0.643259580917707,1.2042506076157253,-1.259417272550705
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,BTCUSDT,111,112.7361835245047,0.40540540540540543,-0.24011554201857863,-26.65282516406223,,,0.6682319193056676,1.1929530530300247,-1.2172077659153535
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,ETHUSDT,131,134.1368998948721,0.42748091603053434,-0.11031115893393079,-14.450761820344933,,,0.8312168317287773,1.2708313211438906,-1.1415642107253707
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,LINKUSDT,85,90.22886897553887,0.4117647058823529,-0.144981833542173,-12.323455851084706,,,0.7788709661628955,1.2401785507823606,-1.1145941025693464
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,LTCUSDT,90,91.88679245283019,0.36666666666666664,-0.21361811647261758,-19.225630482535582,,,0.6976741572055822,1.3444480179187637,-1.11565640480447
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,SOLUSDT,91,97.59065329092243,0.38461538461538464,-0.19158810810677074,-17.434517837716136,,,0.7242154865824773,1.3080966380709675,-1.1288910744678573
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,XRPUSDT,92,95.02439024390245,0.41304347826086957,-0.14030742583879185,-12.908283177168851,,,0.7910991802148175,1.2863989526276227,-1.1442859884633059
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,ADAUSDT,70,74.61332684824903,0.4,-0.11134517959367012,-7.794162571556908,,,0.8254781822181047,1.316640773312901,-1.0633358148647174
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,AVAXUSDT,77,82.48588537211292,0.44155844155844154,-0.06530399799882552,-5.028407845909565,,,0.8954040735827055,1.266064621838622,-1.1180140694982026
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,BNBUSDT,80,82.8936170212766,0.4125,-0.24351299266093268,-19.481039412874615,,,0.6713424330834846,1.2058648819579745,-1.2611612876061227
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,BTCUSDT,102,103.5954118873827,0.4019607843137255,-0.24030720431287353,-24.5113348399131,,,0.6661090055612797,1.1926793655049128,-1.2034621118953202
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,ETHUSDT,112,114.68192968111201,0.44642857142857145,-0.07097338334352575,-7.949018934474884,,,0.8881298397147808,1.2621347630441713,-1.1460605981723135
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,LINKUSDT,73,77.49067570840397,0.4383561643835616,-0.07497134425161886,-5.472908130368177,,,0.8798188228660132,1.2520595216488402,-1.1107027517836845
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,LTCUSDT,84,85.76100628930817,0.35714285714285715,-0.235870043446016,-19.813083649465344,,,0.6697319905706677,1.339261405187035,-1.110943070464378
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,SOLUSDT,81,86.86640567653535,0.3950617283950617,-0.1656876004729016,-13.420695638305029,,,0.7568678464943465,1.3055776534179944,-1.1265138887281805
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,XRPUSDT,83,86.62674127872366,0.43373493975903615,-0.09255742629115467,-7.682266382165837,,,0.8570566382919074,1.2794767337848691,-1.143477208477045
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,ADAUSDT,53,56.49294747081712,0.3584905660377358,-0.2317623178660392,-12.283402846900078,,,0.6684077431287117,1.3031733377208017,-1.0895204783410386
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,AVAXUSDT,68,72.8892149669846,0.45588235294117646,-0.033220543645049984,-2.258996967863399,,,0.9453708815339822,1.2610490610011196,-1.1176085907810298
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,BNBUSDT,71,73.56808510638298,0.4507042253521127,-0.13846063752578644,-9.830705264330838,,,0.7973560677432329,1.2087970642357735,-1.2439028543557844
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,BTCUSDT,90,91.40771637122002,0.3888888888888889,-0.28209337904816717,-25.388404114335046,,,0.6215250008919383,1.1912111897931754,-1.2196508319472033
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,ETHUSDT,94,96.83911152896933,0.425531914893617,-0.11683930000300911,-10.982894200282857,,,0.8189059877904874,1.241614467831727,-1.1231013502509617
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,LINKUSDT,68,72.84467799095687,0.39705882352941174,-0.1724987202440503,-11.72991297659542,,,0.7457756090006158,1.2744476057455443,-1.1253658129689053
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,LTCUSDT,70,71.46750524109015,0.35714285714285715,-0.23973959717658494,-16.781771802360947,,,0.6675128609138761,1.3476669849892888,-1.1216321428242928
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,SOLUSDT,71,76.14215806214827,0.39436619718309857,-0.17687514254636844,-12.558135120792159,,,0.7424547935097915,1.2929557584194835,-1.1339743338729698
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,6,4.0,5.0,XRPUSDT,67,69.20254506892896,0.417910447761194,-0.12927375621203505,-8.661341666206347,,,0.8089557137098802,1.309838744971638,-1.162482731420826
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,ADAUSDT,51,54.36113813229572,0.37254901960784315,-0.19520892877850637,-9.955655367703825,,,0.7134589178497381,1.304662944117534,-1.0857578533105303
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,AVAXUSDT,64,68.60161408657373,0.46875,-0.004301453225094962,-0.27529300640607757,,,0.9927548606050006,1.2573876788293388,-1.117556569743713
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,BNBUSDT,67,69.42340425531916,0.43283582089552236,-0.18404031738478538,-12.33070126478062,,,0.7394521850298393,1.2067364737846509,-1.245422605382513
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,BTCUSDT,86,87.3451511991658,0.3953488372093023,-0.2611518349440628,-22.459057805189403,,,0.643046352883083,1.1899893418742575,-1.2099749120945031
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,ETHUSDT,82,84.47667175931367,0.43902439024390244,-0.0852645764495403,-6.991695268862305,,,0.8635159753171227,1.2287641911937683,-1.1136349163443036
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,LINKUSDT,60,64.2747158743737,0.43333333333333335,-0.08431704598805415,-5.059022759283248,,,0.8675066316098711,1.2740073903811673,-1.1230357326233413
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,LTCUSDT,68,69.42557651991613,0.36764705882352944,-0.21108022855813866,-14.353455541953428,,,0.7014058458492731,1.3486664069359875,-1.1179096677989098
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,SOLUSDT,67,71.85245901639344,0.43283582089552236,-0.08080474572587944,-5.4139179636339225,,,0.8741087146557285,1.296234138543774,-1.131702841615878
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,6,4.0,5.0,XRPUSDT,62,66.45781364636831,0.43548387096774194,-0.0858037700701129,-5.319833744347,,,0.8690389806393073,1.3074693175245813,-1.1606144376431626
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,ADAUSDT,84,89.53599221789884,0.4166666666666667,-0.08492154920248246,-7.133410133008526,,,0.8667760896101591,1.3260316673060653,-1.0927452752800166
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,AVAXUSDT,101,108.1957717218624,0.4158415841584158,-0.12361573186153103,-12.485188918014634,,,0.8114194797227912,1.2790703385083602,-1.1221380192434876
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,BNBUSDT,101,104.6531914893617,0.4158415841584158,-0.23062527587796708,-23.293152863674674,,,0.6865995493986512,1.215018481306131,-1.2597276115005454
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,BTCUSDT,131,133.04900938477581,0.3893129770992366,-0.2736046279166952,-35.84220625708707,,,0.6298096494440074,1.195662957473786,-1.210262713603127
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,ETHUSDT,149,152.56792430790796,0.4228187919463087,-0.12107585086218088,-18.04030177846495,,,0.8172362436012525,1.280444597099796,-1.1477710627413034
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,LINKUSDT,91,96.59796560910632,0.4065934065934066,-0.15819041541408307,-14.39532780268156,,,0.7622917647011133,1.2476616748439955,-1.1214594402205442
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,LTCUSDT,96,98.0125786163522,0.375,-0.19472838513394716,-18.693924972858927,,,0.7212714551690426,1.3437401449113466,-1.1178095031611235
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,SOLUSDT,104,107.64718384697132,0.40384615384615385,-0.1333698536538067,-13.870464779995897,,,0.799433394292704,1.3163318347640558,-1.115425836130423
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,6,4.0,5.0,XRPUSDT,99,102.25450689289502,0.40404040404040403,-0.16055797265893007,-15.895239293234077,,,0.7646764539632183,1.291276991014238,-1.1448528632848065
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,ADAUSDT,78,83.14056420233463,0.41025641025641024,-0.09787056386551683,-7.633903981510313,,,0.8474681789304438,1.3254387387776312,-1.0879987743998807
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,AVAXUSDT,92,98.55456434070635,0.43478260869565216,-0.08027694014713348,-7.385478493536279,,,0.8734950418966781,1.274886562325395,-1.12271040358754
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,BNBUSDT,88,91.18297872340426,0.4318181818181818,-0.19027966375933036,-16.74461041082107,,,0.7343406213184445,1.2180464514414198,-1.2606075113119004
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,BTCUSDT,118,119.8456725755996,0.3983050847457627,-0.25257252373728484,-29.80355780099961,,,0.6534443234849727,1.1956548389470936,-1.2112582426973664
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,ETHUSDT,129,132.08900829342366,0.4418604651162791,-0.08023514648618627,-10.350333896718029,,,0.875234840999422,1.2738279611480319,-1.1522017733632757
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,LINKUSDT,78,82.79825623637684,0.4358974358974359,-0.08119949886645134,-6.333560911583204,,,0.8711556892324085,1.2595040407237674,-1.1171976885498023
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,LTCUSDT,88,89.84486373165618,0.36363636363636365,-0.22172915620182626,-19.51216574576071,,,0.6869020992475302,1.3377352957550788,-1.1128517001772005
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,SOLUSDT,91,94.1912858660999,0.4065934065934066,-0.12668338780451607,-11.528188290210963,,,0.808052091003595,1.3116419860701523,-1.1122026254593815
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,6,4.0,5.0,XRPUSDT,87,90.8015239909513,0.4367816091954023,-0.08311741033758208,-7.231214699369641,,,0.8710100526831547,1.2849758383414511,-1.144087684823363
