timeframe,param_id,exit_model,friction_case,range_mult,ret_mult,vol_z_min,close_loc_long_min,close_loc_short_max,body_min,require_direction,stop_atr_mult,target_r,total_trades_next_open,ev_per_trade_r_next_open,total_ev_r_next_open,max_drawdown_r_next_open,profit_factor_next_open,total_trades_next_close,ev_per_trade_r_next_close,total_ev_r_next_close,max_drawdown_r_next_close,profit_factor_next_close,ev_delta_close_minus_open_r,trade_delta_close_minus_open
1h,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,1.5,1.5,2.5,0.7,0.3,0.5,True,1.2,2.0,1324,-0.14073996206650174,-186.33970977604832,-207.51867465144872,0.7936338942807881,1277,-0.24090211932135155,-307.6320063733659,-319.8757601280486,0.6510050400517174,-0.10016215725484981,-47
1h,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.5,model_b,stress,1.5,1.5,2.5,0.7,0.3,0.5,True,1.2,2.0,1327,-0.32454178777987075,-430.6669523838885,-443.4992296442507,0.5925765386521564,1282,-0.44170580444422364,-566.2668412974947,-571.3074672745338,0.4629290411565446,-0.11716401666435289,-45
1h,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,1.5,1.5,2.5,0.7,0.3,0.65,True,1.0,1.5,1181,-0.1393547240079795,-164.5779290534238,-195.48666377848937,0.7872901592225365,1142,-0.2916783852697857,-333.09671597809523,-340.7003433982025,0.5880623099633013,-0.1523236612618062,-39
1h,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,stress,1.5,1.5,2.5,0.7,0.3,0.65,True,1.0,1.5,1181,-0.3536130583964723,-417.6170219662338,-435.0970835075312,0.5475522970045107,1144,-0.5144712036317869,-588.5550569547642,-594.6434447056761,0.3971647120009865,-0.1608581452353146,-37
1h,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.65,model_b,base,1.5,1.5,2.5,0.7,0.3,0.65,True,1.2,2.0,1155,-0.10528087994318239,-121.59941633437566,-148.3033287624081,0.84185215005572,1123,-0.24642206937210495,-276.73198390487386,-287.1420690581454,0.6402306044111178,-0.14114118942892256,-32
1h,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.65,model_b,stress,1.5,1.5,2.5,0.7,0.3,0.65,True,1.2,2.0,1158,-0.28840623723383174,-333.97442271677716,-355.3885212585225,0.6287172186957163,1127,-0.45014498087767996,-507.31339344914534,-512.3540194261836,0.45015782029147144,-0.16173874364384822,-31
1h,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,1.5,1.5,2.5,0.8,0.2,0.5,True,1.0,1.5,1035,-0.16322645534534513,-168.9393812824322,-190.72571527726254,0.7556160474705076,1008,-0.2944159311730597,-296.7712586224442,-306.41135714833695,0.5859390846723165,-0.13118947582771456,-27
1h,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,stress,1.5,1.5,2.5,0.8,0.2,0.5,True,1.0,1.5,1034,-0.37953132836321296,-392.4353935275622,-406.4442771316519,0.5237982742963444,1008,-0.5215289891901114,-525.7012211036323,-531.1229586323144,0.3924432905059937,-0.1419976608268984,-26
1h,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,base,1.5,1.5,2.5,0.8,0.2,0.5,True,1.2,2.0,1011,-0.12066801293215763,-121.99536107441136,-142.28993416847297,0.820527170864001,987,-0.2650464617385489,-261.6008577359478,-266.3860837169506,0.6170944413868504,-0.14437844880639128,-24
1h,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,stress,1.5,1.5,2.5,0.8,0.2,0.5,True,1.2,2.0,1012,-0.3054181448902474,-309.0831626289303,-324.34848902616557,0.6117204149911173,992,-0.4626756910506181,-458.97428552221317,-461.0799002815816,0.4396855164749103,-0.15725754616037074,-20
1h,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,1.5,1.5,2.5,0.8,0.2,0.65,True,1.0,1.5,935,-0.12286589473717936,-114.8796115792627,-137.4230993425605,0.8101325349674393,913,-0.2916916143548303,-266.3144439059601,-275.17722138821483,0.5878922217519328,-0.16882571961765097,-22
1h,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,stress,1.5,1.5,2.5,0.8,0.2,0.65,True,1.0,1.5,934,-0.3423610146786109,-319.7651877098226,-331.4024444636281,0.558666141940259,913,-0.516343532873438,-471.4216455134489,-476.15756908568767,0.3947972180583126,-0.17398251819482713,-21
1h,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,base,1.5,1.5,2.5,0.8,0.2,0.65,True,1.2,2.0,917,-0.0812245453514819,-74.4829080873089,-96.09326199343226,0.8760753951757855,897,-0.26002400157065175,-233.24152940887464,-238.0267553898774,0.6211652196999758,-0.17879945621916987,-20
1h,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,stress,1.5,1.5,2.5,0.8,0.2,0.65,True,1.2,2.0,918,-0.2663087648689973,-244.4714461497395,-260.3748239360044,0.6530236184508107,901,-0.4665315410027563,-420.34491844348344,-422.4505332028516,0.43428157455042077,-0.200222776133759,-17
1h,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,1.5,1.5,2.0,0.7,0.3,0.5,True,1.0,1.5,1714,-0.20000476731292957,-342.8081711743613,-368.8868975554307,0.7072493968133209,1639,-0.2688771142308569,-440.6895902243745,-455.28172372315026,0.6142314092452803,-0.06887234691792735,-75
1h,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.5,model_a,stress,1.5,1.5,2.0,0.7,0.3,0.5,True,1.0,1.5,1716,-0.4216543563182986,-723.5588754422005,-734.8606040534551,0.4850230613340868,1643,-0.4876562755710183,-801.2192607631831,-810.0860686329601,0.41828521715633493,-0.0660019192527197,-73
1h,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.5,model_b,base,1.5,1.5,2.0,0.7,0.3,0.5,True,1.2,2.0,1652,-0.1712214524025804,-282.85783936906284,-306.53667641878684,0.7530829013943999,1586,-0.21147297972830562,-335.3961458490927,-350.12801418593705,0.6901032312728486,-0.040251527325725206,-66
1h,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.5,model_b,stress,1.5,1.5,2.0,0.7,0.3,0.5,True,1.2,2.0,1655,-0.3477421360139446,-575.5132351030783,-590.5763577038573,0.5692090136667683,1591,-0.41365807916388475,-658.1300039497406,-666.5593769523671,0.49081553971929054,-0.06591594314994015,-64
1h,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,1.5,1.5,2.0,0.7,0.3,0.65,True,1.0,1.5,1465,-0.15380242430357266,-225.32055160473396,-251.83477704461254,0.7674586073743376,1410,-0.2553932627705065,-360.1045005064142,-372.86090239748273,0.6305544630446004,-0.10159083846693384,-55
1h,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.65,model_a,stress,1.5,1.5,2.0,0.7,0.3,0.65,True,1.0,1.5,1467,-0.37341225411883877,-547.7957767923365,-562.1823833285096,0.5292911248234822,1412,-0.4726567401356849,-667.3913170715871,-675.7494398132038,0.4310953504568718,-0.09924448601684616,-55
1h,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.65,model_b,base,1.5,1.5,2.0,0.7,0.3,0.65,True,1.2,2.0,1423,-0.121490863759802,-172.88149913019825,-202.03643070759625,0.8188270983795569,1377,-0.2107028576071937,-290.1378349251057,-305.29014855856536,0.689171951134874,-0.0892119938473917,-46
1h,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.65,model_b,stress,1.5,1.5,2.0,0.7,0.3,0.65,True,1.2,2.0,1425,-0.2995771733846555,-426.8974720731341,-448.5092159871955,0.6168692139187527,1380,-0.4170664011185207,-575.5516335435586,-583.9810065461849,0.4850043068413902,-0.11748922773386522,-45
1h,range1.5_ret1.5_vz2_cl0.8_cs0.2_body0.5,model_a,base,1.5,1.5,2.0,0.8,0.2,0.5,True,1.0,1.5,1277,-0.18122350346548416,-231.42241392542326,-254.90930785780955,0.7322076969539216,1246,-0.27786601142694006,-346.2210502379673,-361.31925786349643,0.6055098374466026,-0.0966425079614559,-31
1h,range1.5_ret1.5_vz2_cl0.8_cs0.2_body0.5,model_a,stress,1.5,1.5,2.0,0.8,0.2,0.5,True,1.0,1.5,1278,-0.3998830217744625,-511.05050182776307,-522.1931051084432,0.5057814633407336,1246,-0.4949217742583533,-616.6725307259082,-623.9609990708045,0.4144523989653014,-0.09503875248389082,-32
1h,range1.5_ret1.5_vz2_cl0.8_cs0.2_body0.5,model_b,base,1.5,1.5,2.0,0.8,0.2,0.5,True,1.2,2.0,1246,-0.158215928888895,-197.13704739556317,-218.74442296097664,0.7692366507078899,1217,-0.23945030949364932,-291.4110266537712,-301.4240545686607,0.6518732200850075,-0.08123438060475432,-29
1h,range1.5_ret1.5_vz2_cl0.8_cs0.2_body0.5,model_b,stress,1.5,1.5,2.0,0.8,0.2,0.5,True,1.2,2.0,1246,-0.33341536404892436,-415.4355436049597,-429.78376661416036,0.5828479327529926,1224,-0.44457379696332383,-544.1583274831083,-550.5479289326477,0.4591886260443637,-0.11115843291439947,-22
1h,range1.5_ret1.5_vz2_cl0.8_cs0.2_body0.65,model_a,base,1.5,1.5,2.0,0.8,0.2,0.65,True,1.0,1.5,1145,-0.13840973746658955,-158.47914939924505,-179.79631415251689,0.7885171830726898,1118,-0.2661759938543545,-297.5847611291683,-310.604486636369,0.6182926146864465,-0.12776625638776493,-27
1h,range1.5_ret1.5_vz2_cl0.8_cs0.2_body0.65,model_a,stress,1.5,1.5,2.0,0.8,0.2,0.65,True,1.0,1.5,1145,-0.3582543104156808,-410.2011854259545,-419.82605281500486,0.5440555894895933,1118,-0.4835886216675596,-540.6520790243317,-546.5588384533589,0.4223343298806242,-0.12533431125187883,-27
1h,range1.5_ret1.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,1.5,1.5,2.0,0.8,0.2,0.65,True,1.2,2.0,1120,-0.11056842428409411,-123.8366351981854,-146.31052826827263,0.833794578006345,1095,-0.22967608117781205,-251.4953088897042,-265.90210287406376,0.6629893363717513,-0.11910765689371794,-25
1h,range1.5_ret1.5_vz2_cl0.8_cs0.2_body0.65,model_b,stress,1.5,1.5,2.0,0.8,0.2,0.65,True,1.2,2.0,1120,-0.28757293013553387,-322.08168175179793,-337.6073578154762,0.629841329858241,1100,-0.4443599074897389,-488.7958982387128,-495.6715014462821,0.45876581375240894,-0.15678697735420505,-20
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,2.5,2.5,1.5,0.7,0.3,0.5,True,1.0,1.5,1042,-0.14592833619794443,-152.0573263182581,-162.64642875980746,0.7839947570650724,1019,-0.25528094473978413,-260.13128268984,-268.3278320818873,0.6409870787727316,-0.1093526085418397,-23
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,stress,2.5,2.5,1.5,0.7,0.3,0.5,True,1.0,1.5,1043,-0.3843212113285057,-400.84702341563144,-407.510252794489,0.529357466152949,1021,-0.4985869338334148,-509.0572594439165,-516.4498117568739,0.42373280487874787,-0.11426572250490907,-22
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,2.5,2.5,1.5,0.7,0.3,0.5,True,1.2,2.0,1031,-0.12598526164290416,-129.8908047538342,-141.73760006782518,0.8198603770539429,1003,-0.23688796929912934,-237.59863320702672,-241.86913081239294,0.6688827785336787,-0.11090270765622517,-28
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.5,model_b,stress,2.5,2.5,1.5,0.7,0.3,0.5,True,1.2,2.0,1032,-0.318307629138632,-328.4934732710682,-337.71091584722956,0.6108811281234056,1005,-0.4415651322949128,-443.77295795638736,-447.02122922189704,0.48105968824951556,-0.12325750315628081,-27
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,2.5,2.5,1.5,0.7,0.3,0.65,True,1.0,1.5,914,-0.11673816743310861,-106.69868503386127,-118.13860417504767,0.8232226840377724,899,-0.25936980329982506,-233.1734531665427,-241.37000255859002,0.6351061287157579,-0.14263163586671646,-15
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,stress,2.5,2.5,1.5,0.7,0.3,0.65,True,1.0,1.5,915,-0.35249450750705125,-322.5324743689519,-329.85913735797413,0.5579300411577967,900,-0.49883279626660487,-448.94951663994436,-456.34206895290174,0.4214817691307381,-0.14633828875955363,-15
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,2.5,2.5,1.5,0.7,0.3,0.65,True,1.2,2.0,906,-0.10569791941828886,-95.7623149929697,-107.90213247332495,0.8462414124265912,889,-0.2508169732424502,-222.97628921253823,-227.24678681790448,0.6495933373279812,-0.14511905382416135,-17
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_b,stress,2.5,2.5,1.5,0.7,0.3,0.65,True,1.2,2.0,906,-0.29944326139327376,-271.29559482230604,-281.14681281379904,0.6276535585119654,891,-0.458204937048626,-408.26059891032577,-411.5088701758353,0.46298576418913234,-0.15876167565535226,-15
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,2.5,2.5,1.5,0.8,0.2,0.5,True,1.0,1.5,799,-0.13781482778762352,-110.1140474023112,-117.36440791765295,0.7946412266155256,788,-0.28226895774984273,-222.4279387068761,-229.28367360763434,0.6089997767003595,-0.1444541299622192,-11
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,stress,2.5,2.5,1.5,0.8,0.2,0.5,True,1.0,1.5,799,-0.37034627074990967,-295.9066703291778,-300.46264309922657,0.5409957262882067,788,-0.5204186971147069,-410.08993332638903,-416.18305466779367,0.40487608487518956,-0.15007242636479723,-11
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,2.5,2.5,1.5,0.8,0.2,0.5,True,1.2,2.0,793,-0.1322670705016656,-104.88778690782082,-113.87983021333724,0.8101350038991081,778,-0.28587564459262826,-222.41125149306478,-226.5458885152746,0.6078948450900394,-0.15360857409096265,-15
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_b,stress,2.5,2.5,1.5,0.8,0.2,0.5,True,1.2,2.0,793,-0.32126876138397253,-254.76612777749023,-261.5573741525308,0.6055974325289819,779,-0.4916020413678107,-382.95799022552455,-385.13044909454004,0.43518532534669657,-0.17033327998383818,-14
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,2.5,2.5,1.5,0.8,0.2,0.65,True,1.0,1.5,731,-0.11041621601835654,-80.71425390941863,-87.75984344566008,0.8319758222029872,723,-0.27155473081753984,-196.3340703810813,-203.18980528183948,0.620257996617989,-0.16113851479918329,-8
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,stress,2.5,2.5,1.5,0.8,0.2,0.65,True,1.0,1.5,731,-0.3419289852325029,-249.95008820495963,-254.62307528627827,0.5674114765464869,723,-0.5091860967861862,-368.1415479764126,-374.2346693178171,0.4120373774611033,-0.16725711155368328,-8
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,2.5,2.5,1.5,0.8,0.2,0.65,True,1.2,2.0,726,-0.11449112553368454,-83.12055713745498,-91.35914951038794,0.8334957202822489,715,-0.2827280352659813,-202.15054521517663,-205.46160779486166,0.6096203228133397,-0.16823690973229674,-11
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_b,stress,2.5,2.5,1.5,0.8,0.2,0.65,True,1.2,2.0,726,-0.3044357181620241,-221.02033138562948,-227.81157776067025,0.6214023031485304,716,-0.4926847445974591,-352.7622771317807,-354.1790386543293,0.43223860609969433,-0.188249026435435,-10
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,2.5,2.5,2.5,0.7,0.3,0.5,True,1.0,1.5,853,-0.16884124338785192,-144.02158060983768,-160.39591506169785,0.7527537422097026,836,-0.27245366294495327,-227.77126222198095,-230.67443908700668,0.6192794796047021,-0.10361241955710135,-17
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,stress,2.5,2.5,2.5,0.7,0.3,0.5,True,1.0,1.5,853,-0.4055059477965411,-345.89657347044954,-352.6737716273657,0.5081140847963836,837,-0.5134157813160795,-429.7290089615585,-432.0349535027464,0.40932244806994506,-0.10790983351953837,-16
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,2.5,2.5,2.5,0.7,0.3,0.5,True,1.2,2.0,845,-0.13725909390756855,-115.98393435189541,-124.97698510104856,0.8034979755795852,823,-0.2387221886836514,-196.4683612866451,-197.9718334908335,0.6622801631925994,-0.10146309477608284,-22
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_b,stress,2.5,2.5,2.5,0.7,0.3,0.5,True,1.2,2.0,845,-0.32778427482753253,-276.97771222926497,-284.1119674332406,0.5985189486396725,825,-0.4420450673821287,-364.68718059025616,-365.6937836412459,0.47650169941962944,-0.11426079255459615,-20
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,2.5,2.5,2.5,0.7,0.3,0.65,True,1.0,1.5,762,-0.14586997034781293,-111.15291740503346,-128.2495312486616,0.7824577247710157,749,-0.26967089814214273,-201.9835027084649,-204.8866795734907,0.620567324405111,-0.1238009277943298,-13
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,stress,2.5,2.5,2.5,0.7,0.3,0.65,True,1.0,1.5,762,-0.37948827195821005,-289.17006323215605,-297.5466099273691,0.5305994425749776,750,-0.5056758880447885,-379.2569160335914,-381.56286057477905,0.4119904495945377,-0.1261876160865784,-12
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_b,base,2.5,2.5,2.5,0.7,0.3,0.65,True,1.2,2.0,756,-0.12133520634799666,-91.72941599908548,-102.87332339356354,0.8241221503462479,741,-0.24030769551553544,-178.06800237701177,-179.57147458119996,0.6571144080993275,-0.11897248916753878,-15
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_b,stress,2.5,2.5,2.5,0.7,0.3,0.65,True,1.2,2.0,756,-0.3126022689523553,-236.3273153279806,-245.76332585484815,0.6119560865649113,743,-0.44428634977655684,-330.10475788398173,-331.1113609349711,0.4702986343375754,-0.13168408082420152,-13
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,652,-0.16944105055163666,-110.4755649596671,-122.02409639895475,0.7519336623938204,643,-0.2943848640434737,-189.2894675799536,-190.85182995369033,0.5925577059371051,-0.12494381349183703,-9
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,stress,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,651,-0.40438139488593416,-263.25228807074313,-266.7593460928613,0.5081431433925556,643,-0.5322750983091303,-342.2528882127708,-343.2594017824055,0.39140569221981447,-0.12789370342319617,-8
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,base,2.5,2.5,2.5,0.8,0.2,0.5,True,1.2,2.0,646,-0.1470099163474499,-94.96840596045263,-100.38010364259452,0.790147575177157,634,-0.2751831522948684,-174.46611855494658,-174.09943169353605,0.6150930926304361,-0.1281732359474185,-12
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,stress,2.5,2.5,2.5,0.8,0.2,0.5,True,1.2,2.0,646,-0.3344906847045527,-216.08098231914104,-220.0298006233726,0.5910446143111269,635,-0.4757314642143047,-302.08947977608346,-301.2645730841122,0.4438009635773564,-0.141240779509752,-11
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,607,-0.13535194847143298,-82.15863272215982,-95.96050691819403,0.7966836892772592,599,-0.2808869378028062,-168.2512757438809,-169.8136381176176,0.6065608060089412,-0.14553498933137324,-8
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,stress,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,606,-0.37140178553485365,-225.0694820341213,-229.75336881131022,0.5376585702034574,599,-0.5175930822689012,-310.03825627907185,-311.04476984870666,0.40023638524276617,-0.14619129673404757,-7
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,base,2.5,2.5,2.5,0.8,0.2,0.65,True,1.2,2.0,602,-0.12216474613947,-73.54317717596093,-79.78265875622314,0.8230057286149215,592,-0.2635539019417713,-156.02390994952862,-156.8018802478333,0.6268136767999378,-0.14138915580230133,-10
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,stress,2.5,2.5,2.5,0.8,0.2,0.65,True,1.2,2.0,602,-0.30931949516005564,-186.2103360863535,-190.62493093234937,0.6157279664589077,593,-0.4669763369792453,-276.91696782869246,-276.0920611367213,0.44887077405055814,-0.15765684181918965,-9
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,956,-0.16699708870190408,-159.6492167990203,-172.29694915247183,0.7558634175080209,939,-0.2653454372400358,-249.15936556839358,-253.47808252651305,0.6289773201364547,-0.09834834853813171,-17
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,stress,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,957,-0.41002846693168893,-392.3972428536263,-400.4912831414816,0.5056458099398795,940,-0.5086351706429494,-478.11706040437247,-481.754028252163,0.4152587789250719,-0.09860670371126046,-17
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_b,base,2.5,2.5,2.0,0.7,0.3,0.5,True,1.2,2.0,946,-0.14454502223145285,-136.7395910309544,-147.146096735616,0.7947158119656818,925,-0.24072994300851025,-222.67519728287198,-224.92527677587415,0.6625556764844155,-0.0961849207770574,-21
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_b,stress,2.5,2.5,2.0,0.7,0.3,0.5,True,1.2,2.0,947,-0.33395629467537785,-316.2566110575828,-324.492906437899,0.5939847314464637,927,-0.4414416752418485,-409.2164329491936,-410.8730216720791,0.4801240288807704,-0.10748538056647067,-20
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,849,-0.13724736658481723,-116.52301423050983,-130.0215632835983,0.7948584548144562,837,-0.2666616185650651,-223.1957747389595,-227.514491697079,0.6261903979690175,-0.12941425198024786,-12
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,stress,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,850,-0.3794621621996266,-322.5428378696826,-330.727539870583,0.5323745606093706,838,-0.5067580607429361,-424.66325490258043,-428.300222750371,0.41430687589275855,-0.12729589854330947,-12
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_b,base,2.5,2.5,2.0,0.7,0.3,0.65,True,1.2,2.0,842,-0.12304499528573555,-103.60388603058934,-114.30341390161523,0.8222545997643613,828,-0.2492471409867526,-206.37663273703114,-209.95154759169196,0.6497171997824953,-0.12620214570101707,-14
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_b,stress,2.5,2.5,2.0,0.7,0.3,0.65,True,1.2,2.0,842,-0.31625557152660416,-266.2871912254007,-275.10966924871303,0.6094026650775658,830,-0.4510819737332328,-374.3980381985832,-376.05462692146864,0.46808308204742044,-0.13482640220662861,-12
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_a,base,2.5,2.5,2.0,0.8,0.2,0.5,True,1.0,1.5,728,-0.166212887851976,-121.00298235623853,-130.18802555937432,0.7567291352423289,721,-0.2998235759565229,-216.172798264653,-219.15070073148354,0.5886891289809835,-0.13361068810454693,-7
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_a,stress,2.5,2.5,2.0,0.8,0.2,0.5,True,1.0,1.5,728,-0.40049010233488214,-291.5567944997942,-295.705203378902,0.5131305208253856,721,-0.5354263000254057,-386.0423623183175,-388.37989919455526,0.39224075405526193,-0.13493619769052356,-7
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_b,base,2.5,2.5,2.0,0.8,0.2,0.5,True,1.2,2.0,722,-0.15515298993472043,-112.02045873286815,-118.46266093262975,0.7794178323779992,711,-0.2914555714934137,-207.22491133181714,-207.55920785311176,0.5995792230514483,-0.1363025815586933,-11
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_b,stress,2.5,2.5,2.0,0.8,0.2,0.5,True,1.2,2.0,722,-0.34403984069234306,-248.3967649798717,-252.70455969477453,0.5818937709974293,712,-0.49264977483611055,-350.7666396833107,-350.59171866323516,0.43340554455360913,-0.1486099341437675,-10
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_a,base,2.5,2.5,2.0,0.8,0.2,0.65,True,1.0,1.5,674,-0.13048741804871256,-87.94851976483227,-98.14776528419944,0.803992656180307,668,-0.2858429965985003,-190.9431217277982,-193.92102419462867,0.6032689586775876,-0.15535557854978777,-6
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_a,stress,2.5,2.5,2.0,0.8,0.2,0.65,True,1.0,1.5,674,-0.36615128745271197,-246.78596774312786,-251.62639015538124,0.5441852605145271,668,-0.5206582656142216,-347.7997214303,-350.13725830653766,0.4014532161329994,-0.1545069781615096,-6
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,2.5,2.5,2.0,0.8,0.2,0.65,True,1.2,2.0,669,-0.13320483144448694,-89.11403223636177,-94.80278350353973,0.8078257992316816,660,-0.2820515972580769,-186.15405419033073,-186.49494585329208,0.6082651453407834,-0.14884676581358994,-9
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_b,stress,2.5,2.5,2.0,0.8,0.2,0.65,True,1.2,2.0,669,-0.32221731902133166,-215.5633864252709,-220.04347042192282,0.6023763060964941,661,-0.48628549881339517,-321.4347147156542,-321.25979369557854,0.4362161122503383,-0.1640681797920635,-8
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,2.0,2.0,1.5,0.7,0.3,0.5,True,1.0,1.5,1604,-0.18098764939016604,-290.3041896218263,-309.0734657495623,0.732984320701591,1532,-0.26142417584839583,-400.5018373997424,-411.5729512245942,0.6275267477433112,-0.0804365264582298,-72
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_a,stress,2.0,2.0,1.5,0.7,0.3,0.5,True,1.0,1.5,1610,-0.415560375804271,-669.0522050448764,-678.2797592431974,0.493061519886824,1537,-0.4952418209717913,-761.1866788336432,-770.8279310347937,0.4179049672367441,-0.07968144516752029,-73
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,2.0,2.0,1.5,0.7,0.3,0.5,True,1.2,2.0,1559,-0.14903219992866337,-232.34119968878622,-257.25350305858825,0.7839773624708238,1484,-0.21446742790766604,-318.2696630149764,-332.18630916399127,0.6904391956290923,-0.06543522797900267,-75
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_b,stress,2.0,2.0,1.5,0.7,0.3,0.5,True,1.2,2.0,1561,-0.3378187242962916,-527.3350286265112,-541.5762220473807,0.5828828840026888,1493,-0.4210339395202916,-628.6036717037954,-638.1122579535786,0.4894298040059213,-0.083215215224,-68
