symbol,timeframe,param_id,exit_model,friction_case,entry_mode,signal_time,entry_time,exit_time,side,raw_entry,entry,raw_exit,exit,stop,target,atr_at_signal,risk,volume_z,candle_return,body_pct,close_location,gross_r,fee_r,net_r,exit_reason,range_mult,ret_mult,vol_z_min,close_loc_long_min,close_loc_short_max,body_min,atr_period,volume_z_lookback,require_direction,stop_atr_mult,target_r,max_hold_bars,taker_fee_bps_per_side,slippage_bps_per_side
XRPUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-26 06:00:00+00:00,2025-05-26 06:15:00+00:00,2025-05-26 07:00:00+00:00,short,2.342,2.3408290000000003,2.3461790000000002,2.3473520895,2.3461790000000002,2.3328040000000003,0.005349999999999966,0.005349999999999966,1.6204507104377321,-0.0026026111442955862,0.7176470588235141,0.09411764705881123,-1.219269065420552,0.3505182122990677,-1.5697872777196198,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
ETHUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-26 06:45:00+00:00,2025-05-26 07:00:00+00:00,2025-05-26 07:30:00+00:00,long,2585.01,2586.302505,2579.349647857143,2578.059973033214,2579.349647857143,2596.7317907142856,6.952857142857121,6.952857142857121,2.104142264781649,0.004982483456597969,0.7420289855072569,0.8168115942029069,-1.1854884686151965,0.29710735439681624,-1.4825958230120126,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
ADAUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-26 07:30:00+00:00,2025-05-26 07:45:00+00:00,2025-05-26 08:00:00+00:00,long,0.7749,0.77528745,0.7721803071428571,0.7717942169892857,0.7721803071428571,0.7799481642857142,0.003107142857142864,0.003107142857142864,1.5771861106416765,0.00494019760790435,0.622950819672136,0.9508196721311529,-1.1242588999999852,0.19916453643999957,-1.3234234364399848,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
LTCUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-26 13:00:00+00:00,2025-05-26 13:15:00+00:00,2025-05-26 13:45:00+00:00,short,97.34,97.29133,96.81883,96.867239415,97.60633,96.81883,0.3149999999999987,0.3149999999999987,3.045577763626856,-0.003899835796387474,0.7450980392156699,0.11764705882353269,1.3463193174603287,0.2465505643365089,1.0997687531238198,target,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
AVAXUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-26 13:45:00+00:00,2025-05-26 14:00:00+00:00,2025-05-26 14:15:00+00:00,short,23.433,23.4212835,23.2127835,23.22438989175,23.5602835,23.2127835,0.13900000000000037,0.13900000000000037,4.293322605816485,-0.010890291961523855,0.7385057471264431,0.24425287356321135,1.4165007787769803,0.1342321536453234,1.2822686251316568,target,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
BNBUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-26 13:15:00+00:00,2025-05-26 13:30:00+00:00,2025-05-26 14:15:00+00:00,short,673.36,673.02332,671.2618914285714,671.5975223742856,674.1976057142857,671.2618914285714,1.1742857142857102,1.1742857142857102,1.6925548394415426,-0.0033765772169894745,0.8507462686567221,0.1455223880596991,1.2141828929441243,0.45802169813236165,0.7561611948117626,target,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
ADAUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-26 13:45:00+00:00,2025-05-26 14:00:00+00:00,2025-05-26 14:30:00+00:00,short,0.7634,0.7630183,0.7574468714285715,0.7578255948642857,0.7667325857142857,0.7574468714285715,0.0037142857142857255,0.0037142857142857255,10.268019433118729,-0.006001304631441537,0.6216216216216164,0.2567567567567598,1.3980359980769357,0.16378318867769182,1.2342528093992438,target,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
LTCUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-26 14:00:00+00:00,2025-05-26 14:15:00+00:00,2025-05-26 14:30:00+00:00,long,97.0,97.04849999999999,96.6977857142857,96.64943682142857,96.6977857142857,97.57457142857142,0.3507142857142865,0.3507142857142865,2.191469560569214,0.004341085271317847,0.6999999999999929,1.0,-1.1378583503054842,0.22091821714867568,-1.3587765674541599,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
SOLUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-26 13:45:00+00:00,2025-05-26 14:00:00+00:00,2025-05-26 14:30:00+00:00,short,177.3,177.21135,176.1527785714286,176.2408549607143,177.9170642857143,176.1527785714286,0.7057142857142834,0.7057142857142834,3.3454796484234537,-0.006860484732609789,0.6777777777777836,0.29444444444444784,1.3751953997975672,0.2003372821639683,1.1748581176335988,target,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
ADAUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-26 16:15:00+00:00,2025-05-26 16:30:00+00:00,2025-05-26 17:30:00+00:00,short,0.7607,0.7603196500000001,0.7535053642857144,0.7538821169678571,0.7648625071428573,0.7535053642857144,0.00454285714285715,0.00454285714285715,2.2302336370375473,-0.009925558312655153,0.7238095238095242,0.24761904761905054,1.4170670196541186,0.13332594174559728,1.2837410779085214,target,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
SOLUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-26 16:15:00+00:00,2025-05-26 16:30:00+00:00,2025-05-26 17:30:00+00:00,short,176.09,176.001955,174.48374071428572,174.57098258464285,177.01409785714287,174.48374071428572,1.0121428571428563,1.0121428571428563,5.739753202378423,-0.008520483015460958,0.674107142857136,0.2633928571428576,1.4138047858151213,0.13854682078151034,1.2752579650336109,target,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
BTCUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-26 16:15:00+00:00,2025-05-26 16:30:00+00:00,2025-05-26 17:45:00+00:00,short,109543.8,109489.02810000001,109024.60667142858,109079.1189747643,109798.6423857143,109024.60667142858,309.6142857142851,309.6142857142851,5.536629948686711,-0.006835565660779025,0.7449737545805821,0.24522135287708427,1.323934792899012,0.282374757444443,1.0415600354545689,target,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
LINKUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-26 16:15:00+00:00,2025-05-26 16:30:00+00:00,2025-05-26 17:45:00+00:00,short,15.59,15.582205,15.423419285714285,15.431130995357142,15.688062142857143,15.423419285714285,0.10585714285714319,0.10585714285714319,5.229582335797247,-0.012414056531703608,0.7587548638132317,0.22178988326848426,1.4271498414305033,0.11718939377462852,1.3099604476558748,target,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
AVAXUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-26 16:15:00+00:00,2025-05-26 16:30:00+00:00,2025-05-26 18:30:00+00:00,short,23.197,23.1854015,23.092,23.103545999999998,23.37233007142857,22.905008642857144,0.18692857142857125,0.18692857142857125,5.171955207976542,-0.0102691369646142,0.6593406593406537,0.274725274725278,0.4378972105464447,0.09905162628964473,0.3388455842568,time_stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
LTCUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-26 18:00:00+00:00,2025-05-26 18:15:00+00:00,2025-05-26 19:00:00+00:00,long,94.99,95.03749499999999,94.54178071428571,94.49450982392857,94.54178071428571,95.78106642857142,0.49571428571428655,0.49571428571428655,2.3825420011932454,0.004334038054968402,0.5256410256410388,0.9743589743589794,-1.0953591448126725,0.15293648804236287,-1.2482956328550354,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
BNBUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-27 01:00:00+00:00,2025-05-27 01:15:00+00:00,2025-05-27 01:30:00+00:00,short,668.43,668.095785,669.3286421428571,669.6633064639285,669.3286421428571,666.2464992857143,1.232857142857126,1.232857142857126,2.5966972523087932,-0.004342588599217679,0.9605263157894717,0.03618421052632071,-1.2714542581112225,0.43403539468123425,-1.7054896527924568,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
ADAUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-27 01:00:00+00:00,2025-05-27 01:15:00+00:00,2025-05-27 02:00:00+00:00,short,0.7484,0.7480258,0.7516400857142856,0.7520159057571427,0.7516400857142856,0.7426043714285714,0.0036142857142857205,0.0036142857142857205,1.8004839168541467,-0.009275208692195582,0.8860759493670873,0.10126582278481279,-1.1039818300394966,0.1660125207952566,-1.269994350834753,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
XRPUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-27 01:00:00+00:00,2025-05-27 01:15:00+00:00,2025-05-27 02:00:00+00:00,short,2.2809,2.27975955,2.2873095500000002,2.288453204775,2.2873095500000002,2.26843455,0.007550000000000041,0.007550000000000041,4.531439919640495,-0.0074733869215728365,0.8151658767772582,0.15639810426539855,-1.1514774536423857,0.24202451680927026,-1.393501970451656,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
LINKUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-27 01:00:00+00:00,2025-05-27 01:15:00+00:00,2025-05-27 02:15:00+00:00,short,15.269,15.2613655,15.347079785714286,15.354753325607142,15.347079785714286,15.132794071428572,0.08571428571428592,0.08571428571428592,1.5843474549024439,-0.008049857179953294,0.9253731343283722,0.06716417910446762,-1.0895246320833165,0.14287522118616633,-1.2323998532694829,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
SOLUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-27 01:00:00+00:00,2025-05-27 01:15:00+00:00,2025-05-27 02:15:00+00:00,short,172.06,171.97397,172.72111285714286,172.80747341357142,172.72111285714286,170.85325571428572,0.7471428571428557,0.7471428571428557,2.3206441909975535,-0.007872205941504364,0.8670886075949483,0.12658227848100673,-1.1155877428298009,0.18458662362485698,-1.300174366454658,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
LTCUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-27 01:00:00+00:00,2025-05-27 01:15:00+00:00,2025-05-27 02:30:00+00:00,short,93.71,93.663145,94.06171642857143,94.10874728678571,94.06171642857143,93.06528785714286,0.3985714285714264,0.3985714285714264,1.5232814393861713,-0.007421543681085546,0.9333333333333181,0.06666666666668182,-1.117998568996422,0.18844490982186482,-1.3064434788182868,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
BNBUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-27 06:00:00+00:00,2025-05-27 06:15:00+00:00,2025-05-27 06:30:00+00:00,long,678.77,679.109385,681.1333135714285,680.7927469146429,677.7600992857142,681.1333135714285,1.3492857142857215,1.3492857142857215,2.910535533031719,0.004208841531188452,0.8765432098765505,0.8919753086419686,1.2475948546850342,0.4031472704458422,0.844447584239192,target,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
ADAUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-27 06:00:00+00:00,2025-05-27 06:15:00+00:00,2025-05-27 06:45:00+00:00,long,0.7609,0.76128045,0.7580661642857143,0.7576871312035715,0.7580661642857143,0.7661018785714285,0.003214285714285709,0.003214285714285709,2.292653946492061,0.008740564163686996,0.8800000000000124,0.8933333333333444,-1.1179214033333273,0.1890270767720003,-1.3069484801053277,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
AVAXUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-27 06:00:00+00:00,2025-05-27 06:15:00+00:00,2025-05-27 06:45:00+00:00,long,23.651,23.662825499999997,23.501182642857138,23.48943205153571,23.501182642857138,23.90528978571428,0.16164285714285725,0.16164285714285725,2.6522872545905463,0.00912486206603853,0.805243445692885,0.8089887640449495,-1.072694776182055,0.11668256398082184,-1.1893773401628769,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
ETHUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-27 06:00:00+00:00,2025-05-27 06:15:00+00:00,2025-05-27 06:45:00+00:00,long,2595.79,2597.0878949999997,2587.119323571428,2585.825763909643,2587.119323571428,2612.0407521428565,9.96857142857136,9.96857142857136,7.082746802951963,0.011749591217005487,0.7718670076726435,0.7721227621483407,-1.1297637952493373,0.20797016688086986,-1.3377339621302071,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
LINKUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-27 06:00:00+00:00,2025-05-27 06:15:00+00:00,2025-05-27 06:45:00+00:00,long,15.758,15.765878999999998,15.680021857142854,15.672181846214285,15.680021857142854,15.894664714285712,0.08585714285714285,0.08585714285714285,3.403512759349108,0.012120823446418268,0.870967741935482,0.870967741935482,-1.09131460316139,0.14646683921697173,-1.2377814423783617,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
LTCUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-27 06:00:00+00:00,2025-05-27 06:15:00+00:00,2025-05-27 06:45:00+00:00,long,95.09,95.137545,94.76111642857143,94.71373587035714,94.76111642857143,95.70218785714286,0.37642857142857217,0.37642857142857217,1.6557117063181095,0.007096705857430375,0.8701298701298608,0.8701298701298608,-1.125868655597734,0.20173950149411723,-1.3276081570918512,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
XRPUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-27 06:00:00+00:00,2025-05-27 06:15:00+00:00,2025-05-27 06:45:00+00:00,long,2.3037,2.30485185,2.2971732785714285,2.2960246919321428,2.2971732785714285,2.316369707142857,0.007678571428571487,0.007678571428571487,1.5230119136148277,0.003790354202064962,0.564935064935043,0.9090909090908907,-1.1495833762790642,0.2396735686959982,-1.3892569449750622,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
BNBUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-27 06:45:00+00:00,2025-05-27 07:00:00+00:00,2025-05-27 07:30:00+00:00,short,679.14,678.80043,680.3975728571429,680.7377716435715,680.3975728571429,676.4047157142857,1.5971428571428663,1.5971428571428663,3.639770581172579,-0.005269183349967756,0.8692493946731321,0.06779661016948499,-1.2130046068873188,0.34049257286243095,-1.5534971797497499,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
ADAUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-27 13:00:00+00:00,2025-05-27 13:15:00+00:00,2025-05-27 13:30:00+00:00,long,0.7715,0.7718857499999999,0.7689214642857142,0.7685370035535714,0.7689214642857142,0.7763321785714286,0.0029642857142857366,0.0029642857142857366,2.5933153124262014,0.007163323782234891,0.6874999999999931,0.8249999999999916,-1.1296975963855347,0.20786427517831166,-1.3375618715638464,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
AVAXUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-27 13:00:00+00:00,2025-05-27 13:15:00+00:00,2025-05-27 13:30:00+00:00,long,23.735,23.746867499999997,23.636938928571425,23.62512045910714,23.636938928571425,23.911760357142853,0.10992857142857078,0.10992857142857078,2.0602382883841317,0.006014910199932204,0.5144927536231868,0.7463768115942017,-1.107510443469784,0.17237370537427002,-1.279884148844054,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
BTCUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-27 13:00:00+00:00,2025-05-27 13:15:00+00:00,2025-05-27 13:30:00+00:00,long,110396.0,110451.19799999999,110269.51228571427,110214.37752957141,110269.51228571427,110723.72657142856,181.6857142857178,181.6857142857178,3.0278282052099486,0.007127300078684994,0.7594591965761929,0.7831922964692077,-1.3034622527126822,0.4858182194392105,-1.7892804721518927,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
LINKUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-27 13:00:00+00:00,2025-05-27 13:15:00+00:00,2025-05-27 13:30:00+00:00,long,16.041,16.0490205,15.986806214285716,15.978812811178575,15.986806214285716,16.14234192857143,0.06221428571428574,0.06221428571428574,3.3327516888174586,0.005840974751915587,0.5670731707317082,0.7378048780487845,-1.1284817950631116,0.20591947938300798,-1.3344012744461196,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
LTCUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-27 13:00:00+00:00,2025-05-27 13:15:00+00:00,2025-05-27 13:30:00+00:00,long,96.52,96.56826,96.29325999999999,96.24511337,96.29325999999999,96.98076,0.27500000000000163,0.27500000000000163,2.799869560703391,0.007104795737122629,0.772727272727272,0.8295454545454499,-1.175078654545435,0.28045581581090745,-1.4555344703563424,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
SOLUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-27 13:00:00+00:00,2025-05-27 13:15:00+00:00,2025-05-27 13:30:00+00:00,long,178.64,178.72931999999997,178.05431999999996,177.96529283999996,178.05431999999996,179.74181999999996,0.6749999999999972,0.6749999999999972,2.186784281655493,0.005933544303797372,0.6104651162790603,0.7674418604651129,-1.1318920888889112,0.21137458538666754,-1.3432666742755788,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
XRPUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-27 13:00:00+00:00,2025-05-27 13:15:00+00:00,2025-05-27 13:30:00+00:00,long,2.3398,2.3409698999999997,2.334948471428571,2.333780997192857,2.334948471428571,2.3500020428571426,0.006021428571428495,0.006021428571428495,4.05111556359024,0.00916365513680954,0.803773584905665,0.8188679245283048,-1.1938865871885798,0.3105409848669078,-1.5044275720554876,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
BNBUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-27 13:00:00+00:00,2025-05-27 13:15:00+00:00,2025-05-27 14:00:00+00:00,long,687.05,687.393525,689.5803107142857,689.2355205589286,685.9356678571428,689.5803107142857,1.4578571428571405,1.4578571428571405,1.8599855690826959,0.0034524628055647554,0.8581818181817819,0.8618181818181835,1.263495238853526,0.37771301592993695,0.8857822229235892,target,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
LINKUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-28 04:30:00+00:00,2025-05-28 04:45:00+00:00,2025-05-28 05:00:00+00:00,long,15.992,15.999996,15.917924571428571,15.909965609142859,15.917924571428571,16.123103142857143,0.08207142857142864,0.08207142857142864,2.083704416745839,0.008396516072435637,0.8701298701298829,0.987012987012994,-1.0969760417754324,0.15552287642402077,-1.2524989181994532,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
XRPUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-28 06:00:00+00:00,2025-05-28 06:15:00+00:00,2025-05-28 07:00:00+00:00,short,2.2934,2.2922533,2.283221157142857,2.2843627677214284,2.2982747285714287,2.283221157142857,0.00602142857142859,0.00602142857142859,7.3094984763771755,-0.005515743756786169,0.947761194029841,0.03731343283583252,1.310408682087809,0.30402194518671316,1.0063867369010957,target,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
BNBUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-28 05:00:00+00:00,2025-05-28 05:15:00+00:00,2025-05-28 07:15:00+00:00,short,682.86,682.5185700000001,681.06,681.4005299999999,684.4899985714286,679.5614271428573,1.9714285714285569,1.9714285714285569,3.479949233735782,-0.0028368379492879456,0.6158730158730377,0.26031746031744196,0.5671217391305293,0.2767372086956542,0.2903845304348751,time_stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
ADAUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-28 06:00:00+00:00,2025-05-28 06:15:00+00:00,2025-05-28 07:30:00+00:00,short,0.7491,0.74872545,0.75182545,0.7522013627249999,0.75182545,0.74407545,0.0031000000000000077,0.0031000000000000077,3.6635848133717834,-0.007314802500332571,0.9649122807017585,0.03508771929824151,-1.1212621693548097,0.1936679758354834,-1.314930145190293,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
AVAXUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-28 08:30:00+00:00,2025-05-28 08:45:00+00:00,2025-05-28 09:15:00+00:00,long,23.455,23.466727499999998,23.346370357142856,23.334697171964287,23.346370357142856,23.64726321428571,0.12035714285714276,0.12035714285714276,3.2092334781072007,0.007203807726941351,0.5874125874125893,0.9230769230769279,-1.0969878887240085,0.15554182680296746,-1.252529715526976,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
AVAXUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-28 12:15:00+00:00,2025-05-28 12:30:00+00:00,2025-05-28 12:45:00+00:00,long,23.708,23.719853999999998,23.589854,23.578059073,23.589854,23.914854,0.13000000000000003,0.13000000000000003,3.399816392633555,0.007491274367923808,0.875621890547271,0.9353233830845866,-1.0907302076923029,0.14553204022461536,-1.2362622479169183,stop,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
SOLUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-28 13:45:00+00:00,2025-05-28 14:00:00+00:00,2025-05-28 14:30:00+00:00,short,171.99,171.904005,170.99436214285714,171.07985932392856,172.5104335714286,170.99436214285714,0.6064285714285721,0.6064285714285721,5.159234374227262,-0.004789382573571912,0.8300000000000125,0.1599999999999966,1.359015249116646,0.2262319953137807,1.1327832538028653,target,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
BTCUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-28 13:45:00+00:00,2025-05-28 14:00:00+00:00,2025-05-28 14:45:00+00:00,short,107821.3,107767.38935000001,107430.46792142859,107484.1831553893,107992.0036357143,107430.46792142859,224.61428571428405,224.61428571428405,6.859609945984099,-0.004072724456263136,0.7814932767162055,0.21850672328379447,1.260855665124345,0.3833265935350089,0.877529071589336,target,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
ADAUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-28 13:30:00+00:00,2025-05-28 13:45:00+00:00,2025-05-28 15:00:00+00:00,short,0.7493,0.74892535,0.7441360642857143,0.7445081323178572,0.7521182071428572,0.7441360642857143,0.003192857142857148,0.003192857142857148,1.9595389786875774,-0.004748713889988191,0.5454545454545485,0.1515151515151505,1.3834686252796442,0.18709681210246057,1.1963718131771837,target,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
ETHUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-28 14:00:00+00:00,2025-05-28 14:15:00+00:00,2025-05-28 15:00:00+00:00,short,2641.22,2639.89939,2620.0886757142857,2621.398720052143,2653.106532857143,2620.0886757142857,13.207142857142864,13.207142857142864,3.989946947109815,-0.008917513937144534,0.8623953403713225,0.023662176920280147,1.4008078922120104,0.15934704930390473,1.2414608429081058,target,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
LTCUSDT,15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_close,2025-05-28 13:45:00+00:00,2025-05-28 14:00:00+00:00,2025-05-28 15:00:00+00:00,short,95.41,95.362295,94.70122357142857,94.74857418321427,95.8030092857143,94.70122357142857,0.44071428571428684,0.44071428571428684,2.210942319126311,-0.006424204745622262,0.8857142857142886,0.11428571428571138,1.3925593897893342,0.17254795258119893,1.2200114372081354,target,1.5,1.5,1.5,0.7,0.3,0.5,14,50,True,1.0,1.5,8,4.0,5.0
