timeframe,param_id,exit_model,friction_case,entry_mode,range_mult,ret_mult,vol_z_min,close_loc_long_min,close_loc_short_max,body_min,require_direction,stop_atr_mult,target_r,max_hold_bars,taker_fee_bps_per_side,slippage_bps_per_side,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r,best_symbol_ev_share,best_symbol_total_ev_r,best_month_ev_share,best_month_total_ev_r
15m,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,2805,2814.0688392320676,0.3536541889483066,-0.5095612812698641,-1429.319393961969,-1431.808113726544,53,0.44054261048225885,1.1345888747964297,-1.4091735012465678,,-79.56163807178898,,-90.95343513592441
15m,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.5,2.5,1.5,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,2497,2505.0730451203112,0.35442531037244696,-0.5095639171940683,-1272.3811012335887,-1270.8160370639816,28,0.43931711314819544,1.1265092430952959,-1.4077802613975963,,-72.76162881787725,,-75.78733503959923
15m,range3_ret3_vz2_cl0.8_cs0.2_body0.65,model_a,base,next_open,3.0,3.0,2.0,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,1187,1190.8376870475809,0.36310025273799496,-0.5113284525247217,-606.9468731468446,-605.3818089772374,22,0.441909538754087,1.1150701357907558,-1.4385477535352649,,-20.10537705938494,,-58.482859281331514
15m,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.0,2.0,1.5,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,4802,4813.8066213048205,0.3461057892544773,-0.5125902023142865,-2461.458151513204,-2463.242594212557,37,0.43345198089111975,1.133093383815731,-1.3836494762467992,,-424.3805052501735,,-120.60495314707101
15m,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,2.0,2.0,1.5,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,4212,4222.355995196981,0.3430674264007597,-0.512747894091047,-2159.69412991149,-2158.391703735862,32,0.4311548902050676,1.1328272519810396,-1.3721104116458591,,-372.3283467598642,,-136.53478235397338
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,4162,4172.233060781063,0.345747236905334,-0.5129428594464833,-2134.8681810162634,-2135.636795263158,43,0.43409818692122326,1.138039030520877,-1.385422822598533,,-138.91608323347756,,-246.6717108456974
15m,range3_ret3_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,3.0,3.0,2.5,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,1106,1109.5758061285799,0.3616636528028933,-0.5153297055522822,-569.954654340824,-568.3895901712168,20,0.43970065977724354,1.1181944166538602,-1.4408391232328162,,-12.400818186967241,,-60.72549844628642
15m,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,2691,2699.700266086807,0.3541434410999628,-0.5160275082676216,-1388.6300247481697,-1390.9478272876233,33,0.43720942667873247,1.1319737435899009,-1.4196783673126268,,-150.52848900612514,,-166.29548692122478
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,4891,4903.025444565155,0.3420568390922102,-0.5179741808871504,-2533.4117187190527,-2532.6326781888247,33,0.42947568137430847,1.1399196774226326,-1.3798935174167548,,-397.61019302988404,,-223.971409648318
15m,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,3132,3142.1260622013674,0.3502554278416347,-0.5198373406044412,-1628.1305507731097,-1628.9006985354447,32,0.4329942196049622,1.1333843468414706,-1.4110335033209842,,-106.35161943728134,,-109.7092422147792
15m,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,next_open,2.5,2.5,1.5,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,2932,2941.479442648279,0.35402455661664395,-0.5203425265796526,-1525.6442879315416,-1529.103330379431,28,0.433783911894287,1.1260227623923857,-1.4226271992052997,,-94.1221786770922,,-136.01321256896497
15m,range3_ret3_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,next_open,3.0,3.0,1.5,0.8,0.2,0.65,True,1.0,1.5,8,4.0,5.0,1254,1258.0543045978654,0.361244019138756,-0.5228354883335566,-655.63570237028,-654.0706382006732,23,0.4341076554880564,1.1102685009770952,-1.446426133973663,,-82.9369711966277,,-80.85190972967526
15m,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.0,2.0,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,5687,5700.982560466579,0.34024969228064006,-0.5239461887356284,-2979.6819753395184,-2978.3795491638884,34,0.42420767115585034,1.134492391750043,-1.3792443372536918,,-477.2012869594308,,-326.6133911768642
15m,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,2.5,2.5,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,3420,3431.057194357815,0.3482456140350877,-0.5290665809119154,-1809.4077067187504,-1809.4132963047139,31,0.4260955049327479,1.1279555892229711,-1.4144472021010808,,-230.41531929208,,-38.88463070196405
15m,range3_ret3_vz2_cl0.8_cs0.2_body0.5,model_a,base,next_open,3.0,3.0,2.0,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,1315,1319.2515235615576,0.3520912547528517,-0.5302107367641109,-697.2271188448059,-695.6620546751992,25,0.4266044388337142,1.1203773571142215,-1.4271852525688855,,-62.5144882061204,,-14.46449302955849
15m,range3_ret3_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,3.0,3.0,2.5,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,1227,1230.9670109581987,0.3504482477587612,-0.5340694885643376,-655.3032624684422,-653.738198298835,23,0.4243453445178058,1.1233919181570367,-1.4283083905595582,,-58.23646226882399,,-57.195745317936975
15m,range3_ret3_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,next_open,3.0,3.0,1.5,0.8,0.2,0.5,True,1.0,1.5,8,4.0,5.0,1394,1398.5069382850274,0.3486370157819225,-0.5461152362715417,-761.2846393625291,-759.7195751929224,25,0.41594963042098043,1.1155813299301867,-1.4355255128949338,,-65.36858031087594,,-54.713326001229674
15m,range3_ret3_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,next_open,3.0,3.0,2.5,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,1524,1528.9272409945352,0.34908136482939633,-0.5498475151385088,-837.9676130710874,-836.5200249944478,31,0.4167170153447864,1.125323861546376,-1.448225713118709,,-168.53065971603027,,-79.67415787261842
15m,range3_ret3_vz2_cl0.7_cs0.3_body0.65,model_a,base,next_open,3.0,3.0,2.0,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,1630,1635.2699493576722,0.347239263803681,-0.5556894555795245,-905.773812594625,-905.1381784933884,36,0.4121879079457141,1.122173633653928,-1.4482369259800265,,-122.40877168633752,,-88.81434084146122
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,next_open,3.0,3.0,1.5,0.7,0.3,0.65,True,1.0,1.5,8,4.0,5.0,1721,1726.5641612543275,0.347472399767577,-0.5600363052193431,-963.8224812824895,-964.0946528192512,21,0.40949220312067275,1.1176758545309335,-1.4534217651754122,,-57.81181461304415,,-65.83565397313585
15m,range3_ret3_vz2_cl0.7_cs0.3_body0.5,model_a,base,next_open,3.0,3.0,2.0,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,1874,1880.05882521244,0.33778014941302026,-0.5703523898094309,-1068.8403785028736,-1067.882098577005,37,0.4000339397754495,1.1258468013658667,-1.4355369893372014,,-70.26890938111862,,-70.87497159907579
15m,range3_ret3_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,3.0,3.0,2.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,1752,1757.6643872850561,0.3373287671232877,-0.570464641607584,-999.4540520964872,-997.8889879268804,32,0.4001834566369869,1.1282778015735873,-1.4351991669478703,,-182.02237071090872,,-27.455378751266885
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,next_open,3.0,3.0,1.5,0.7,0.3,0.5,True,1.0,1.5,8,4.0,5.0,1980,1986.401533575577,0.3368686868686869,-0.577919048621739,-1144.2797162710433,-1142.7146521014372,22,0.3952891470315757,1.1214334168265092,-1.4411849240627,,-172.6030291314311,,-129.12059659714348
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,stress,next_close,1.5,1.5,1.5,0.8,0.2,0.5,True,1.0,1.5,8,8.0,10.0,5931,5944.56277155271,0.281908615747766,-0.9765170728504597,-5791.722759076077,-5790.116383152293,39,0.20019879024523995,0.8670634584370986,-1.7002706883265803,,-934.4549378181331,,-352.25286014456094
15m,range1.5_ret1.5_vz2_cl0.8_cs0.2_body0.5,model_a,stress,next_close,1.5,1.5,2.0,0.8,0.2,0.5,True,1.0,1.5,8,8.0,10.0,4733,4743.8232334781615,0.27952672723431227,-0.9789752238609395,-4633.489734533827,-4631.883358610033,50,0.1991715913786271,0.8710363582989478,-1.6967363157077229,,-736.1122838932604,,-512.3968804966528
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,stress,next_close,1.5,1.5,1.5,0.8,0.2,0.65,True,1.0,1.5,8,8.0,10.0,5239,5250.980333866911,0.280206146211109,-0.9839464245841798,-5154.895318396518,-5153.288942472747,37,0.1972001998575587,0.8625690873008034,-1.702770283360938,,-472.2873380775298,,-327.5085445259897
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,stress,next_close,1.5,1.5,2.5,0.8,0.2,0.5,True,1.0,1.5,8,8.0,10.0,3785,3793.8722771711164,0.27873183619550856,-0.9865157613862995,-3733.9621568471434,-3732.3557809233494,39,0.1973782763831602,0.8703739706214351,-1.7041050167958818,,-248.8100772497906,,-289.2748647822856
15m,range1.5_ret1.5_vz2_cl0.8_cs0.2_body0.65,model_a,stress,next_close,1.5,1.5,2.0,0.8,0.2,0.65,True,1.0,1.5,8,8.0,10.0,4208,4217.622684655843,0.2785171102661597,-0.9878891189926907,-4157.037412721243,-4155.431036797453,35,0.19628942900882562,0.866270554690091,-1.7036582683853851,,-296.5745049355919,,-252.09827084920215
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_a,stress,next_close,2.0,2.0,2.0,0.8,0.2,0.5,True,1.0,1.5,8,8.0,10.0,3463,3471.11748899434,0.28645682933872363,-0.9901807996243335,-3428.996109099067,-3427.3897331752755,38,0.20022215519694764,0.8653625226173803,-1.7351014696622857,,-557.0163937704177,,-170.36564961097028
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,stress,next_close,1.5,1.5,2.5,0.8,0.2,0.65,True,1.0,1.5,8,8.0,10.0,3369,3376.897147104225,0.2778272484416741,-0.9942051996857298,-3349.477317741224,-3347.8709418174317,37,0.19477229972846424,0.8655849128788384,-1.7096854895995959,,-222.74222908627857,,-372.06806913908866
15m,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.5,model_a,stress,next_close,1.5,1.5,2.0,0.7,0.3,0.5,True,1.0,1.5,8,8.0,10.0,6336,6350.488909215642,0.27635732323232326,-0.9987156997127987,-6327.862673380293,-6326.25629745649,47,0.19211806321817126,0.8593917917229712,-1.7083222902262194,,-991.594629126789,,-362.02792415960135
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,stress,next_close,1.5,1.5,1.5,0.7,0.3,0.5,True,1.0,1.5,8,8.0,10.0,7796,7813.827578321519,0.27642380708055414,-0.9989051733644245,-7787.464731549054,-7785.858355625261,36,0.19177547207318488,0.8574520688563261,-1.7080790533477108,,-1243.7245095388141,,-892.6037867856
15m,range2_ret2_vz2.5_cl0.8_cs0.2_body0.5,model_a,stress,next_close,2.0,2.0,2.5,0.8,0.2,0.5,True,1.0,1.5,8,8.0,10.0,2910,2916.821222342919,0.28419243986254294,-1.0005791648501994,-2911.6853697140805,-2910.078993790293,31,0.1973000331447446,0.8653919437747938,-1.741413589637943,,-464.3800512585066,,-341.99828054821216
15m,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_a,stress,next_close,2.0,2.0,1.5,0.8,0.2,0.5,True,1.0,1.5,8,8.0,10.0,4065,4074.5286147161396,0.2833948339483395,-1.0053305099950347,-4086.6685231298156,-4085.0621472060275,43,0.19492829344676635,0.8589289687429327,-1.742586575736929,,-659.9106638888001,,-218.55508497917583
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_a,stress,next_close,2.0,2.0,2.0,0.8,0.2,0.65,True,1.0,1.5,8,8.0,10.0,3075,3082.2079926819506,0.2832520325203252,-1.0072663170054832,-3097.343924791861,-3095.737548868077,34,0.1948974716275873,0.8608476358360231,-1.745527321054917,,-263.8923664066182,,-163.0726292553425
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,stress,next_close,1.5,1.5,1.5,0.7,0.3,0.65,True,1.0,1.5,8,8.0,10.0,6610,6625.115481362909,0.27337367624810893,-1.0088572576161225,-6668.54647284257,-6666.940096918778,49,0.18831214893732953,0.8561745677960199,-1.7105254875806744,,-1096.7031553690204,,-607.7827839725353
15m,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.65,model_a,stress,next_close,1.5,1.5,2.0,0.7,0.3,0.65,True,1.0,1.5,8,8.0,10.0,5407,5419.364509490053,0.27408914370260773,-1.0101864475439368,-5462.078121870067,-5460.471745946279,40,0.18918262292056587,0.8599395007939069,-1.7163078884195253,,-485.92449450005137,,-423.1719087702424
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,stress,next_close,1.5,1.5,2.5,0.7,0.3,0.5,True,1.0,1.5,8,8.0,10.0,5119,5130.99925676062,0.27270951357687045,-1.0122530634743632,-5181.723431925265,-5180.117056001484,40,0.1876857032337492,0.8576219860503298,-1.7133934258532166,,-812.9718716256335,,-47.16534670738166
15m,range2_ret2_vz2.5_cl0.8_cs0.2_body0.65,model_a,stress,next_close,2.0,2.0,2.5,0.8,0.2,0.65,True,1.0,1.5,8,8.0,10.0,2590,2596.0711222914642,0.28185328185328185,-1.014124361497635,-2626.5820962788744,-2624.975720355089,34,0.19333021903115918,0.8623271790908654,-1.7505811489329064,,-443.2183289159436,,-363.40093683264763
15m,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_a,stress,next_close,2.0,2.0,1.5,0.8,0.2,0.65,True,1.0,1.5,8,8.0,10.0,3573,3581.3753358870276,0.28239574587181643,-1.014383349787281,-3624.391708789955,-3622.785332866166,34,0.192422916712634,0.8558876679637718,-1.7503831379740251,,-349.00938314036136,,-238.33834421906587
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_a,stress,next_close,2.0,2.0,2.0,0.7,0.3,0.5,True,1.0,1.5,8,8.0,10.0,4675,4685.958492939226,0.28042780748663104,-1.0209656516880177,-4773.014421641483,-4771.408045717698,54,0.1898376616669749,0.8531008609423693,-1.7513167807184686,,-758.0851524524136,,-236.7599188864564
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,stress,next_close,1.5,1.5,2.5,0.7,0.3,0.65,True,1.0,1.5,8,8.0,10.0,4381,4391.269338516951,0.2695731568135129,-1.0233152949827218,-4483.144307319304,-4481.537931395511,45,0.18435938320081036,0.858023579618635,-1.717646923390285,,-723.4070575070195,,-487.147893582497
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_a,stress,next_close,2.0,2.0,2.0,0.7,0.3,0.65,True,1.0,1.5,8,8.0,10.0,4007,4016.3926590818132,0.278762166209134,-1.0319731437568476,-4135.116387033689,-4133.510011109897,43,0.1873089139731,0.8532327448218261,-1.7606150044981552,,-378.74422169061904,,-494.66641347289146
15m,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_a,stress,next_close,2.0,2.0,1.5,0.7,0.3,0.5,True,1.0,1.5,8,8.0,10.0,5407,5419.674346806929,0.27741816164231553,-1.0324388978936283,-5582.397120910849,-5580.790744987066,62,0.18522102359569434,0.8460186453802079,-1.7536281261789508,,-892.6294153729806,,-59.14315488630362
15m,range2_ret2_vz2.5_cl0.7_cs0.3_body0.5,model_a,stress,next_close,2.0,2.0,2.5,0.7,0.3,0.5,True,1.0,1.5,8,8.0,10.0,3965,3974.29420845006,0.2756620428751576,-1.0338115705041304,-4099.062877048877,-4097.456501125088,43,0.18549700735147515,0.8540998416818951,-1.7522959623980463,,-636.9029653137761,,-474.8061671792263
15m,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_a,stress,next_close,2.5,2.5,2.0,0.8,0.2,0.5,True,1.0,1.5,8,8.0,10.0,2210,2216.8914318409384,0.2850678733031674,-1.0364885702669249,-2290.639740289904,-2288.6581806320314,31,0.18890798015049037,0.8468303558479815,-1.7874321927051466,,-206.30592548388805,,-190.51263455909228
15m,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_a,stress,next_close,2.5,2.5,2.5,0.8,0.2,0.5,True,1.0,1.5,8,8.0,10.0,1966,1972.1305678729796,0.2843336724313327,-1.0390071378548744,-2042.688033022683,-2041.6161961549253,29,0.18853363708356807,0.8490017011320063,-1.7891115735291219,,-327.17560389799445,,-98.62005464453559
15m,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_a,stress,next_close,2.0,2.0,1.5,0.7,0.3,0.65,True,1.0,1.5,8,8.0,10.0,4601,4611.785032302327,0.27624429471853945,-1.0390972536091467,-4780.886463855684,-4779.280087931907,49,0.18351222656821958,0.8454310586904649,-1.758387189024404,,-784.8206545719994,,-256.13430152123357
15m,range2_ret2_vz2.5_cl0.7_cs0.3_body0.65,model_a,stress,next_close,2.0,2.0,2.5,0.7,0.3,0.65,True,1.0,1.5,8,8.0,10.0,3399,3406.967468984049,0.2759635186819653,-1.0392983945444572,-3532.57524305661,-3530.968867132819,42,0.1851110469885678,0.8555048765438195,-1.7614948465074005,,-575.1336127562988,,-174.6865701741476
15m,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_a,stress,next_close,2.5,2.5,1.5,0.8,0.2,0.5,True,1.0,1.5,8,8.0,10.0,2429,2436.574338435131,0.2873610539316591,-1.0410417686766222,-2528.6904561155156,-2526.7088964576446,34,0.1888064956633434,0.8432041086345347,-1.8008358890481924,,-139.47976243794696,,-127.26531925310769
15m,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_a,stress,next_close,2.5,2.5,2.0,0.8,0.2,0.65,True,1.0,1.5,8,8.0,10.0,1978,1984.1679874123874,0.28361981799797775,-1.050970984478873,-2078.8206072992107,-2076.8390476413365,31,0.1857790909267278,0.8454905048327558,-1.8017930702261022,,-116.2315007568526,,-105.19711830390638
15m,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_a,stress,next_close,2.5,2.5,1.5,0.8,0.2,0.65,True,1.0,1.5,8,8.0,10.0,2167,2173.7573451580606,0.286571296723581,-1.0526576584392462,-2281.1091458378464,-2279.1275861799727,33,0.18673411840626122,0.8434232879049017,-1.814278788891844,,-237.67716404047297,,-129.30795974088403
15m,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_a,stress,next_close,2.5,2.5,2.5,0.8,0.2,0.65,True,1.0,1.5,8,8.0,10.0,1764,1769.5006722929481,0.2811791383219955,-1.0563477739321154,-1863.3974732162515,-1862.3256363484925,29,0.18389198743398616,0.8465234446284978,-1.8006885660504623,,-100.37481723014858,,-89.97802205540638
15m,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_a,stress,next_close,2.5,2.5,2.0,0.7,0.3,0.5,True,1.0,1.5,8,8.0,10.0,3014,3023.3985409812617,0.28002654280026545,-1.063655478205459,-3205.8576113112535,-3203.876051653377,33,0.18043883332668564,0.8362775166971906,-1.8026155923519274,,-283.83976475101855,,-151.41490773669565
15m,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.5,model_a,stress,next_close,2.5,2.5,1.5,0.7,0.3,0.5,True,1.0,1.5,8,8.0,10.0,3288,3298.2529537977402,0.2816301703163017,-1.0673341546445128,-3509.3947004711576,-3507.413140813285,35,0.18034346269593632,0.8338534430575897,-1.8126769639045237,,-400.35735959289696,,-368.288258788537
15m,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_a,stress,next_close,2.5,2.5,2.0,0.7,0.3,0.65,True,1.0,1.5,8,8.0,10.0,2605,2613.1231583464455,0.28099808061420345,-1.0705524640301103,-2788.789168798437,-2787.3245563562714,35,0.1804570850839464,0.8388935202227616,-1.8167961695683388,,-300.1133833293222,,-217.14004675077572
15m,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_a,stress,next_close,2.5,2.5,2.5,0.7,0.3,0.5,True,1.0,1.5,8,8.0,10.0,2700,2708.419396366757,0.2762962962962963,-1.071188604741141,-2892.209232801081,-2893.1196155518987,30,0.17761921718482798,0.837351647428838,-1.7998329384764553,,-238.21156744363435,,-361.07283375770163
15m,range3_ret3_vz2_cl0.8_cs0.2_body0.65,model_a,stress,next_close,3.0,3.0,2.0,0.8,0.2,0.65,True,1.0,1.5,8,8.0,10.0,1162,1165.6234587326562,0.2908777969018933,-1.0718168562268933,-1245.45118693565,-1244.5304190264317,35,0.18308905489948432,0.8258433549052382,-1.8502260205019665,,-65.04688362308542,,-9.241145118925608
15m,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_a,stress,next_close,2.5,2.5,1.5,0.7,0.3,0.65,True,1.0,1.5,8,8.0,10.0,2836,2844.843484480046,0.2824400564174894,-1.072997333448588,-3043.0204376601955,-3041.038878002323,37,0.18042739799048452,0.8363487410092064,-1.8245384664415576,,-225.4012250993743,,-288.703742048416
15m,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_a,stress,next_close,2.5,2.5,2.5,0.7,0.3,0.65,True,1.0,1.5,8,8.0,10.0,2337,2344.287455299671,0.2772785622593068,-1.0764362473525517,-2515.6315100629135,-2516.5418928137315,33,0.1780843821778603,0.8411445224419749,-1.8121333100090666,,-217.26289245188232,,-114.96319481465433
15m,range3_ret3_vz2_cl0.8_cs0.2_body0.5,model_a,stress,next_close,3.0,3.0,2.0,0.8,0.2,0.5,True,1.0,1.5,8,8.0,10.0,1287,1291.0132456014876,0.2836052836052836,-1.0774731440078822,-1386.7079363381442,-1385.7871684289244,39,0.17903887270822216,0.828546482108981,-1.832025382112714,,-130.235389488757,,-60.79244953281197
15m,range3_ret3_vz2.5_cl0.8_cs0.2_body0.65,model_a,stress,next_close,3.0,3.0,2.5,0.8,0.2,0.65,True,1.0,1.5,8,8.0,10.0,1083,1086.3771134315548,0.2899353647276085,-1.0777473887538604,-1167.2004220204308,-1166.279654111212,34,0.18339189583611368,0.83479961926264,-1.8586833582170346,,-103.48969872495947,,-53.80366840391242
15m,range3_ret3_vz2.5_cl0.8_cs0.2_body0.5,model_a,stress,next_close,3.0,3.0,2.5,0.8,0.2,0.5,True,1.0,1.5,8,8.0,10.0,1201,1204.7450722357316,0.28309741881765194,-1.0808455875154204,-1298.0955506060197,-1297.1747826968008,38,0.17993970037985113,0.837739416123204,-1.8384749733889771,,-109.49773001917687,,-88.51381697821272
15m,range3_ret3_vz1.5_cl0.8_cs0.2_body0.65,model_a,stress,next_close,3.0,3.0,1.5,0.8,0.2,0.65,True,1.0,1.5,8,8.0,10.0,1226,1229.823029609498,0.28792822185970635,-1.089486464113648,-1335.7104050033324,-1334.7896370941132,33,0.17851633227785307,0.8222741276450444,-1.8625122245842303,,-153.21688764587952,,-129.25300307549213
15m,range3_ret3_vz1.5_cl0.8_cs0.2_body0.5,model_a,stress,next_close,3.0,3.0,1.5,0.8,0.2,0.5,True,1.0,1.5,8,8.0,10.0,1364,1368.2533543126879,0.28152492668621704,-1.0941404907761303,-1492.4076294186416,-1491.4868615094224,37,0.17506934942845329,0.824800496687205,-1.8460520613740083,,-137.42723985360794,,-69.47247188002517
15m,range3_ret3_vz2_cl0.7_cs0.3_body0.65,model_a,stress,next_close,3.0,3.0,2.0,0.7,0.3,0.65,True,1.0,1.5,8,8.0,10.0,1588,1592.9518523816337,0.28148614609571787,-1.1052430128551036,-1755.1259044139044,-1754.2051365046848,31,0.17321252420380248,0.8225951685354318,-1.8604960076680477,,-221.40969500193523,,-172.14190144053663
15m,range3_ret3_vz2.5_cl0.7_cs0.3_body0.65,model_a,stress,next_close,3.0,3.0,2.5,0.7,0.3,0.65,True,1.0,1.5,8,8.0,10.0,1485,1489.6306680017165,0.2787878787878788,-1.1117804897611014,-1650.9940272952356,-1650.9713047767164,28,0.17307187127657908,0.8346490151487261,-1.864181810986749,,-268.9573392165715,,-23.99166516363624
