entry_mode,exit_model,friction_case,horizon_bars,taker_fee_bps_per_side,slippage_bps_per_side,total_trades,trades_per_year,average_return_pct,median_return_pct,win_rate,cumulative_return_units,max_drawdown_units,sharpe_like,return_volatility_pct,max_losing_streak,average_win_pct,average_loss_pct,best_month,worst_month,best_month_contribution,best_symbol,worst_symbol,best_symbol_contribution,positive_month_rate,positive_symbol_rate,window,window_start,window_end
next_open,pure_horizon_12,stress,12,8.0,10.0,99,99.06780821917808,0.873840464129573,0.9715159241277239,0.5757575757575758,0.8651020594882772,-1.0952156249694278,1.115038920444787,7.797577895285637,9,4.7925474979849145,-4.444404796102676,2025-10,2025-02,1.2602255108840064,XRPUSDT,AVAXUSDT,0.3625182480531576,0.6666666666666666,0.7777777777777778,2025,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
next_close,pure_horizon_6,base,6,4.0,5.0,99,99.06780821917808,1.0272380641472072,0.7525845313821745,0.6666666666666666,1.016965683505735,-0.808997288304232,1.4511306046694097,7.0433975098819115,8,3.8044099581992343,-4.527105723956848,2025-10,2025-02,1.133745420781437,ADAUSDT,AVAXUSDT,0.3263380130793689,0.7777777777777778,0.7777777777777778,2025,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
next_open,pure_horizon_6,base,6,4.0,5.0,99,99.06780821917808,1.0802581766816786,1.0998881516241756,0.6767676767676768,1.0694555949148619,-0.8684050073936223,1.465047414861762,7.336576985335269,9,4.02353039967461,-5.082218040209774,2025-10,2025-02,0.6170315539462937,XRPUSDT,AVAXUSDT,0.2739020509853963,0.7777777777777778,0.8888888888888888,2025,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
next_close,pure_horizon_6,stress,6,8.0,10.0,99,99.06780821917808,0.8461813039347869,0.5718022875815622,0.6262626262626263,0.837719490895439,-0.8225910977081301,1.1965562459253223,7.036357628792632,8,3.860582448658085,-4.204977371006955,2025-10,2025-02,1.3169320813787437,ADAUSDT,AVAXUSDT,0.36138355301966407,0.7777777777777778,0.7777777777777778,2025,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
next_open,pure_horizon_6,stress,6,8.0,10.0,99,99.06780821917808,0.8991484228270477,0.9187587775948681,0.6666666666666666,0.8901569385987771,-0.9461449950450029,1.2206461895979948,7.329244071140574,9,3.8983241221449396,-5.099202975808737,2025-10,2025-02,0.6859691289050142,XRPUSDT,AVAXUSDT,0.30447405968049385,0.7777777777777778,0.8888888888888888,2025,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
next_close,scaled_exit_6_12,base,12,4.0,5.0,99,99.06780821917808,1.029287322538041,0.5817647738053344,0.6464646464646465,1.0189944493126606,-0.8530500665855387,1.4201453017489065,7.21143078695714,8,4.10451097387189,-4.59397878275814,2025-10,2025-02,1.3793894741235406,ADAUSDT,AVAXUSDT,0.3415634590442115,0.6666666666666666,0.7777777777777778,2025,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
next_open,scaled_exit_6_12,base,12,4.0,5.0,99,99.06780821917808,1.0675915370171036,0.9825630500156304,0.6060606060606061,1.0569156216469326,-0.8908063310270461,1.4509963570437392,7.320763847109678,9,4.458358839313003,-4.148973543438126,2025-10,2025-02,0.8514677080853783,XRPUSDT,AVAXUSDT,0.29731813115151634,0.6666666666666666,0.8888888888888888,2025,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
next_close,scaled_exit_6_12,stress,12,8.0,10.0,99,99.06780821917808,0.848228514090324,0.40115326448044614,0.6262626262626263,0.8397462289494206,-0.8738010466044336,1.1715027705467913,7.204222956481505,8,4.050786812477783,-4.518220526450825,2025-10,2025-02,1.6142700888850772,ADAUSDT,AVAXUSDT,0.37975590095760753,0.6666666666666666,0.7777777777777778,2025,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
next_open,scaled_exit_6_12,stress,12,8.0,10.0,99,99.06780821917808,0.8864944434783102,0.8015509425133006,0.5959595959595959,0.877629499043527,-1.015936993929898,1.2060672155080763,7.313446738158488,9,4.346817091133003,-4.217481461812361,2025-10,2025-02,0.9689988010307423,XRPUSDT,AVAXUSDT,0.33308188733284727,0.6666666666666666,0.8888888888888888,2025,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,30,89.08536585365854,1.6655373701620453,0.2515039874494552,0.6,0.4996612110486136,-0.14862978376723782,2.5788459495324747,3.5374442904236623,5,3.663663460318657,-1.3316517650728714,2026-02,2026-01,1.1021926865028024,XRPUSDT,ETHUSDT,0.2657512260436425,0.5,1.0,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_open,pure_horizon_12,base,12,4.0,5.0,30,89.08536585365854,2.274561068433022,0.8616738288636097,0.6666666666666666,0.6823683205299066,-0.10561209588720508,3.286259187242343,3.7910229675135647,5,3.976991616129327,-1.1303000269595886,2026-02,2026-01,0.9665196828845691,XRPUSDT,SOLUSDT,0.2780299078804907,1.0,1.0,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,stress,12,8.0,10.0,30,89.08536585365854,1.4838426293149412,0.07122257402801162,0.6,0.44515278879448233,-0.17188513273666056,2.299816347985784,3.5339086122045145,5,3.4799715909470965,-1.5103508131332912,2026-02,2026-01,1.175254861887533,XRPUSDT,ETHUSDT,0.27777284905132366,0.5,1.0,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_open,pure_horizon_12,stress,12,8.0,10.0,30,89.08536585365854,2.0922576079431052,0.680782550228436,0.6,0.6276772823829315,-0.12530984036794973,3.02589366603372,3.7872338372166316,5,4.231930467141,-1.1172516808537378,2026-02,2026-01,1.0066617545481567,XRPUSDT,SOLUSDT,0.2876122500055942,0.5,1.0,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_6,base,6,4.0,5.0,30,89.08536585365854,2.3904205893359625,0.38920195573926236,0.5666666666666667,0.7171261768007887,-0.09180022714224015,3.0566495939402185,4.283406515747668,8,4.966294075887963,-0.9780293546166533,2026-02,2026-01,1.090673547842719,XRPUSDT,LTCUSDT,0.144963594175819,0.5,1.0,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_open,pure_horizon_6,base,6,4.0,5.0,30,89.08536585365854,2.996615424409367,0.696022942786958,0.7333333333333333,0.8989846273228101,-0.03722943946389663,3.788667159204323,4.33216694723225,5,4.288476100472787,-0.5560014347650359,2026-02,2026-01,0.9901225415617797,XRPUSDT,LTCUSDT,0.1776903431138056,1.0,1.0,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_6,stress,6,8.0,10.0,30,89.08536585365854,2.2080013271680814,0.20878291309533353,0.5666666666666667,0.6624003981504245,-0.10704637380957704,2.8262134522334477,4.2791252477253,8,4.7813002262399795,-1.1570818485413221,2026-02,2026-01,1.138834288591286,XRPUSDT,LTCUSDT,0.14319402780282633,0.5,1.0,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_open,pure_horizon_6,stress,6,8.0,10.0,30,89.08536585365854,2.8135902700495588,0.5152972323365469,0.7,0.8440770810148677,-0.049794331061080124,3.5608246769377603,4.327836943122072,5,4.305966320503464,-0.6686205143428859,2026-02,2026-01,1.0214834611845534,XRPUSDT,LTCUSDT,0.17839570269572708,0.5,1.0,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,scaled_exit_6_12,base,12,4.0,5.0,30,89.08536585365854,2.0279789797490033,0.5317246464847458,0.5666666666666667,0.6083936939247011,-0.09860723944389696,2.8789326587228046,3.858269591646573,8,4.318202395586396,-0.9669285640383541,2026-02,2026-01,1.0954037635160643,XRPUSDT,ETHUSDT,0.19456379140126928,0.5,1.0,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_open,scaled_exit_6_12,base,12,4.0,5.0,30,89.08536585365854,2.6355882464211944,0.6546301323118392,0.7,0.7906764739263583,-0.0535608778955765,3.6067391188685174,4.002427365229677,5,4.102644472613919,-0.7875429480284968,2026-02,2026-01,0.9799376912681481,XRPUSDT,SOLUSDT,0.22098778685368453,1.0,1.0,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,scaled_exit_6_12,stress,12,8.0,10.0,30,89.08536585365854,1.8459219782415115,0.3511631523046167,0.5333333333333333,0.5537765934724534,-0.1238458935257527,2.623105105099395,3.8544132482984326,8,4.393053628636705,-1.0650856222101377,2026-02,2026-01,1.153472610220823,XRPUSDT,ETHUSDT,0.19728455663484956,0.5,1.0,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_open,scaled_exit_6_12,stress,12,8.0,10.0,30,89.08536585365854,2.452923938996333,0.47394579400651565,0.6666666666666666,0.7358771816988998,-0.07020737945582288,3.3601258562705856,3.9984269360788067,5,4.12210269731802,-0.8854335776470428,2026-02,2026-01,1.0151622646770513,XRPUSDT,SOLUSDT,0.2249746341476022,0.5,1.0,2026_ytd,2026-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
