entry_mode,exit_model,friction_case,horizon_bars,taker_fee_bps_per_side,slippage_bps_per_side,total_trades,trades_per_year,average_return_pct,median_return_pct,win_rate,cumulative_return_units,max_drawdown_units,sharpe_like,return_volatility_pct,max_losing_streak,average_win_pct,average_loss_pct,best_month,worst_month,best_month_contribution,best_symbol,worst_symbol,best_symbol_contribution,positive_month_rate,positive_symbol_rate,average_concurrent_positions,max_concurrent_positions,p95_concurrent_positions,year,window_start,window_end
next_close,scaled_exit_6_12,base,12,4.0,5.0,82,81.83196721311475,3.417208599647762,3.044215287158155,0.8048780487804879,2.8021110517111647,-0.1280372808229293,8.276379068286532,3.738850010596738,7,4.664055239552857,-1.7260337899607558,2024-04,2024-11,0.605516446075123,AVAXUSDT,ETHUSDT,0.2376406059531668,0.8571428571428571,1.0,6.341463414634147,26,21.849999999999994,2024,2024-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00
next_open,scaled_exit_6_12,base,12,4.0,5.0,82,81.83196721311475,3.7930954705704205,3.482880339480235,0.8170731707317073,3.1103382858677446,-0.15979584282395576,7.812302218744866,4.396647670558004,3,5.077726798786406,-1.9449244621276556,2024-04,2024-11,0.48841231647631267,AVAXUSDT,ETHUSDT,0.24151805357983794,1.0,1.0,6.341463414634147,26,21.849999999999994,2024,2024-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00
next_close,scaled_exit_6_12,stress,12,8.0,10.0,82,81.83196721311475,3.233763062094122,2.861142556699852,0.7926829268292683,2.6516857109171803,-0.14051140991462407,7.839915354482156,3.7351130272093434,7,4.549413743830046,-1.7966660151314686,2024-04,2024-11,0.6181800243924442,AVAXUSDT,ETHUSDT,0.24068663095323153,0.8571428571428571,1.0,6.341463414634147,26,21.849999999999994,2024,2024-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00
next_open,scaled_exit_6_12,stress,12,8.0,10.0,82,81.83196721311475,3.6092742338076143,3.299369162973413,0.8170731707317073,2.9596048717222434,-0.17043792885915682,7.441139350291626,4.39225321791654,3,4.892621572048377,-2.1230105436677955,2024-04,2024-11,0.4939172324121408,AVAXUSDT,ETHUSDT,0.2444405746962861,1.0,1.0,6.341463414634147,26,21.849999999999994,2024,2024-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,80,80.05479452054794,1.3837646687713538,0.9662151454968317,0.625,1.1070117350170832,-0.9334014276455203,1.4371826221781678,8.61182654587272,8,5.332434777986603,-5.19735217992073,2025-10,2025-02,1.5791066651709875,ADAUSDT,AVAXUSDT,0.32731036410280623,0.5714285714285714,0.7777777777777778,6.3,25,21.0,2025,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
next_open,pure_horizon_12,base,12,4.0,5.0,80,80.05479452054794,1.2801969112502036,1.0418886714163158,0.55,1.0241575290001628,-0.944053721552629,1.3595045044394818,8.422501900634634,8,5.924971292154327,-4.39674955429928,2025-10,2025-02,1.2559441996566059,XRPUSDT,BTCUSDT,0.27891907526653076,0.5714285714285714,0.8888888888888888,6.5,25,21.0,2025,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
next_close,pure_horizon_12,stress,12,8.0,10.0,80,80.05479452054794,1.202351559950442,0.7852193777373385,0.6,0.9618812479603537,-0.999033234410046,1.2500157510955876,8.603219018786627,8,5.366044895138334,-5.043188442831395,2025-10,2025-02,1.7687577205313838,ADAUSDT,AVAXUSDT,0.3482443950308999,0.5714285714285714,0.6666666666666666,6.3,25,21.0,2025,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
next_open,pure_horizon_12,stress,12,8.0,10.0,80,80.05479452054794,1.098887318480545,0.860817267910945,0.55,0.879109854784436,-1.0439269587490945,1.168130415372734,8.414083603673332,8,5.739019243910271,-4.572385034822455,2025-10,2025-02,1.4105080838929205,XRPUSDT,AVAXUSDT,0.30413554290702965,0.5714285714285714,0.7777777777777778,6.5,25,21.0,2025,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
next_close,pure_horizon_6,base,6,4.0,5.0,80,80.05479452054794,1.3118317939973612,0.9558238299870594,0.6625,1.049465435197889,-0.808997288304232,1.5274267322062025,7.681795806170555,8,4.454279412679505,-4.856676494526848,2025-10,2025-02,1.2016195344235543,ADAUSDT,LTCUSDT,0.30739542229814876,0.8571428571428571,0.7777777777777778,5.4125,22,18.0,2025,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
next_open,pure_horizon_6,base,6,4.0,5.0,80,80.05479452054794,1.2403615986471903,0.9482061735084615,0.6375,0.9922892789177522,-0.7912168863651294,1.4161010922879838,7.834279251276483,8,4.679637798479857,-4.808020683817156,2025-10,2025-02,0.8298486685891575,XRPUSDT,BTCUSDT,0.22102682120737865,0.8571428571428571,1.0,5.4125,22,18.0,2025,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00
