symbol,timeframe,entry_mode,entry_time_semantic,exit_model,friction_case,friction_mode,event_time,signal_time,signal_close_time,entry_candle_open_time,entry_time,exit_time,signal_return,event_return_pct,entry_price,exit_price,realized_vol_96,realized_vol_regime_value,realized_vol_threshold,simultaneous_down_2pct_count,breadth_count,btc_return_24h,ema50_slope_24,ema50_slope,ema200_slope_24,ema200_slope,horizon_bars,exit_legs,gross_return,fee_return,net_return,net_return_pct,taker_fee_bps_per_side,slippage_bps_per_side,concurrent_positions
LTCUSDT,15m,next_close,next_candle_close,pure_horizon_12,base,base,2020-03-12 10:30:00+00:00,2020-03-12 10:30:00+00:00,2020-03-12 10:45:00+00:00,2020-03-12 10:45:00+00:00,2020-03-12 11:00:00+00:00,2020-03-12 14:00:00+00:00,-0.14316755190729114,-14.316755190729113,33.89694,32.553715000000004,0.0088977237306865,0.0088977237306865,0.006212764299028354,7.0,7.0,-0.19124051821567345,-0.05846227369778023,-0.05846227369778023,-0.025764696816604205,-0.025764696816604205,12,horizon:1.0@2020-03-12T14:00:00+00:00,-0.0396267332685486,0.0008,-0.04042673326854859,-4.042673326854859,4.0,5.0,7
XRPUSDT,15m,next_close,next_candle_close,pure_horizon_12,base,base,2020-03-12 10:30:00+00:00,2020-03-12 10:30:00+00:00,2020-03-12 10:45:00+00:00,2020-03-12 10:45:00+00:00,2020-03-12 11:00:00+00:00,2020-03-12 14:00:00+00:00,-0.12255965292841653,-12.255965292841653,0.15797895,0.15802095,0.008849779124109303,0.008849779124109303,0.005767536466652896,7.0,7.0,-0.19124051821567345,-0.04996929080060142,-0.04996929080060142,-0.020396621023812123,-0.020396621023812123,12,horizon:1.0@2020-03-12T14:00:00+00:00,0.00026585820452651454,0.0008,-0.0005341417954734855,-0.05341417954734855,4.0,5.0,7
ADAUSDT,15m,next_close,next_candle_close,pure_horizon_12,base,base,2020-03-12 10:45:00+00:00,2020-03-12 10:45:00+00:00,2020-03-12 11:00:00+00:00,2020-03-12 11:00:00+00:00,2020-03-12 11:15:00+00:00,2020-03-12 14:15:00+00:00,-0.041680341319330516,-4.168034131933052,0.029514749999999996,0.028015985,0.012662632926315214,0.012662632926315214,0.006172854018522509,7.0,7.0,-0.23786180752444974,-0.06408495282656856,-0.06408495282656856,-0.030492758830668043,-0.030492758830668043,12,horizon:1.0@2020-03-12T14:15:00+00:00,-0.0507802031187794,0.0008,-0.051580203118779394,-5.158020311877939,4.0,5.0,13
BNBUSDT,15m,next_close,next_candle_close,pure_horizon_12,base,base,2020-03-12 10:45:00+00:00,2020-03-12 10:45:00+00:00,2020-03-12 11:00:00+00:00,2020-03-12 11:00:00+00:00,2020-03-12 11:15:00+00:00,2020-03-12 14:15:00+00:00,-0.038835765811105594,-3.8835765811105594,11.395695,11.610192,0.015884073779072107,0.015884073779072107,0.006002187376182192,7.0,7.0,-0.23786180752444974,-0.06780790507819323,-0.06780790507819323,-0.027776904608105668,-0.027776904608105668,12,horizon:1.0@2020-03-12T14:15:00+00:00,0.018822634336914,0.0008,0.018022634336914,1.8022634336913999,4.0,5.0,13
BTCUSDT,15m,next_close,next_candle_close,pure_horizon_12,base,base,2020-03-12 10:45:00+00:00,2020-03-12 10:45:00+00:00,2020-03-12 11:00:00+00:00,2020-03-12 11:00:00+00:00,2020-03-12 11:15:00+00:00,2020-03-12 14:15:00+00:00,-0.05129392730531612,-5.129392730531612,6235.786335,5945.945540000001,0.013645294776355186,0.013645294776355186,0.0030343872190890537,7.0,7.0,-0.23786180752444974,-0.04026134010813942,-0.04026134010813942,-0.015194303009178345,-0.015194303009178345,12,horizon:1.0@2020-03-12T14:15:00+00:00,-0.04648023191128137,0.0008,-0.04728023191128136,-4.728023191128136,4.0,5.0,13
ETHUSDT,15m,next_close,next_candle_close,pure_horizon_12,base,base,2020-03-12 10:45:00+00:00,2020-03-12 10:45:00+00:00,2020-03-12 11:00:00+00:00,2020-03-12 11:00:00+00:00,2020-03-12 11:15:00+00:00,2020-03-12 14:15:00+00:00,-0.07035495025051164,-7.035495025051164,139.139535,135.73210000000003,0.01599413494694979,0.01599413494694979,0.0056585327439578805,7.0,7.0,-0.23786180752444974,-0.07079184818735573,-0.07079184818735573,-0.02971123995555791,-0.02971123995555791,12,horizon:1.0@2020-03-12T14:15:00+00:00,-0.02448933726851943,0.0008,-0.02528933726851943,-2.528933726851943,4.0,5.0,13
LINKUSDT,15m,next_close,next_candle_close,pure_horizon_12,base,base,2020-03-12 10:45:00+00:00,2020-03-12 10:45:00+00:00,2020-03-12 11:00:00+00:00,2020-03-12 11:00:00+00:00,2020-03-12 11:15:00+00:00,2020-03-12 14:15:00+00:00,-0.0605828220858895,-6.05828220858895,2.4222105,2.2598695,0.018043415980363908,0.018043415980363908,0.00870218814952525,7.0,7.0,-0.23786180752444974,-0.09211115539593151,-0.09211115539593151,-0.042087788258238557,-0.042087788258238557,12,horizon:1.0@2020-03-12T14:15:00+00:00,-0.0670218381102714,0.0008,-0.0678218381102714,-6.7821838110271395,4.0,5.0,13
LTCUSDT,15m,next_close,next_candle_close,pure_horizon_12,base,base,2020-03-12 10:45:00+00:00,2020-03-12 10:45:00+00:00,2020-03-12 11:00:00+00:00,2020-03-12 11:00:00+00:00,2020-03-12 11:15:00+00:00,2020-03-12 14:15:00+00:00,-0.04536489151873768,-4.536489151873768,35.33766,32.92353,0.016977966129047624,0.016977966129047624,0.006212970094530432,7.0,7.0,-0.23786180752444974,-0.0658573732577118,-0.0658573732577118,-0.027872287159024012,-0.027872287159024012,12,horizon:1.0@2020-03-12T14:15:00+00:00,-0.06831606846633309,0.0008,-0.06911606846633309,-6.911606846633308,4.0,5.0,13
ADAUSDT,15m,next_close,next_candle_close,pure_horizon_12,base,base,2020-03-12 11:30:00+00:00,2020-03-12 11:30:00+00:00,2020-03-12 11:45:00+00:00,2020-03-12 11:45:00+00:00,2020-03-12 12:00:00+00:00,2020-03-12 15:00:00+00:00,-0.051434569629111304,-5.143456962911131,0.027583785,0.02904547,0.013556686389271062,0.013556686389271062,0.006174704906682169,7.0,7.0,-0.2677760024444431,-0.08073062158909472,-0.08073062158909472,-0.035484950346772015,-0.035484950346772015,12,horizon:1.0@2020-03-12T15:00:00+00:00,0.052990733505209775,0.0008,0.05219073350520978,5.219073350520978,4.0,5.0,20
BNBUSDT,15m,next_close,next_candle_close,pure_horizon_12,base,base,2020-03-12 11:30:00+00:00,2020-03-12 11:30:00+00:00,2020-03-12 11:45:00+00:00,2020-03-12 11:45:00+00:00,2020-03-12 12:00:00+00:00,2020-03-12 15:00:00+00:00,-0.04330951750904122,-4.330951750904122,11.346670499999998,12.03398,0.01620960382159059,0.01620960382159059,0.006032439708819287,7.0,7.0,-0.2677760024444431,-0.0899013532260482,-0.0899013532260482,-0.034431861039566414,-0.034431861039566414,12,horizon:1.0@2020-03-12T15:00:00+00:00,0.060573672250375354,0.0008,0.05977367225037536,5.977367225037536,4.0,5.0,20
BTCUSDT,15m,next_close,next_candle_close,pure_horizon_12,base,base,2020-03-12 11:30:00+00:00,2020-03-12 11:30:00+00:00,2020-03-12 11:45:00+00:00,2020-03-12 11:45:00+00:00,2020-03-12 12:00:00+00:00,2020-03-12 15:00:00+00:00,-0.06997551754360443,-6.997551754360442,6041.39919,6083.046955000001,0.015201885859213261,0.015201885859213261,0.0030508370779273077,7.0,7.0,-0.2677760024444431,-0.05890021085077879,-0.05890021085077879,-0.020689603076766705,-0.020689603076766705,12,horizon:1.0@2020-03-12T15:00:00+00:00,0.00689372837155644,0.0008,0.00609372837155644,0.6093728371556439,4.0,5.0,20
ETHUSDT,15m,next_close,next_candle_close,pure_horizon_12,base,base,2020-03-12 11:30:00+00:00,2020-03-12 11:30:00+00:00,2020-03-12 11:45:00+00:00,2020-03-12 11:45:00+00:00,2020-03-12 12:00:00+00:00,2020-03-12 15:00:00+00:00,-0.08213080623160307,-8.213080623160307,136.92843000000002,139.57018,0.018351702754347398,0.018351702754347398,0.005668624018393782,7.0,7.0,-0.2677760024444431,-0.09091969496167351,-0.09091969496167351,-0.0358636569302766,-0.0358636569302766,12,horizon:1.0@2020-03-12T15:00:00+00:00,0.019292925508603176,0.0008,0.018492925508603174,1.8492925508603173,4.0,5.0,20
LINKUSDT,15m,next_close,next_candle_close,pure_horizon_12,base,base,2020-03-12 11:30:00+00:00,2020-03-12 11:30:00+00:00,2020-03-12 11:45:00+00:00,2020-03-12 11:45:00+00:00,2020-03-12 12:00:00+00:00,2020-03-12 15:00:00+00:00,-0.10833333333333328,-10.833333333333329,2.289144,2.4517735,0.018889271479770965,0.018889271479770965,0.008711534764566622,7.0,7.0,-0.2677760024444431,-0.11404108604042751,-0.11404108604042751,-0.04865996971086173,-0.04865996971086173,12,horizon:1.0@2020-03-12T15:00:00+00:00,0.07104380502056662,0.0008,0.07024380502056662,7.024380502056663,4.0,5.0,20
LTCUSDT,15m,next_close,next_candle_close,pure_horizon_12,base,base,2020-03-12 11:30:00+00:00,2020-03-12 11:30:00+00:00,2020-03-12 11:45:00+00:00,2020-03-12 11:45:00+00:00,2020-03-12 12:00:00+00:00,2020-03-12 15:00:00+00:00,-0.057884231536926234,-5.788423153692623,33.786885,34.3828,0.018065168549827346,0.018065168549827346,0.006214394333490225,7.0,7.0,-0.2677760024444431,-0.08512694584574121,-0.08512694584574121,-0.03373805830508514,-0.03373805830508514,12,horizon:1.0@2020-03-12T15:00:00+00:00,0.01763746495126739,0.0008,0.016837464951267388,1.6837464951267387,4.0,5.0,20
XRPUSDT,15m,next_close,next_candle_close,pure_horizon_12,base,base,2020-03-12 11:30:00+00:00,2020-03-12 11:30:00+00:00,2020-03-12 11:45:00+00:00,2020-03-12 11:45:00+00:00,2020-03-12 12:00:00+00:00,2020-03-12 15:00:00+00:00,-0.03221649484536082,-3.221649484536082,0.15187589999999998,0.16341825000000001,0.015537072309459023,0.015537072309459023,0.005772518424632213,7.0,7.0,-0.2677760024444431,-0.07211315341293434,-0.07211315341293434,-0.02719587142851143,-0.02719587142851143,12,horizon:1.0@2020-03-12T15:00:00+00:00,0.07599856198383037,0.0008,0.07519856198383038,7.519856198383038,4.0,5.0,20
ADAUSDT,15m,next_close,next_candle_close,pure_horizon_12,base,base,2020-03-12 13:30:00+00:00,2020-03-12 13:30:00+00:00,2020-03-12 13:45:00+00:00,2020-03-12 13:45:00+00:00,2020-03-12 14:00:00+00:00,2020-03-12 17:00:00+00:00,-0.04259850905218321,-4.259850905218321,0.027893939999999996,0.029635175,0.01510090411470679,0.01510090411470679,0.00618652436031536,7.0,7.0,-0.2628813128100751,-0.11332885159916628,-0.11332885159916628,-0.04721644402114389,-0.04721644402114389,12,horizon:1.0@2020-03-12T17:00:00+00:00,0.06242341526510797,0.0008,0.06162341526510798,6.162341526510798,4.0,5.0,26
BNBUSDT,15m,next_close,next_candle_close,pure_horizon_12,base,base,2020-03-12 13:30:00+00:00,2020-03-12 13:30:00+00:00,2020-03-12 13:45:00+00:00,2020-03-12 13:45:00+00:00,2020-03-12 14:00:00+00:00,2020-03-12 17:00:00+00:00,-0.060366113239676444,-6.036611323967644,11.613804,12.087953,0.01929333125160515,0.01929333125160515,0.00607033936764205,7.0,7.0,-0.2628813128100751,-0.12129407371403167,-0.12129407371403167,-0.04676065212454683,-0.04676065212454683,12,horizon:1.0@2020-03-12T17:00:00+00:00,0.040826330459856175,0.0008,0.04002633045985618,4.002633045985618,4.0,5.0,26
BTCUSDT,15m,next_close,next_candle_close,pure_horizon_12,base,base,2020-03-12 13:30:00+00:00,2020-03-12 13:30:00+00:00,2020-03-12 13:45:00+00:00,2020-03-12 13:45:00+00:00,2020-03-12 14:00:00+00:00,2020-03-12 17:00:00+00:00,-0.03182962711717141,-3.182962711717141,5991.83442,6082.647155,0.017931210259016044,0.017931210259016044,0.0030684893884776647,7.0,7.0,-0.2628813128100751,-0.09667009893031875,-0.09667009893031875,-0.03388625978948068,-0.03388625978948068,12,horizon:1.0@2020-03-12T17:00:00+00:00,0.015156082200282084,0.0008,0.014356082200282085,1.4356082200282085,4.0,5.0,26
