entry_mode,exit_model,friction_case,horizon_bars,taker_fee_bps_per_side,slippage_bps_per_side,month,total_trades,trades_per_year,average_return_pct,median_return_pct,win_rate,cumulative_return_units,max_drawdown_units,sharpe_like,return_volatility_pct,max_losing_streak,average_win_pct,average_loss_pct,best_month,worst_month,best_month_contribution,best_symbol,worst_symbol,best_symbol_contribution,positive_month_rate,positive_symbol_rate,window,window_start,window_end
next_close,pure_horizon_12,base,12,4.0,5.0,2021-03,2,0.31555075593952486,3.911989745380498,3.911989745380498,1.0,0.07823979490760996,0.0,1.4796795269371028,3.738910252568993,0,3.911989745380498,0.0,2021-03,2021-03,1.0,BNBUSDT,XRPUSDT,0.8379110076862296,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2021-04,56,8.835421166306695,3.506895831541279,3.48364404352626,0.7321428571428571,1.9638616656631163,-0.12043949719143754,4.3777309229686034,5.994704984670561,4,6.029679801118794,-3.3887136853039355,2021-04,2021-04,1.0,AVAXUSDT,ETHUSDT,0.325710011162633,1.0,0.8888888888888888,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2021-05,245,38.654967602591796,3.27653822586838,1.9226767301651868,0.5877551020408164,8.02751865337753,-1.8873351595177947,4.649917476487483,11.029429164443766,17,9.65958803415284,-5.824047639408477,2021-05,2021-05,1.0,ADAUSDT,BTCUSDT,0.23161045713317782,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2021-06,13,2.0510799136069116,-0.42462885346056245,0.036190282184724934,0.5384615384615384,-0.05520175094987312,-0.16873889137162257,-0.36368476878387185,4.2097476595270535,2,2.492433276043491,-3.827868004548624,2021-06,2021-06,,BNBUSDT,SOLUSDT,,0.0,0.5,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2021-08,2,0.31555075593952486,1.9787301201932748,1.9787301201932748,1.0,0.0395746024038655,0.0,4.641375410458772,0.6029133015070793,0,1.9787301201932748,0.0,2021-08,2021-08,1.0,LINKUSDT,BNBUSDT,0.6077266878419942,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2021-09,30,4.733261339092873,1.4877696130724216,2.020083491623872,0.7666666666666667,0.4463308839217265,-0.2847842544793908,1.6599084130448867,4.909216502829198,4,3.645917303087386,-5.603287082691036,2021-09,2021-09,1.0000000000000002,AVAXUSDT,LTCUSDT,0.3735660902821874,1.0,0.6666666666666666,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2021-10,4,0.6311015118790497,-0.1795492247678253,-0.37024575874337934,0.25,-0.007181968990713012,-0.02175952611379088,-0.29856145615655766,1.2027622525640047,3,1.4577557123077869,-0.7253175371263627,2021-10,2021-10,,ADAUSDT,XRPUSDT,,0.0,0.25,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2021-11,15,2.3666306695464363,0.41752195505479023,0.9534726720313105,0.6,0.06262829325821853,-0.10509089397410773,0.7808307395578585,2.070942518885481,5,1.8686246941470424,-1.7591321535835882,2021-11,2021-11,0.9999999999999996,ETHUSDT,LTCUSDT,0.25794553095871925,1.0,0.875,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2021-12,26,4.102159827213823,6.10077399415553,5.828135228574685,0.8076923076923077,1.5862012384804378,-0.03955232873562666,4.326707995056999,7.189753891355136,2,8.35095984457942,-3.350006577624795,2021-12,2021-12,1.0,XRPUSDT,BTCUSDT,0.21635095635370494,1.0,0.8888888888888888,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2022-01,10,1.5777537796976242,2.365582961013258,0.6301283844515361,0.7,0.2365582961013258,-0.031809546183008526,1.4231251670979586,5.256480823919176,2,3.931703700413041,-1.2886987642529026,2022-01,2022-01,1.0000000000000002,ADAUSDT,LINKUSDT,0.6624377900086508,1.0,0.8333333333333334,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2022-02,14,2.2088552915766737,-2.1967637343390014,-2.5175115240209127,0.2857142857142857,-0.3075469228074602,-0.30796766223480987,-2.422968554532188,3.3923416951540304,6,1.7089466285921753,-3.7590478795114715,2022-02,2022-02,,SOLUSDT,ADAUSDT,,0.0,0.2857142857142857,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2022-04,1,0.15777537796976243,-0.2202908624834609,-0.2202908624834609,0.0,-0.002202908624834609,0.0,0.0,0.0,1,0.0,-0.2202908624834609,2022-04,2022-04,,SOLUSDT,SOLUSDT,,0.0,0.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2022-05,67,10.570950323974083,4.119211142577236,3.726624367439371,0.7910447761194029,2.7598714655267482,-0.4360677289097037,5.1497535171004385,6.547341777011277,5,6.245255230570683,-3.9293843333979632,2022-05,2022-05,0.9999999999999997,AVAXUSDT,BTCUSDT,0.39274631459550474,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2022-06,18,2.8399568034557237,1.0767997757567604,0.2171809214622478,0.5,0.1938239596362169,-0.05201337695056396,1.4270453446708178,3.2013520506318476,4,3.343090490413472,-1.189490938899951,2022-06,2022-06,0.9999999999999999,ETHUSDT,ADAUSDT,0.5265312269988907,1.0,0.75,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2022-08,7,1.1044276457883369,-0.17706354216201883,-0.35010127042077505,0.42857142857142855,-0.01239444795134132,-0.02529895549384408,-0.4572194384685157,1.024597948823124,1,0.7674650092196758,-0.8854599556982898,2022-08,2022-08,,AVAXUSDT,LTCUSDT,,0.0,0.42857142857142855,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2022-09,10,1.5777537796976242,-0.49647458752613016,-0.5639325068511924,0.2,-0.04964745875261301,-0.04310703297966618,-0.8175908769279667,1.9202642070497506,3,2.345886170298863,-1.2070647769823784,2022-09,2022-09,,XRPUSDT,LTCUSDT,,0.0,0.2857142857142857,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2022-10,5,0.7888768898488121,2.417957467470986,2.959852089669881,1.0,0.12089787337354929,0.0,4.263985905754384,1.2679960448911958,0,2.417957467470986,0.0,2022-10,2022-10,1.0,SOLUSDT,ADAUSDT,0.3005923359720508,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2022-11,34,5.364362850971922,0.7448192273674022,0.6766018337871404,0.5588235294117647,0.25323853730491674,-0.4353491978689954,0.483971596787573,8.973677616542894,5,5.994112582605859,-5.904285689267973,2022-11,2022-11,1.0000000000000007,SOLUSDT,ETHUSDT,0.2639436262039953,1.0,0.7777777777777778,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2022-12,8,1.2622030237580995,-1.077133679430319,-0.9673199540741781,0.375,-0.08617069435442552,-0.08929100322478353,-2.08715100235781,1.4596903206508345,4,0.40873659797719814,-1.9686558458748293,2022-12,2022-12,,LTCUSDT,SOLUSDT,,0.0,0.2857142857142857,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2023-01,5,0.7888768898488121,-1.6161449256304936,-2.1441281201022377,0.2,-0.08080724628152469,-0.10356454734553158,-1.583702449981861,2.2818742973104054,4,2.2757301064006885,-2.589113683638289,2023-01,2023-01,,SOLUSDT,ADAUSDT,,0.0,0.2,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2023-03,8,1.2622030237580995,1.256338980443699,1.4945628856233095,0.875,0.10050711843549592,-0.007669834865800057,3.301282845495895,1.076388609055749,1,1.5453850471613715,-0.7669834865800063,2023-03,2023-03,1.0000000000000002,LTCUSDT,SOLUSDT,0.4105791813247312,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2023-04,3,0.4733261339092873,1.0289841171682765,1.308016448717644,0.6666666666666666,0.0308695235150483,-0.003439510451153295,1.4180113062936734,1.256867814245589,1,1.7154516983100796,-0.3439510451153293,2023-04,2023-04,1.0000000000000002,BNBUSDT,LTCUSDT,0.6876967008796392,1.0,0.6666666666666666,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2023-05,5,0.7888768898488121,-0.1922799226958282,-0.31546284372734096,0.2,-0.00961399613479141,-0.008416908768091844,-0.8168662019729579,0.5263419845475623,3,0.5864376293171736,-0.3869593106990787,2023-05,2023-05,,SOLUSDT,XRPUSDT,,0.0,0.2,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2023-06,11,1.7355291576673866,-1.6679470058398191,-1.9366022798998108,0.09090909090909091,-0.1834741706423801,-0.16037221170417615,-5.779292151802581,0.9572027582723901,10,0.10653106875485827,-1.8453948132992872,2023-06,2023-06,,XRPUSDT,ADAUSDT,,0.0,0.14285714285714285,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2023-07,3,0.4733261339092873,-0.14522988778599286,-0.17995002498750515,0.0,-0.004356896633579786,-0.0019482497375157932,-2.1513015603917576,0.11692714264431588,3,0.0,-0.14522988778599286,2023-07,2023-07,,SOLUSDT,AVAXUSDT,,0.0,0.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2023-08,15,2.3666306695464363,2.173933610361185,1.918165022918363,0.9333333333333333,0.32609004155417776,-0.002737654730456042,5.244610815148696,1.6053829283900294,1,2.3487692591759557,-0.273765473045604,2023-08,2023-08,1.0,XRPUSDT,BTCUSDT,0.18634016390638616,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2023-12,4,0.6311015118790497,-0.2369739292478917,-0.33549358844065286,0.25,-0.009478957169915668,-0.0067098717688130576,-0.8456129266946758,0.5604784926223236,3,0.5279904161303328,-0.4919620443739665,2023-12,2023-12,,XRPUSDT,BTCUSDT,,0.0,0.25,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2024-01,6,0.9466522678185746,1.250407568381566,1.4309831771071613,0.8333333333333334,0.07502445410289396,-0.0022125493277506993,2.719090613516974,1.1264282616486554,1,1.5447400686128931,-0.22125493277507005,2024-01,2024-01,1.0,LINKUSDT,AVAXUSDT,0.36297214885169116,1.0,0.8333333333333334,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2024-03,9,1.4199784017278618,2.5700645429239812,2.3195606857994955,0.8888888888888888,0.2313058088631583,-0.0010190311094450955,3.853248654414976,2.0009592736606177,1,2.9040604996575428,-0.10190311094451002,2024-03,2024-03,1.0000000000000002,AVAXUSDT,BNBUSDT,0.40488633869459245,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2024-04,40,6.311015118790497,4.915868633309113,5.4803933107607365,0.875,1.9663474533236451,-0.2594540948941294,5.992044640636209,5.188660129135933,5,6.575625195004628,-6.7024272985594795,2024-04,2024-04,1.0,AVAXUSDT,ETHUSDT,0.23764923790115966,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2024-06,11,1.7355291576673866,2.114240106665335,2.0280834245949864,1.0,0.23256641173318685,0.0,6.698477847015192,1.046826056706968,0,2.114240106665335,0.0,2024-06,2024-06,1.0,SOLUSDT,ADAUSDT,0.22117484783983682,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2024-07,7,1.1044276457883369,1.433018082391009,1.6679541562751552,0.8571428571428571,0.10031126576737064,-0.016508756264109838,2.434149711869489,1.5575909122505778,1,1.9470003671913414,-1.6508756264109838,2024-07,2024-07,1.0,XRPUSDT,ETHUSDT,0.30825141189551314,1.0,0.8571428571428571,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2024-08,23,3.6288336933045358,3.2706977671185333,3.7038746214742484,0.6086956521739131,0.7522604864372626,-0.14139618267724258,2.7474324098921388,5.7092270580703355,4,6.687065677523603,-2.0436523157337967,2024-08,2024-08,1.0000000000000002,SOLUSDT,LINKUSDT,0.5136912505944611,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2024-11,2,0.31555075593952486,1.4574252007855528,1.4574252007855528,0.5,0.029148504015711056,0.0,0.3856373764804878,5.34468547604474,1,5.236688544206039,-2.3218381426349333,2024-11,2024-11,1.0,XRPUSDT,XRPUSDT,1.0,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2024-12,10,1.5777537796976242,2.306593142833523,0.6648082948701584,0.8,0.23065931428335232,-0.021371540743562106,1.7889116378894558,4.077388626799662,1,3.1546606036578466,-1.08567670046377,2024-12,2024-12,1.0,XRPUSDT,ETHUSDT,0.4576405708618167,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2025-01,8,1.2622030237580995,0.7148342827876544,0.6903222369091934,0.625,0.05718674262301235,-0.08368397855603818,0.5605192082236483,3.607113985518165,3,2.8174144235810115,-2.78946595186794,2025-01,2025-01,0.9999999999999999,XRPUSDT,LINKUSDT,0.9081176002382824,1.0,0.8333333333333334,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2025-02,24,3.7866090712742984,-3.6540763125867746,-1.7402774109325316,0.3333333333333333,-0.8769783150208259,-0.9025012323798809,-2.7029038674637698,6.62296765694961,8,2.1708249540037774,-6.5665269458820505,2025-02,2025-02,,BNBUSDT,ADAUSDT,,0.0,0.375,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2025-03,20,3.1555075593952484,2.1495636802586016,1.175375788917146,0.8,0.4299127360517203,-0.005591661189851478,2.9041545439587138,3.3101341118513066,3,2.8014417889400276,-0.4579487544671001,2025-03,2025-03,1.0,ADAUSDT,XRPUSDT,0.42058176593741603,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2025-04,6,0.9466522678185746,-4.89204845511376,-6.632009235574879,0.16666666666666666,-0.2935229073068256,-0.2868525809459911,-2.049766333868361,5.846043187461687,5,6.799913488410883,-7.230440843818689,2025-04,2025-04,,XRPUSDT,ADAUSDT,,0.0,0.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2025-05,5,0.7888768898488121,0.379170306042278,0.2660629737332965,1.0,0.018958515302113902,0.0,3.0930777340999263,0.274112276588695,0,0.379170306042278,0.0,2025-05,2025-05,1.0,XRPUSDT,ADAUSDT,0.45465625004113575,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2025-06,4,0.6311015118790497,-0.8725704437217964,-0.8937131739480662,0.25,-0.034902817748871856,-0.01787426347896133,-1.1997836042683956,1.4545463708913953,3,0.91681965792513,-1.4690338109374383,2025-06,2025-06,,SOLUSDT,AVAXUSDT,,0.0,0.25,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2025-09,1,0.15777537796976243,0.35897699077775075,0.35897699077775075,1.0,0.0035897699077775073,0.0,0.0,0.0,0,0.35897699077775075,0.0,2025-09,2025-09,1.0,LINKUSDT,LINKUSDT,1.0,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2025-10,27,4.259935205183585,6.141482401399646,3.205233776797925,0.8148148148148148,1.6582002483779044,-0.09807147100290267,2.927608504602733,10.900391431733896,2,8.532924139008081,-4.38086124407746,2025-10,2025-10,0.9999999999999999,ADAUSDT,LTCUSDT,0.3242704658055587,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2025-11,4,0.6311015118790497,1.4644810733395262,1.5939219183003248,1.0,0.05857924293358105,0.0,2.8719210625361784,1.0198616476222022,0,1.4644810733395262,0.0,2025-11,2025-11,1.0,AVAXUSDT,SOLUSDT,0.43874728295807347,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2026-01,15,2.3666306695464363,-0.34041147665534294,-0.0630075597443857,0.4666666666666667,-0.05106172149830144,-0.08991335057880717,-1.065714909999797,1.2371113208355782,5,0.6483944084312147,-1.2056166261060808,2026-01,2026-01,,XRPUSDT,SOLUSDT,,0.0,0.42857142857142855,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_close,pure_horizon_12,base,12,4.0,5.0,2026-02,15,2.3666306695464363,3.671486216979434,5.293676566405906,0.7333333333333333,0.5507229325469151,-0.06334888172025813,3.5809684853163484,3.9708824672706484,4,5.582471038792483,-1.5837220430064531,2026-02,2026-02,1.0000000000000002,XRPUSDT,AVAXUSDT,0.21383922164935046,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_open,pure_horizon_12,base,12,4.0,5.0,2020-02,3,0.4733261339092873,2.9720856894953696,2.5473516426822185,1.0,0.08916257068486108,0.0,2.301532775085866,2.2366848190820585,0,2.9720856894953696,0.0,2020-02,2020-02,1.0,XRPUSDT,ADAUSDT,0.6045905462995729,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_open,pure_horizon_12,base,12,4.0,5.0,2020-03,113,17.828617710583153,4.12755319914443,3.1276811881966986,0.6548672566371682,4.664135115033205,-2.6618495810947396,3.1698105711306743,13.841991933629611,13,11.161399822761144,-9.218719881564203,2020-03,2020-03,1.0000000000000002,LINKUSDT,LTCUSDT,0.22015734634073805,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_open,pure_horizon_12,base,12,4.0,5.0,2020-05,7,1.1044276457883369,1.4249613379484614,2.099940753786891,0.8571428571428571,0.09974729365639229,-0.011540165395019536,2.4702065024271667,1.526225975192394,1,1.854790984190197,-1.154016539501954,2020-05,2020-05,0.9999999999999999,LTCUSDT,ETHUSDT,0.2911043381700469,1.0,0.8333333333333334,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_open,pure_horizon_12,base,12,4.0,5.0,2020-06,7,1.1044276457883369,1.605152583321251,1.4655864103393281,1.0,0.11236068083248757,0.0,6.482387832602393,0.6551342902413164,0,1.605152583321251,0.0,2020-06,2020-06,1.0,LTCUSDT,LINKUSDT,0.22302450801645474,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_open,pure_horizon_12,base,12,4.0,5.0,2020-09,10,1.5777537796976242,-0.028776918223277714,-0.19005232285731805,0.3,-0.0028776918223277718,-0.019603551816036256,-0.07691694321969873,1.1831022115119345,5,1.2254382734516276,-0.5662977146553799,2020-09,2020-09,,LINKUSDT,BNBUSDT,,0.0,0.42857142857142855,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_open,pure_horizon_12,base,12,4.0,5.0,2020-10,1,0.15777537796976243,-1.6029084242964322,-1.6029084242964322,0.0,-0.01602908424296432,0.0,0.0,0.0,1,0.0,-1.6029084242964322,2020-10,2020-10,,LTCUSDT,LTCUSDT,,0.0,0.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_open,pure_horizon_12,base,12,4.0,5.0,2020-11,16,2.524406047516199,-0.24574422331855053,-0.32388847059834686,0.4375,-0.03931907573096809,-0.13860040172700377,-0.22807161523270775,4.3099484005111455,3,3.420878091025912,-3.097561578919799,2020-11,2020-11,,LINKUSDT,SOLUSDT,,0.0,0.5,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_open,pure_horizon_12,base,12,4.0,5.0,2020-12,5,0.7888768898488121,4.235647419659112,2.2543082400510306,0.8,0.21178237098295558,-0.0792901050522957,0.928522554935306,10.200285936768925,1,7.276811900881282,-7.929010505229569,2020-12,2020-12,1.0,XRPUSDT,LINKUSDT,0.9595506127165546,1.0,0.75,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_open,pure_horizon_12,base,12,4.0,5.0,2021-01,44,6.942116630669546,1.7248445115231186,2.1485282696915653,0.75,0.7589315850701722,-0.26806198158676564,2.6937513240654014,4.247357219145544,4,3.624497096718053,-3.9741132440616833,2021-01,2021-01,1.0000000000000002,XRPUSDT,BNBUSDT,0.18934257292958837,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
next_open,pure_horizon_12,base,12,4.0,5.0,2021-02,70,11.04427645788337,2.983748566923052,4.921168092865671,0.6857142857142857,2.0886239968461364,-1.3300828932575957,3.3622991986624764,7.424631205235728,19,7.202324429638378,-6.220416951728569,2021-02,2021-02,0.9999999999999998,ADAUSDT,LTCUSDT,0.2317875476457753,1.0,1.0,full_available,2020-01-01T00:00:00+00:00,2026-05-04T00:00:00+00:00
