entry_mode,exit_model,friction_case,event_threshold,hold_bars,stop_atr_mult,target_r,taker_fee_bps_per_side,slippage_bps_per_side,month,total_trades,trades_per_year,avg_net_return_pct,median_net_return_pct,win_rate,total_net_return_units,ev_per_trade_r,total_ev_r,max_drawdown_return_units,max_drawdown_r,max_losing_streak,profit_factor,average_win_pct,average_loss_pct,best_symbol,worst_symbol,best_month,worst_month,best_symbol_contribution,best_month_contribution
next_open,fixed_horizon_12,stress,-0.02,12,,,8.0,10.0,2025-11,30,613.0069930069931,0.5156775610523833,-0.33909032917302667,0.4,0.154703268315715,0.28477044570031573,8.543113371009472,-0.1877197428301806,-20.65131344766579,10,1.524645491906636,3.746460614188598,-1.6381778077050924,XRPUSDT,LTCUSDT,2025-11,2025-11,0.5283932758113611,1.0000000000000002
next_open,fixed_horizon_12,stress,-0.02,12,,,8.0,10.0,2025-12,18,214.24032586558044,-2.636205253312779,-3.1588559283955266,0.1111111111111111,-0.4745169455963002,-3.373053754399361,-60.714967579188496,-0.4319750284090098,-53.15454689022953,11,0.12749560559201376,3.466963933374958,-3.399101401648746,AVAXUSDT,ADAUSDT,2025-12,2025-12,,
next_open,fixed_horizon_12,stress,-0.02,12,,,8.0,10.0,2026-01,41,596.0298507462686,-0.14595238546806252,0.07480573508968134,0.5121951219512195,-0.059840478041905634,-0.8019779798871971,-32.88109717537508,-0.32223580170128757,-60.631582963892406,6,0.8792925144646373,2.0757494537454395,-2.4787393166422396,XRPUSDT,SOLUSDT,2026-01,2026-01,,
next_open,fixed_horizon_12,stress,-0.02,12,,,8.0,10.0,2026-02,43,597.1295049504951,0.5116965235053148,-0.6960704121568646,0.37209302325581395,0.2200295051072854,-0.9097333243650282,-39.11853294769621,-0.40491909930423575,-47.47624425938743,14,1.371066056385974,5.081221063342969,-2.1961698704725543,XRPUSDT,LTCUSDT,2026-02,2026-02,0.2942400210798439,1.0000000000000002
next_open,fixed_horizon_12,stress,-0.02,12,,,8.0,10.0,2026-03,7,139.69721115537848,0.3560665322389308,0.2576555243193241,0.7142857142857143,0.024924657256725158,1.6783044511680754,11.748131158176527,-0.0028206715105197552,-1.1681468689655068,1,6.639556543633607,0.5868854045750513,-0.22098064860137054,ADAUSDT,SOLUSDT,2026-03,2026-03,0.45585025467942303,1.0
next_open,fixed_horizon_12,stress,-0.02,12,,,8.0,10.0,2026-04,7,112.17915904936015,-0.5837988283515038,-0.9811974516870048,0.2857142857142857,-0.04086591798460526,-1.8422052776514224,-12.895436943559957,-0.04016005174454129,-10.055671444312429,5,0.41871113357185363,1.4718168394425613,-1.4060450954691297,ADAUSDT,AVAXUSDT,2026-04,2026-04,,
next_close,stop_1atr_horizon_12,base,-0.02,12,1.0,,4.0,5.0,2025-05,40,706.5793450881612,-0.43102835256279004,-0.7949970027323018,0.275,-0.17241134102511602,-0.4715390130483576,-18.861560521934305,-0.19077376849102146,-24.421267592386204,12,0.3837112438512873,0.9758732775058868,-0.9646806950026331,SOLUSDT,AVAXUSDT,2025-05,2025-05,,
next_close,stop_1atr_horizon_12,base,-0.02,12,1.0,,4.0,5.0,2025-06,28,602.3263803680982,-0.24021506305633988,-0.7626646256254659,0.21428571428571427,-0.06726021765577517,-0.4031098990874374,-11.287077174448246,-0.1448519123914165,-20.69038343906975,14,0.6398418593119425,1.991528065994379,-0.8488722800701725,ETHUSDT,ADAUSDT,2025-06,2025-06,,
next_close,stop_1atr_horizon_12,base,-0.02,12,1.0,,4.0,5.0,2025-07,28,810.059405940594,-0.8485494227893184,-0.973308362119793,0.10714285714285714,-0.2375938383810092,-0.8937736499056769,-25.02566219735895,-0.23725228546209845,-25.880064197136498,24,0.0786224754087381,0.675807517071262,-1.0314722555725884,SOLUSDT,XRPUSDT,2025-07,2025-07,,
next_close,stop_1atr_horizon_12,base,-0.02,12,1.0,,4.0,5.0,2025-08,15,236.174225415357,-0.7180915926235413,-0.9410662656513734,0.13333333333333333,-0.10771373889353118,-0.9389527943333246,-14.084291914999868,-0.10681888752502645,-13.891120383089634,9,0.12276323314328057,0.7536897300772163,-0.9445194884236578,SOLUSDT,ADAUSDT,2025-08,2025-08,,
next_close,stop_1atr_horizon_12,base,-0.02,12,1.0,,4.0,5.0,2025-09,9,147.5343618513324,-0.45777529430826674,-0.5764015077953895,0.2222222222222222,-0.041199776487744005,-0.909367937486472,-8.184311437378248,-0.0354357614097901,-6.894313416085325,6,0.08404498433093834,0.18901771976330717,-0.6425732983287163,XRPUSDT,SOLUSDT,2025-09,2025-09,,
next_close,stop_1atr_horizon_12,base,-0.02,12,1.0,,4.0,5.0,2025-10,51,673.5457627118643,0.6723487034679652,-0.7602809013003125,0.39215686274509803,0.34289783876866226,-0.10652231683948514,-5.4326381588137425,-0.1420036296887011,-16.225747071382948,14,2.0321129785454235,3.3756340776714127,-1.0717063766632906,XRPUSDT,BNBUSDT,2025-10,2025-10,0.6481892313671981,1.0000000000000002
next_close,stop_1atr_horizon_12,base,-0.02,12,1.0,,4.0,5.0,2025-11,30,613.0069930069931,0.5686246723588299,-0.7973730315334085,0.26666666666666666,0.17058740170764897,0.2714307030795916,8.142921092387748,-0.11688402686033891,-12.595248463587588,11,1.7902029552495018,4.8308170172709515,-0.9812634530637595,XRPUSDT,AVAXUSDT,2025-11,2025-11,0.31079601818318875,1.0000000000000002
next_close,stop_1atr_horizon_12,base,-0.02,12,1.0,,4.0,5.0,2025-12,19,226.14256619144604,-0.6603939396354461,-0.6508103902492313,0.10526315789473684,-0.12547484853073476,-0.9145355508631068,-17.37617546639903,-0.1296035215188851,-16.76322815170374,11,0.19035226162367583,1.474988446371232,-0.9116153968127025,SOLUSDT,ETHUSDT,2025-12,2025-12,,
next_close,stop_1atr_horizon_12,base,-0.02,12,1.0,,4.0,5.0,2026-01,45,654.1791044776119,-0.11320106958289142,-0.5768016973606059,0.2,-0.05094048131230114,-0.4285473573539676,-19.28463108092854,-0.19100652258841905,-31.586599196413758,25,0.814962503480226,2.4928630358456485,-0.7647170959400266,AVAXUSDT,ETHUSDT,2026-01,2026-01,,
