symbol,timeframe,event_type,event_threshold,entry_mode,exit_model,friction_case,signal_time,entry_time,exit_time,event_return,raw_entry,entry,raw_exit,exit,atr_at_signal,risk,stop,target,gross_return,fee_return,net_return,gross_r,fee_r,net_r,exit_reason,hold_bars,stop_atr_mult,target_r,taker_fee_bps_per_side,slippage_bps_per_side
ETHUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-05-21 17:15:00+00:00,2025-05-21 17:30:00+00:00,2025-05-21 20:30:00+00:00,-0.03467696673006759,2476.71,2479.18671,2497.85,2495.3521499999997,24.047142857142813,24.047142857142813,,,0.006520460897436742,0.0016052163687179494,0.004915244528718792,0.6722395294956249,0.1654928866868654,0.5067466428087595,horizon,12,,,8.0,10.0
LINKUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-05-21 17:15:00+00:00,2025-05-21 17:30:00+00:00,2025-05-21 20:30:00+00:00,-0.03341568869672651,15.65,15.66565,15.859,15.843141,0.17471428571428568,0.17471428571428568,,,0.01132994800726439,0.0016090639584058115,0.009720884048858578,1.0158928863450525,0.14427573965658222,0.8716171466884702,horizon,12,,,8.0,10.0
LTCUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-05-21 17:15:00+00:00,2025-05-21 17:30:00+00:00,2025-05-21 20:30:00+00:00,-0.02555383822771773,94.58,94.67457999999999,96.07,95.97393,0.7650000000000016,0.7650000000000016,,,0.013724380926749324,0.0016109795047413997,0.012113401422007924,1.6984967320261455,0.1993709908496728,1.4991257411764727,horizon,12,,,8.0,10.0
SOLUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-05-21 17:15:00+00:00,2025-05-21 17:30:00+00:00,2025-05-21 20:30:00+00:00,-0.034000231294090355,167.06,167.22706,170.08,169.90992,1.6207142857142895,1.6207142857142895,,,0.016043216929126247,0.001612834573543301,0.014430382355582947,1.655356544733362,0.16641402274129533,1.4889425219920667,horizon,12,,,8.0,10.0
XRPUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-05-21 17:15:00+00:00,2025-05-21 17:30:00+00:00,2025-05-21 20:30:00+00:00,-0.025503634475597226,2.3462,2.3485462,2.3771,2.3747229,0.015271428571428634,0.015271428571428634,,,0.011145916567449232,0.0016089167332539592,0.009536999834195273,1.7140963517305932,0.24743037380729552,1.4666659779232976,horizon,12,,,8.0,10.0
ADAUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-05-23 11:45:00+00:00,2025-05-23 12:00:00+00:00,2025-05-23 15:00:00+00:00,-0.02882703777335982,0.7816,0.7823815999999999,0.7816,0.7808183999999999,0.004892857142857151,0.004892857142857151,,,-0.0019980019980019303,0.0015984015984015982,-0.0035964035964035287,-0.3194861313868581,0.25558890510948856,-0.5750750364963466,horizon,12,,,8.0,10.0
AVAXUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-05-23 11:45:00+00:00,2025-05-23 12:00:00+00:00,2025-05-23 15:00:00+00:00,-0.034353405725567665,24.451,24.475450999999996,24.802,24.777198,0.1970714285714286,0.1970714285714286,,,0.01232855729604343,0.0016098628458368347,0.010718694450206595,1.5311554911199832,0.1999382634287785,1.3312172276912047,horizon,12,,,8.0,10.0
ETHUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-05-23 11:45:00+00:00,2025-05-23 12:00:00+00:00,2025-05-23 15:00:00+00:00,-0.024377999710962883,2565.32,2567.88532,2575.41,2572.83459,14.189285714285688,14.189285714285688,,,0.0019273718968104703,0.0016015418975174483,0.00032582999929302195,0.34880332242638357,0.28983671277120615,0.058966609655177415,horizon,12,,,8.0,10.0
LINKUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-05-23 11:45:00+00:00,2025-05-23 12:00:00+00:00,2025-05-23 15:00:00+00:00,-0.033386704619581264,16.302,16.318302,16.317,16.300683,0.12321428571428582,0.12321428571428582,,,-0.0010797079254937225,0.001599136233659605,-0.0026788441591533273,-0.14299478260869414,0.21178703304347807,-0.3547818156521722,horizon,12,,,8.0,10.0
LTCUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-05-23 11:45:00+00:00,2025-05-23 12:00:00+00:00,2025-05-23 15:00:00+00:00,-0.028628428927680805,97.39,97.48738999999999,98.99,98.89101,0.5371428571428579,0.5371428571428579,,,0.014397964700870514,0.0016115183717606966,0.012786446329109817,2.613122340425535,0.29247846808510597,2.3206438723404292,horizon,12,,,8.0,10.0
SOLUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-05-23 11:45:00+00:00,2025-05-23 12:00:00+00:00,2025-05-23 15:00:00+00:00,-0.030890765459003044,177.87,178.04787,181.68,181.49832,1.2257142857142813,1.2257142857142813,,,0.019379338826125858,0.0016155034710609011,0.017763835355064955,2.815052447552472,0.23466884195804286,2.580383605594429,horizon,12,,,8.0,10.0
XRPUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-05-23 11:45:00+00:00,2025-05-23 12:00:00+00:00,2025-05-23 15:00:00+00:00,-0.023885284515889227,2.3621,2.3644620999999995,2.3649,2.3625351,0.009249999999999916,0.009249999999999916,,,-0.0008149845159283187,0.0015993480123872575,-0.002414332528315576,-0.2083243243242555,0.4088213794594631,-0.6171457037837186,horizon,12,,,8.0,10.0
ADAUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-05-30 00:45:00+00:00,2025-05-30 01:00:00+00:00,2025-05-30 04:00:00+00:00,-0.04249134948096889,0.6917,0.6923916999999999,0.7063,0.7055937,0.0037714285714285844,0.0037714285714285844,,,0.019067241851685957,0.001615253793481349,0.017451988058204606,3.5005303030303034,0.2965423575757566,3.203987945454547,horizon,12,,,8.0,10.0
AVAXUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-05-30 00:45:00+00:00,2025-05-30 01:00:00+00:00,2025-05-30 04:00:00+00:00,-0.03331978870377894,21.412,21.433411999999997,21.708,21.686291999999998,0.13307142857142779,0.13307142857142779,,,0.011798401486426968,0.0016094387211891418,0.010188962765237827,1.9003327965647,0.2592274207192715,1.6411053758454286,horizon,12,,,8.0,10.0
ETHUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-05-30 00:45:00+00:00,2025-05-30 01:00:00+00:00,2025-05-30 04:00:00+00:00,-0.021746240615801327,2572.24,2574.8122399999993,2626.04,2623.41396,11.07999999999996,11.07999999999996,,,0.01887583072853527,0.0016151006645828282,0.017260730063952442,4.386436823104761,0.3753231913357414,4.011113631769019,horizon,12,,,8.0,10.0
LINKUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-05-30 00:45:00+00:00,2025-05-30 01:00:00+00:00,2025-05-30 04:00:00+00:00,-0.040629795183134254,14.384,14.398383999999998,14.624,14.609376000000001,0.07821428571428589,0.07821428571428589,,,0.014653866711708874,0.0016117230933693672,0.013042143618339507,2.697614611872175,0.2967003762557071,2.400914235616468,horizon,12,,,8.0,10.0
LTCUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-05-30 00:45:00+00:00,2025-05-30 01:00:00+00:00,2025-05-30 04:00:00+00:00,-0.031129240017174653,90.27,90.36026999999999,91.62,91.52838,0.4399999999999987,0.4399999999999987,,,0.012927252209405937,0.0016103418017675247,0.011316910407638412,2.6547954545454915,0.3307066363636373,2.3240888181818544,horizon,12,,,8.0,10.0
SOLUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-05-30 00:45:00+00:00,2025-05-30 01:00:00+00:00,2025-05-30 04:00:00+00:00,-0.029399412011759662,161.76,161.92175999999998,164.55,164.38545000000002,0.6585714285714245,0.6585714285714245,,,0.015215311394836784,0.0016121722491158697,0.013603139145720915,3.740960954446942,0.3963818603036901,3.3445790941432523,horizon,12,,,8.0,10.0
XRPUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-05-30 00:45:00+00:00,2025-05-30 01:00:00+00:00,2025-05-30 04:00:00+00:00,-0.035754239942721755,2.1549,2.1570549,2.2089,2.2066911,0.009685714285714297,0.009685714285714297,,,0.02301109721407646,0.0016184088777712613,0.0213926883363052,5.124681415929211,0.36042739823008807,4.764254017699123,horizon,12,,,8.0,10.0
AVAXUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-05 20:30:00+00:00,2025-06-05 20:45:00+00:00,2025-06-05 23:45:00+00:00,-0.02173341051412936,18.59,18.60859,18.73,18.71127,0.18771428571428597,0.18771428571428597,,,0.00551788179545043,0.0016044143054363604,0.00391346749001407,0.5470015220700115,0.1590496316590561,0.3879518904109554,horizon,12,,,8.0,10.0
ETHUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-05 20:30:00+00:00,2025-06-05 20:45:00+00:00,2025-06-05 23:45:00+00:00,-0.02212425173920085,2417.7,2420.1176999999993,2412.9,2410.4871000000003,23.265000000000068,23.265000000000068,,,-0.003979393233642714,0.0015968164854130858,-0.0055762097190558,-0.41395228884586377,0.16610719277885186,-0.5800594816247157,horizon,12,,,8.0,10.0
LINKUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-05 20:30:00+00:00,2025-06-05 20:45:00+00:00,2025-06-05 23:45:00+00:00,-0.02093634116192833,12.672,12.684671999999999,12.876,12.863124,0.14335714285714296,0.14335714285714296,,,0.014068318045590722,0.0016112546544364726,0.012457063391154249,1.244807174887892,0.14256866726457387,1.102238507623318,horizon,12,,,8.0,10.0
ADAUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-13 00:00:00+00:00,2025-06-13 00:15:00+00:00,2025-06-13 03:15:00+00:00,-0.02602511726433654,0.6438,0.6444438,0.6298,0.6291702,0.0045142857142857085,0.0045142857142857085,,,-0.023700437493540893,0.0015810396500051673,-0.02528147714354606,-3.383392405063295,0.22570374683544336,-3.6090961518987386,horizon,12,,,8.0,10.0
AVAXUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-13 00:00:00+00:00,2025-06-13 00:15:00+00:00,2025-06-13 03:15:00+00:00,-0.03053774050320668,19.652,19.671651999999998,18.935,18.916065,0.1464285714285715,0.1464285714285715,,,-0.03840994137147191,0.0015692720469028224,-0.03997921341837474,-5.160106341463402,0.21082069775609746,-5.3709270392195,horizon,12,,,8.0,10.0
ETHUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-13 00:00:00+00:00,2025-06-13 00:15:00+00:00,2025-06-13 03:15:00+00:00,-0.02832988816451998,2566.55,2569.1165499999997,2495.72,2493.22428,19.617142857142913,19.617142857142913,,,-0.029540220742418133,0.0015763678234060653,-0.031116588565824197,-3.8686709146518883,0.2064455916690935,-4.075116506320982,horizon,12,,,8.0,10.0
LINKUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-13 00:00:00+00:00,2025-06-13 00:15:00+00:00,2025-06-13 03:15:00+00:00,-0.023702112423916954,13.634,13.647633999999998,13.128,13.114872,0.11007142857142885,0.11007142857142885,,,-0.03903694955477255,0.001568770440356182,-0.04060571999512873,-4.840147955872781,0.19451010201168023,-5.034658057884461,horizon,12,,,8.0,10.0
SOLUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-13 00:00:00+00:00,2025-06-13 00:15:00+00:00,2025-06-13 03:15:00+00:00,-0.028509492215726184,147.88,148.02787999999998,143.86,143.71614000000002,0.970714285714288,0.970714285714288,,,-0.02912789131344684,0.0015766976869492424,-0.030704589000396083,-4.441821927888099,0.24043657277409802,-4.682258500662197,horizon,12,,,8.0,10.0
ADAUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-16 22:30:00+00:00,2025-06-16 22:45:00+00:00,2025-06-17 01:45:00+00:00,-0.02461397339856286,0.6383,0.6389383,0.6346,0.6339654,0.0025499999999999967,0.0025499999999999967,,,-0.0077830676295347345,0.0015937735458963725,-0.009376841175431107,-1.9501568627450796,0.39934233725490254,-2.349499199999982,horizon,12,,,8.0,10.0
AVAXUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-16 22:30:00+00:00,2025-06-16 22:45:00+00:00,2025-06-17 01:45:00+00:00,-0.03055317863794227,19.26,19.27926,19.213,19.193787,0.1115,0.1115,,,-0.004433417050239474,0.0015964532663598086,-0.006029870316599283,-0.7665739910313933,0.276039799103139,-1.0426137901345323,horizon,12,,,8.0,10.0
ETHUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-16 22:30:00+00:00,2025-06-16 22:45:00+00:00,2025-06-17 01:45:00+00:00,-0.0380917939908989,2553.52,2556.07352,2579.99,2577.4100099999996,13.397142857142821,13.397142857142821,,,0.00834736944499137,0.001606677895555993,0.0067406915494353774,1.592614949882685,0.3065419894220524,1.2860729604606325,horizon,12,,,8.0,10.0
LINKUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-16 22:30:00+00:00,2025-06-16 22:45:00+00:00,2025-06-17 01:45:00+00:00,-0.024765824581322704,13.741,13.754740999999997,13.614,13.600386,0.06564285714285718,0.06564285714285718,,,-0.011221948853853192,0.0015910224409169174,-0.012812971294770109,-2.351436343851968,0.33338130837867225,-2.68481765223064,horizon,12,,,8.0,10.0
SOLUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-16 22:30:00+00:00,2025-06-16 22:45:00+00:00,2025-06-17 01:45:00+00:00,-0.024047968361293637,153.0,153.153,151.54,151.38845999999998,0.6892857142857147,0.6892857142857147,,,-0.011521419756713946,0.0015907828641946288,-0.013112202620908574,-2.559954404145092,0.35345744580310856,-2.9134118499482007,horizon,12,,,8.0,10.0
ETHUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-20 17:15:00+00:00,2025-06-20 17:30:00+00:00,2025-06-20 20:30:00+00:00,-0.0251749944526255,2416.25,2418.6662499999998,2430.49,2428.0595099999996,15.547142857142846,15.547142857142846,,,0.003883652818986505,0.0016031069222551893,0.0022805458967313156,0.6041791785353197,0.24939505886244617,0.3547841196728735,horizon,12,,,8.0,10.0
LINKUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-20 17:15:00+00:00,2025-06-20 17:30:00+00:00,2025-06-20 20:30:00+00:00,-0.02042259052705997,12.471,12.483470999999998,12.703,12.690297,0.09771428571428549,0.09771428571428549,,,0.01656798818213301,0.0016132543905457066,0.014954733791587302,2.116640350877211,0.20610102456140397,1.9105393263158073,horizon,12,,,8.0,10.0
SOLUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-20 17:15:00+00:00,2025-06-20 17:30:00+00:00,2025-06-20 20:30:00+00:00,-0.027090111755552315,137.56,137.69755999999998,141.17,141.02883,0.9957142857142836,0.9957142857142836,,,0.024192658170558934,0.0016193541265364473,0.022573304044022486,3.3456083213773566,0.22394085853658585,3.1216674628407706,horizon,12,,,8.0,10.0
ETHUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-21 21:15:00+00:00,2025-06-21 21:30:00+00:00,2025-06-22 00:30:00+00:00,-0.02333138417843106,2338.34,2340.67834,2296.36,2294.0636400000003,11.9864285714286,11.9864285714286,,,-0.019915038817336916,0.0015840679689461308,-0.021499106786283046,-3.888956558011997,0.30933263915142056,-4.198289197163417,horizon,12,,,8.0,10.0
ADAUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-22 13:15:00+00:00,2025-06-22 13:30:00+00:00,2025-06-22 16:30:00+00:00,-0.03098643197653106,0.5284,0.5289284,0.5225,0.5219775,0.004500000000000004,0.004500000000000004,,,-0.013141476237615524,0.0015894868190099078,-0.014730963056625431,-1.5446444444444392,0.1868277155555554,-1.7314721599999945,horizon,12,,,8.0,10.0
AVAXUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-22 13:15:00+00:00,2025-06-22 13:30:00+00:00,2025-06-22 16:30:00+00:00,-0.024449285887194416,16.119,16.135119,16.005,15.988995,0.1332857142857145,0.1332857142857145,,,-0.009056270362803098,0.0015927549837097578,-0.010649025346512856,-1.096321543408361,0.1928135459807071,-1.289135089389068,horizon,12,,,8.0,10.0
ETHUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-22 13:15:00+00:00,2025-06-22 13:30:00+00:00,2025-06-22 16:30:00+00:00,-0.029090008272250056,2194.8,2196.9948,2181.54,2179.35846,13.56642857142856,13.56642857142856,,,-0.008027483724585949,0.0015935780130203311,-0.00962106173760628,-1.2999987363765622,0.2580695862265047,-1.558068322603067,horizon,12,,,8.0,10.0
LINKUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-22 13:15:00+00:00,2025-06-22 13:30:00+00:00,2025-06-22 16:30:00+00:00,-0.03447984450266195,11.425,11.436425,11.346,11.334654,0.09150000000000004,0.09150000000000004,,,-0.008898847323354886,0.0015928809221413163,-0.010491728245496202,-1.1122513661202114,0.1990914010928961,-1.3113427672131075,horizon,12,,,8.0,10.0
LTCUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-22 13:15:00+00:00,2025-06-22 13:30:00+00:00,2025-06-22 16:30:00+00:00,-0.023382407521959636,78.93,79.00892999999999,78.02,77.94198,0.4557142857142864,0.4557142857142864,,,-0.01350416971853674,0.0015891966642251707,-0.015093366382761911,-2.3412695924764666,0.27552510846394945,-2.616794700940416,horizon,12,,,8.0,10.0
SOLUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-22 13:15:00+00:00,2025-06-22 13:30:00+00:00,2025-06-22 16:30:00+00:00,-0.03319972774710722,127.83,127.95782999999999,128.92,128.79108,0.9671428571428545,0.9671428571428545,,,0.006511910994426939,0.0016052095287955414,0.0049067014656313974,0.8615583456425498,0.21237723722304339,0.6491811084195065,horizon,12,,,8.0,10.0
XRPUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-22 13:15:00+00:00,2025-06-22 13:30:00+00:00,2025-06-22 16:30:00+00:00,-0.023732362766116566,1.9581,1.9600580999999997,1.9444,1.9424556,0.014507142857142845,0.014507142857142845,,,-0.00898060113626209,0.0015928155190909903,-0.01057341665535308,-1.2133677991137204,0.21520508833087165,-1.428572887444592,horizon,12,,,8.0,10.0
ETHUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-06-22 20:00:00+00:00,2025-06-22 20:15:00+00:00,2025-06-22 23:15:00+00:00,-0.02101275332575947,2137.09,2139.22709,2230.43,2228.1995699999998,15.225000000000007,15.225000000000007,,,0.041590946756381975,0.0016332727574051055,0.03995767399897687,5.843841050903111,0.22948711513957293,5.614353935763538,horizon,12,,,8.0,10.0
XRPUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-07-11 15:30:00+00:00,2025-07-11 15:45:00+00:00,2025-07-11 18:45:00+00:00,-0.026542420776424658,2.8938,2.8966938,2.8341,2.8312659,0.053721428571428476,0.053721428571428476,,,-0.02258709567438577,0.0015819303234604913,-0.02416902599784626,-1.2179106501794992,0.08529869517351431,-1.3032093453530136,horizon,12,,,8.0,10.0
ADAUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-07-11 15:45:00+00:00,2025-07-11 16:00:00+00:00,2025-07-11 19:00:00+00:00,-0.03138130252100846,0.7378,0.7385377999999999,0.737,0.736263,0.014857142857142855,0.014857142857142855,,,-0.0030801402446833936,0.0015975358878042533,-0.004677676132487647,-0.15311153846153244,0.07941235076923078,-0.23252388923076323,horizon,12,,,8.0,10.0
AVAXUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-07-11 15:45:00+00:00,2025-07-11 16:00:00+00:00,2025-07-11 19:00:00+00:00,-0.023536539895600228,20.954,20.974953999999997,21.26,21.23874,0.1976428571428571,0.1976428571428571,,,0.012576237354322783,0.0016100609898834584,0.010966176364439325,1.3346599204915235,0.1708685843151428,1.1637913361763808,horizon,12,,,8.0,10.0
LINKUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-07-11 15:45:00+00:00,2025-07-11 16:00:00+00:00,2025-07-11 19:00:00+00:00,-0.02061986084756484,15.484,15.499483999999999,15.721,15.705279,0.14757142857142888,0.14757142857142888,,,0.01327753878774307,0.0016106220310301944,0.011666916756712876,1.3945450145208234,0.1691642524685379,1.2253807620522854,horizon,12,,,8.0,10.0
ADAUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-07-11 21:30:00+00:00,2025-07-11 21:45:00+00:00,2025-07-12 00:45:00+00:00,-0.020867882808181304,0.7085,0.7092084999999999,0.7063,0.7055937,0.007314285714285718,0.007314285714285718,,,-0.005096949627648173,0.0015959224402978815,-0.006692872067946054,-0.49421093749998857,0.15474399062499994,-0.6489549281249885,horizon,12,,,8.0,10.0
LTCUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-07-11 21:30:00+00:00,2025-07-11 21:45:00+00:00,2025-07-12 00:45:00+00:00,-0.023141874283331698,93.73,93.82373,94.16,94.06584,0.5978571428571432,0.5978571428571432,,,0.002580477241738377,0.0016020643817933906,0.0009784128599449864,0.40496296296295725,0.2514173457586617,0.15354561720429555,horizon,12,,,8.0,10.0
LTCUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-07-18 13:00:00+00:00,2025-07-18 13:15:00+00:00,2025-07-18 16:15:00+00:00,-0.032144150670047056,106.88,106.98687999999999,104.58,104.47542,1.2750000000000006,1.2750000000000006,,,-0.023474467149616762,0.0015812204262803066,-0.02505568757589707,-1.9697725490195954,0.13268222745098032,-2.1024547764705757,horizon,12,,,8.0,10.0
ADAUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-07-18 14:15:00+00:00,2025-07-18 14:30:00+00:00,2025-07-18 17:30:00+00:00,-0.02167832167832162,0.8395,0.8403394999999999,0.8303,0.8294697000000001,0.007557142857142858,0.007557142857142858,,,-0.01293501019528398,0.001589651991843773,-0.014524662187127753,-1.4383478260869325,0.17676619130434781,-1.6151140173912804,horizon,12,,,8.0,10.0
AVAXUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-07-18 14:15:00+00:00,2025-07-18 14:30:00+00:00,2025-07-18 17:30:00+00:00,-0.02021359302753789,23.949,23.972949,23.978,23.954022000000002,0.1920714285714286,0.1920714285714286,,,-0.0007895148819612174,0.0015993683880944313,-0.0023888832700556485,-0.09854146522869871,0.199621448568241,-0.2981629137969397,horizon,12,,,8.0,10.0
LINKUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-07-18 14:15:00+00:00,2025-07-18 14:30:00+00:00,2025-07-18 17:30:00+00:00,-0.020939597315436265,18.235,18.253234999999997,18.086,18.067914,0.15399999999999991,0.15399999999999991,,,-0.010152775658670787,0.0015918777794730631,-0.01174465343814385,-1.2033831168831064,0.18868129350649357,-1.3920644103896,horizon,12,,,8.0,10.0
LTCUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-07-20 17:30:00+00:00,2025-07-20 17:45:00+00:00,2025-07-20 20:45:00+00:00,-0.028402074586317605,118.02,118.13801999999998,117.1,116.9829,1.1364285714285702,1.1364285714285702,,,-0.009777715929215502,0.0015921778272566275,-0.01136989375647213,-1.016447517284712,0.16551566964173492,-1.1819631869264469,horizon,12,,,8.0,10.0
ADAUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-07-23 13:30:00+00:00,2025-07-23 13:45:00+00:00,2025-07-23 16:45:00+00:00,-0.027989518818484993,0.816,0.8168159999999999,0.8134,0.8125866,0.00781428571428571,0.00781428571428571,,,-0.005177910324968948,0.001595857671740025,-0.006773767996708973,-0.5412394881169801,0.16681269762340048,-0.7080521857403805,horizon,12,,,8.0,10.0
AVAXUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-07-23 13:30:00+00:00,2025-07-23 13:45:00+00:00,2025-07-23 16:45:00+00:00,-0.028085314229892577,23.877,23.900876999999998,23.683,23.659317,0.19849999999999973,0.19849999999999973,,,-0.010106742108249689,0.0015919146063134001,-0.01169865671456309,-1.2169269521410406,0.19167836372795993,-1.4086053158690006,horizon,12,,,8.0,10.0
LINKUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-07-23 13:30:00+00:00,2025-07-23 13:45:00+00:00,2025-07-23 16:45:00+00:00,-0.024515086206896464,18.104,18.122103999999997,17.935,17.917064999999997,0.1436428571428571,0.1436428571428571,,,-0.01131430434346914,0.0015909485565252248,-0.012905252899994364,-1.4274221780208807,0.200715411636002,-1.6281375896568826,horizon,12,,,8.0,10.0
LTCUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-07-23 13:30:00+00:00,2025-07-23 13:45:00+00:00,2025-07-23 16:45:00+00:00,-0.023970818134445016,112.36,112.47235999999998,112.33,112.21767,0.9121428571428568,0.9121428571428568,,,-0.00226446746560649,0.0015981884260275149,-0.003862655891634005,-0.27922161315581473,0.1970656488645263,-0.476287262020341,horizon,12,,,8.0,10.0
SOLUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-07-23 13:30:00+00:00,2025-07-23 13:45:00+00:00,2025-07-23 16:45:00+00:00,-0.02289013765015202,189.52,189.70952,188.28,188.09172,1.3621428571428607,1.3621428571428607,,,-0.00852777446276809,0.0015931777804297858,-0.010120952243197876,-1.1876874672259978,0.22188641258521183,-1.4095738798112096,horizon,12,,,8.0,10.0
XRPUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-07-23 13:30:00+00:00,2025-07-23 13:45:00+00:00,2025-07-23 16:45:00+00:00,-0.025826752953749255,3.2815,3.2847814999999994,3.2304,3.2271696,0.027492857142857176,0.027492857142857176,,,-0.017539035701461314,0.0015859687714388309,-0.019125004472900144,-2.0955224733696856,0.18948779506365265,-2.2850102684333384,horizon,12,,,8.0,10.0
ADAUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-07-24 05:45:00+00:00,2025-07-24 06:00:00+00:00,2025-07-24 09:00:00+00:00,-0.02222501255650433,0.7788,0.7795788,0.7999,0.7991001000000001,0.0070214285714285595,0.0070214285714285595,,,0.025040829740367476,0.0016200326637922941,0.023420797076575184,2.780246185147523,0.17986982380467986,2.6003763613428434,horizon,12,,,8.0,10.0
AVAXUSDT,15m,extreme_down_pct,-0.02,next_open,fixed_horizon_12,stress,2025-07-24 05:45:00+00:00,2025-07-24 06:00:00+00:00,2025-07-24 09:00:00+00:00,-0.020171929525917065,23.025,23.048024999999996,23.564,23.540436,0.17557142857142846,0.17557142857142846,,,0.02136456377498752,0.00161709165101999,0.019747472123967533,2.804619202603768,0.21228265386493098,2.592336548738837,horizon,12,,,8.0,10.0
