timestamp,open,high,low,close,volume
2023-01-01 00:00:00+00:00,10.903,10.904,10.811,10.838,189270
2023-01-01 01:00:00+00:00,10.838,10.856,10.816,10.841,97053
2023-01-01 02:00:00+00:00,10.84,10.878,10.816,10.839,94503
2023-01-01 03:00:00+00:00,10.839,10.84,10.79,10.815,144344
2023-01-01 04:00:00+00:00,10.815,10.815,10.695,10.734,271793
2023-01-01 05:00:00+00:00,10.733,10.749,10.692,10.733,250091
2023-01-01 06:00:00+00:00,10.733,10.763,10.728,10.734,127096
2023-01-01 07:00:00+00:00,10.734,10.737,10.677,10.704,271719
2023-01-01 08:00:00+00:00,10.704,10.704,10.654,10.665,204922
2023-01-01 09:00:00+00:00,10.665,10.71,10.64,10.705,222635
2023-01-01 10:00:00+00:00,10.703,10.704,10.659,10.688,161604
2023-01-01 11:00:00+00:00,10.688,10.75,10.677,10.745,279463
2023-01-01 12:00:00+00:00,10.745,10.765,10.72,10.762,163388
2023-01-01 13:00:00+00:00,10.763,10.768,10.711,10.724,155638
2023-01-01 14:00:00+00:00,10.724,10.77,10.714,10.737,160328
2023-01-01 15:00:00+00:00,10.736,10.76,10.71,10.759,172598
2023-01-01 16:00:00+00:00,10.76,10.767,10.735,10.757,109412
2023-01-01 17:00:00+00:00,10.758,10.837,10.754,10.828,255735
2023-01-01 18:00:00+00:00,10.826,10.869,10.821,10.851,270439
2023-01-01 19:00:00+00:00,10.852,10.901,10.852,10.88,195932
2023-01-01 20:00:00+00:00,10.881,10.931,10.869,10.872,239729
2023-01-01 21:00:00+00:00,10.872,10.897,10.845,10.868,156439
2023-01-01 22:00:00+00:00,10.867,10.904,10.84,10.889,239902
2023-01-01 23:00:00+00:00,10.889,10.92,10.839,10.86,584575
2023-01-02 00:00:00+00:00,10.86,10.885,10.793,10.804,199353
2023-01-02 01:00:00+00:00,10.804,10.808,10.695,10.734,448135
2023-01-02 02:00:00+00:00,10.733,10.782,10.725,10.767,115519
2023-01-02 03:00:00+00:00,10.767,10.912,10.759,10.839,420229
2023-01-02 04:00:00+00:00,10.841,10.955,10.825,10.857,425303
2023-01-02 05:00:00+00:00,10.856,10.866,10.824,10.861,143079
2023-01-02 06:00:00+00:00,10.861,10.89,10.851,10.873,143150
2023-01-02 07:00:00+00:00,10.873,11.301,10.863,11.121,1663571
2023-01-02 08:00:00+00:00,11.122,11.193,11.101,11.138,449343
2023-01-02 09:00:00+00:00,11.141,11.182,11.115,11.128,198670
2023-01-02 10:00:00+00:00,11.128,11.174,11.091,11.154,234474
2023-01-02 11:00:00+00:00,11.153,11.16,11.1,11.139,231650
2023-01-02 12:00:00+00:00,11.139,11.215,11.139,11.156,284855
2023-01-02 13:00:00+00:00,11.158,11.165,11.107,11.129,214422
2023-01-02 14:00:00+00:00,11.129,11.162,11.107,11.146,235562
2023-01-02 15:00:00+00:00,11.145,11.207,11.133,11.177,283161
2023-01-02 16:00:00+00:00,11.176,11.207,11.155,11.155,188752
2023-01-02 17:00:00+00:00,11.155,11.169,11.121,11.141,140159
2023-01-02 18:00:00+00:00,11.142,11.205,11.141,11.172,195649
2023-01-02 19:00:00+00:00,11.172,11.196,11.152,11.186,141778
2023-01-02 20:00:00+00:00,11.187,11.192,11.15,11.178,130995
2023-01-02 21:00:00+00:00,11.179,11.29,11.172,11.236,200464
2023-01-02 22:00:00+00:00,11.236,11.238,11.061,11.123,312616
2023-01-02 23:00:00+00:00,11.124,11.177,11.087,11.162,272158
2023-01-03 00:00:00+00:00,11.162,11.198,11.103,11.164,393712
2023-01-03 01:00:00+00:00,11.164,11.173,11.061,11.078,306963
2023-01-03 02:00:00+00:00,11.079,11.173,11.07,11.1,363344
