entry_mode,model,allow_stacking,friction_case,event_threshold,horizon_bars,taker_fee_bps_per_side,slippage_bps_per_side,month,total_trades,trades_per_year,average_return_pct,median_return_pct,cumulative_return_units,win_rate,return_volatility_pct,sharpe_like,annualized_trade_sharpe_like,max_drawdown_units,max_drawdown_pct,worst_drawdown_start,worst_drawdown_end,max_losing_streak,average_win_pct,average_loss_pct,positive_month_rate,positive_symbol_rate,best_month,worst_month,best_symbol,worst_symbol,best_month_contribution,best_symbol_contribution,average_concurrent_positions,max_concurrent_positions
next_close,pure_horizon_12_single_position,False,base,-0.02,12,4.0,5.0,2026-03,7,139.69721115537848,0.9786527096697337,1.1752196716432375,0.06850568967688137,0.8571428571428571,0.7406405780888564,3.4959895073085927,15.617624206737457,0.0,0.0,2026-03-03T19:45:00+00:00,2026-03-03T19:45:00+00:00,1,1.2302837782740466,-0.5311337019561413,1.0,1.0,2026-03,2026-03,ADAUSDT,SOLUSDT,1.0,0.3451194773467757,1.9285714285714286,5
next_close,pure_horizon_12_single_position,False,base,-0.02,12,4.0,5.0,2026-04,7,112.17915904936015,-0.015397272539161705,-0.2771290619281585,-0.0010778090777413193,0.2857142857142857,1.3793790089747582,-0.02953311145251114,-0.1182268924153509,-0.013860082924319755,-1.3860082924319754,2026-04-07T02:15:00+00:00,2026-04-12T04:45:00+00:00,5,1.739948453015274,-0.717535562760936,0.0,0.2,2026-04,2026-04,ADAUSDT,AVAXUSDT,,,1.5,4
next_open,pure_horizon_12_single_position,False,base,-0.02,12,4.0,5.0,2025-05,40,706.5793450881612,1.1281355394548314,1.28410397315343,0.4512542157819326,0.85,0.9358939713919027,7.623679440427012,32.04166681677984,-0.021884986205703394,-2.188498620570339,2025-05-11T03:30:00+00:00,2025-05-12T17:30:00+00:00,2,1.425371149963694,-0.5561995867620569,1.0,1.0,2025-05,2025-05,AVAXUSDT,LINKUSDT,1.0,0.20108878062808996,3.075,7
next_open,pure_horizon_12_single_position,False,base,-0.02,12,4.0,5.0,2025-06,25,537.7914110429448,-0.6189800284512036,-0.8707249876155985,-0.1547450071128009,0.32,1.897169659770995,-1.6313249193694144,-7.566192682409287,-0.2128019898742587,-21.28019898742587,2025-06-05T23:45:00+00:00,2025-06-22T16:30:00+00:00,7,1.530068417133545,-1.6302969440204973,0.0,0.0,2025-06,2025-06,ETHUSDT,AVAXUSDT,,,2.38,7
next_open,pure_horizon_12_single_position,False,base,-0.02,12,4.0,5.0,2025-07,23,667.0570719602978,0.16233986632188646,-0.2882721176684621,0.03733816925403389,0.391304347826087,1.701004809473303,0.4577027907628001,2.4649104094002467,-0.11208431441375447,-11.208431441375447,2025-07-11T19:00:00+00:00,2025-07-23T16:45:00+00:00,11,1.9721995326243433,-1.0011413477296933,1.0,0.6666666666666666,2025-07,2025-07,AVAXUSDT,XRPUSDT,0.9999999999999991,0.6392815636704591,2.369565217391304,6
next_open,pure_horizon_12_single_position,False,base,-0.02,12,4.0,5.0,2025-08,15,236.174225415357,-0.9375264559332513,-1.4140319753299855,-0.1406289683899877,0.26666666666666666,1.1279757305657256,-3.2190624780882815,-12.77320923174349,-0.14346883062269225,-14.346883062269224,2025-08-10T10:45:00+00:00,2025-08-24T22:45:00+00:00,4,0.5976083661191534,-1.4957573003159441,0.0,0.14285714285714285,2025-08,2025-08,SOLUSDT,ADAUSDT,,,1.9,7
next_open,pure_horizon_12_single_position,False,base,-0.02,12,4.0,5.0,2025-09,9,147.5343618513324,-0.2678500236672489,0.360116592398021,-0.0241065021300524,0.5555555555555556,1.3493215846794728,-0.595521542177529,-2.411142136037294,-0.05130104508078956,-5.130104508078956,2025-09-01T23:45:00+00:00,2025-09-22T09:15:00+00:00,3,0.8033929435608436,-1.6069037327023643,0.0,0.3333333333333333,2025-09,2025-09,ADAUSDT,SOLUSDT,,,1.6111111111111112,5
next_open,pure_horizon_12_single_position,False,base,-0.02,12,4.0,5.0,2025-10,45,594.3050847457627,-0.9195374373770465,0.9561809857911687,-0.41379184681967096,0.6,5.3989081614021455,-1.1425355773955406,-4.152103766425788,-0.9445493770458167,-94.45493770458167,2025-10-10T09:45:00+00:00,2025-10-11T00:00:00+00:00,14,2.153064863081523,-5.5284408880649,0.0,0.1111111111111111,2025-10,2025-10,SOLUSDT,LTCUSDT,,,3.3444444444444446,9
next_open,pure_horizon_12_single_position,False,base,-0.02,12,4.0,5.0,2025-11,30,613.0069930069931,0.6969451680963906,-0.15936296455091084,0.2090835504289172,0.4666666666666667,3.1859892075411977,1.1981603359078137,5.4161043807055815,-0.16738642425076403,-16.738642425076403,2025-11-09T15:00:00+00:00,2025-11-21T10:45:00+00:00,10,3.387989880947267,-1.6577189556481269,1.0,0.625,2025-11,2025-11,XRPUSDT,LTCUSDT,1.0,0.42616934831405257,2.066666666666667,7
next_open,pure_horizon_12_single_position,False,base,-0.02,12,4.0,5.0,2025-12,18,214.24032586558044,-2.460617157250706,-2.9842096186953415,-0.44291108830512704,0.1111111111111111,2.5035190446263367,-4.169936110205939,-14.386122648260347,-0.4020958968958567,-40.20958968958567,2025-12-01T03:15:00+00:00,2025-12-31T19:45:00+00:00,11,3.6535495881858586,-3.2248880004302762,0.0,0.0,2025-12,2025-12,AVAXUSDT,ADAUSDT,,,2.2777777777777777,7
next_open,pure_horizon_12_single_position,False,base,-0.02,12,4.0,5.0,2026-01,41,596.0298507462686,0.034123002585410185,0.2552789165396386,0.013990431060018176,0.5853658536585366,2.948363401728887,0.07410681626983341,0.28255320175282916,-0.28674877485813033,-28.674877485813035,2026-01-21T19:45:00+00:00,2026-01-31T17:30:00+00:00,6,1.9801656756705044,-2.7132313594170747,1.0,0.6666666666666666,2026-01,2026-01,XRPUSDT,SOLUSDT,1.0000000000000004,3.1442670521727236,3.0121951219512195,8
next_open,pure_horizon_12_single_position,False,base,-0.02,12,4.0,5.0,2026-02,43,597.1295049504951,0.6929569569493546,-0.5169863050481371,0.29797149148822244,0.3953488372093023,4.188071915876894,1.0849915513524215,4.043210887272497,-0.3804013661427801,-38.04013661427801,2026-02-02T06:30:00+00:00,2026-02-05T23:30:00+00:00,14,4.970934082371973,-2.1041819327500493,1.0,0.8888888888888888,2026-02,2026-02,XRPUSDT,LTCUSDT,1.0000000000000002,0.24187442133178536,3.4767441860465116,9
next_open,pure_horizon_12_single_position,False,base,-0.02,12,4.0,5.0,2026-03,7,139.69721115537848,0.5370465294178624,0.43845819053986107,0.037593257059250366,0.8571428571428571,0.5615613043937024,2.5302519033858344,11.3033872935975,-0.0010223703395289881,-0.10223703395289882,2026-03-07T17:15:00+00:00,2026-03-22T03:00:00+00:00,1,0.643593789979656,-0.10223703395289876,1.0,1.0,2026-03,2026-03,ADAUSDT,SOLUSDT,1.0,0.39871917881478014,1.9285714285714286,5
next_open,pure_horizon_12_single_position,False,base,-0.02,12,4.0,5.0,2026-04,7,112.17915904936015,-0.4045124143263232,-0.802627127052955,-0.028315869002842622,0.2857142857142857,1.58925266706954,-0.6734229696271088,-2.6958454786639376,-0.0330188824074781,-3.30188824074781,2026-04-07T02:15:00+00:00,2026-04-12T04:45:00+00:00,5,1.6548073543012818,-1.2282403217773652,0.0,0.2,2026-04,2026-04,ADAUSDT,AVAXUSDT,,,1.5,4
next_close,pure_horizon_12_single_position,False,stress,-0.02,12,8.0,10.0,2025-05,40,706.5793450881612,0.478253100854928,0.5126840689686097,0.19130124034197118,0.75,1.088677754228398,2.7783595115557174,11.6772052736668,-0.06408059542940113,-6.408059542940113,2025-05-09T17:30:00+00:00,2025-05-12T17:30:00+00:00,5,0.905974987521071,-0.8049125591435,1.0,0.8571428571428571,2025-05,2025-05,SOLUSDT,LINKUSDT,1.0000000000000002,0.24731095573309048,3.075,7
next_close,pure_horizon_12_single_position,False,stress,-0.02,12,8.0,10.0,2025-06,25,537.7914110429448,-0.34681450555435306,-0.8191082901798662,-0.08670362638858826,0.36,1.6238287080191725,-1.0678912863211254,-4.952950292265994,-0.16029658861092322,-16.029658861092322,2025-06-05T23:45:00+00:00,2025-06-22T16:30:00+00:00,7,1.3560636675460018,-1.3046834779233027,0.0,0.14285714285714285,2025-06,2025-06,ETHUSDT,ADAUSDT,,,2.38,7
next_close,pure_horizon_12_single_position,False,stress,-0.02,12,8.0,10.0,2025-07,23,667.0570719602978,-0.1505092607857876,-0.6254691452794624,-0.03461712998073115,0.43478260869565216,1.1900288603511218,-0.6065542454272922,-3.2665343178876665,-0.13401719208081153,-13.401719208081154,2025-07-11T19:00:00+00:00,2025-07-23T16:45:00+00:00,13,0.9940006210008034,-1.0309014775447038,0.0,0.3333333333333333,2025-07,2025-07,XRPUSDT,ADAUSDT,,,2.369565217391304,6
next_close,pure_horizon_12_single_position,False,stress,-0.02,12,8.0,10.0,2025-08,15,236.174225415357,-0.3878220478512835,-0.28775586360846966,-0.05817330717769252,0.3333333333333333,1.020217304943965,-1.4722631397656751,-5.841926106255227,-0.07012305550464468,-7.012305550464467,2025-08-14T15:45:00+00:00,2025-08-24T22:45:00+00:00,4,0.6805866866224752,-0.9220264150881629,0.0,0.42857142857142855,2025-08,2025-08,ETHUSDT,ADAUSDT,,,1.9,7
