entry_mode,model,allow_stacking,friction_case,event_threshold,horizon_bars,taker_fee_bps_per_side,slippage_bps_per_side,symbol,total_trades,trades_per_year,average_return_pct,median_return_pct,cumulative_return_units,win_rate,return_volatility_pct,sharpe_like,annualized_trade_sharpe_like,max_drawdown_units,max_drawdown_pct,worst_drawdown_start,worst_drawdown_end,max_losing_streak,average_win_pct,average_loss_pct,positive_month_rate,positive_symbol_rate,best_month,worst_month,best_symbol,worst_symbol,best_month_contribution,best_symbol_contribution,average_concurrent_positions,max_concurrent_positions
next_open,pure_horizon_12_single_position,False,base,-0.02,12,4.0,5.0,BNBUSDT,17,45.93419126146259,0.1425563328290736,-0.6087982105763645,0.024234576580942514,0.47058823529411764,3.515182191975682,0.16721034238189017,0.2748569434755586,-0.047926161646803564,-4.792616164680356,2025-10-11T04:30:00+00:00,2025-10-14T08:00:00+00:00,3,3.0515393379196345,-2.4432063383625358,0.6,1.0,2025-11,2025-12,BNBUSDT,BNBUSDT,1.7242327300447176,0.9999999999999991,0.5,1
next_open,pure_horizon_12_single_position,False,base,-0.02,12,4.0,5.0,BTCUSDT,4,12.367163389471829,0.746465630304918,-0.44566134964509113,0.02985862521219672,0.5,4.66746736292736,0.31985896087198207,0.5624236513892454,-0.03345253226654729,-3.3452532266547292,2026-01-30T04:45:00+00:00,2026-02-05T18:15:00+00:00,1,4.0805801904152865,-2.5876489298054506,0.6666666666666666,1.0,2026-02,2025-10,BTCUSDT,BTCUSDT,1.298514313018703,1.0,0.5,1
next_close,pure_horizon_12_single_position,False,stress,-0.02,12,8.0,10.0,ADAUSDT,51,52.41409226801102,-0.1922871701190092,-0.359800199800193,-0.09806645676069468,0.43137254901960786,2.1624149783474165,-0.6350330888761198,-0.6437767699041788,-0.22413944121575216,-22.413944121575216,2025-11-05T04:30:00+00:00,2026-02-05T23:30:00+00:00,8,1.5507127498648992,-1.5145629714861113,0.5833333333333334,0.0,2025-11,2025-12,ADAUSDT,ADAUSDT,,,0.5,1
next_close,pure_horizon_12_single_position,False,stress,-0.02,12,8.0,10.0,AVAXUSDT,38,39.05363737616507,-0.0837099619645925,0.03923034187824262,-0.03180978554654515,0.5263157894736842,2.5083301295008997,-0.2057236627880442,-0.20855624288324226,-0.17752599057506518,-17.75259905750652,2025-06-05T23:45:00+00:00,2025-10-11T00:00:00+00:00,3,1.4676145555631606,-1.8074038703287623,0.5833333333333334,0.0,2026-01,2025-10,AVAXUSDT,AVAXUSDT,,,0.5,1
next_close,pure_horizon_12_single_position,False,stress,-0.02,12,8.0,10.0,LINKUSDT,45,48.66995681677977,-0.06665168783643112,-0.359800199800193,-0.029993259526394006,0.4444444444444444,2.308967354190977,-0.19364202514189657,-0.20138347911457288,-0.11972683994135415,-11.972683994135416,2025-06-05T23:45:00+00:00,2025-10-11T00:00:00+00:00,3,1.899867836300501,-1.6398673071459768,0.3333333333333333,0.0,2026-02,2025-12,LINKUSDT,LINKUSDT,,,0.5,1
next_close,pure_horizon_12_single_position,False,stress,-0.02,12,8.0,10.0,LTCUSDT,40,49.541167743986435,-0.6283111924809656,-0.6130474125498008,-0.2513244769923862,0.4,3.120485459967903,-1.273452142691124,-1.4172150395074614,-0.3190335753209262,-31.90335753209262,2025-05-30T04:00:00+00:00,2026-02-05T23:30:00+00:00,5,1.6242867483680867,-2.1300431530470005,0.1,0.0,2025-05,2025-10,LTCUSDT,LTCUSDT,,,0.5,1
next_close,pure_horizon_12_single_position,False,stress,-0.02,12,8.0,10.0,XRPUSDT,32,42.66828915845914,0.005165590447425185,-0.004870402141605583,0.0016529889431760592,0.5,3.687319224206952,0.007924725389063404,0.009150858658840884,-0.16513910736255494,-16.513910736255493,2025-07-11T18:45:00+00:00,2025-10-10T22:30:00+00:00,4,1.9835055026115052,-1.9731743217166544,0.5,1.0,2026-02,2025-10,XRPUSDT,XRPUSDT,35.2670604023794,0.9999999999999937,0.5,1
next_close,pure_horizon_12_single_position,False,stress,-0.02,12,8.0,10.0,ETHUSDT,36,38.93836757357024,0.17554752427896136,0.06194344048316328,0.0631971087404261,0.5277777777777778,2.413446437063004,0.43642366762261475,0.45388508796028926,-0.09990970115029738,-9.990970115029738,2025-12-07T17:30:00+00:00,2026-01-31T17:30:00+00:00,4,1.7881485968546704,-1.6267713215409485,0.7,1.0,2026-02,2025-12,ETHUSDT,ETHUSDT,0.7441473728105682,1.0000000000000002,0.5,1
next_close,pure_horizon_12_single_position,False,stress,-0.02,12,8.0,10.0,SOLUSDT,40,43.47540373825982,0.05308303123406369,-0.07266046443887383,0.021233212493625475,0.45,2.384586928617187,0.14079024068360826,0.14677914974378936,-0.1462699709057478,-14.62699709057478,2025-11-05T04:30:00+00:00,2026-01-31T17:30:00+00:00,7,1.9413663125307998,-1.4918760170996292,0.5,1.0,2026-02,2026-01,SOLUSDT,SOLUSDT,2.3360645517430645,1.0000000000000007,0.5,1
next_close,pure_horizon_12_single_position,False,stress,-0.02,12,8.0,10.0,BNBUSDT,17,45.93419126146259,0.3325435436195155,-0.19661687814842105,0.05653240241531764,0.4117647058823529,2.701335423446236,0.5075682729215671,0.8343303536916845,-0.07152638075408706,-7.1526380754087056,2025-10-11T04:30:00+00:00,2025-10-14T22:45:00+00:00,4,2.880041615686216,-1.4507051068271746,0.6,1.0,2025-11,2025-12,BNBUSDT,BNBUSDT,0.9292143122604667,1.0,0.5,1
next_close,pure_horizon_12_single_position,False,stress,-0.02,12,8.0,10.0,BTCUSDT,4,12.367163389471829,0.8114890656831093,0.0043951897499440624,0.03245956262732437,0.5,2.9824481432096044,0.5441764796686883,0.9568521133847596,-0.018450564956821687,-1.8450564956821687,2026-01-30T04:45:00+00:00,2026-02-05T18:15:00+00:00,1,2.6468657609863766,-1.023887629620158,0.6666666666666666,1.0,2026-02,2025-10,BTCUSDT,BTCUSDT,0.9972918983534029,1.0,0.5,1
next_open,pure_horizon_12_single_position,False,stress,-0.02,12,8.0,10.0,ADAUSDT,51,52.41409226801102,-0.24640143936975828,-0.359800199800193,-0.12566473407857673,0.43137254901960786,2.8236483097199163,-0.6231860525589369,-0.6317666134149926,-0.2807689088269026,-28.076890882690257,2025-05-30T04:00:00+00:00,2026-02-05T23:30:00+00:00,7,2.0941980745680624,-2.02202865683983,0.5,0.0,2025-11,2025-12,ADAUSDT,ADAUSDT,,,0.5,1
next_open,pure_horizon_12_single_position,False,stress,-0.02,12,8.0,10.0,AVAXUSDT,38,39.05363737616507,-0.35985110008213345,0.00951921402810212,-0.1367434180312107,0.5,3.6777942455247277,-0.6031525996946039,-0.6114573227639288,-0.2713933434787789,-27.13933434787789,2025-06-05T23:45:00+00:00,2025-10-11T00:00:00+00:00,4,2.0357719042326994,-2.7554741043969666,0.4166666666666667,0.0,2025-05,2025-10,AVAXUSDT,AVAXUSDT,,,0.5,1
next_open,pure_horizon_12_single_position,False,stress,-0.02,12,8.0,10.0,LINKUSDT,45,48.66995681677977,-0.1931453103862382,-0.17274789248235653,-0.08691538967380719,0.4666666666666667,3.0682064184384967,-0.4222851901001413,-0.4391673795944289,-0.20633757623834836,-20.633757623834835,2025-06-05T23:45:00+00:00,2025-10-11T00:00:00+00:00,3,2.1060336673697657,-2.2049269159227416,0.5,0.0,2026-02,2025-12,LINKUSDT,LINKUSDT,,,0.5,1
next_open,pure_horizon_12_single_position,False,stress,-0.02,12,8.0,10.0,LTCUSDT,40,49.541167743986435,-0.7308026029399268,-0.27200195217236917,-0.29232104117597074,0.425,3.945353900599509,-1.1715049161590647,-1.3037587596570197,-0.38555465574973563,-38.55546557497356,2025-05-30T04:00:00+00:00,2026-02-05T18:15:00+00:00,6,1.9212319933089668,-2.691002087123892,0.1,0.0,2025-05,2025-10,LTCUSDT,LTCUSDT,,,0.5,1
next_open,pure_horizon_12_single_position,False,stress,-0.02,12,8.0,10.0,XRPUSDT,32,42.66828915845914,0.26493604983471913,0.6184610236096112,0.08477953594711013,0.59375,4.005490769104952,0.3741625448025061,0.43205390658017656,-0.17161472538416328,-17.161472538416326,2025-05-30T04:00:00+00:00,2025-10-10T22:30:00+00:00,3,2.459012259697347,-2.941790718426044,0.5,1.0,2025-11,2025-10,XRPUSDT,XRPUSDT,0.9650293269582978,1.0000000000000002,0.5,1
