symbol,timeframe,entry_mode,model,allow_stacking,friction_case,event_threshold,signal_time,signal_return,entry_time,exit_time,entry_price,exit_price,atr_14_prior,stop,horizon_bars,exit_reason,exit_legs,gross_return,fee_return,net_return,net_return_pct,taker_fee_bps_per_side,slippage_bps_per_side
LINKUSDT,15m,next_close,pure_horizon_12_single_position,False,base,-0.02,2025-06-20 17:15:00+00:00,-0.02042259052705997,2025-06-20 17:30:00+00:00,2025-06-20 20:30:00+00:00,12.4412175,12.6966485,0.09771428571428549,,12,horizon,horizon:1.0@2025-06-20T20:30:00+00:00,0.02053102921800054,0.0008,0.01973102921800054,1.9731029218000538,4.0,5.0
SOLUSDT,15m,next_close,pure_horizon_12_single_position,False,base,-0.02,2025-06-20 17:15:00+00:00,-0.027090111755552315,2025-06-20 17:30:00+00:00,2025-06-20 20:30:00+00:00,137.92893,141.099415,0.9957142857142836,,12,horizon,horizon:1.0@2025-06-20T20:30:00+00:00,0.022986366964493854,0.0008,0.022186366964493852,2.2186366964493853,4.0,5.0
ETHUSDT,15m,next_close,pure_horizon_12_single_position,False,base,-0.02,2025-06-21 21:15:00+00:00,-0.02333138417843106,2025-06-21 21:30:00+00:00,2025-06-22 00:30:00+00:00,2298.658755,2295.2118200000004,11.9864285714286,,12,horizon,horizon:1.0@2025-06-22T00:30:00+00:00,-0.0014995418491334789,0.0008,-0.002299541849133479,-0.22995418491334788,4.0,5.0
ADAUSDT,15m,next_close,pure_horizon_12_single_position,False,base,-0.02,2025-06-22 13:15:00+00:00,-0.03098643197653106,2025-06-22 13:30:00+00:00,2025-06-22 16:30:00+00:00,0.5276637,0.52223875,0.004500000000000004,,12,horizon,horizon:1.0@2025-06-22T16:30:00+00:00,-0.010281074858854211,0.0008,-0.01108107485885421,-1.108107485885421,4.0,5.0
AVAXUSDT,15m,next_close,pure_horizon_12_single_position,False,base,-0.02,2025-06-22 13:15:00+00:00,-0.024449285887194416,2025-06-22 13:30:00+00:00,2025-06-22 16:30:00+00:00,16.0870395,15.996997499999999,0.1332857142857145,,12,horizon,horizon:1.0@2025-06-22T16:30:00+00:00,-0.005597176534563819,0.0008,-0.0063971765345638195,-0.639717653456382,4.0,5.0
ETHUSDT,15m,next_close,pure_horizon_12_single_position,False,base,-0.02,2025-06-22 13:15:00+00:00,-0.029090008272250056,2025-06-22 13:30:00+00:00,2025-06-22 16:30:00+00:00,2182.91091,2180.44923,13.56642857142856,,12,horizon,horizon:1.0@2025-06-22T16:30:00+00:00,-0.0011277052071720917,0.0008,-0.0019277052071720916,-0.19277052071720915,4.0,5.0
LINKUSDT,15m,next_close,pure_horizon_12_single_position,False,base,-0.02,2025-06-22 13:15:00+00:00,-0.03447984450266195,2025-06-22 13:30:00+00:00,2025-06-22 16:30:00+00:00,11.4087015,11.340327,0.09150000000000004,,12,horizon,horizon:1.0@2025-06-22T16:30:00+00:00,-0.005993188620107115,0.0008,-0.006793188620107115,-0.6793188620107116,4.0,5.0
LTCUSDT,15m,next_close,pure_horizon_12_single_position,False,base,-0.02,2025-06-22 13:15:00+00:00,-0.023382407521959636,2025-06-22 13:30:00+00:00,2025-06-22 16:30:00+00:00,78.469215,77.98099,0.4557142857142864,,12,horizon,horizon:1.0@2025-06-22T16:30:00+00:00,-0.006221866753732708,0.0008,-0.007021866753732708,-0.7021866753732708,4.0,5.0
SOLUSDT,15m,next_close,pure_horizon_12_single_position,False,base,-0.02,2025-06-22 13:15:00+00:00,-0.03319972774710722,2025-06-22 13:30:00+00:00,2025-06-22 16:30:00+00:00,127.58375999999998,128.85554,0.9671428571428545,,12,horizon,horizon:1.0@2025-06-22T16:30:00+00:00,0.009968196579251298,0.0008,0.0091681965792513,0.91681965792513,4.0,5.0
XRPUSDT,15m,next_close,pure_horizon_12_single_position,False,base,-0.02,2025-06-22 13:15:00+00:00,-0.023732362766116566,2025-06-22 13:30:00+00:00,2025-06-22 16:30:00+00:00,1.9463727,1.9434278,0.014507142857142845,,12,horizon,horizon:1.0@2025-06-22T16:30:00+00:00,-0.0015130195773912503,0.0008,-0.00231301957739125,-0.231301957739125,4.0,5.0
ETHUSDT,15m,next_close,pure_horizon_12_single_position,False,base,-0.02,2025-06-22 20:00:00+00:00,-0.02101275332575947,2025-06-22 20:15:00+00:00,2025-06-22 23:15:00+00:00,2130.2645999999995,2229.314785,15.225000000000007,,12,horizon,horizon:1.0@2025-06-22T23:15:00+00:00,0.046496658208562636,0.0008,0.04569665820856264,4.569665820856264,4.0,5.0
XRPUSDT,15m,next_close,pure_horizon_12_single_position,False,base,-0.02,2025-07-11 15:30:00+00:00,-0.026542420776424658,2025-07-11 15:45:00+00:00,2025-07-11 18:45:00+00:00,2.77868865,2.83268295,0.053721428571428476,,12,horizon,horizon:1.0@2025-07-11T18:45:00+00:00,0.01943157611415014,0.0008,0.018631576114150138,1.8631576114150137,4.0,5.0
ADAUSDT,15m,next_close,pure_horizon_12_single_position,False,base,-0.02,2025-07-11 15:45:00+00:00,-0.03138130252100846,2025-07-11 16:00:00+00:00,2025-07-11 19:00:00+00:00,0.73306635,0.7366315,0.014857142857142855,,12,horizon,horizon:1.0@2025-07-11T19:00:00+00:00,0.004863338768721359,0.0008,0.004063338768721359,0.4063338768721359,4.0,5.0
AVAXUSDT,15m,next_close,pure_horizon_12_single_position,False,base,-0.02,2025-07-11 15:45:00+00:00,-0.023536539895600228,2025-07-11 16:00:00+00:00,2025-07-11 19:00:00+00:00,21.035512499999996,21.249370000000003,0.1976428571428571,,12,horizon,horizon:1.0@2025-07-11T19:00:00+00:00,0.010166498201553464,0.0008,0.009366498201553466,0.9366498201553466,4.0,5.0
