timeframe,param_id,exit_model,friction_case,entry_mode,funding_z_min,reaction_atr_min,body_min,close_loc_long_min,close_loc_short_max,funding_z_lookback,stop_atr_mult,target_r,max_hold_bars,taker_fee_bps_per_side,slippage_bps_per_side,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r,best_symbol_ev_share,best_symbol_total_ev_r,best_month_ev_share,best_month_total_ev_r
15m,fz2.5_react0.25_body0.5_cl0.6_cs0.4,model_b,base,next_close,2.5,0.25,0.5,0.6,0.4,90,1.2,2.0,12,4.0,5.0,794,874.5348201664834,0.3425692695214106,-0.36834123006065994,-292.462936668164,-312.19577571359764,13,0.529214552810433,1.2086781778760833,-1.190083143774825,,-30.747903638634373,,-9.849608408849212
15m,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_b,base,next_close,2.5,0.25,0.25,0.6,0.4,90,1.2,2.0,12,4.0,5.0,880,969.2272898605353,0.33181818181818185,-0.3843984195494404,-338.27060920350755,-361.5103817393416,16,0.5118336302415812,1.214625445244984,-1.1784714952636786,,-39.348046551223604,,6.259899278366522
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_b,base,next_close,2.5,0.0,0.25,0.6,0.4,90,1.2,2.0,12,4.0,5.0,903,994.5593667546174,0.33111849390919157,-0.38608715896990325,-348.63670454982264,-371.6710791836411,16,0.5049848380582369,1.1894926341532628,-1.166051328082199,,-50.926640417718566,,0.30224354541230203
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_b,base,next_close,2.5,0.0,0.5,0.7,0.3,90,1.2,2.0,12,4.0,5.0,752,828.2747918957123,0.32180851063829785,-0.4059074751172529,-305.24242128817417,-324.95343775833624,17,0.4928213986687255,1.2256265469158931,-1.180086364003569,,-36.189201612053665,,-4.481520335645748
15m,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_b,base,next_close,2.5,0.25,0.25,0.7,0.3,90,1.2,2.0,12,4.0,5.0,830,914.1575574820957,0.3180722891566265,-0.4061290752309584,-337.0871324416955,-361.1092661020283,18,0.4928217513382563,1.2407020384714027,-1.1742623155444272,,-38.5283487095367,,5.742502865798537
15m,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_b,base,next_close,2.5,0.25,0.5,0.7,0.3,90,1.2,2.0,12,4.0,5.0,749,824.9705041620858,0.3204272363150868,-0.4070833953438234,-304.9054631125237,-324.6164795826859,17,0.49248901133560113,1.2328352934968685,-1.180325999119395,,-37.95677286350142,,-15.09939454502047
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_b,base,next_close,2.5,0.0,0.25,0.7,0.3,90,1.2,2.0,12,4.0,5.0,851,937.2868450810403,0.31492361927144535,-0.4135337098138143,-351.91718705155597,-374.36933704461086,18,0.4816499612735129,1.2201523984059035,-1.1645249225117293,,-41.5393071091204,,-0.026609815635905143
15m,fz1.5_react0.25_body0.25_cl0.6_cs0.4,model_b,base,next_close,1.5,0.25,0.25,0.6,0.4,90,1.2,2.0,12,4.0,5.0,3463,3787.8351686059204,0.3234190008663009,-0.4215515193324743,-1459.8329114483586,-1482.881874171843,29,0.4845663491429065,1.2253653914990323,-1.2088101365459987,,-452.061897458861,,-83.03746040997068
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_b,base,next_close,1.5,0.25,0.25,0.7,0.3,90,1.2,2.0,12,4.0,5.0,3242,3546.1050004679164,0.3192473781616286,-0.42699539323577745,-1384.3190648703905,-1411.810313403397,31,0.47960682001547134,1.232677883813633,-1.2053197438230634,,-428.472453109427,,-185.49047203335076
15m,fz1.5_react0_body0.25_cl0.6_cs0.4,model_b,base,next_close,1.5,0.0,0.25,0.6,0.4,90,1.2,2.0,12,4.0,5.0,3568,3902.6843435131173,0.3217488789237668,-0.4297597691161125,-1533.3828562062895,-1560.4982072573382,29,0.47510753397389033,1.2090111144276177,-1.2071601717228078,,-464.83295745110587,,-217.80965715704022
15m,fz1.5_react0_body0.5_cl0.6_cs0.4,model_b,base,next_close,1.5,0.0,0.5,0.6,0.4,90,1.2,2.0,12,4.0,5.0,3117,3409.1670981627626,0.31857555341674687,-0.4298161529416296,-1339.7369487190595,-1352.7203934305498,22,0.47665206825141987,1.2288001511625994,-1.2052427018943128,,-430.09831382717726,,-93.23697760364483
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_b,base,next_close,1.5,0.25,0.5,0.6,0.4,90,1.2,2.0,12,4.0,5.0,3097,3387.2924295829566,0.3183726186632225,-0.43036758196998154,-1332.8484013610328,-1345.8318460725236,22,0.4767803935369947,1.2317943803287168,-1.2067255615183077,,-102.93007300798652,,-11.845027597443694
15m,fz1.5_react0_body0.25_cl0.7_cs0.3,model_b,base,next_close,1.5,0.0,0.25,0.7,0.3,90,1.2,2.0,12,4.0,5.0,3341,3654.391365380416,0.31816821310984733,-0.43432602882961047,-1451.0832623197286,-1479.3683925842688,31,0.4712978900501774,1.2168681386144933,-1.2048349840504542,,-445.67224260310184,,-195.49779291747325
15m,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_b,base,next_close,1.5,0.25,0.5,0.7,0.3,90,1.2,2.0,12,4.0,5.0,2929,3204.4448049921994,0.3137589621031069,-0.43645842763004233,-1278.386734528394,-1294.7016068834023,25,0.4710417502521024,1.2387530911313773,-1.2023884702876269,,-407.14943013520735,,-144.2721148432647
15m,fz1.5_react0_body0.5_cl0.7_cs0.3,model_b,base,next_close,1.5,0.0,0.5,0.7,0.3,90,1.2,2.0,12,4.0,5.0,2944,3220.8554134165365,0.3138586956521739,-0.4368685073119574,-1286.1408855264026,-1302.4557578814104,25,0.47011702445162135,1.234930694923568,-1.2015924988295936,,-411.71210290082644,,-176.85376593354394
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_b,base,next_close,2.0,0.25,0.25,0.6,0.4,90,1.2,2.0,12,4.0,5.0,1674,1843.097811410808,0.3183990442054958,-0.4458437476527592,-746.3424335707189,-774.7900286767028,18,0.45802113769175695,1.1833524042045687,-1.2068968142083734,,-80.1776014067912,,-28.725444929190726
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_b,base,next_close,2.0,0.0,0.25,0.6,0.4,90,1.2,2.0,12,4.0,5.0,1726,1900.4699010833724,0.31575898030127464,-0.45260991090757974,-781.2047062264826,-809.4469034304512,23,0.4481291983045641,1.1639495944165117,-1.1986090052358014,,-78.43469563543421,,-70.1880356689374
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_b,base,next_close,2.0,0.25,0.25,0.7,0.3,90,1.2,2.0,12,4.0,5.0,1576,1735.1984174333534,0.3102791878172589,-0.4530872761697783,-714.0655472435706,-744.3348038748369,21,0.4525470397529267,1.207108033443542,-1.1999460677069573,,-77.90210068625194,,-65.10803838218335
15m,fz2_react0_body0.5_cl0.6_cs0.4,model_b,base,next_close,2.0,0.0,0.5,0.6,0.4,90,1.2,2.0,12,4.0,5.0,1508,1660.3815863844752,0.3156498673740053,-0.45570438661710216,-687.2022150185901,-710.9416633965445,16,0.4520915983892841,1.1912312399524814,-1.2153374856937706,,-57.03989871600318,,-37.356984015775616
15m,fz2_react0_body0.25_cl0.7_cs0.3,model_b,base,next_close,2.0,0.0,0.25,0.7,0.3,90,1.2,2.0,12,4.0,5.0,1627,1791.4063932676004,0.30854333128457284,-0.45817972281812513,-745.4584090250896,-774.9423575124567,22,0.4442984128961224,1.18727910769593,-1.1924200187452858,,-76.69515078276618,,-7.935368574260475
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_b,base,next_close,2.0,0.25,0.5,0.6,0.4,90,1.2,2.0,12,4.0,5.0,1500,1651.5731960057778,0.31466666666666665,-0.4582414826119081,-687.3622239178621,-711.0820092545498,16,0.451070921757216,1.19666408237216,-1.2180813918263829,,-56.008095982585516,,-37.414793606553836
15m,fz2_react0_body0.5_cl0.7_cs0.3,model_b,base,next_close,2.0,0.0,0.5,0.7,0.3,90,1.2,2.0,12,4.0,5.0,1423,1566.7924386108145,0.3021784961349262,-0.47090905340228506,-670.1035829914516,-693.8814951218009,20,0.4386099957566487,1.2175514823496714,-1.2020651766382782,,-57.5109128029647,,-56.746639166863545
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_b,base,next_close,2.0,0.25,0.5,0.7,0.3,90,1.2,2.0,12,4.0,5.0,1417,1560.1861458267915,0.3020465772759351,-0.47195363419954356,-668.7582996607532,-692.5362117911025,20,0.43850917461631855,1.2202854575969864,-1.2042876395472835,,-55.46296356384382,,-41.110435329111304
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_b,base,next_open,2.5,0.0,0.25,0.6,0.4,90,1.2,2.0,12,4.0,5.0,984,1083.6702157731086,0.34247967479674796,-0.34516939410837433,-339.6466838026403,-362.61754963517035,22,0.5580713773004922,1.2727265261785001,-1.1878756153397139,,-44.783136023089796,,-4.522735258812137
15m,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_b,base,next_open,2.5,0.25,0.25,0.6,0.4,90,1.2,2.0,12,4.0,5.0,959,1056.1379440309056,0.3347236704900938,-0.36636901481672546,-351.34788520923973,-370.7500800508533,22,0.5405829302622669,1.2879159213469178,-1.1986973290934175,,-40.07836648773834,,-2.0671782313927034
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_b,base,next_open,2.5,0.0,0.25,0.7,0.3,90,1.2,2.0,12,4.0,5.0,929,1023.099217940262,0.3218514531754575,-0.38243432702519564,-355.28148980640674,-378.1049591811425,20,0.5235642499244099,1.3057710488910805,-1.183661957817206,,-27.024573654528638,,-24.536001887326613
15m,fz2.5_react0.25_body0.5_cl0.6_cs0.4,model_b,base,next_open,2.5,0.25,0.5,0.6,0.4,90,1.2,2.0,12,4.0,5.0,860,947.1398957220931,0.32558139534883723,-0.38687848678391845,-332.7154986341699,-354.738532368639,24,0.5210159333893254,1.2925428165716777,-1.197633598748689,,-25.78781697477564,,-12.828083554751654
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_b,base,next_open,2.5,0.0,0.5,0.6,0.4,90,1.2,2.0,12,4.0,5.0,864,951.545197562661,0.3263888888888889,-0.3887710238594238,-335.89816461454217,-357.9211983490114,24,0.517441850272963,1.2772338473226637,-1.1960104975249715,,-41.195140186457685,,-12.828083554751654
15m,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_b,base,next_open,2.5,0.25,0.25,0.7,0.3,90,1.2,2.0,12,4.0,5.0,903,994.4656553283709,0.3178294573643411,-0.3916140357379088,-353.62747427133166,-374.77447200552774,20,0.5188449648520679,1.3286686073087548,-1.1931093580664678,,-29.704332990316047,,-4.481069196851385
15m,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_b,base,next_open,2.5,0.25,0.5,0.7,0.3,90,1.2,2.0,12,4.0,5.0,808,889.8709717947107,0.31435643564356436,-0.40871319946388734,-330.24026516682096,-352.26329890129017,24,0.5031353417413188,1.3165671829497343,-1.19972622677988,,-36.299123666412896,,-21.815109696400878
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_b,base,next_open,2.5,0.0,0.5,0.7,0.3,90,1.2,2.0,12,4.0,5.0,811,893.1749481751366,0.31319358816276205,-0.4114477126404349,-333.6840949513927,-355.70712868586185,24,0.5000761510811174,1.3141171340642432,-1.1983300664339507,,-25.680563409756026,,-4.481069196851385
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_b,base,next_open,2.0,0.0,0.25,0.6,0.4,90,1.2,2.0,12,4.0,5.0,1889,2079.9464908148843,0.31498147167813656,-0.44050377950130637,-832.1116394779677,-859.3365377662316,29,0.47223386279209145,1.2513541433135407,-1.2184446327276077,,-62.741318216186656,,-37.77152882746357
15m,fz1.5_react0_body0.25_cl0.6_cs0.4,model_b,base,next_open,1.5,0.0,0.25,0.6,0.4,90,1.2,2.0,12,4.0,5.0,3875,4238.217037337409,0.31793548387096776,-0.44200370369090974,-1712.7643518022753,-1733.3503289574255,30,0.4746833161009644,1.256231505501235,-1.2336139109269,,-554.7166486248767,,-76.81218891601307
15m,fz1.5_react0_body0.25_cl0.7_cs0.3,model_b,base,next_open,1.5,0.0,0.25,0.7,0.3,90,1.2,2.0,12,4.0,5.0,3639,3980.095948095699,0.3135476779334982,-0.4431888833678874,-1612.7643465757424,-1632.4293305911322,25,0.4733314719428116,1.270320434155915,-1.2258606733177106,,-525.9894439342102,,-143.07400720932984
15m,fz2_react0_body0.25_cl0.7_cs0.3,model_b,base,next_open,2.0,0.0,0.25,0.7,0.3,90,1.2,2.0,12,4.0,5.0,1777,1956.563712868178,0.3061339335959482,-0.448517957649174,-797.0164107425823,-823.4329912897002,23,0.46629552159578636,1.2800553861990691,-1.21116507772496,,-54.56558222068943,,-10.515929763814816
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_b,base,next_open,1.5,0.25,0.25,0.7,0.3,90,1.2,2.0,12,4.0,5.0,3532,3863.0664711937366,0.3122876557191393,-0.4485931309951974,-1584.4309386750372,-1598.7959583305676,25,0.4705028107936857,1.2764281249817209,-1.2319189627541685,,-512.8842092918342,,-60.59559060188107
15m,fz1.5_react0.25_body0.25_cl0.6_cs0.4,model_b,base,next_open,1.5,0.25,0.25,0.6,0.4,90,1.2,2.0,12,4.0,5.0,3764,4116.812626719487,0.3150903294367694,-0.4486600945431331,-1688.756595860353,-1704.183455927396,30,0.4698350866822682,1.2618764432968512,-1.2355865235106356,,-544.840533564166,,-62.79517772433198
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_b,base,next_open,2.0,0.25,0.25,0.7,0.3,90,1.2,2.0,12,4.0,5.0,1720,1893.8039314199586,0.30348837209302326,-0.4538401725592233,-780.6050968018641,-805.3452057084423,23,0.46529900484,1.3013137266677879,-1.2186067296514602,,-56.36855269268282,,-46.05885048223823
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_b,base,next_open,2.0,0.25,0.25,0.6,0.4,90,1.2,2.0,12,4.0,5.0,1830,2014.9825718323127,0.3087431693989071,-0.4569954990053959,-836.3017631798745,-858.7622859552023,28,0.460146401099125,1.2616375121337584,-1.224606290541856,,-67.0869339828686,,-36.57966663780272
15m,fz1.5_react0_body0.5_cl0.7_cs0.3,model_b,base,next_open,1.5,0.0,0.5,0.7,0.3,90,1.2,2.0,12,4.0,5.0,3177,3475.7668642745707,0.30815234497954047,-0.45940713517932835,-1459.536468464726,-1481.2357649294995,26,0.4607117924822227,1.2736223276336391,-1.2313069732566235,,-480.2372098457561,,-59.035861229566315
15m,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_b,base,next_open,1.5,0.25,0.5,0.7,0.3,90,1.2,2.0,12,4.0,5.0,3165,3462.6383775351014,0.3083728278041074,-0.46011430878006515,-1456.2617872889061,-1477.961083753679,26,0.4603387165311013,1.2727581204617955,-1.2327426737595333,,-477.8657246723907,,-18.13318855432962
15m,fz1.5_react0_body0.5_cl0.6_cs0.4,model_b,base,next_open,1.5,0.0,0.5,0.6,0.4,90,1.2,2.0,12,4.0,5.0,3365,3680.4129885523566,0.30787518573551265,-0.46510185684118965,-1565.0677482706033,-1588.7421320944745,27,0.4558167983759081,1.2653730524597342,-1.2348622716268305,,-510.92822026661185,,-65.82461192680782
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_b,base,next_open,1.5,0.25,0.5,0.6,0.4,90,1.2,2.0,12,4.0,5.0,3351,3665.1007205464925,0.3079677708146822,-0.4651716393222535,-1558.7901633688716,-1582.4645471927422,27,0.45621820006966757,1.2672313200017684,-1.2361245733551947,,-120.17591961612081,,-144.22987471552293
15m,fz2_react0_body0.5_cl0.6_cs0.4,model_b,base,next_open,2.0,0.0,0.5,0.6,0.4,90,1.2,2.0,12,4.0,5.0,1633,1798.1256123602564,0.30434782608695654,-0.4773431696663342,-779.5013960651238,-806.4825308867639,35,0.44308675838059514,1.247848139442385,-1.232114367401399,,-69.4402737350108,,-23.73833177536026
15m,fz2_react0_body0.5_cl0.7_cs0.3,model_b,base,next_open,2.0,0.0,0.5,0.7,0.3,90,1.2,2.0,12,4.0,5.0,1537,1692.3651436646255,0.2986337020169161,-0.47967931466898944,-737.2671066462368,-763.0227200776428,33,0.44267194957561284,1.2758019869443318,-1.2271430599755893,,-56.043648281440014,,-34.515948100033164
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_b,base,next_open,2.0,0.25,0.5,0.6,0.4,90,1.2,2.0,12,4.0,5.0,1627,1791.5189046602186,0.30239704978488013,-0.48119780102407206,-782.9088222661652,-806.8718081746323,35,0.4413065128542015,1.2569349792285205,-1.23464390488687,,-69.61362556235085,,-72.67335002382698
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_b,base,next_open,2.0,0.25,0.5,0.7,0.3,90,1.2,2.0,12,4.0,5.0,1533,1687.9608101742815,0.2987606001304631,-0.48140449722010753,-737.9930942384249,-763.7487076698308,33,0.44217059980144674,1.2772481513101739,-1.2306723232916135,,-66.04526368789318,,-34.53625118910742
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_b,stress,next_close,2.5,0.0,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,825,908.7076710435383,0.27151515151515154,-0.763358257627751,-629.7705625428946,-637.7307994014305,21,0.27753944325435276,1.0800526067908103,-1.450419877643987,,-69.02084544364868,,-17.96103314008876
15m,fz2.5_react0.25_body0.5_cl0.6_cs0.4,model_b,stress,next_close,2.5,0.25,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,821,904.3018156687818,0.27040194884287455,-0.7676367552438625,-630.2297760552111,-638.190012913747,21,0.2769564722002401,1.0874092409614702,-1.4551496286288106,,-61.19207301716001,,-17.96103314008876
15m,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_b,stress,next_close,2.5,0.25,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,912,1004.5034710224596,0.2675438596491228,-0.7719239497310121,-703.994642154683,-715.411411079592,22,0.27132628015498533,1.0743314306772282,-1.4463046575448004,,-67.7918880146593,,-18.8049964829995
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_close,2.5,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,940,1035.3434898696403,0.26595744680851063,-0.7743615620868801,-727.8998683616674,-734.448741565305,22,0.2648029882531497,1.0486988233712422,-1.4348906872528666,,-130.10881680033083,,-5.0144470640878875
15m,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_b,stress,next_close,2.5,0.25,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,855,941.7220040835559,0.2631578947368421,-0.7842378190748244,-670.5233353089749,-681.9354738354701,32,0.26570340510999474,1.0783431511167991,-1.4494453084289758,,-68.07976110740513,,-5.964068367760541
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_b,stress,next_close,2.5,0.0,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,878,967.0548767080259,0.25854214123006836,-0.7884540286355521,-692.2626371420148,-701.1975669130043,32,0.2595994196957976,1.0692567538618778,-1.4362272200747483,,-67.40351651931562,,-25.11510991052394
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_b,stress,next_close,2.5,0.0,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,774,852.5330150153924,0.25839793281653745,-0.7962767897656794,-616.3182352786358,-623.3006081589622,23,0.259306571604701,1.0788226443010307,-1.4496215403115713,,-64.5578349209105,,-5.964068367760541
15m,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_b,stress,next_close,2.5,0.25,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,771,849.2286234843249,0.25810635538262,-0.7982794504157879,-615.4734562705725,-622.4558291508988,23,0.25929342080999646,1.0826835702825246,-1.4526704313929981,,-68.25229214042113,,-21.745003413997203
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_b,stress,next_close,1.5,0.25,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,3369,3685.017812022335,0.25170673790442266,-0.8628365517947956,-2906.896342996666,-2907.232459555608,39,0.24187127093653776,1.09364160991425,-1.5209458263403213,,-899.6631746499991,,-140.91736292478
15m,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_b,stress,next_close,1.5,0.25,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,3037,3322.6011856474256,0.25123477115574583,-0.863735015814623,-2623.16324302901,-2622.089862315441,35,0.23961621923117565,1.0833883145371128,-1.5170573997453065,,-837.7528972824118,,-24.048497765974286
15m,fz1.5_react0_body0.5_cl0.7_cs0.3,model_b,stress,next_close,1.5,0.0,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,3054,3341.1998751950077,0.2508185985592665,-0.8644135254271422,-2639.9189066544923,-2638.845525940921,35,0.23890691105678827,1.0818143836981324,-1.5159915754227542,,-853.0488557678087,,-127.06800645142948
15m,fz1.5_react0.25_body0.25_cl0.6_cs0.4,model_b,stress,next_close,1.5,0.25,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,3611,3949.7178151417784,0.2514538908889504,-0.8679358329509725,-3134.116292785962,-3134.452409344903,40,0.24080177639481884,1.0947974110853227,-1.5272631676105937,,-195.43982703282464,,-35.82754916520109
15m,fz1.5_react0_body0.25_cl0.7_cs0.3,model_b,stress,next_close,1.5,0.0,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,3480,3806.4297969242284,0.2508620689655172,-0.8685429170631641,-3022.529351379811,-3022.8654679387473,39,0.23833643574890173,1.0833868074453255,-1.5221810641655464,,-936.538360004617,,-135.76438340153965
15m,fz1.5_react0_body0.5_cl0.6_cs0.4,model_b,stress,next_close,1.5,0.0,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,3245,3549.1649770735207,0.2517719568567026,-0.8691320219150876,-2820.3334111144595,-2818.7827335634515,38,0.23910583394593968,1.0847866055758215,-1.5266079356960074,,-899.3184794901526,,-197.66072027474598
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_b,stress,next_close,1.5,0.25,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,3223,3525.1028416357344,0.2519391870927707,-0.8704394211851921,-2805.4262544798744,-2803.875576928865,38,0.2392977687627145,1.086842935728976,-1.5296319860189973,,-198.05520320063385,,-127.30201854018402
15m,fz1.5_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_close,1.5,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,3733,4083.161618367283,0.25020091079560675,-0.873187699820988,-3259.609683431748,-3259.9457999906876,40,0.2365676088101293,1.08144246939784,-1.5254294211680353,,-991.1015786686874,,-136.69856002288668
15m,fz2_react0_body0.5_cl0.6_cs0.4,model_b,stress,next_close,2.0,0.0,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,1582,1742.0780101752403,0.2458912768647282,-0.8958454555544308,-1417.2275106871095,-1422.9350095957984,31,0.22609027403465137,1.0643428534119403,-1.5350015764160556,,-109.52010501796855,,-39.56600065652182
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_b,stress,next_close,2.0,0.25,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,1649,1815.8005213076658,0.23893268647665253,-0.8968747733785364,-1478.9465013012066,-1490.8989555113967,32,0.22378073777422805,1.0821676025360574,-1.5181836945820026,,-128.29601370274108,,-55.618843669937995
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_b,stress,next_close,2.0,0.25,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,1573,1732.167326172979,0.24602670057215512,-0.8975259705166119,-1411.8083516226304,-1417.7011312358509,31,0.22665550372956003,1.069197788397488,-1.5392815309717187,,-108.07738643192302,,-103.96183613639859
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_b,stress,next_close,2.0,0.25,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,1758,1935.826147033885,0.24061433447098976,-0.8983211196940716,-1579.2485284221777,-1589.6709899668938,32,0.223532279079231,1.0747982571380252,-1.5235117537015448,,-134.2667192477902,,-45.78990916581557
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_close,2.0,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,1818,2001.7695713612811,0.23927392739273928,-0.9016613280193397,-1639.2202943391596,-1646.4853121572826,32,0.21908430357933734,1.0571951848367172,-1.5177875630825248,,-155.3763354570117,,-54.638756452580076
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_b,stress,next_close,2.0,0.25,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,1482,1631.9592990390051,0.23819163292847503,-0.9036550750127176,-1339.2168211688474,-1344.9243200775347,29,0.22043202819376134,1.072745987615214,-1.5216086402099362,,-104.65668095899896,,-44.50603831841203
15m,fz2_react0_body0.25_cl0.7_cs0.3,model_b,stress,next_close,2.0,0.0,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,1705,1877.4650629651728,0.23519061583577713,-0.9043227286809078,-1541.8702524009477,-1551.345497855634,33,0.21928286237355363,1.0799768241466299,-1.5145252752175968,,-129.66415390418607,,-17.92646696854116
15m,fz2_react0_body0.5_cl0.7_cs0.3,model_b,stress,next_close,2.0,0.0,0.5,0.7,0.3,90,1.2,2.0,12,8.0,10.0,1489,1639.6676088185416,0.23774345198119542,-0.9044327341098968,-1346.7003410896364,-1352.4078399983237,29,0.2199742920667933,1.0728295333763824,-1.521129511810463,,-107.13500744236374,,-44.46474556605315
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.5,0.0,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,1027,1131.0612475658018,0.2804284323271665,-0.7377502680943372,-757.6695253328843,-765.4744182005475,23,0.3021923926371838,1.1392922925911717,-1.4692634717173771,,-137.18032224557925,,-5.011882812921238
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.0,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,961,1058.3737671964318,0.2715920915712799,-0.7577473720164125,-728.1952245077724,-738.7530933620475,23,0.2932418397896328,1.1576104090131403,-1.4719022018002885,,-56.51331823335195,,-29.726959226126052
15m,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_b,stress,next_open,2.5,0.25,0.25,0.6,0.4,90,1.2,2.0,12,8.0,10.0,1001,1102.4267856021106,0.2707292707292707,-0.7592121872212306,-759.9713994084518,-768.2480197505861,23,0.29570326085873117,1.177411826218318,-1.47815069084057,,-69.4518228257625,,-18.27728679726381
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_b,stress,next_open,2.5,0.0,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,898,989.0213273863744,0.2717149220489978,-0.7708794931640647,-692.2497848613301,-701.5331547058377,31,0.28787046997257004,1.1468618988387431,-1.4863671073057851,,-67.6577598428045,,-17.41397870910194
15m,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_b,stress,next_open,2.5,0.25,0.25,0.7,0.3,90,1.2,2.0,12,8.0,10.0,932,1026.4353288523148,0.26394849785407726,-0.7728600173819477,-720.3055361999752,-729.1574661820955,22,0.28998215505272984,1.1958691285307566,-1.4788474370532672,,-60.91165382836458,,-5.963165778161213
15m,fz2.5_react0.25_body0.5_cl0.6_cs0.4,model_b,stress,next_open,2.5,0.25,0.5,0.6,0.4,90,1.2,2.0,12,8.0,10.0,895,985.717247228068,0.2681564245810056,-0.7748583071912909,-693.4981849362053,-702.781554780713,31,0.2878769706381113,1.1681160206343173,-1.4867878318907504,,-50.64750741628057,,-17.41397870910194
