timeframe,param_id,exit_model,friction_case,entry_mode,funding_z_min,reaction_atr_min,body_min,close_loc_long_min,close_loc_short_max,funding_z_lookback,stop_atr_mult,target_r,max_hold_bars,taker_fee_bps_per_side,slippage_bps_per_side,symbol,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r
15m,fz1.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,1.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,ADAUSDT,375,418.93140472170006,0.3253333333333333,-0.41332075886352915,-154.99528457382343,,,0.45961739426306386,1.0805721005241813,-1.1336959716908046
15m,fz1.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,1.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,AVAXUSDT,430,473.5402010050251,0.3488372093023256,-0.41625340546587475,-178.98896435032614,,,0.46760820505251927,1.0480590815306345,-1.2007065234997192
15m,fz1.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,1.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,BNBUSDT,445,492.00605410859555,0.3348314606741573,-0.6444969742260329,-286.80115353058466,,,0.31010096967730966,0.8651914421886379,-1.404441481137472
15m,fz1.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,1.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,BTCUSDT,731,811.6718072136547,0.24350205198358413,-0.9181396759890433,-671.1601031479906,,,0.1877979576194671,0.8718322247088666,-1.4942969966476836
15m,fz1.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,1.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,ETHUSDT,548,602.9960459423837,0.36678832116788324,-0.4331112457834685,-237.34496268934072,,,0.45839290828902624,0.9993957753908985,-1.2628919698642977
15m,fz1.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,1.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,LINKUSDT,402,442.7745563059526,0.4129353233830846,-0.2672180637957818,-107.42166164590428,,,0.6239935463998749,1.0739117074394091,-1.210555106274772
15m,fz1.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,1.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,LTCUSDT,462,508.7644232279137,0.36147186147186144,-0.4394537210431691,-203.02761912194413,,,0.4491786206789251,0.9913954910590682,-1.2494598851824017
15m,fz1.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,1.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,SOLUSDT,429,511.49158420891564,0.3543123543123543,-0.3933993842054531,-168.7683358241394,,,0.47574418755209263,1.0075755418286876,-1.1621654085996387
15m,fz1.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,1.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,XRPUSDT,443,513.0921582876396,0.3724604966139955,-0.3466097376001013,-153.54811375684486,,,0.5311302218980269,1.0541667533106704,-1.1780058563061349
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,ADAUSDT,334,373.12823780546086,0.3263473053892216,-0.40920162141551203,-136.673341552781,,,0.46391681836844817,1.0850887219100247,-1.1331022766265497
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,AVAXUSDT,404,444.9075376884422,0.3341584158415842,-0.4402090061669736,-177.84443849145734,,,0.44041143220117523,1.0368030605471383,-1.1814604151127175
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,BNBUSDT,415,458.8371066406003,0.3469879518072289,-0.6190465251462934,-256.90430793571176,,,0.3241354283319223,0.8556097316740234,-1.4026277095821813
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,BTCUSDT,689,765.0367649387251,0.23802612481857766,-0.9325652837122759,-642.5374804777581,,,0.18120327321004878,0.8670508303435134,-1.494731079341132
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,ETHUSDT,496,545.7774430427415,0.36088709677419356,-0.4315033130724761,-214.02564328394814,,,0.4537915588339114,0.9933694182265419,-1.2360844452570952
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,LINKUSDT,370,407.52882048060314,0.4243243243243243,-0.2370989190090865,-87.726600033362,,,0.6604542607599448,1.0868662593257001,-1.2129793556220516
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,LTCUSDT,433,476.8889028488865,0.3672055427251732,-0.4328186527503764,-187.41047664091298,,,0.4559608170828553,0.9878570064178683,-1.257225330880854
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,SOLUSDT,408,486.4535346322554,0.3431372549019608,-0.42088499041598476,-171.72107608972178,,,0.45111321293689716,1.0080877486894466,-1.1673632869635981
15m,fz1.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,XRPUSDT,412,477.1872894232675,0.3713592233009709,-0.3586745609294112,-147.7739191029174,,,0.5205233665538197,1.04852585314191,-1.1899551144155585
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,ADAUSDT,319,356.37098161659287,0.32601880877742945,-0.4147021023570237,-132.28997065189057,,,0.45476126347020296,1.0609388245121305,-1.1285005041914054
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,AVAXUSDT,369,406.363567839196,0.34146341463414637,-0.41525344113073254,-153.2285197772403,,,0.4672116958057755,1.066419516585208,-1.1835283080945536
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,BNBUSDT,392,433.38024971623156,0.3596938775510204,-0.6035923681602126,-236.60820831880332,,,0.34331877273937517,0.8773111409646924,-1.4354943394216133
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,BTCUSDT,655,727.2845878590202,0.24274809160305344,-0.94157592287692,-616.7322294843826,,,0.1818770909908161,0.8623011507640249,-1.5198349041448842
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,ETHUSDT,483,531.4394376804318,0.36645962732919257,-0.43034674895086716,-207.85747974326884,,,0.4539431103846523,0.9762384954266586,-1.2439597824633575
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,LINKUSDT,367,404.28803016022624,0.3787465940054496,-0.3272561692949907,-120.10301413126159,,,0.5597214193362007,1.0984580487433846,-1.196441591695579
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,LTCUSDT,408,449.3125628140703,0.3553921568627451,-0.44796345170254553,-182.76908829463858,,,0.4422372037045387,0.999402601915417,-1.2459409337352625
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,SOLUSDT,383,456.646332755279,0.3524804177545692,-0.39200758915403433,-150.13890664599515,,,0.4794053684152261,1.024147921785513,-1.1628986938993524
15m,fz1.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.25,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,XRPUSDT,388,449.53846153846155,0.38402061855670105,-0.3270525370384692,-126.89638437092606,,,0.5505565490037552,1.043253513708653,-1.1813437569603153
15m,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,ADAUSDT,288,321.7393188262657,0.3229166666666667,-0.4176367647193804,-120.27938823918154,,,0.448323554040223,1.0510306388824073,-1.1180781418217716
15m,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,AVAXUSDT,346,381.03467336683417,0.3583815028901734,-0.3830420827110824,-132.53256061803452,,,0.49647074263015206,1.053828292187634,-1.1856183281500052
15m,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,BNBUSDT,371,410.1634506242906,0.3504043126684636,-0.6319438255907152,-234.4511592941553,,,0.32411413911083453,0.8648357779293887,-1.4393353129667048
15m,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,BTCUSDT,620,688.4220526299123,0.2435483870967742,-0.9326974150096525,-578.2723973059846,,,0.18517705497913348,0.8703209507347269,-1.513200129780231
15m,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,ETHUSDT,432,475.45899117988637,0.3680555555555556,-0.4149533552687296,-179.2598494760912,,,0.4647116982592207,0.9787724936382943,-1.2266837947420512
15m,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,LINKUSDT,343,377.84957587181907,0.3965014577259475,-0.2949463605397652,-101.16660166513945,,,0.5940630570451911,1.0886097564121313,-1.203949413223137
15m,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,LTCUSDT,387,426.34686439612915,0.36175710594315247,-0.4337834898694909,-167.87421057949297,,,0.4547578466569203,1.0001075936663988,-1.2465152781084567
15m,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,SOLUSDT,371,442.3388758543303,0.3450134770889488,-0.42175318143631957,-156.47043031287456,,,0.45264631911319814,1.010911780004607,-1.1764079759401822
15m,fz1.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,XRPUSDT,360,417.2216162617749,0.3888888888888889,-0.32580070531107946,-117.2882539119886,,,0.5547291792598222,1.0437182079317784,-1.1973127410110798
15m,fz1.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,ADAUSDT,392,437.9229617357505,0.3239795918367347,-0.42243566040402886,-165.59477887837932,,,0.44651632152620296,1.051902381374909,-1.1290052125018597
15m,fz1.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,AVAXUSDT,448,493.33182589033356,0.3549107142857143,-0.400348711556267,-179.35622277720762,,,0.48127973077593134,1.0466071031339195,-1.1964247480121135
15m,fz1.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,BNBUSDT,463,511.9074225893927,0.34557235421166305,-0.634075486721064,-293.5769503518526,,,0.31960426087758115,0.8618921940645071,-1.4240254171688902
15m,fz1.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,BTCUSDT,758,841.651477247538,0.24142480211081793,-0.9361438721123921,-709.5970550611933,,,0.18255731925969937,0.8659696171487022,-1.509686078259836
15m,fz1.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,ETHUSDT,569,626.1035586518547,0.36203866432337434,-0.4240651408427308,-241.29306513951383,,,0.46261117766384335,1.0083356291048038,-1.23694271276888
15m,fz1.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,LINKUSDT,415,457.0931364850008,0.41204819277108434,-0.26185763316918076,-108.67091776521,,,0.6281874289650923,1.0736986237525024,-1.1978417312577374
15m,fz1.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,LTCUSDT,487,536.2949656103766,0.3593429158110883,-0.4547742896818573,-221.4750790750645,,,0.44052636886396956,0.9965041317311912,-1.2687926350257146
15m,fz1.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,SOLUSDT,446,531.7604814852596,0.35201793721973096,-0.40369653821325535,-180.0486560431119,,,0.4643412469327815,0.9941210934635116,-1.1630645941760664
15m,fz1.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,XRPUSDT,464,537.414811389311,0.3706896551724138,-0.3503543710068672,-162.5644281471864,,,0.5280796456984428,1.0576154655719814,-1.1797064665259152
15m,fz1.5_react0_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,ADAUSDT,350,391.00264440692007,0.32285714285714284,-0.4302517358641759,-150.58810755246157,,,0.4406570884162678,1.049868375339953,-1.135963012514246
15m,fz1.5_react0_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,AVAXUSDT,420,462.4985867721877,0.34285714285714286,-0.4219404023538662,-177.2149689886238,,,0.45592400759763946,1.031266260951442,-1.1801351832088096
15m,fz1.5_react0_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,BNBUSDT,426,470.9990540455319,0.3544600938967136,-0.6079783018738755,-258.998756598271,,,0.33395403085287234,0.860009437910594,-1.4140370244464389
15m,fz1.5_react0_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,BTCUSDT,715,793.9060768232052,0.23216783216783216,-0.9483711898607237,-678.0854007504174,,,0.1759885739806635,0.8724238797815591,-1.4989212473481899
15m,fz1.5_react0_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,ETHUSDT,516,567.7845980041424,0.36046511627906974,-0.4286787694305837,-221.19824502618118,,,0.45383538014014296,0.9881969723524839,-1.2272814602537672
15m,fz1.5_react0_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,LINKUSDT,388,427.35454688236223,0.41494845360824745,-0.25565132536769863,-99.19271424266707,,,0.6355000208090141,1.0741673791895336,-1.1988267061329605
15m,fz1.5_react0_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,LTCUSDT,455,501.11882400979994,0.3626373626373626,-0.4422300073270565,-201.2146533338107,,,0.4502468013170244,0.9987540002104356,-1.2621002185121812
15m,fz1.5_react0_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,SOLUSDT,422,503.14556768336223,0.3459715639810427,-0.4245629196515008,-179.16555209293332,,,0.44452886176248213,0.9820647470545011,-1.1686485694307627
15m,fz1.5_react0_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,XRPUSDT,432,500.35172094866886,0.3680555555555556,-0.3630244916138389,-156.8265803771784,,,0.5175825108192657,1.0582276319772144,-1.1907867174415951
15m,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,ADAUSDT,322,359.7224328543665,0.32608695652173914,-0.4193629730122943,-135.03487730995877,,,0.44925098818470005,1.049039810105409,-1.129880448714409
15m,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,AVAXUSDT,370,407.464824120603,0.35135135135135137,-0.3973827701680758,-147.03162496218806,,,0.4814666796379246,1.0501636278334245,-1.1814704024188887
15m,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,BNBUSDT,394,435.70127412640346,0.36548223350253806,-0.5907009847778965,-232.7361880024912,,,0.35352381002366384,0.8838275999258651,-1.4400294495672632
15m,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,BTCUSDT,664,737.277811203648,0.24246987951807228,-0.9553988228712142,-634.3848183864862,,,0.1784000051621653,0.8555814105035889,-1.535056511883825
15m,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,ETHUSDT,487,535.8405924438308,0.36960985626283366,-0.4248902113920932,-206.9215329479494,,,0.45855815024815344,0.9735892684670664,-1.244845606749255
15m,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,LINKUSDT,369,406.4912346842602,0.3821138211382114,-0.32254386406693025,-119.01868584069727,,,0.5641395962568792,1.0925346121229182,-1.197658184868547
15m,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,LTCUSDT,412,453.7175879396985,0.34951456310679613,-0.45782962232790025,-188.6258043990949,,,0.4335558471868015,1.0025973731306068,-1.2425366646638143
15m,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,SOLUSDT,385,459.0309089054371,0.35324675324675325,-0.39372655041150695,-151.58472190843017,,,0.4770458389823469,1.016747263320395,-1.1641058221686902
15m,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,4.0,5.0,XRPUSDT,389,450.69706582077714,0.3856041131105398,-0.3252908136022927,-126.53812649129188,,,0.5526438322423088,1.0421303380320917,-1.183504925506718
15m,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,ADAUSDT,291,325.09077006403925,0.31958762886597936,-0.42734058215174126,-124.3561094061567,,,0.4388858602635968,1.0458864925413218,-1.1193108748106042
15m,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,AVAXUSDT,346,381.03467336683417,0.3699421965317919,-0.36160150368597366,-125.11412027534688,,,0.5149510804351669,1.0377118809365287,-1.1832167019964337
15m,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,BNBUSDT,372,411.3727765863505,0.3548387096774194,-0.6215121681228429,-231.20252654169755,,,0.3324455327875895,0.8722730196464922,-1.4430940213959773
15m,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,BTCUSDT,629,698.41527597454,0.24324324324324326,-0.9395629461312264,-590.9850931165414,,,0.1826455528337107,0.86314501751988,-1.5190047915905105
15m,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,ETHUSDT,436,479.8613892463668,0.37155963302752293,-0.40894297154564074,-178.29913559389936,,,0.4699797081850132,0.975934865487127,-1.2277393569445763
15m,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,LINKUSDT,345,380.052780395853,0.39420289855072466,-0.29837512877805433,-102.93941942842875,,,0.5898670170158953,1.0886097564121313,-1.20091074784918
15m,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,LTCUSDT,387,426.34686439612915,0.36175710594315247,-0.4317211971939444,-167.0761033140565,,,0.45593972872032706,1.0001075936663988,-1.2432840746046654
15m,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,SOLUSDT,373,444.7234520044884,0.34316353887399464,-0.4239742438044552,-158.14239293906178,,,0.45001430236700113,1.010911780004607,-1.1736289827740878
15m,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,4.0,5.0,XRPUSDT,363,420.69846306395635,0.39118457300275483,-0.32067343517659336,-116.40445696910339,,,0.5598888205782122,1.0428471542267048,-1.1967816871913821
15m,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,ADAUSDT,146,171.42765294846464,0.3424657534246575,-0.37997128405193853,-55.475807471583025,,,0.4932491659982635,1.079954641706413,-1.1403493703844132
15m,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,AVAXUSDT,119,142.07068437180797,0.3865546218487395,-0.24031686749054232,-28.597707231374535,,,0.6490425022098207,1.1497197620414363,-1.1162303600723371
15m,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,BNBUSDT,221,256.00925038818593,0.3665158371040724,-0.5593609850381384,-123.61877769342857,,,0.36732084514613106,0.8860566212731579,-1.3956383144039595
15m,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,BTCUSDT,106,121.76994397667332,0.2830188679245283,-0.8961675857960512,-94.99376409438142,,,0.22760387365942708,0.9330682337747197,-1.61823435667925
15m,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,ETHUSDT,88,103.25019240421616,0.3522727272727273,-0.4500925360534541,-39.60814317270396,,,0.41979851787874667,0.9244530431738629,-1.1976524124753285
15m,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,LINKUSDT,132,145.38866027956652,0.3787878787878788,-0.3674771810225983,-48.50698789498298,,,0.5174176471790458,1.0401694716622365,-1.2257983107084731
15m,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,LTCUSDT,85,133.31723027375202,0.25882352941176473,-0.5884899105723336,-50.02164239864835,,,0.3001214777345994,0.9750113612444307,-1.1344744816829495
15m,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,SOLUSDT,117,159.8724913292545,0.3504273504273504,-0.39395086702131715,-46.092251441494106,,,0.4865351827124827,1.0652403912233033,-1.1811461510743362
15m,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,8,4.0,5.0,XRPUSDT,77,93.43281309478493,0.36363636363636365,-0.3224826014526885,-24.831160311857012,,,0.5569345479934151,1.1147442842171593,-1.1437551075497443
15m,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,ADAUSDT,132,154.98938485751597,0.3181818181818182,-0.43973662829835675,-58.04523493538309,,,0.44168773163498104,1.093340531366406,-1.1551726361419128
15m,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,AVAXUSDT,113,134.90745658835544,0.36283185840707965,-0.2822876126165782,-31.898500225673338,,,0.5961570760588099,1.148509608975906,-1.0970471415789649
15m,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,BNBUSDT,208,240.94988271829266,0.3605769230769231,-0.5751284234368178,-119.6267120748581,,,0.35048714569407524,0.8606988983805557,-1.3848054846120283
15m,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,BTCUSDT,98,112.57975952560363,0.2653061224489796,-0.9174254503146904,-89.90769413083966,,,0.20521541298647583,0.8928614061061425,-1.5711401484666578
15m,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,ETHUSDT,82,96.21040655847415,0.3170731707317073,-0.5018996629191307,-41.15577235936872,,,0.3735638965591822,0.9439424685394692,-1.1731835096677663
15m,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,LINKUSDT,119,131.0700801005183,0.4117647058823529,-0.2736912622740535,-32.56926021061236,,,0.6182572012183322,1.0764903579716238,-1.2188183964460277
15m,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,8,4.0,5.0,LTCUSDT,79,123.90660225442835,0.2911392405063291,-0.5162452865605804,-40.783377638285856,,,0.3602783365342,0.9986250266190104,-1.1384241651879123
