timeframe,param_id,exit_model,friction_case,entry_mode,funding_z_min,reaction_atr_min,body_min,close_loc_long_min,close_loc_short_max,funding_z_lookback,stop_atr_mult,target_r,max_hold_bars,taker_fee_bps_per_side,slippage_bps_per_side,symbol,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r
15m,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,AVAXUSDT,111,132.52422622493106,0.35135135135135137,-0.5352572006771024,-59.41354927515837,,,0.4074104492689368,1.0473674302547058,-1.3925122090984985
15m,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,BNBUSDT,203,235.1500495540139,0.2660098522167488,-1.1817004487607061,-239.88519109842335,,,0.12356004629989135,0.6262757181956288,-1.836940133429445
15m,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,BTCUSDT,96,110.28944005766522,0.21875,-1.7632973431646801,-169.27654494380928,,,0.07573741589927473,0.6605300838869246,-2.441969022739129
15m,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,ETHUSDT,85,99.70360954069515,0.23529411764705882,-0.9253195216892371,-78.65215934358515,,,0.1774182071194041,0.8482028910427235,-1.4710187256067635
15m,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,LINKUSDT,123,135.4885649660719,0.3252032520325203,-0.6887481299899778,-84.71601998876727,,,0.298587051849794,0.9015768357143783,-1.4551698002089446
15m,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,LTCUSDT,70,109.79066022544283,0.3142857142857143,-0.7735630466611569,-54.14941326628099,,,0.23504040517314362,0.7562669215748472,-1.4747351154359922
15m,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,SOLUSDT,112,153.02840665549624,0.25892857142857145,-0.8183996385471926,-91.66075951728557,,,0.22442091589273425,0.9145820967092351,-1.4238992809861855
15m,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,XRPUSDT,73,88.59448982417278,0.3150684931506849,-0.6043638398220997,-44.11856030701328,,,0.3483352576142041,1.0253371811379461,-1.3540263094637208
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,ADAUSDT,164,192.56256906539863,0.36585365853658536,-0.5489793426901904,-90.03261220119123,,,0.36690782159285595,0.8696382280951558,-1.3674125566048132
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,AVAXUSDT,143,170.71778284702597,0.35664335664335667,-0.49881502376127573,-71.33054839786243,,,0.42126264220065646,1.0180680706176324,-1.3396958695582792
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,BNBUSDT,265,306.9692765113974,0.26037735849056604,-1.188998162103494,-315.0845129574259,,,0.1201717993070557,0.6237099210837639,-1.8271453954704366
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,BTCUSDT,126,144.7501474346373,0.1984126984126984,-1.700039772378414,-214.20501131968015,,,0.07648646013933025,0.7096282773469382,-2.296492259934194
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,ETHUSDT,111,130.2011842237313,0.24324324324324326,-0.8659050620757404,-96.11546189040718,,,0.19504070139392185,0.8625431324139208,-1.4214776960188455
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,LINKUSDT,157,172.9135282847002,0.35668789808917195,-0.6451452874067404,-101.28781012285823,,,0.32837129883498895,0.8843111451232996,-1.4931607351461682
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,LTCUSDT,100,156.82977010466053,0.29,-0.783366434454478,-78.33664344544779,,,0.22341877176865013,0.7771408404448444,-1.4207567298358912
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,SOLUSDT,135,184.4179523141655,0.25925925925925924,-0.7610876120446813,-102.74682762603199,,,0.23954406722985228,0.9247231796418145,-1.351121389134955
15m,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,XRPUSDT,91,110.43206201979649,0.3076923076923077,-0.5587177266347383,-50.843313123761185,,,0.34937587290000055,0.9750762034183963,-1.2404039177694648
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,ADAUSDT,147,172.601814954961,0.3401360544217687,-0.5880256818944343,-86.43977523848184,,,0.3453908740033937,0.9121629483189004,-1.3613187902518233
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,AVAXUSDT,136,162.36096830206665,0.34558823529411764,-0.5194878324547647,-70.650345213848,,,0.4081045109820386,1.036436730095326,-1.3411558598688575
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,BNBUSDT,247,286.11853320118934,0.2388663967611336,-1.2163358637096466,-300.4349583362827,,,0.10833815117464866,0.6186993911228124,-1.7922245873006843
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,BTCUSDT,115,132.11322980145468,0.2,-1.6765362872156009,-192.8016730297941,,,0.07516553955397957,0.6812989783577682,-2.2659951036089434
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,ETHUSDT,103,120.81731509048942,0.23300970873786409,-0.9143905266213318,-94.18222424199718,,,0.17818583010703204,0.8508583014004533,-1.4506686515899754
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,LINKUSDT,142,156.39312749316832,0.33098591549295775,-0.6981381362754675,-99.13561535111639,,,0.29705445578248174,0.8913458308379675,-1.4845144147421143
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,LTCUSDT,94,147.43976738984566,0.2553191489361702,-0.8552310692293509,-80.39172050755899,,,0.18573453065238513,0.7640586843242211,-1.4104161275905756
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,SOLUSDT,125,170.79063242800922,0.264,-0.7489154518097704,-93.6144314762213,,,0.24314387145440977,0.91133669986131,-1.344440680126571
15m,fz2.5_react0_body0.25_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.0,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,XRPUSDT,86,104.35353150846109,0.29069767441860467,-0.6308832053636284,-54.25595566127204,,,0.3156325988341317,1.0009213330981663,-1.2996555571922328
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_a,stress,next_open,2.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,ADAUSDT,137,160.88713242682027,0.36496350364963503,-0.5552328891453366,-76.06690581291112,,,0.36883816644735185,0.8890391204244841,-1.3852742739555783
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_a,stress,next_open,2.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,AVAXUSDT,122,145.65725765262692,0.3524590163934426,-0.5340431831247807,-65.15326834122325,,,0.4107401679290405,1.0561560461741353,-1.3995946623634312
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_a,stress,next_open,2.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,BNBUSDT,221,256.00079286422203,0.2669683257918552,-1.1859329549016497,-262.0911830332646,,,0.12171374899292621,0.6156075747261578,-1.8420495675438762
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_a,stress,next_open,2.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,BTCUSDT,104,119.48022672913731,0.20192307692307693,-1.803257424719211,-187.53877217079796,,,0.0688701572802469,0.6605300838869246,-2.426625348583414
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_a,stress,next_open,2.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,ETHUSDT,95,111.43344595724751,0.24210526315789474,-0.8905973650654605,-84.60674968121874,,,0.1893796881756441,0.8593955302400554,-1.4496228732880558
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_a,stress,next_open,2.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,LINKUSDT,135,148.70696154812768,0.32592592592592595,-0.6979623527676393,-94.2249176236313,,,0.29438290556476693,0.8934218793411635,-1.467422860600467
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_a,stress,next_open,2.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,LTCUSDT,75,117.6328502415459,0.32,-0.7543576510665206,-56.576823829989046,,,0.24297241407554568,0.7566108841503029,-1.4654016676391433
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_a,stress,next_open,2.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,SOLUSDT,117,159.86003195261662,0.24786324786324787,-0.8461637361867941,-99.0011571338549,,,0.2108109025375042,0.9119147985309733,-1.4255305260369673
15m,fz2.5_react0_body0.5_cl0.6_cs0.4,model_a,stress,next_open,2.5,0.0,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,XRPUSDT,82,99.51365382618629,0.3170731707317073,-0.5630898897766882,-46.173370961688434,,,0.35910123029170404,0.9950517990542666,-1.2865128167339173
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,ADAUSDT,121,142.09739433317702,0.3305785123966942,-0.5974872988510991,-72.29596316098299,,,0.3468260876133283,0.9597032879704723,-1.3664703046889122
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,AVAXUSDT,111,132.52422622493106,0.35135135135135137,-0.5345905465601347,-59.33955066817496,,,0.4077113649734836,1.0473674302547058,-1.3914844506681734
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,BNBUSDT,203,235.1500495540139,0.2660098522167488,-1.1817004487607061,-239.88519109842335,,,0.12356004629989135,0.6262757181956288,-1.836940133429445
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,BTCUSDT,97,111.43828839159923,0.21649484536082475,-1.7586019899762124,-170.5843930276926,,,0.07520041363612603,0.6605300838869246,-2.4270463788068164
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,ETHUSDT,86,100.87659318235039,0.2441860465116279,-0.9053638865610677,-77.86129424425182,,,0.18568945150437283,0.8454725200089426,-1.4710187256067635
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,LINKUSDT,125,137.6916310630812,0.328,-0.6911230631604595,-86.39038289505743,,,0.30077761858665375,0.9063829709408567,-1.4708581512337209
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,LTCUSDT,70,109.79066022544283,0.3142857142857143,-0.7735630466611569,-54.14941326628099,,,0.23504040517314362,0.7562669215748472,-1.4747351154359922
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,SOLUSDT,113,154.3947317149203,0.26548672566371684,-0.807667579596092,-91.2664364943584,,,0.227757443874554,0.8972401275831666,-1.4238992809861855
15m,fz2.5_react0_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.5,0.0,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,XRPUSDT,73,88.59448982417278,0.3150684931506849,-0.6031879594009375,-44.032721036268434,,,0.3487774765582636,1.0253371811379461,-1.3523095240488237
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.25,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,ADAUSDT,253,297.0629876435723,0.31225296442687744,-0.6977704360904191,-176.53592033087602,,,0.2798931027320689,0.8685627913661348,-1.4089217290160958
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.25,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,AVAXUSDT,241,265.4110995948365,0.3112033195020747,-0.711880430806629,-171.56318382439758,,,0.2836233243229072,0.905656147662944,-1.4426951499946892
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.25,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,BNBUSDT,374,425.5975075455165,0.22994652406417113,-1.3010688441083027,-486.5997476965052,,,0.09858681021862155,0.6188256901600859,-1.8743706842023353
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.25,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,BTCUSDT,359,412.4230391193238,0.13649025069637882,-2.0077769627477835,-720.7919296264542,,,0.0430024383006825,0.6609918208375465,-2.4296146091854647
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.25,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,ETHUSDT,238,266.3485254691689,0.2815126050420168,-0.8234903393754142,-195.99070077134857,,,0.22424818494988272,0.8456035532791276,-1.4774628002400592
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.25,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,LINKUSDT,274,301.77265445864873,0.29927007299270075,-0.8109906969794214,-222.21145097236146,,,0.24288693037587836,0.8693526570873029,-1.5286373377787514
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.25,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,LTCUSDT,204,229.79491133384732,0.3088235294117647,-0.8089274974979016,-165.02120948957193,,,0.24107851289899448,0.8320719298249687,-1.542140007578333
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.25,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,SOLUSDT,228,280.4136092599088,0.2631578947368421,-0.7968671635953297,-181.68571329973517,,,0.23334775202041308,0.9216684810366006,-1.410629893821019
15m,fz2_react0.25_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.25,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,XRPUSDT,223,270.59113402775375,0.28699551569506726,-0.7660695548089497,-170.83351072239577,,,0.24348957553974745,0.8591293339463619,-1.4202376609746097
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_a,stress,next_open,2.0,0.25,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,ADAUSDT,225,264.18645146167495,0.3111111111111111,-0.7001080769623328,-157.52431731652487,,,0.28188906857812684,0.8833570163802443,-1.4152213449234967
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_a,stress,next_open,2.0,0.25,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,AVAXUSDT,228,251.09431828889097,0.2850877192982456,-0.7362599141402338,-167.8672604239733,,,0.26935755678236234,0.9520876098368836,-1.409527331677121
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_a,stress,next_open,2.0,0.25,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,BNBUSDT,343,390.32070879174375,0.22740524781341107,-1.288100409384948,-441.8184404190372,,,0.09765323742579878,0.6130027415069456,-1.8476703934210528
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_a,stress,next_open,2.0,0.25,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,BTCUSDT,336,386.00039315903285,0.14285714285714285,-1.9744005288457507,-663.3985776921722,,,0.04641935569830945,0.6727829543412756,-2.4155977760435885
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_a,stress,next_open,2.0,0.25,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,ETHUSDT,219,245.08540788969745,0.2785388127853881,-0.8310984617271437,-182.01056311824448,,,0.21982650581788632,0.8407282169716718,-1.4765505338830154
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_a,stress,next_open,2.0,0.25,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,LINKUSDT,247,272.0359330338914,0.30364372469635625,-0.7965154847615449,-196.7393247361016,,,0.25462882227555944,0.896117335898427,-1.5345821216772306
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_a,stress,next_open,2.0,0.25,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,LTCUSDT,193,217.39702528189147,0.29015544041450775,-0.8422136038028789,-162.54722553395564,,,0.22408547113325164,0.8382843327836508,-1.5291324683929932
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_a,stress,next_open,2.0,0.25,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,SOLUSDT,222,273.0343037530691,0.25675675675675674,-0.8152092828870522,-180.9764608009256,,,0.22527175025657942,0.9232186648484818,-1.4157571193775094
15m,fz2_react0.25_body0.25_cl0.7_cs0.3,model_a,stress,next_open,2.0,0.25,0.25,0.7,0.3,90,1.0,1.5,8,8.0,10.0,XRPUSDT,206,249.96311035747655,0.2766990291262136,-0.8113248646196968,-167.13292211165754,,,0.22859870970393942,0.8689215424520799,-1.4541036914860812
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.25,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,ADAUSDT,212,248.964029740773,0.3443396226415094,-0.6318857921784402,-133.95978794182932,,,0.320227082245918,0.8644617690784909,-1.417737389097548
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.25,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,AVAXUSDT,212,233.4736643738811,0.3113207547169811,-0.7191008925308471,-152.44938921653957,,,0.28631291237725587,0.9266481188918931,-1.4630696237219487
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.25,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,BNBUSDT,321,365.2855612890663,0.24610591900311526,-1.2618770384063571,-405.06252932844063,,,0.10592064998488765,0.6074346359008793,-1.8721068824983889
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.25,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,BTCUSDT,312,358.44068018741194,0.13141025641025642,-2.0824481388263902,-649.7238193138337,,,0.04045073141224988,0.6680424065751207,-2.4985740146989435
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.25,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,ETHUSDT,200,223.82229031022598,0.295,-0.8038391853654914,-160.76783707309826,,,0.2325048514310622,0.8254742638487611,-1.4856086428381217
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.25,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,LINKUSDT,243,267.6725307866298,0.2880658436213992,-0.8347585431002253,-202.84632597335477,,,0.22716904851947717,0.8517923944568775,-1.5171779976030992
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.25,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,LTCUSDT,178,200.50732459521973,0.29775280898876405,-0.8622048827125621,-153.47246912283606,,,0.224155810715431,0.8366235788125221,-1.5825081503991978
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.25,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,SOLUSDT,205,252.1351152267705,0.24878048780487805,-0.8791911321503575,-180.23418209082328,,,0.2057097979696716,0.9152563617611276,-1.4734562113028622
15m,fz2_react0.25_body0.5_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.25,0.5,0.6,0.4,90,1.0,1.5,8,8.0,10.0,XRPUSDT,192,232.9833887043189,0.3020833333333333,-0.7267626681797404,-139.53843229051017,,,0.2659846697994851,0.871800917831489,-1.418678250184601
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.0,0.25,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,ADAUSDT,194,227.82557438542432,0.32989690721649484,-0.6519879097734702,-126.48565449605323,,,0.310297462823538,0.8891554591956785,-1.4107046452659742
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.0,0.25,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,AVAXUSDT,199,219.15688306793555,0.2864321608040201,-0.7613823038522638,-151.5150784666005,,,0.26348237771131716,0.9509319315031229,-1.4487197081850598
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.0,0.25,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,BNBUSDT,294,334.5606075357804,0.24829931972789115,-1.2499294254150353,-367.47925107202036,,,0.10776032263907336,0.6079772285938524,-1.863627098458695
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.0,0.25,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,BTCUSDT,291,334.31486517479766,0.13745704467353953,-2.0289819415582624,-590.4337449934543,,,0.04433824992943602,0.6848343294675048,-2.461462622199819
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.0,0.25,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,ETHUSDT,181,202.5591727307545,0.30386740331491713,-0.7937341690193984,-143.6658845925111,,,0.23964968249202406,0.8232923653682687,-1.4995790848235389
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.0,0.25,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,LINKUSDT,225,247.84493591354612,0.29333333333333333,-0.8105399552704436,-182.3714899358498,,,0.24107093094495458,0.8777213610136863,-1.511327671463856
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.0,0.25,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,LTCUSDT,170,191.48960776125156,0.3,-0.846550525629704,-143.9135893570497,,,0.22931172206677725,0.8396129555314322,-1.5691920175559055
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.0,0.25,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,SOLUSDT,196,241.20113712139826,0.25510204081632654,-0.8586750455050004,-168.30030891898008,,,0.2143815117034067,0.9185240720195444,-1.4673048802736801
15m,fz2_react0.25_body0.5_cl0.7_cs0.3,model_a,stress,next_open,2.0,0.25,0.5,0.7,0.3,90,1.0,1.5,8,8.0,10.0,XRPUSDT,176,213.59767409663576,0.3068181818181818,-0.7477075774528511,-131.5965336317018,,,0.26519330523127266,0.8795087036273828,-1.467950849406397
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,ADAUSDT,262,307.6304457020393,0.3320610687022901,-0.6589037365208826,-172.63277896847126,,,0.29321427578043924,0.8231923979912235,-1.3957172433926155
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,AVAXUSDT,252,277.50786721522564,0.30952380952380953,-0.7024492045056792,-177.01719953543116,,,0.28449540702157666,0.902368022294206,-1.421850030312524
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,BNBUSDT,384,436.97712004673355,0.24479166666666666,-1.2482051128591571,-479.31076333791634,,,0.10658210862735268,0.6083016447959824,-1.8499693722370298
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,BTCUSDT,375,430.8040102221349,0.136,-2.01023536020077,-753.8382600752888,,,0.04370182278654934,0.6754826885038878,-2.4329872752746513
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,ETHUSDT,243,271.94408272692453,0.29218106995884774,-0.7806193305454667,-189.69049732254842,,,0.24114022054276524,0.8489758665601366,-1.4533010688855703
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,LINKUSDT,285,313.88761503910547,0.3192982456140351,-0.7683393816350346,-218.97672376598484,,,0.26339175320962704,0.8604431029780163,-1.5323559079225997
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,LTCUSDT,223,251.17317143683144,0.30493273542600896,-0.8176241586408552,-182.33018737691071,,,0.23536008044405365,0.8253259527571514,-1.5384022720283679
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,SOLUSDT,243,298.8618730270081,0.25925925925925924,-0.7970469231540644,-193.68240232643765,,,0.23146923641438574,0.9259374210455629,-1.400091443623934
15m,fz2_react0_body0.25_cl0.6_cs0.4,model_a,stress,next_open,2.0,0.0,0.25,0.6,0.4,90,1.0,1.5,8,8.0,10.0,XRPUSDT,227,275.4733854779539,0.2907488986784141,-0.7560977193479461,-171.63418229198376,,,0.24753585624326077,0.8554845220717332,-1.41674634005415
