timeframe,param_id,exit_model,friction_case,entry_mode,funding_z_min,reaction_atr_min,body_min,close_loc_long_min,close_loc_short_max,funding_z_lookback,stop_atr_mult,target_r,max_hold_bars,taker_fee_bps_per_side,slippage_bps_per_side,month,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r
1h,fz1.5_react0_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-12,90,1094.2302357836338,0.4111111111111111,-0.19645073622546907,-17.680566260292217,,,0.6842159744845184,1.0353745817150193,-1.0564042600707158
1h,fz1.5_react0_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2026-01,114,1361.4768392370572,0.3333333333333333,-0.4488110039664705,-51.16445445217764,,,0.34956316705258533,0.7236112163742746,-1.035022114136843
1h,fz1.5_react0_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2026-02,106,1382.732142857143,0.46226415094339623,-0.06034554072385635,-6.3966273167287735,,,0.8785162803300385,0.9440319686569054,-0.9237577856301251
1h,fz1.5_react0_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2026-03,100,1238.135593220339,0.32,-0.37127427788262957,-37.127427788262956,,,0.423634911884795,0.8527838367943243,-0.947301625965902
1h,fz1.5_react0_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2026-04,90,1174.0178571428573,0.37777777777777777,-0.23484164588728756,-21.13574812985588,,,0.6141094418481295,0.9892825076097925,-0.9780598819390862
1h,fz1.5_react0_body0.25_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2026-05,5,1826.25,0.4,-0.051415793502330095,-0.2570789675116505,,,0.901659698422285,1.178549082107936,-0.8713923772425076
1h,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-06,76,1090.3698854337151,0.4605263157894737,-0.15469231702716427,-11.756616094064485,,,0.7131387515953289,0.8350576226494172,-0.9996008021169289
1h,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-07,63,757.5555555555555,0.36507936507936506,-0.2095556182583735,-13.202003950277529,,,0.6181540137949331,0.9292241450887743,-0.8643539821829833
1h,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-08,125,1480.7432432432433,0.392,-0.13525891709498902,-16.907364636873627,,,0.7572961701307117,1.0766361798047213,-0.9166123348329601
1h,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-09,90,1109.620253164557,0.3,-0.36680480241367813,-33.01243221723103,,,0.472377462637344,1.0946608580789892,-0.9931472283391068
1h,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-10,108,1320.4016736401672,0.4444444444444444,-0.06951995172155578,-7.508154785928024,,,0.850414525384592,0.8892691487934276,-0.8365512321335424
1h,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-11,75,1045.2305246422893,0.36,-0.2172779357951448,-16.29584518463586,,,0.6640991715373402,1.1932597438828372,-1.0107053806140096
1h,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-12,81,984.8072122052704,0.4074074074074074,-0.19714975305230045,-15.969129997236337,,,0.6773670083442868,1.0159739705982718,-1.031172313062069
1h,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2026-01,98,1171.9890859481582,0.32653061224489793,-0.4989827170707052,-48.90030627292911,,,0.2909159076639985,0.6269477211075145,-1.0448883840662055
1h,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2026-02,100,1304.4642857142858,0.46,-0.07720162133864847,-7.720162133864847,,,0.8426031886498799,0.8984538166679606,-0.9083155129739082
1h,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2026-03,88,1078.8923076923077,0.3409090909090909,-0.3582195303895261,-31.523318674278297,,,0.42795029267052465,0.7860863184763842,-0.9501018660098246
1h,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2026-04,75,982.7354260089686,0.44,-0.10512982929954343,-7.884737197465757,,,0.8013487296029764,0.9638367662655759,-0.945032154386423
1h,fz1.5_react0_body0.5_cl0.6_cs0.4,model_a,base,next_close,1.5,0.0,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2026-05,4,876.5999999999999,0.5,0.08350452390688134,0.3340180956275254,,,1.165103744935115,1.178549082107936,-1.0115400342941734
1h,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-06,72,1064.337268128162,0.4305555555555556,-0.2064250185448836,-14.862601335231618,,,0.6293382546763993,0.8140282931439862,-0.9779872786023217
1h,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-07,58,704.1939058171745,0.3448275862068966,-0.2423048955675237,-14.053683942916374,,,0.580416312771634,0.9720334301945645,-0.881430330179149
1h,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-08,118,1397.8216216216217,0.3898305084745763,-0.15550964122665287,-18.350137664745038,,,0.7260297003050581,1.0571397356738153,-0.9302578542463963
1h,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-09,83,1023.3164556962026,0.3253012048192771,-0.30481456991174644,-25.299609302674952,,,0.5380467607367987,1.0913701083462615,-0.9779750397861431
1h,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-10,100,1222.5941422594142,0.43,-0.08452114370685933,-8.452114370685933,,,0.8243748508498417,0.9226456484451888,-0.8443136360320886
1h,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-11,65,905.866454689984,0.38461538461538464,-0.13867946192070862,-9.014165024846061,,,0.7707186262279395,1.2120277840707678,-0.9828714906653815
1h,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-12,77,936.1747572815533,0.4155844155844156,-0.170771929470848,-13.149438569255295,,,0.7136725338089677,1.024219889154022,-1.0205438893818666
1h,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2026-01,91,1095.75,0.32967032967032966,-0.49937539709418555,-45.44316113557088,,,0.2923156244258961,0.6256907025091363,-1.0526865936204093
1h,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2026-02,94,1226.1964285714287,0.4787234042553192,-0.022998447519894744,-2.161854066870106,,,0.950080359735283,0.9143295454033277,-0.883809869592242
1h,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2026-03,81,993.0713286713287,0.345679012345679,-0.3381875346104786,-27.39319030344877,,,0.45464690608313213,0.8156071830296695,-0.9477394609109343
1h,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2026-04,70,917.219730941704,0.44285714285714284,-0.1252916397472243,-8.7704147823057,,,0.7657980973129018,0.9250864147385867,-0.9602075292103047
1h,fz1.5_react0_body0.5_cl0.7_cs0.3,model_a,base,next_close,1.5,0.0,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2026-05,3,1095.75,0.6666666666666666,0.3772990321120635,1.1318970963361905,,,1.9238459923113176,1.178549082107936,-1.2252010678796816
1h,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-06,28,547.875,0.5357142857142857,-0.02416979800036442,-0.6767543440102037,,,0.9539777506497658,0.9352122737101358,-1.13114911151248
1h,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-07,19,231.004160887656,0.47368421052631576,-0.03222973439100831,-0.612364953429158,,,0.9365952279091723,1.0050734777484287,-0.9658026253165017
1h,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-08,46,655.6682926829268,0.41304347826086957,-0.08079416889378678,-3.7165317691141917,,,0.846880230490281,1.0818697475322623,-0.8989650730454508
1h,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-09,24,299.69230769230774,0.2916666666666667,-0.428188695261033,-10.276528686264792,,,0.44364298895657467,1.1706537379971864,-1.0865355795438294
1h,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-10,42,534.3570391872279,0.5476190476190477,0.1679084984051855,7.052156933017791,,,1.4676772520864823,0.9622290160815048,-0.7936373914135167
1h,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-11,11,184.37093690248565,0.0,-0.9487936504506206,-10.436730154956827,,,0.0,0.0,-0.9487936504506206
1h,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-12,14,183.17014925373132,0.35714285714285715,-0.21697155030670054,-3.0376017042938077,,,0.6748888878799599,1.261134153591272,-1.0381413858055741
1h,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2026-01,29,350.1570247933884,0.27586206896551724,-0.5974034901053398,-17.324701213054855,,,0.25853923238173376,0.7551166475156177,-1.1126492568180855
1h,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2026-02,35,562.954128440367,0.42857142857142855,-0.22143185729532605,-7.750115005336411,,,0.5789818591144776,0.710527735567065,-0.9204015519421194
1h,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2026-03,21,325.81592920353984,0.38095238095238093,-0.13220745970884443,-2.776356653885733,,,0.7368437097185003,0.9717328693542089,-0.8115553545168772
1h,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2026-04,20,269.7230769230769,0.35,-0.2845938502234678,-5.691877004469355,,,0.5586528758937902,1.0292460398441792,-0.9920460987214315
1h,fz2.5_react0.25_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2026-05,1,365.25,1.0,1.1870595761178362,1.1870595761178362,,,inf,1.1870595761178362,0.0
1h,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-06,27,528.3080357142857,0.5555555555555556,0.022091815606798085,0.5964790213835482,,,1.0444082875287486,0.9352122737101358,-1.119308757022374
1h,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-07,16,213.15501519756842,0.5625,0.17728157644767123,2.8365052231627397,,,1.4568262076491767,1.0050734777484287,-0.8870222966533028
1h,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-08,41,584.4,0.43902439024390244,-0.045089605727634686,-1.848673834833022,,,0.9120333696202991,1.0648306949742268,-0.913722884537787
1h,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-09,22,273.1614730878187,0.4090909090909091,-0.17687616420521957,-3.8912756125148302,,,0.7369573198238706,1.2113387176791357,-1.1379480055097733
1h,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-10,39,496.188679245283,0.5128205128205128,0.13641694805388035,5.320260974101334,,,1.354732313592045,1.0159110380125516,-0.7893663045341944
1h,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-11,10,167.60994263862332,0.0,-0.9374303327813058,-9.374303327813058,,,0.0,0.0,-0.9374303327813058
1h,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-12,14,183.17014925373132,0.35714285714285715,-0.21697155030670054,-3.0376017042938077,,,0.6748888878799599,1.261134153591272,-1.0381413858055741
1h,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2026-01,28,339.01657458563534,0.2857142857142857,-0.6074463628075547,-17.00849815861153,,,0.23270977966050244,0.6448087949523297,-1.1083484259115086
1h,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2026-02,29,466.4477064220183,0.4827586206896552,-0.10689203346544845,-3.0998689704980054,,,0.7688863389815199,0.7366341162257456,-0.8941831065105628
1h,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2026-03,21,325.81592920353984,0.38095238095238093,-0.1243746529455892,-2.611867711857373,,,0.7485138219274148,0.9717328693542089,-0.7989023589762342
1h,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2026-04,18,242.75076923076924,0.4444444444444444,-0.08473052315086102,-1.5251494167154984,,,0.8477487757792923,1.0615214734060021,-1.0017321203963516
1h,fz2.5_react0.25_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2026-05,1,365.25,1.0,1.1870595761178362,1.1870595761178362,,,inf,1.1870595761178362,0.0
1h,fz2.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-06,23,451.0469798657718,0.6086956521739131,0.09414218269624054,2.1652702020135326,,,1.2191986795959449,0.8602419425836275,-1.0975685549063614
1h,fz2.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-07,13,174.5145482388974,0.5384615384615384,0.2808936664806415,3.65161766424834,,,1.962685789334162,1.063539137381001,-0.6321927162364448
1h,fz2.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-08,43,611.9123376623377,0.3953488372093023,-0.1129722409375029,-4.857806360312624,,,0.7832954760440762,1.0328777409114396,-0.8621818444541192
1h,fz2.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-09,18,232.04117647058823,0.3888888888888889,-0.2610889879629219,-4.699601783332595,,,0.6352349324847485,1.169187468634241,-1.1712649148883891
1h,fz2.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-10,39,496.188679245283,0.5384615384615384,0.15311246991319122,5.971386326614457,,,1.3963661581323303,1.0017483188378131,-0.8369626871655343
1h,fz2.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-11,9,150.848948374761,0.0,-1.075926253818699,-9.683336284368291,,,0.0,0.0,-1.075926253818699
1h,fz2.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-12,13,170.0865671641791,0.3076923076923077,-0.3233998298118373,-4.204197787553885,,,0.5613654906065438,1.3451355873028932,-1.064971126307273
1h,fz2.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2026-01,24,289.78512396694214,0.2916666666666667,-0.6058936759524232,-14.541448222858156,,,0.24954123646729687,0.6907567069804327,-1.1398085395130106
1h,fz2.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2026-02,30,482.5321100917431,0.4666666666666667,-0.12761141734400486,-3.8283425203201453,,,0.7337425680859354,0.7535719559018208,-0.8986468689341023
1h,fz2.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2026-03,16,248.24070796460177,0.375,-0.18198978216073453,-2.9118365145717524,,,0.6355914374725364,0.8464575873964724,-0.7990582038950587
1h,fz2.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2026-04,17,231.04186046511626,0.4117647058823529,-0.33672971879603336,-5.724405219532567,,,0.5174857307072439,0.8770423136874721,-1.1863701415344872
1h,fz2.5_react0.25_body0.5_cl0.6_cs0.4,model_a,base,next_close,2.5,0.25,0.5,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2026-05,1,365.25,1.0,1.1870595761178362,1.1870595761178362,,,inf,1.1870595761178362,0.0
1h,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-06,22,431.43624161073825,0.5909090909090909,0.0418775594917357,0.9213063088181854,,,1.0945172816870754,0.8206766804397847,-1.0830545040998905
1h,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-07,13,174.5145482388974,0.5384615384615384,0.2808936664806415,3.65161766424834,,,1.962685789334162,1.063539137381001,-0.6321927162364448
1h,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-08,39,554.9902597402597,0.4358974358974359,-0.0395703162613865,-1.5432423341940733,,,0.9191131496657748,1.0315166961209878,-0.8672284621932213
1h,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-09,17,219.15,0.4117647058823529,-0.19422611164894862,-3.3018438980321267,,,0.7125370884107703,1.169187468634241,-1.1486156178471814
1h,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-10,34,432.57474600870825,0.5,0.11349092394758234,3.8586914142177995,,,1.2789551259300749,1.0406677306634986,-0.813685882768334
1h,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-11,7,117.32695984703632,0.0,-1.0795657120658333,-7.556959984460834,,,0.0,0.0,-1.0795657120658333
1h,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-12,13,170.0865671641791,0.3076923076923077,-0.3233998298118373,-4.204197787553885,,,0.5613654906065438,1.3451355873028932,-1.064971126307273
1h,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2026-01,23,281.1966527196653,0.30434782608695654,-0.6213212351440194,-14.290388408312445,,,0.2166741166705314,0.5646905897652462,-1.140201408541823
1h,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2026-02,28,450.3633027522936,0.42857142857142855,-0.20251314531323078,-5.670368068770462,,,0.6068494540258148,0.729377037603621,-0.9014307825008697
1h,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2026-03,16,248.24070796460177,0.375,-0.17170922328396204,-2.7473475725433927,,,0.6489503078331839,0.8464575873964724,-0.7826093096922226
1h,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2026-04,16,217.45116279069765,0.4375,-0.2833854408637896,-4.534167053820633,,,0.575192517388715,0.8770423136874721,-1.1859403610703265
1h,fz2.5_react0.25_body0.5_cl0.7_cs0.3,model_a,base,next_close,2.5,0.25,0.5,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2026-05,1,365.25,1.0,1.1870595761178362,1.1870595761178362,,,inf,1.1870595761178362,0.0
1h,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-06,29,567.4419642857142,0.5172413793103449,-0.07125588225224648,-2.066420585315148,,,0.8707716611931609,0.9282692957350968,-1.1421757158101142
1h,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-07,20,243.1622746185853,0.45,-0.08710439698818626,-1.742087939763725,,,0.8385123809343814,1.0050734777484287,-0.9807044763181441
1h,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-08,47,604.9955947136564,0.425531914893617,-0.051794365698474835,-2.4343351878283173,,,0.8996642700217308,1.0913781113767282,-0.8985887931615882
1h,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-09,24,299.69230769230774,0.2916666666666667,-0.428188695261033,-10.276528686264792,,,0.44364298895657467,1.1706537379971864,-1.0865355795438294
1h,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-10,47,597.104347826087,0.5957446808510638,0.21570182591997272,10.137985818238718,,,1.6714525500862991,0.9013062292262576,-0.7946625578998155
1h,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-11,11,184.01908396946564,0.0,-0.9487198194437615,-10.435918013881377,,,0.0,0.0,-0.9487198194437615
1h,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2025-12,14,183.17014925373132,0.35714285714285715,-0.16119723418874607,-2.256761278642445,,,0.7364345472920999,1.261134153591272,-0.9513813385109783
1h,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2026-01,30,362.2314049586777,0.26666666666666666,-0.6148042647269921,-18.444127941809764,,,0.24671913825500846,0.7551166475156177,-1.112957323724305
1h,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2026-02,36,579.0385321100918,0.4166666666666667,-0.26623974948359547,-9.584630981409436,,,0.5265106226826523,0.710527735567065,-0.9639308102340671
1h,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2026-03,21,325.81592920353984,0.38095238095238093,-0.13121775763207008,-2.7555729102734716,,,0.7388136918025779,0.9743308373057415,-0.8115553545168772
1h,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2026-04,22,296.6953846153846,0.36363636363636365,-0.2520774495901018,-5.54570389098224,,,0.607674070113977,1.0737183672957613,-1.0096750592391663
1h,fz2.5_react0_body0.25_cl0.6_cs0.4,model_a,base,next_close,2.5,0.0,0.25,0.6,0.4,90,1.0,1.5,6,4.0,5.0,2026-05,1,365.25,1.0,1.1870595761178362,1.1870595761178362,,,inf,1.1870595761178362,0.0
1h,fz2.5_react0_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.5,0.0,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-06,28,547.875,0.5357142857142857,-0.02840930466241245,-0.7954605305475486,,,0.9459587260196384,0.9282692957350968,-1.132269228198
1h,fz2.5_react0_body0.25_cl0.7_cs0.3,model_a,base,next_close,2.5,0.0,0.25,0.7,0.3,90,1.0,1.5,6,4.0,5.0,2025-07,17,226.47720364741642,0.5294117647058824,0.10039895510753954,1.7067822368281722,,,1.2325671566730982,1.0050734777484287,-0.9173598828634608
