scenario_entry_mode,scenario_friction_mode,concurrent_cap,symbol_cap,selection_policy,account_allocation,trades_taken,trades_skipped,skip_rate,account_total_return_pct,cagr_pct,max_drawdown_pct,max_exposure_pct,sharpe_like,best_month_contribution,best_symbol_contribution
next_close,cluster_stress,unlimited,unlimited,largest_drop,0.005,966,0,0.0,12.602749912097666,2.006506794679286,-0.9964189224864972,20.5,8.897339573316724,0.29292226689263806,0.17411005538333524
next_close,cluster_stress,unlimited,unlimited,liquidity_priority,0.005,966,0,0.0,12.602749912097666,2.006506794679286,-0.9964189224864972,20.5,8.897339573316724,0.29292226689263806,0.17411005538333524
next_close,base,15,unlimited,liquidity_priority,0.01,790,176,0.18219461697722567,12.520675736753063,1.9940587574477364,-2.332776400366532,15.0,5.691756276393758,0.19235652708452008,0.19883037342832457
next_close,base,15,unlimited,symbol_order,0.01,790,176,0.18219461697722567,12.520675736753063,1.9940587574477364,-2.332776400366532,15.0,5.691756276393758,0.19235652708452008,0.19883037342832457
next_open,base,15,unlimited,liquidity_priority,0.01,790,176,0.18219461697722567,12.370181406650493,1.9712139090088288,-2.8598647092780594,15.0,5.708381367788201,0.20233960825704547,0.22964524402171882
next_open,base,15,unlimited,symbol_order,0.01,790,176,0.18219461697722567,12.370181406650493,1.9712139090088288,-2.8598647092780594,15.0,5.708381367788201,0.20233960825704547,0.22964524402171882
next_open,base,20,2,largest_drop,0.01,781,185,0.1915113871635611,12.346070443252799,1.9675515280426215,-2.87354139078404,18.0,5.725793812468069,0.2193790214151633,0.19778534302932543
next_open,base,20,2,liquidity_priority,0.01,781,185,0.1915113871635611,12.346070443252799,1.9675515280426215,-2.87354139078404,18.0,5.725793812468069,0.2193790214151633,0.19778534302932543
next_open,base,unlimited,2,symbol_order,0.01,781,185,0.1915113871635611,12.346070443252799,1.9675515280426215,-2.87354139078404,18.0,5.725793812468069,0.2193790214151633,0.19778534302932543
next_open,base,20,2,symbol_order,0.01,781,185,0.1915113871635611,12.346070443252799,1.9675515280426215,-2.87354139078404,18.0,5.725793812468069,0.2193790214151633,0.19778534302932543
next_open,base,unlimited,2,largest_drop,0.01,781,185,0.1915113871635611,12.346070443252799,1.9675515280426215,-2.87354139078404,18.0,5.725793812468069,0.2193790214151633,0.19778534302932543
next_open,base,unlimited,2,liquidity_priority,0.01,781,185,0.1915113871635611,12.346070443252799,1.9675515280426215,-2.87354139078404,18.0,5.725793812468069,0.2193790214151633,0.19778534302932543
next_open,stress,15,unlimited,largest_drop,0.01,790,176,0.18219461697722567,12.00172538980877,1.9151750302680126,-2.8302792946929944,15.0,5.336344496211046,0.20004565250846293,0.19085547328706667
next_close,base,15,2,largest_drop,0.01,768,198,0.20496894409937888,11.966388126317007,1.9097924841750213,-2.283358406319258,15.0,5.524571816149275,0.20245304218578694,0.17806017021092296
next_close,base,15,2,symbol_order,0.01,768,198,0.20496894409937888,11.674967654195623,1.8653495182811897,-2.283358406319258,15.0,5.432442857214046,0.20750650039515423,0.1732921234081438
next_close,base,15,2,liquidity_priority,0.01,768,198,0.20496894409937888,11.674967654195623,1.8653495182811897,-2.283358406319258,15.0,5.432442857214046,0.20750650039515423,0.1732921234081438
next_open,base,15,2,largest_drop,0.01,768,198,0.20496894409937888,11.50387330507725,1.839211832418508,-2.87354139078404,15.0,5.397484530952359,0.230179633147242,0.19162815058071087
next_open,base,15,2,liquidity_priority,0.01,768,198,0.20496894409937888,11.248834495377235,1.80018808938458,-2.87354139078404,15.0,5.3207254586527535,0.23539837289127358,0.1907029628369143
next_open,base,15,2,symbol_order,0.01,768,198,0.20496894409937888,11.248834495377235,1.80018808938458,-2.87354139078404,15.0,5.3207254586527535,0.23539837289127358,0.1907029628369143
next_close,stress,15,unlimited,largest_drop,0.01,790,176,0.18219461697722567,11.239521961209054,1.7987617601800565,-2.3224508201578398,15.0,5.173580978736295,0.20521651748096353,0.1957530616220183
next_close,stress,20,2,liquidity_priority,0.01,781,185,0.1915113871635611,11.149520314116046,1.7849717743484872,-2.3339042587113834,18.0,5.128854166352208,0.20642535983701557,0.17405318325495406
