scenario_id,scenario_entry_mode,scenario_friction_mode,concurrent_cap,symbol_cap,selection_policy,account_allocation,month,trades_taken,trades_skipped,skip_rate,cumulative_return_units,average_trade_return_pct,median_trade_return_pct,win_rate,account_total_return_pct,cagr_pct,max_drawdown_pct,max_drawdown_units,sharpe_like,max_losing_streak,average_concurrent_positions,max_concurrent_positions,p95_concurrent_positions,average_exposure_pct,max_exposure_pct,p95_exposure_pct,worst_month,worst_month_return_pct,best_month,best_month_contribution,best_symbol,best_symbol_contribution,positive_symbol_rate,liquidation_margin_risk_proxy
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2022-02,9,0,0.0,-0.10704039550160979,-1.1893377277956645,-0.02321569603803,0.4444444444444444,-0.026760371389578097,-4.270999186152224,-0.031353769103092954,-0.12542490797245323,-0.9596873769312857,2,1.8333333333333333,4,4.0,0.4583333333333333,1.0,1.0,2022-02,-0.026760371389578097,2022-02,,SOLUSDT,,0.4,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2022-04,1,0,0.0,-0.0022029086248346,-0.22029086248345997,-0.22029086248345997,0.0,-0.0005507271562121829,-0.2009514693467218,0.0,0.0,0.0,1,0.5,1,0.95,0.125,0.25,0.2375,2022-04,-0.0005507271562121829,2022-04,,SOLUSDT,,0.0,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2022-05,28,0,0.0,0.8288509499524453,2.9601819641158764,2.10237904305762,0.6785714285714286,0.2073624469193014,30.10448909337553,-0.10897254327421058,-0.4360677289097033,1.9002372284651952,5,2.25,5,5.0,0.5625,1.25,1.25,2022-05,0.2073624469193014,2022-05,1.0,AVAXUSDT,0.48486526815718567,0.875,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2022-06,16,0,0.0,0.1940632905344728,1.212895565840455,0.217180921462245,0.5,0.04852151393355264,2.904938623180775,-0.011573141869314352,-0.04629422274397571,1.4371967784340873,4,1.625,4,3.4499999999999993,0.40625,1.0,0.8624999999999999,2022-06,0.04852151393355264,2022-06,1.0,ETHUSDT,0.5258818760002014,0.7142857142857143,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2022-09,4,0,0.0,-0.0207603537226348,-0.51900884306587,-0.777700500673555,0.25,-0.005190662125242884,-0.6793675630818341,-0.0107765852413233,-0.0431070329796661,-0.3869226958007568,2,1.0,2,2.0,0.25,0.5,0.5,2022-09,-0.005190662125242884,2022-09,,XRPUSDT,,0.25,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2022-10,1,0,0.0,0.0363409741714083,3.63409741714083,3.63409741714083,1.0,0.009085243542861221,3.3739018903133244,0.0,0.0,0.0,0,0.5,1,0.95,0.125,0.25,0.2375,2022-10,0.009085243542861221,2022-10,1.0,SOLUSDT,1.0,1.0,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2022-11,23,0,0.0,-0.015738391510962096,-0.06842778917809607,0.60708138688378,0.5217391304347826,-0.003973216644204136,-0.24584507187198623,-0.06167649315123036,-0.24674508182427396,-0.04374262470161486,4,1.9782608695652173,5,4.0,0.4945652173913044,1.25,1.0,2022-11,-0.003973216644204136,2022-11,,XRPUSDT,,0.5,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2022-12,5,0,0.0,-0.065671524526258,-1.3134304905251601,-1.34859211903479,0.2,-0.016416970834975952,-5.820524335687938,-0.013589870455332775,-0.054361659367019005,-2.5342965550417835,4,2.5,5,4.549999999999999,0.625,1.25,1.1374999999999997,2022-12,-0.016416970834975952,2022-12,,XRPUSDT,,0.2,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2023-01,2,0,0.0,-0.0467207714172382,-2.33603857086191,-2.33603857086191,0.0,-0.011679872526793034,-4.17659559143857,-0.004399966564017088,-0.017599866256069095,-4.0552568047102415,2,1.0,2,1.8499999999999996,0.25,0.5,0.4624999999999999,2023-01,-0.011679872526793034,2023-01,,LINKUSDT,,0.0,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2023-03,4,0,0.0,0.0500305455154648,1.25076363788662,1.79116556482601,0.75,0.012508049314252645,0.55526674905364,-0.0019174587164494383,-0.0076698348658000015,1.8376847806154324,1,0.75,2,1.6499999999999995,0.1875,0.5,0.41249999999999987,2023-03,0.012508049314252645,2023-03,1.0,LTCUSDT,0.5627257536501927,1.0,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2023-06,7,0,0.0,-0.1261663870127076,-1.8023769573243944,-2.2954573968359,0.0,-0.03153749643454162,-2.51620144819783,-0.02559166616956654,-0.1023769778465976,-5.112320207248036,7,2.0714285714285716,5,4.35,0.5178571428571429,1.25,1.0875,2023-06,-0.03153749643454162,2023-06,,AVAXUSDT,,0.0,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2023-08,5,0,0.0,0.1472958402366001,2.9459168047320023,3.14237629950255,1.0,0.03682920831837855,14.395770186534861,0.0,0.0,5.549564267778161,0,2.5,5,4.549999999999999,0.625,1.25,1.1374999999999997,2023-08,0.03682920831837855,2023-08,1.0,ETHUSDT,0.30592734378962544,1.0,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2024-03,8,0,0.0,0.20216281575794048,2.527035196974256,2.3177065982098,0.875,0.05055088355285786,1.250438066054449,-0.00025475777736261307,-0.0010190311094450955,3.3483257332123153,1,1.875,5,4.25,0.46875,1.25,1.0625,2024-03,0.05055088355285786,2024-03,1.0,AVAXUSDT,0.4632531542374743,0.8333333333333334,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2024-04,10,0,0.0,0.5985292986804324,5.985292986804323,5.330763478703865,1.0,0.14973095604429165,68.10686011933417,0.0,0.0,6.828897720064416,0,2.5,5,5.0,0.625,1.25,1.25,2024-04,0.14973095604429165,2024-04,1.0,AVAXUSDT,0.21938876599960722,1.0,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2024-06,5,0,0.0,0.09554547757985969,1.910909551597194,2.02808342459498,1.0,0.02388857357242813,9.116135777347377,0.0,0.0,5.403838779804034,0,2.5,5,4.549999999999999,0.625,1.25,1.1374999999999997,2024-06,0.02388857357242813,2024-06,1.0,SOLUSDT,0.3085124218037038,1.0,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2024-07,5,0,0.0,0.0773167175246603,1.546334350493206,1.79399353734678,0.8,0.019330225978531068,7.314847451591522,-0.004127189066016612,-0.016508756264109803,1.8267147099126422,1,2.5,5,4.549999999999999,0.625,1.25,1.1374999999999997,2024-07,0.019330225978531068,2024-07,1.0,XRPUSDT,0.39992760028845853,0.8,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2024-08,12,0,0.0,0.3978437271742789,3.3153643931189904,2.432299601898465,0.6666666666666666,0.09949689934274364,43.79690737489776,-0.00731850037567483,-0.029274263812923203,2.1987626926470387,3,2.25,5,4.849999999999998,0.5625,1.25,1.2124999999999995,2024-08,0.09949689934274364,2024-08,1.0,SOLUSDT,0.3855938797194721,0.8571428571428571,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2024-11,1,0,0.0,-0.0232183814263493,-2.32183814263493,-2.32183814263493,0.0,-0.005804595356584397,-2.097871967305298,0.0,0.0,0.0,1,0.5,1,0.95,0.125,0.25,0.2375,2024-11,-0.005804595356584397,2024-11,,XRPUSDT,,0.0,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2024-12,6,0,0.0,0.0009281094261861009,0.015468490436435016,0.06429723547777,0.6666666666666666,0.00023187651119194186,0.005845252468827944,-0.005342816557363239,-0.021371540743562102,0.03853409605029339,1,2.1666666666666665,5,4.449999999999999,0.5416666666666666,1.25,1.1124999999999998,2024-12,0.00023187651119194186,2024-12,1.0,ADAUSDT,14.693061798113025,0.6666666666666666,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2025-01,5,0,0.0,0.14087072117905042,2.8174144235810084,1.7635149670821901,1.0,0.0352216587375942,13.726295399580902,0.0,0.0,2.2466807335110808,0,1.7,4,3.549999999999999,0.42500000000000004,1.0,0.8874999999999997,2025-01,0.0352216587375942,2025-01,1.0,XRPUSDT,0.5211388634764599,1.0,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2025-02,10,0,0.0,-0.5983172566125172,-5.983172566125172,-3.7602340537947603,0.1,-0.14949245782995835,-2.4338315155112755,-0.15586324195810963,-0.6238401739715717,-2.700951230587246,9,2.1,5,4.050000000000001,0.525,1.25,1.0125000000000002,2025-02,-0.14949245782995835,2025-02,,XRPUSDT,,0.0,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2025-03,15,0,0.0,0.3591729954681219,2.394486636454146,1.08490777322426,0.8,0.08982478260004534,4.825699416502882,-0.0010678358094762253,-0.0042713438350985185,2.483917584371917,2,1.7,5,4.0,0.42500000000000004,1.25,1.0,2025-03,0.08982478260004534,2025-03,1.0,ADAUSDT,0.5034160697186003,0.875,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2025-04,5,0,0.0,-0.36152204219093415,-7.230440843818683,-6.82654436303399,0.0,-0.09034805550532932,-28.118081577609424,-0.07169407358872393,-0.28685258094599086,-12.364935656625962,5,2.5,5,4.549999999999999,0.625,1.25,1.1374999999999997,2025-04,-0.09034805550532932,2025-04,,AVAXUSDT,,0.0,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2025-06,3,0,0.0,-0.00870606689971,-0.29020222999033335,-0.67931886201071,0.3333333333333333,-0.00217657209817812,-0.791849830741298,-0.0016982971550283388,-0.0067931886201071,-0.471050974645897,2,1.5,3,2.75,0.375,0.75,0.6875,2025-06,-0.00217657209817812,2025-06,,SOLUSDT,,0.3333333333333333,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2025-10,5,0,0.0,0.050251637336977,1.00503274673954,1.74078975634238,0.6,0.012562598518450763,4.695087305876333,-0.007640030680722276,-0.0305601227229128,0.8186235649622955,1,2.5,5,4.549999999999999,0.625,1.25,1.1374999999999997,2025-10,0.012562598518450763,2025-10,1.0,ETHUSDT,0.7327862135527267,0.6,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2025-11,3,0,0.0,0.057579922040856005,1.9193307346952002,1.62819567591771,1.0,0.014395651310672442,5.398301179771581,0.0,0.0,5.8873386271969315,0,1.5,3,2.75,0.375,0.75,0.6875,2025-11,0.014395651310672442,2025-11,1.0,AVAXUSDT,0.4463619047037444,1.0,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2026-01,10,0,0.0,-0.0555128766698427,-0.555128766698427,-0.297328993634145,0.5,-0.013877871884881987,-0.3980968529456508,-0.019631000859898773,-0.0785294699989669,-1.2917108872841336,4,1.9,5,4.050000000000001,0.475,1.25,1.0125000000000002,2026-01,-0.013877871884881987,2026-01,,AVAXUSDT,,0.42857142857142855,low
next_close_base_ccap5_scap1_symbol_order_alloc0.0025,next_close,base,5,1,symbol_order,0.0025,2026-02,11,0,0.0,0.2982356176643789,2.7112328878579897,1.95963106709006,0.6363636363636364,0.07457853371839462,31.297633247896293,-0.015836318039219588,-0.0633488817202579,2.116494828523509,4,1.9545454545454546,5,4.0,0.48863636363636365,1.25,1.0,2026-02,0.07457853371839462,2026-02,1.0,XRPUSDT,0.39487625308660756,0.7142857142857143,low
next_close_base_ccap5_scap1_largest_drop_alloc0.0025,next_close,base,5,1,largest_drop,0.0025,2020-02,2,0,0.0,0.0523301799882645,2.616508999413225,2.616508999413225,1.0,0.013082938044517434,4.894228161847414,0.0,0.0,3.5047274277441316,0,0.5,1,1.0,0.125,0.25,0.25,2020-02,0.013082938044517434,2020-02,1.0,XRPUSDT,0.6426644468958981,1.0,low
next_close_base_ccap5_scap1_largest_drop_alloc0.0025,next_close,base,5,1,largest_drop,0.0025,2020-03,30,0,0.0,-0.4408803931844264,-1.4696013106147547,-0.808428644981575,0.4,-0.11026828702211944,-9.30712858856243,-0.26860629058088614,-1.0756448208459233,-0.7407503832289086,6,2.3666666666666667,5,5.0,0.5916666666666668,1.25,1.25,2020-03,-0.11026828702211944,2020-03,,ADAUSDT,,0.2857142857142857,low
next_close_base_ccap5_scap1_largest_drop_alloc0.0025,next_close,base,5,1,largest_drop,0.0025,2020-05,4,0,0.0,-0.023475371105471002,-0.5868842776367751,-0.38552411660000496,0.0,-0.005868747256787543,-2.1208105376921083,-0.0022495357824503515,-0.008998199538970101,-1.959409017104649,4,2.0,4,3.6499999999999995,0.5,1.0,0.9125,2020-05,-0.005868747256787543,2020-05,,XRPUSDT,,0.0,low
next_close_base_ccap5_scap1_largest_drop_alloc0.0025,next_close,base,5,1,largest_drop,0.0025,2020-06,3,0,0.0,-0.029149466656331398,-0.9716488885443799,-0.91760862184938,0.0,-0.0072871956440123675,-2.626632978422483,-0.005556177575471999,-0.022225009647020098,-5.432729866990141,3,1.5,3,2.75,0.375,0.75,0.6875,2020-06,-0.0072871956440123675,2020-06,,BNBUSDT,,0.0,low
next_close_base_ccap5_scap1_largest_drop_alloc0.0025,next_close,base,5,1,largest_drop,0.0025,2020-09,6,0,0.0,0.015316812156397198,0.25528020260662,0.33759741793854,0.5,0.003829051434078856,1.408359501253953,-0.003708421267578643,-0.014833760424675001,0.5359502853672105,2,2.1666666666666665,5,4.449999999999999,0.5416666666666666,1.25,1.1124999999999998,2020-09,0.003829051434078856,2020-09,1.0,LTCUSDT,1.0006143867595303,0.6,low
next_close_base_ccap5_scap1_largest_drop_alloc0.0025,next_close,base,5,1,largest_drop,0.0025,2020-11,8,0,0.0,0.040868918350499495,0.5108614793812437,1.8357603050071398,0.75,0.010211271466764593,3.799894143383642,-0.037339059928731544,-0.1493694656739642,0.2668454576761405,2,1.875,5,4.25,0.46875,1.25,1.0625,2020-11,0.010211271466764593,2020-11,1.0,ADAUSDT,0.8865972185648572,0.8,low
next_close_base_ccap5_scap1_largest_drop_alloc0.0025,next_close,base,5,1,largest_drop,0.0025,2020-12,4,0,0.0,0.4390743019826914,10.976857549567285,13.02006111923336,1.0,0.10980971012477525,49.310809170295045,0.0,0.0,3.337956253043639,0,2.0,4,3.6499999999999995,0.5,1.0,0.9125,2020-12,0.10980971012477525,2020-12,1.0,XRPUSDT,0.3744480432306762,1.0,low
next_close_base_ccap5_scap1_largest_drop_alloc0.0025,next_close,base,5,1,largest_drop,0.0025,2021-01,17,0,0.0,-0.21442955981301337,-1.261350351841255,-0.62393833594342,0.4117647058823529,-0.053597964667040365,-1.4066391876932927,-0.07762281032723806,-0.31059506638991347,-1.8165899362029083,5,2.0294117647058822,5,5.0,0.5073529411764706,1.25,1.25,2021-01,-0.053597964667040365,2021-01,,LINKUSDT,,0.2857142857142857,low
next_close_base_ccap5_scap1_largest_drop_alloc0.0025,next_close,base,5,1,largest_drop,0.0025,2021-02,35,0,0.0,1.2794794660806066,3.655655617373162,4.37227355182695,0.7428571428571429,0.3203099048139757,9.338527544848585,-0.11446146154292514,-0.45804848981415175,2.946224919784275,5,2.3,5,5.0,0.575,1.25,1.25,2021-02,0.3203099048139757,2021-02,1.0,ADAUSDT,0.21678934905040256,1.0,low
next_close_base_ccap5_scap1_largest_drop_alloc0.0025,next_close,base,5,1,largest_drop,0.0025,2021-04,28,0,0.0,0.8983454006329691,3.208376430832032,3.306853574159275,0.6428571428571429,0.2247860222764464,9.7650744021043,-0.030107771739784628,-0.12043949719143732,2.3617689953385255,3,2.0357142857142856,5,4.25,0.5089285714285714,1.25,1.0625,2021-04,0.2247860222764464,2021-04,1.0,AVAXUSDT,0.3305859551246627,0.75,low
next_close_base_ccap5_scap1_largest_drop_alloc0.0025,next_close,base,5,1,largest_drop,0.0025,2021-05,73,0,0.0,-0.6566532069845008,-0.8995249410746586,-1.13950226594279,0.4657534246575342,-0.16418855002536814,-3.7512147614080282,-0.38565774595330504,-1.545053853484414,-0.9162558881645281,8,2.3904109589041096,5,5.0,0.5976027397260274,1.25,1.25,2021-05,-0.16418855002536814,2021-05,,LTCUSDT,,0.5,low
next_close_base_ccap5_scap1_largest_drop_alloc0.0025,next_close,base,5,1,largest_drop,0.0025,2021-06,8,0,0.0,-0.0888445885327731,-1.1105573566596638,-2.039141896149055,0.375,-0.022215128332758738,-1.8552611711854294,-0.0409844901199663,-0.16395749234350468,-0.59286287409919,2,0.875,2,2.0,0.21875000000000003,0.5,0.5,2021-06,-0.022215128332758738,2021-06,,BNBUSDT,,0.4,low
next_close_base_ccap5_scap1_largest_drop_alloc0.0025,next_close,base,5,1,largest_drop,0.0025,2021-08,2,0,0.0,0.0395746024038654,1.97873012019327,1.97873012019327,1.0,0.009893883952249993,3.6796450978363815,0.0,0.0,4.6413754104587115,0,1.0,2,1.8499999999999996,0.25,0.5,0.4624999999999999,2021-08,0.009893883952249993,2021-08,1.0,LINKUSDT,0.6077266878419957,1.0,low
next_close_base_ccap5_scap1_largest_drop_alloc0.0025,next_close,base,5,1,largest_drop,0.0025,2021-09,15,0,0.0,0.3389108380126913,2.2594055867512752,3.80443463377787,0.8666666666666667,0.08475071705325021,1.851672579695629,-0.021426898662457727,-0.0857075946498166,1.7868344776380647,2,2.033333333333333,5,4.549999999999997,0.5083333333333333,1.25,1.1374999999999993,2021-09,0.08475071705325021,2021-09,1.0,XRPUSDT,0.29817540972338236,0.8888888888888888,low
next_close_base_ccap5_scap1_largest_drop_alloc0.0025,next_close,base,5,1,largest_drop,0.0025,2021-10,1,0,0.0,-0.0143546109389232,-1.43546109389232,-1.43546109389232,0.0,-0.0035886527347317454,-1.3022256365022522,0.0,0.0,0.0,1,0.5,1,0.95,0.125,0.25,0.2375,2021-10,-0.0035886527347317454,2021-10,,XRPUSDT,,0.0,low
next_close_base_ccap5_scap1_largest_drop_alloc0.0025,next_close,base,5,1,largest_drop,0.0025,2021-11,8,0,0.0,0.1055185105936442,1.3189813824205525,1.63328400730016,0.75,0.02638198961961713,0.6252186752609745,-0.004659146831076377,-0.018636587324315196,2.1119382669289735,1,1.875,5,4.25,0.46875,1.25,1.0625,2021-11,0.02638198961961713,2021-11,1.0,AVAXUSDT,0.31834353461812254,1.0,low
