entry_mode,filter_name,event_threshold,min_simultaneous_drops,exit_model,friction_case,horizon_bars,taker_fee_bps_per_side,slippage_bps_per_side,symbol,total_trades,trades_per_year,average_return_pct,median_return_pct,cumulative_return_units,win_rate,return_volatility_pct,sharpe_like,annualized_trade_sharpe_like,max_drawdown_units,max_losing_streak,average_win_pct,average_loss_pct,best_month,worst_month,best_symbol,worst_symbol,best_month_contribution,best_symbol_contribution,positive_month_rate,positive_symbol_rate,average_concurrent_positions,max_concurrent_positions
next_open,drop3_breadth4,-0.03,4,pure_horizon_12,base,12,4.0,5.0,AVAXUSDT,12,17.395014262681382,0.363931671867286,1.0250978236908261,0.04367180062407432,0.5833333333333334,8.116330944090965,0.15532834984175814,0.18701330269892524,-0.292447842572094,3,5.107735255722713,-6.277393345530315,2026-02,2025-06,AVAXUSDT,AVAXUSDT,0.9732615534678981,1.0,0.8333333333333334,1.0,1.3333333333333333,5
next_open,drop3_breadth4,-0.03,4,pure_horizon_12,base,12,4.0,5.0,LINKUSDT,13,18.8445987845715,2.6851529384543658,0.2920085336570866,0.3490698819990675,0.6153846153846154,10.588549662022373,0.9143326433821434,1.1008445501322388,-0.14006137262413393,2,6.67905424016077,-3.705089144275879,2025-10,2025-06,LINKUSDT,LINKUSDT,0.8062403890900652,1.0000000000000002,0.7142857142857143,1.0,1.2692307692307692,5
next_open,drop3_breadth4,-0.03,4,pure_horizon_12,base,12,4.0,5.0,LTCUSDT,7,10.147091653230806,2.064621287737939,1.3140686685570693,0.14452349014165575,0.8571428571428571,2.544251685551396,2.146986679779157,2.5849438962375273,-0.006614789282927663,1,2.518971323743057,-0.6614789282927669,2026-02,2026-01,LTCUSDT,LTCUSDT,0.46823007342029177,0.9999999999999998,1.0,1.0,0.6428571428571429,2
next_open,drop3_breadth4,-0.03,4,pure_horizon_12,base,12,4.0,5.0,XRPUSDT,9,13.046260697011038,4.530393738542737,2.323462058473771,0.40773543646884636,0.8888888888888888,7.652454509174987,1.7760551466634567,2.138347179322597,-0.05494932051621723,1,5.783559462313295,-5.494932051621723,2025-10,2025-05,XRPUSDT,XRPUSDT,0.4777166691065768,1.0,1.0,1.0,0.8333333333333334,3
next_open,drop3_breadth4,-0.03,4,pure_horizon_12,base,12,4.0,5.0,SOLUSDT,9,14.38949432310428,1.1110583379556358,0.2552789165396386,0.09999525041600721,0.6666666666666666,3.859892691070052,0.8635408496143642,1.0919038517018906,-0.04305870300816059,2,2.738626925352138,-2.144078836837368,2026-02,2026-01,SOLUSDT,SOLUSDT,0.5758098201432063,1.0,0.8,1.0,0.8333333333333334,3
next_open,drop3_breadth4,-0.03,4,pure_horizon_12,base,12,4.0,5.0,ETHUSDT,6,18.55074508420774,1.6469487235001306,1.0561307481347892,0.09881692341000783,0.5,3.2676109125399915,1.2345974208929151,2.1708530145955374,-0.02473938070984401,2,4.15931241423791,-0.8654149672376482,2026-02,2026-01,ETHUSDT,ETHUSDT,0.6588682590708886,1.0,0.6666666666666666,1.0,0.6666666666666666,2
next_open,drop3_breadth4,-0.03,4,pure_horizon_12,base,12,4.0,5.0,BNBUSDT,3,9.276190476190477,6.509085985610636,6.414084379907151,0.19527257956831906,0.6666666666666666,6.78455206356822,1.6617261585258967,2.922023188230338,0.0,1,9.877362180647898,-0.2274664044638918,2025-10,2026-02,BNBUSDT,BNBUSDT,0.6715317432643897,1.0,1.0,1.0,0.8333333333333334,2
next_open,drop3_breadth4,-0.03,4,pure_horizon_12,base,12,4.0,5.0,BTCUSDT,1,365.25,7.222438447164584,7.222438447164584,0.07222438447164584,1.0,0.0,0.0,0.0,0.0,0,7.222438447164584,0.0,2026-02,2026-02,BTCUSDT,BTCUSDT,1.0,1.0,1.0,1.0,0.5,1
next_close,drop3_breadth4,-0.03,4,pure_horizon_12,stress,12,8.0,10.0,ADAUSDT,11,15.945429740791267,5.399639323387822,0.8329203647936368,0.5939603255726604,0.7272727272727273,11.668700620667973,1.5347533732424044,1.8478229985110979,-0.01830906772261722,2,7.785825084749623,-0.9635227069103055,2025-10,2025-06,ADAUSDT,ADAUSDT,0.8922594756010576,1.0000000000000002,0.6666666666666666,1.0,1.0454545454545454,4
next_close,drop3_breadth4,-0.03,4,pure_horizon_12,stress,12,8.0,10.0,AVAXUSDT,12,17.395014262681382,0.8794400220989309,0.3551424630367329,0.1055328026518717,0.6666666666666666,6.556996416771738,0.4646135833134378,0.5593886807060461,-0.12774461637115012,2,3.940374687104863,-5.242429307912932,2025-10,2025-06,AVAXUSDT,AVAXUSDT,0.6928195744018562,1.0,0.8333333333333334,1.0,1.3333333333333333,5
next_close,drop3_breadth4,-0.03,4,pure_horizon_12,stress,12,8.0,10.0,LINKUSDT,13,18.8445987845715,3.6327905664829485,0.17858815800893452,0.4722627736427833,0.6153846153846154,9.490275929779626,1.3801719525746492,1.661708988773534,-0.03913069580020199,3,6.7339368375438955,-1.329043467214568,2025-10,2026-01,LINKUSDT,LINKUSDT,0.8858006988927157,0.9999999999999999,0.7142857142857143,1.0,1.2692307692307692,5
next_close,drop3_breadth4,-0.03,4,pure_horizon_12,stress,12,8.0,10.0,LTCUSDT,7,10.147091653230806,0.7460529994824951,0.14379887773483996,0.05222370996377466,0.5714285714285714,2.3800800512637936,0.8293295431203588,0.9985019286095154,-0.023087273072431767,2,1.9017915576598476,-0.7949317447539749,2026-02,2026-01,LTCUSDT,LTCUSDT,1.1128403044833195,1.0,0.75,1.0,0.6428571428571429,2
next_close,drop3_breadth4,-0.03,4,pure_horizon_12,stress,12,8.0,10.0,XRPUSDT,9,13.046260697011038,4.519340572155227,1.7776423793725065,0.40674065149397043,1.0,7.107639861461841,1.9075279531224276,2.296638719637273,0.0,0,4.519340572155227,0.0,2025-10,2025-05,XRPUSDT,XRPUSDT,0.6792500337822235,1.0,1.0,1.0,0.8333333333333334,3
