entry_mode,filter_name,event_threshold,min_simultaneous_drops,exit_model,friction_case,horizon_bars,taker_fee_bps_per_side,slippage_bps_per_side,month,total_trades,trades_per_year,average_return_pct,median_return_pct,cumulative_return_units,win_rate,return_volatility_pct,sharpe_like,annualized_trade_sharpe_like,max_drawdown_units,max_losing_streak,average_win_pct,average_loss_pct,best_month,worst_month,best_symbol,worst_symbol,best_month_contribution,best_symbol_contribution,positive_month_rate,positive_symbol_rate,average_concurrent_positions,max_concurrent_positions
next_close,drop3_breadth5,-0.03,5,scaled_exit_6_12,stress,12,8.0,10.0,2026-01,15,431.1147540983606,-0.5665969285294196,-0.3903481642324467,-0.08498953927941293,0.3333333333333333,1.0716656089248684,-2.0476727534517356,-10.977700174210698,-0.10408161336768981,8,0.5342622593430147,-1.1170265224656366,2026-01,2026-01,XRPUSDT,SOLUSDT,,,0.0,0.2857142857142857,2.7,6
next_close,drop3_breadth5,-0.03,5,scaled_exit_6_12,stress,12,8.0,10.0,2026-02,15,5478.75,4.258440885012442,5.920418282045863,0.6387661327518663,0.7333333333333333,4.141709260872404,3.9821410894949993,76.10474858107983,-0.03740933486285562,4,6.1470497055883815,-0.9352333715713904,2026-02,2026-02,XRPUSDT,AVAXUSDT,1.0000000000000002,0.15734834475038006,1.0,1.0,3.3,9
next_open,drop3_breadth5,-0.03,5,scaled_exit_6_12,stress,12,8.0,10.0,2025-05,5,1826.25,1.722928237658437,1.5759795377036916,0.08614641188292185,1.0,0.4798129968249801,8.029346193728625,153.45296904627284,0.0,0,1.722928237658437,0.0,2025-05,2025-05,XRPUSDT,AVAXUSDT,0.9999999999999999,0.27058510875654845,1.0,1.0,2.5,5
next_open,drop3_breadth5,-0.03,5,scaled_exit_6_12,stress,12,8.0,10.0,2025-06,4,152.95092693565977,-1.1275095296092534,-0.42661599688672663,-0.04510038118437014,0.5,2.2147994011959233,-1.0181595037459674,-6.2959588438418725,-0.008603121783591086,2,0.33306368299455447,-2.5880827422130617,2025-06,2025-06,SOLUSDT,AVAXUSDT,,,0.0,0.5,1.25,3
next_open,drop3_breadth5,-0.03,5,scaled_exit_6_12,stress,12,8.0,10.0,2025-10,27,521.6132231404958,3.149710860453291,1.7874954080208165,0.8504219323223887,0.5555555555555556,12.45060623687352,1.3145044833157886,5.777693320567468,-0.5921020157024703,9,10.80164509843964,-6.415206937029643,2025-10,2025-10,ADAUSDT,AVAXUSDT,1.0,0.329586425615242,1.0,0.875,12.537037037037036,26
next_open,drop3_breadth5,-0.03,5,scaled_exit_6_12,stress,12,8.0,10.0,2025-11,4,1461.0,0.8147335412615437,0.8303417421939342,0.03258934165046175,1.0,0.5584082487599636,2.9180569702213104,55.76848913008342,0.0,0,0.8147335412615437,0.0,2025-11,2025-11,ADAUSDT,SOLUSDT,1.0,0.42285581309389336,1.0,1.0,2.0,4
next_open,drop3_breadth5,-0.03,5,scaled_exit_6_12,stress,12,8.0,10.0,2026-01,15,431.1147540983606,-0.074383763991476,0.08249017714051968,-0.0111575645987214,0.5333333333333333,0.876966678532,-0.3285040198442356,-1.76113035141676,-0.052774552830256324,5,0.5804608020761427,-0.8227775537830402,2026-01,2026-01,XRPUSDT,ETHUSDT,,,0.0,0.42857142857142855,2.7,6
next_open,drop3_breadth5,-0.03,5,scaled_exit_6_12,stress,12,8.0,10.0,2026-02,15,5478.75,4.980231641984142,7.343330967989142,0.7470347462976212,0.8,4.319801635579995,4.465101834952674,85.33486004160784,-0.022482442070671543,2,6.483197294145938,-1.0316309666630488,2026-02,2026-02,XRPUSDT,AVAXUSDT,0.9999999999999999,0.1906160231295266,1.0,1.0,3.3,9
next_close,drop3_breadth5,-0.03,5,wide_stop_2atr_horizon_12,base,12,4.0,5.0,2025-05,5,1826.25,0.379170306042278,0.2660629737332965,0.018958515302113902,1.0,0.274112276588695,3.0930777340999263,59.11340105864087,0.0,0,0.379170306042278,0.0,2025-05,2025-05,XRPUSDT,ADAUSDT,1.0,0.45465625004113575,1.0,1.0,2.5,5
next_close,drop3_breadth5,-0.03,5,wide_stop_2atr_horizon_12,base,12,4.0,5.0,2025-06,4,152.95092693565977,-0.6269928699651599,-0.8937131739480662,-0.025079714798606396,0.25,1.101274688855076,-1.1386675391895256,-7.041140349012187,-0.017874263478961323,3,0.91681965792513,-1.1415970459285898,2025-06,2025-06,SOLUSDT,AVAXUSDT,,,0.0,0.25,1.25,3
