symbol,timeframe,entry_mode,signal_time,entry_time,exit_time,direction,entry,exit,stop,target,exit_reason,gross_r,net_r,fees_bps,slippage_bps,lookback,atr_period,expansion_mult,volume_max_mult,range_max_mult,max_same_dir,stop_atr_mult,target_r,max_hold_bars,fee_bps,stress_fee_bps,stress_slippage_bps,friction_case
BTCUSDT,1h,next_open,2023-01-06 11:00:00+00:00,2023-01-06 12:00:00+00:00,2023-01-06 13:00:00+00:00,short,16731.5,16775.722916666666,16775.722916666666,16665.165625,stop,-0.9999999999999777,-1.5296823856409065,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-01-06 19:00:00+00:00,2023-01-06 20:00:00+00:00,2023-01-06 21:00:00+00:00,long,16932.7,16888.04375,16888.04375,16999.684375,stop,-1.000000000000005,-1.5308502169349274,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-01-08 15:00:00+00:00,2023-01-08 16:00:00+00:00,2023-01-08 17:00:00+00:00,long,16990.9,16962.645833333336,16962.645833333336,17033.28125,stop,-0.9999999999999571,-1.8419027282111284,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-01-10 18:00:00+00:00,2023-01-10 19:00:00+00:00,2023-01-11 03:00:00+00:00,long,17427.6,17366.78958333333,17366.78958333333,17518.815625,stop,-1.0000000000000087,-1.4012246805303457,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-01-13 15:00:00+00:00,2023-01-13 16:00:00+00:00,2023-01-13 21:00:00+00:00,long,19252.6,19498.759374999998,19088.493749999998,19498.759374999998,target,1.4999999999999964,1.3357549453479036,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-01-16 01:00:00+00:00,2023-01-16 02:00:00+00:00,2023-01-16 08:00:00+00:00,long,21193.0,20995.40625,20995.40625,21489.390625,stop,-1.0000000000000016,-1.1501575834255908,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-01-20 16:00:00+00:00,2023-01-20 17:00:00+00:00,2023-01-20 19:00:00+00:00,long,21312.0,21522.65,21171.566666666666,21522.65,target,1.5000000000000113,1.2875376216472934,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-01-21 09:00:00+00:00,2023-01-21 10:00:00+00:00,2023-01-21 11:00:00+00:00,long,23027.6,22871.08958333333,22871.08958333333,23262.365625,stop,-1.0000000000000073,-1.2059839893510889,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-01-22 20:00:00+00:00,2023-01-22 21:00:00+00:00,2023-01-22 22:00:00+00:00,short,22464.3,22686.560416666667,22686.560416666667,22130.909375,stop,-1.0000000000000047,-1.1415007695552373,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-01-24 23:00:00+00:00,2023-01-25 00:00:00+00:00,2023-01-25 01:00:00+00:00,short,22627.5,22368.646875,22800.06875,22368.646875,target,1.5000000000000084,1.3164296838216738,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-01-27 01:00:00+00:00,2023-01-27 02:00:00+00:00,2023-01-27 04:00:00+00:00,short,22639.9,22832.956250000003,22832.956250000003,22350.315625000003,stop,-1.0000000000000067,-1.1641794036712163,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-01-29 18:00:00+00:00,2023-01-29 19:00:00+00:00,2023-01-29 20:00:00+00:00,long,23681.8,23868.884374999998,23557.077083333334,23868.884374999998,target,1.4999999999999882,1.2341745936826516,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-01-30 11:00:00+00:00,2023-01-30 12:00:00+00:00,2023-01-30 14:00:00+00:00,short,23075.2,23217.033333333333,23217.033333333333,22862.45,stop,-0.999999999999991,-1.2277693066979931,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-02-01 20:00:00+00:00,2023-02-01 21:00:00+00:00,2023-02-01 22:00:00+00:00,long,23572.7,23789.965625,23427.85625,23789.965625,target,1.4999999999999976,1.2721559956850033,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-02-11 21:00:00+00:00,2023-02-11 22:00:00+00:00,2023-02-12 14:00:00+00:00,long,21815.7,21976.66875,21708.3875,21976.66875,target,1.4999999999999978,1.2153921490972608,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-02-15 11:00:00+00:00,2023-02-15 12:00:00+00:00,2023-02-15 13:00:00+00:00,long,22433.0,22629.190625,22302.20625,22629.190625,target,1.499999999999993,1.2598799636832732,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-02-15 18:00:00+00:00,2023-02-15 19:00:00+00:00,2023-02-15 20:00:00+00:00,long,22963.1,23177.603124999998,22820.097916666666,23177.603124999998,target,1.4999999999999942,1.2751897087746333,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-02-16 22:00:00+00:00,2023-02-16 23:00:00+00:00,2023-02-17 00:00:00+00:00,short,24012.8,23685.181249999998,24231.212499999998,23685.181249999998,target,1.5000000000000078,1.3460806043610218,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-02-19 15:00:00+00:00,2023-02-19 16:00:00+00:00,2023-02-19 17:00:00+00:00,long,24929.7,24760.002083333333,24760.002083333333,25184.246875,stop,-1.0000000000000058,-1.205668877294217,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-02-21 21:00:00+00:00,2023-02-21 22:00:00+00:00,2023-02-21 23:00:00+00:00,short,24195.3,24406.60208333333,24406.60208333333,23878.346875,stop,-0.9999999999999942,-1.1603080266206498,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-02-23 02:00:00+00:00,2023-02-23 03:00:00+00:00,2023-02-23 06:00:00+00:00,long,24520.0,24305.245833333334,24305.245833333334,24842.13125,stop,-0.9999999999999958,-1.15984788808909,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-02-24 15:00:00+00:00,2023-02-24 16:00:00+00:00,2023-02-24 17:00:00+00:00,short,23337.1,23050.140625,23528.40625,23050.140625,target,1.4999999999999918,1.329216557221724,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-02-26 18:00:00+00:00,2023-02-26 19:00:00+00:00,2023-02-26 20:00:00+00:00,long,23480.8,23657.003125,23363.33125,23657.003125,target,1.4999999999999991,1.2201543389199248,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-02-28 21:00:00+00:00,2023-02-28 22:00:00+00:00,2023-03-01 01:00:00+00:00,short,23126.7,23278.922916666666,23278.922916666666,22898.365625000002,stop,-0.999999999999994,-1.212697146454618,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-03-01 04:00:00+00:00,2023-03-01 05:00:00+00:00,2023-03-01 08:00:00+00:00,long,23788.2,24022.628125,23631.914583333335,24022.628125,target,1.499999999999992,1.2869060293000172,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-03-05 01:00:00+00:00,2023-03-05 02:00:00+00:00,2023-03-05 03:00:00+00:00,long,22582.7,22461.96041666667,22461.96041666667,22763.809375,stop,-0.99999999999999,-1.2618509947372862,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-03-09 16:00:00+00:00,2023-03-09 17:00:00+00:00,2023-03-09 18:00:00+00:00,short,21470.0,21265.375,21606.416666666668,21265.375,target,1.4999999999999942,1.2796603543066536,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-03-10 10:00:00+00:00,2023-03-10 11:00:00+00:00,2023-03-10 12:00:00+00:00,short,19614.1,19801.5625,19801.5625,19332.90625,stop,-1.0000000000000064,-1.146481242915256,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-03-17 01:00:00+00:00,2023-03-17 02:00:00+00:00,2023-03-17 06:00:00+00:00,long,25654.5,26096.090625,25360.10625,26096.090625,target,1.5,1.3779991083370489,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-03-17 10:00:00+00:00,2023-03-17 11:00:00+00:00,2023-03-17 12:00:00+00:00,long,26694.8,26377.960416666665,26377.960416666665,27170.059375,stop,-1.0000000000000013,-1.1179547063116861,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-03-17 21:00:00+00:00,2023-03-17 22:00:00+00:00,2023-03-17 23:00:00+00:00,long,27089.5,27541.940625,26787.872916666667,27541.940625,target,1.4999999999999958,1.374264275008457,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-03-19 16:00:00+00:00,2023-03-19 17:00:00+00:00,2023-03-19 19:00:00+00:00,long,27915.0,28358.953125,27619.03125,28358.953125,target,1.4999999999999998,1.3679556541019953,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-03-22 14:00:00+00:00,2023-03-22 15:00:00+00:00,2023-03-22 17:00:00+00:00,long,28545.9,28295.05416666667,28295.05416666667,28922.16875,stop,-0.9999999999999967,-1.1593180140524524,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-03-26 11:00:00+00:00,2023-03-26 12:00:00+00:00,2023-03-26 13:00:00+00:00,long,27852.0,28180.309375,27633.127083333333,28180.309375,target,1.500000000000003,1.3218473048477553,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-03-28 18:00:00+00:00,2023-03-28 19:00:00+00:00,2023-03-28 21:00:00+00:00,long,27333.1,27120.524999999998,27120.524999999998,27651.962499999998,stop,-1.0000000000000018,-1.180013359990593,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-03-29 08:00:00+00:00,2023-03-29 09:00:00+00:00,2023-03-29 10:00:00+00:00,long,28498.1,28258.685416666664,28258.685416666664,28857.221875,stop,-1.0000000000000062,-1.1666454041542365,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-04-02 15:00:00+00:00,2023-04-02 16:00:00+00:00,2023-04-02 19:00:00+00:00,short,28110.1,27906.990625,28245.50625,27906.990625,target,1.4999999999999991,1.209362455573505,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-04-05 00:00:00+00:00,2023-04-05 01:00:00+00:00,2023-04-05 03:00:00+00:00,long,28655.7,28431.754166666666,28431.754166666666,28991.61875,stop,-1.000000000000007,-1.1791414441736352,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-04-08 05:00:00+00:00,2023-04-08 06:00:00+00:00,2023-04-08 08:00:00+00:00,long,28131.9,28014.041666666668,28014.041666666668,28308.6875,stop,-1.0,-1.3341694972778047,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-04-13 14:00:00+00:00,2023-04-13 15:00:00+00:00,2023-04-13 20:00:00+00:00,long,30428.3,30240.85625,30240.85625,30709.465625,stop,-0.9999999999999916,-1.2272661531792786,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-04-14 00:00:00+00:00,2023-04-14 01:00:00+00:00,2023-04-14 02:00:00+00:00,long,30741.4,30559.600000000002,30559.600000000002,31014.100000000002,stop,-0.999999999999995,-1.2367324532453194,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-04-16 18:00:00+00:00,2023-04-16 19:00:00+00:00,2023-04-16 20:00:00+00:00,long,30487.1,30392.699999999997,30392.699999999997,30628.699999999997,stop,-1.000000000000015,-1.452139194915269,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-04-19 23:00:00+00:00,2023-04-20 00:00:00+00:00,2023-04-20 06:00:00+00:00,short,28795.0,29008.545833333334,29008.545833333334,28474.68125,stop,-1.0000000000000004,-1.1887791457727657,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-04-20 19:00:00+00:00,2023-04-20 20:00:00+00:00,2023-04-20 22:00:00+00:00,short,28091.2,28329.702083333334,28329.702083333334,27733.446875,stop,-0.9999999999999974,-1.1648944925358766,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-04-21 06:00:00+00:00,2023-04-21 07:00:00+00:00,2023-04-21 08:00:00+00:00,short,27906.0,28152.160416666666,28152.160416666666,27536.759374999998,stop,-0.9999999999999948,-1.1587111385698634,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-04-24 16:00:00+00:00,2023-04-24 17:00:00+00:00,2023-04-24 18:00:00+00:00,short,27100.2,27285.59375,27285.59375,26822.109375,stop,-0.9999999999999963,-1.204647028284391,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-04-25 17:00:00+00:00,2023-04-25 18:00:00+00:00,2023-04-25 20:00:00+00:00,long,27608.2,27891.49375,27419.3375,27891.49375,target,1.5000000000000049,1.2953459262691158,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-04-25 21:00:00+00:00,2023-04-25 22:00:00+00:00,2023-04-26 06:00:00+00:00,long,28249.4,28552.225000000002,28047.51666666667,28552.225000000002,target,1.5000000000000044,1.3040989350284862,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-04-26 08:00:00+00:00,2023-04-26 09:00:00+00:00,2023-04-26 10:00:00+00:00,long,28703.5,28996.13125,28508.4125,28996.13125,target,1.499999999999993,1.294016018453251,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-05-01 15:00:00+00:00,2023-05-01 16:00:00+00:00,2023-05-01 17:00:00+00:00,short,28158.5,28327.108333333334,28327.108333333334,27905.5875,stop,-1.0000000000000009,-1.2338075421341381,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-05-01 19:00:00+00:00,2023-05-01 20:00:00+00:00,2023-05-01 21:00:00+00:00,short,27833.9,28017.570833333335,28017.570833333335,27558.393750000003,stop,-1.0000000000000004,-1.2121592159887482,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-05-03 21:00:00+00:00,2023-05-03 22:00:00+00:00,2023-05-04 10:00:00+00:00,long,28915.1,29230.712499999998,28704.691666666666,29230.712499999998,target,1.4999999999999962,1.307606764624338,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-05-05 16:00:00+00:00,2023-05-05 17:00:00+00:00,2023-05-05 18:00:00+00:00,long,29580.0,29361.15,29361.15,29908.275,stop,-0.9999999999999938,-1.1892254969156895,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-05-06 14:00:00+00:00,2023-05-06 15:00:00+00:00,2023-05-06 17:00:00+00:00,short,28591.0,28776.57083333333,28776.57083333333,28312.64375,stop,-0.9999999999999902,-1.2156987673170525,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-05-07 23:00:00+00:00,2023-05-08 00:00:00+00:00,2023-05-08 01:00:00+00:00,short,28419.5,28574.797916666666,28574.797916666666,28186.553125,stop,-0.9999999999999977,-1.2561998309700417,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-05-08 07:00:00+00:00,2023-05-08 08:00:00+00:00,2023-05-08 09:00:00+00:00,short,27957.7,27697.696875,28131.03541666667,27697.696875,target,1.499999999999994,1.274190521748531,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-05-08 17:00:00+00:00,2023-05-08 18:00:00+00:00,2023-05-08 20:00:00+00:00,short,27525.0,27253.290625,27706.139583333334,27253.290625,target,1.4999999999999918,1.287263505353828,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-05-12 02:00:00+00:00,2023-05-12 03:00:00+00:00,2023-05-12 05:00:00+00:00,short,26632.0,26292.403125,26858.397916666665,26292.403125,target,1.4999999999999964,1.3353129721820873,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-05-14 15:00:00+00:00,2023-05-14 16:00:00+00:00,2023-05-14 17:00:00+00:00,long,27071.4,26940.15625,26940.15625,27268.265625,stop,-1.0000000000000098,-1.2887753512072098,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-05-15 06:00:00+00:00,2023-05-15 07:00:00+00:00,2023-05-15 09:00:00+00:00,long,27463.6,27343.07083333333,27343.07083333333,27644.39375,stop,-1.0000000000000038,-1.3190019566495006,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-05-17 07:00:00+00:00,2023-05-17 08:00:00+00:00,2023-05-17 11:00:00+00:00,short,26831.8,26620.962499999998,26972.358333333334,26620.962499999998,target,1.5000000000000107,1.2327478271180516,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-05-20 17:00:00+00:00,2023-05-20 18:00:00+00:00,2023-05-20 19:00:00+00:00,long,27129.9,27013.143750000003,27013.143750000003,27305.034375000003,stop,-0.9999999999999889,-1.325309009153675,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-05-21 00:00:00+00:00,2023-05-21 01:00:00+00:00,2023-05-21 04:00:00+00:00,long,27229.0,27134.541666666668,27134.541666666668,27370.6875,stop,-0.999999999999988,-1.403570533745026,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-05-21 11:00:00+00:00,2023-05-21 12:00:00+00:00,2023-05-21 13:00:00+00:00,short,26818.0,26909.404166666667,26909.404166666667,26680.89375,stop,-1.0000000000000058,-1.410760268040303,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-05-21 21:00:00+00:00,2023-05-21 22:00:00+00:00,2023-05-22 00:00:00+00:00,short,26735.2,26614.40625,26815.729166666668,26614.40625,target,1.5000000000000098,1.0352084027526354,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-05-23 02:00:00+00:00,2023-05-23 03:00:00+00:00,2023-05-23 04:00:00+00:00,long,27119.3,27292.53125,27003.8125,27292.53125,target,1.5000000000000078,1.171245632644233,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-06-03 15:00:00+00:00,2023-06-03 16:00:00+00:00,2023-06-03 17:00:00+00:00,long,27292.8,27172.279166666667,27172.279166666667,27473.58125,stop,-0.9999999999999887,-1.317039958513385,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-06-05 02:00:00+00:00,2023-06-05 03:00:00+00:00,2023-06-05 04:00:00+00:00,short,26918.7,26793.6125,27002.091666666667,26793.6125,target,1.500000000000019,1.048082182472288,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-06-06 16:00:00+00:00,2023-06-06 17:00:00+00:00,2023-06-06 18:00:00+00:00,long,26360.9,26613.653125,26192.39791666667,26613.653125,target,1.4999999999999931,1.2809803934174833,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-06-07 21:00:00+00:00,2023-06-07 22:00:00+00:00,2023-06-07 23:00:00+00:00,short,26141.9,26353.15,26353.15,25825.025,stop,-0.9999999999999982,-1.173248094674554,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-06-13 02:00:00+00:00,2023-06-13 03:00:00+00:00,2023-06-13 04:00:00+00:00,long,26115.4,25981.78125,25981.78125,26315.828125,stop,-1.0000000000000127,-1.2736259694092464,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-06-13 08:00:00+00:00,2023-06-13 09:00:00+00:00,2023-06-13 12:00:00+00:00,long,26167.7,26031.35625,26031.35625,26372.215625,stop,-1.0000000000000018,-1.2686942379096973,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-06-16 15:00:00+00:00,2023-06-16 16:00:00+00:00,2023-06-16 17:00:00+00:00,long,25832.4,26091.100000000002,25659.933333333334,26091.100000000002,target,1.500000000000002,1.290305218399693,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-06-18 23:00:00+00:00,2023-06-19 00:00:00+00:00,2023-06-19 02:00:00+00:00,short,26329.6,26444.991666666665,26444.991666666665,26156.512499999997,stop,-0.9999999999999967,-1.3194462916155087,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-06-20 18:00:00+00:00,2023-06-20 19:00:00+00:00,2023-06-20 20:00:00+00:00,long,28058.1,27890.26458333333,27890.26458333333,28309.853124999998,stop,-1.0000000000000104,-1.2340467869068261,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-06-21 13:00:00+00:00,2023-06-21 14:00:00+00:00,2023-06-21 15:00:00+00:00,long,29296.6,29640.784375,29067.14375,29640.784375,target,1.500000000000002,1.3212502819164895,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-06-27 11:00:00+00:00,2023-06-27 12:00:00+00:00,2023-06-27 13:00:00+00:00,long,30720.1,30538.141666666666,30538.141666666666,30993.0375,stop,-0.9999999999999912,-1.2363625738493151,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-06-28 12:00:00+00:00,2023-06-28 13:00:00+00:00,2023-06-28 14:00:00+00:00,short,30091.6,30276.2875,30276.2875,29814.56875,stop,-0.9999999999999988,-1.2281055296108276,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-07-03 18:00:00+00:00,2023-07-03 19:00:00+00:00,2023-07-03 21:00:00+00:00,long,31201.4,31087.264583333334,31087.264583333334,31372.603125,stop,-1.0000000000000093,-1.382720467281199,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-07-04 19:00:00+00:00,2023-07-04 20:00:00+00:00,2023-07-04 23:00:00+00:00,short,30685.2,30831.575,30831.575,30465.6375,stop,-1.0,-1.2934878223740394,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-07-10 18:00:00+00:00,2023-07-10 19:00:00+00:00,2023-07-10 20:00:00+00:00,long,30519.3,30672.609375,30417.09375,30672.609375,target,1.5000000000000033,1.081952962759131,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-07-12 19:00:00+00:00,2023-07-12 20:00:00+00:00,2023-07-13 09:00:00+00:00,short,30268.1,30433.345833333333,30433.345833333333,30020.231249999997,stop,-1.0000000000000073,-1.2564381754456821,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
BTCUSDT,1h,next_open,2023-07-23 17:00:00+00:00,2023-07-23 18:00:00+00:00,2023-07-23 19:00:00+00:00,long,30110.1,30040.635416666664,30040.635416666664,30214.296875,stop,-1.0000000000000153,-1.6068436313469254,4.0,3.0,24,48,1.5,4.0,3.0,3,1.0,1.5,24,4.0,6.0,8.0,base
