symbol,timeframe,entry_mode,friction,fee_bps_per_side,slippage_bps_per_side,signal_time,entry_time,exit_time,side,raw_entry,entry,raw_exit,exit,risk,result_r,exit_reason,breakout_lookback,atr_window,expansion_atr_mult,stop_atr_mult,target_r,max_hold_bars,max_signal_range_atr,max_close_extension_atr,max_volume_multiple,volume_window
SOLUSDT,1h,next_open,stress,6.0,10.0,2023-01-05 20:00:00+00:00,2023-01-05 21:00:00+00:00,2023-01-06 03:00:00+00:00,long,13.642,13.6638272,13.196,13.174886399999998,0.3290000000000002,-1.486142249240126,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
BTCUSDT,1h,next_open,stress,6.0,10.0,2023-01-06 11:00:00+00:00,2023-01-06 12:00:00+00:00,2023-01-06 14:00:00+00:00,short,16731.5,16704.7296,16766.9,16793.72704,54.48124999999982,-1.633542549042159,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
LTCUSDT,1h,next_open,stress,6.0,10.0,2023-01-05 13:00:00+00:00,2023-01-05 14:00:00+00:00,2023-01-06 16:00:00+00:00,short,74.0,73.88159999999999,75.18,75.30028800000001,1.081249999999999,-1.3120813872832542,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
SOLUSDT,1h,next_open,stress,6.0,10.0,2023-01-06 10:00:00+00:00,2023-01-06 11:00:00+00:00,2023-01-06 19:00:00+00:00,short,12.999,12.9782016,13.31,13.331296000000002,0.28643750000000034,-1.232710102552917,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
AVAXUSDT,1h,next_open,stress,6.0,10.0,2023-01-06 04:00:00+00:00,2023-01-06 05:00:00+00:00,2023-01-07 00:00:00+00:00,short,11.639,11.6203776,11.773,11.7918368,0.1442500000000001,-1.1886253032929006,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
ETHUSDT,1h,next_open,stress,6.0,10.0,2023-01-06 19:00:00+00:00,2023-01-06 20:00:00+00:00,2023-01-07 05:00:00+00:00,long,1272.77,1274.806432,1264.16,1262.137344,9.511250000000018,-1.3320108292811226,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
XRPUSDT,1h,next_open,stress,6.0,10.0,2023-01-06 22:00:00+00:00,2023-01-06 23:00:00+00:00,2023-01-07 07:00:00+00:00,long,0.3456,0.34615296,0.3418,0.34125311999999997,0.004431249999999991,-1.1057466854725087,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
SOLUSDT,1h,next_open,stress,6.0,10.0,2023-01-07 22:00:00+00:00,2023-01-07 23:00:00+00:00,2023-01-08 02:00:00+00:00,short,13.03,13.009151999999998,13.176,13.1970816,0.16656250000000028,-1.1282827767354706,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
BNBUSDT,1h,next_open,stress,6.0,10.0,2023-01-06 15:00:00+00:00,2023-01-06 16:00:00+00:00,2023-01-08 15:00:00+00:00,long,258.88,259.294208,263.64,263.21817599999997,2.029375,1.9335844779796467,target,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
AVAXUSDT,1h,next_open,stress,6.0,10.0,2023-01-08 14:00:00+00:00,2023-01-08 15:00:00+00:00,2023-01-08 17:00:00+00:00,long,11.923,11.9420768,11.843,11.8240512,0.09375000000000033,-1.2589397333333403,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
LINKUSDT,1h,next_open,stress,6.0,10.0,2023-01-07 00:00:00+00:00,2023-01-07 01:00:00+00:00,2023-01-09 00:00:00+00:00,long,5.73,5.739168,5.962,5.9524608,0.06281249999999988,3.3957062686567165,target,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
BNBUSDT,1h,next_open,stress,6.0,10.0,2023-01-08 22:00:00+00:00,2023-01-08 23:00:00+00:00,2023-01-09 01:00:00+00:00,long,271.7,272.13472,278.43,277.984512,2.150000000000013,2.720833488372067,target,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
LINKUSDT,1h,next_open,stress,6.0,10.0,2023-01-09 09:00:00+00:00,2023-01-09 10:00:00+00:00,2023-01-09 20:00:00+00:00,long,6.184,6.1938944000000005,6.1,6.09024,0.08331250000000012,-1.244163840960248,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
SOLUSDT,1h,next_open,stress,6.0,10.0,2023-01-09 15:00:00+00:00,2023-01-09 16:00:00+00:00,2023-01-09 20:00:00+00:00,long,17.129,17.1564064,16.288,16.2619392,0.7418750000000003,-1.2056845155855107,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
DOGEUSDT,1h,next_open,stress,6.0,10.0,2023-01-09 10:00:00+00:00,2023-01-09 11:00:00+00:00,2023-01-09 21:00:00+00:00,long,0.07698,0.07710316800000001,0.0758,0.07567872,0.0012262500000000034,-1.1616293577981691,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
ETHUSDT,1h,next_open,stress,6.0,10.0,2023-01-09 15:00:00+00:00,2023-01-09 16:00:00+00:00,2023-01-09 21:00:00+00:00,long,1335.55,1337.68688,1321.74,1319.625216,15.701250000000044,-1.1503328715866579,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
XRPUSDT,1h,next_open,stress,6.0,10.0,2023-01-09 15:00:00+00:00,2023-01-09 16:00:00+00:00,2023-01-09 21:00:00+00:00,long,0.3552,0.35576832,0.3501,0.34953984,0.005574999999999997,-1.117216143497765,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
LINKUSDT,1h,next_open,stress,6.0,10.0,2023-01-10 19:00:00+00:00,2023-01-10 20:00:00+00:00,2023-01-10 23:00:00+00:00,long,6.24,6.249984,6.133,6.123187199999999,0.09037499999999998,-1.4030074688796799,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
BNBUSDT,1h,next_open,stress,6.0,10.0,2023-01-10 20:00:00+00:00,2023-01-10 21:00:00+00:00,2023-01-11 03:00:00+00:00,long,277.8,278.24448,274.8,274.36032,3.1643749999999926,-1.2274651392455123,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
BTCUSDT,1h,next_open,stress,6.0,10.0,2023-01-10 18:00:00+00:00,2023-01-10 19:00:00+00:00,2023-01-11 16:00:00+00:00,long,17427.6,17455.48416,17325.2,17297.47968,86.04374999999982,-1.8363272172586613,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
DOGEUSDT,1h,next_open,stress,6.0,10.0,2023-01-11 15:00:00+00:00,2023-01-11 16:00:00+00:00,2023-01-11 19:00:00+00:00,short,0.07509,0.074969856,0.07637,0.076492192,0.0010631249999999972,-1.431944503233395,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
ETHUSDT,1h,next_open,stress,6.0,10.0,2023-01-11 15:00:00+00:00,2023-01-11 16:00:00+00:00,2023-01-11 19:00:00+00:00,short,1322.48,1320.364032,1337.16,1339.2994560000002,9.445624999999978,-2.004676662476044,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
SOLUSDT,1h,next_open,stress,6.0,10.0,2023-01-11 15:00:00+00:00,2023-01-11 16:00:00+00:00,2023-01-11 20:00:00+00:00,short,15.413,15.388339199999999,16.0,16.0256,0.3516250000000001,-1.8123307500888777,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
BNBUSDT,1h,next_open,stress,6.0,10.0,2023-01-11 22:00:00+00:00,2023-01-11 23:00:00+00:00,2023-01-12 01:00:00+00:00,long,280.09,280.538144,287.99,287.529216,2.3843749999999986,2.932035439056371,target,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
SOLUSDT,1h,next_open,stress,6.0,10.0,2023-01-11 23:00:00+00:00,2023-01-12 00:00:00+00:00,2023-01-12 15:00:00+00:00,long,16.354,16.3801664,15.798,15.7727232,0.377,-1.6112551724137945,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
SOLUSDT,1h,next_open,stress,6.0,10.0,2023-01-13 04:00:00+00:00,2023-01-13 05:00:00+00:00,2023-01-13 22:00:00+00:00,long,16.952,16.979123200000004,18.294,18.2647296,0.4710000000000003,2.7295252653927697,target,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
ADAUSDT,1h,next_open,stress,6.0,10.0,2023-01-13 20:00:00+00:00,2023-01-13 21:00:00+00:00,2023-01-14 01:00:00+00:00,long,0.3378,0.33834048,0.3512,0.35063808,0.0052437499999999915,2.3451918951132376,target,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
DOGEUSDT,1h,next_open,stress,6.0,10.0,2023-01-13 21:00:00+00:00,2023-01-13 22:00:00+00:00,2023-01-14 01:00:00+00:00,long,0.08255,0.08268208,0.086,0.08586239999999999,0.0014281249999999988,2.22691991247264,target,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
LINKUSDT,1h,next_open,stress,6.0,10.0,2023-01-13 20:00:00+00:00,2023-01-13 21:00:00+00:00,2023-01-14 01:00:00+00:00,long,6.485,6.495376,6.711,6.7002624,0.09043750000000017,2.265502695231503,target,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
AVAXUSDT,1h,next_open,stress,6.0,10.0,2023-01-13 09:00:00+00:00,2023-01-13 10:00:00+00:00,2023-01-14 06:00:00+00:00,long,15.884,15.909414400000001,17.398,17.3701632,0.5425624999999998,2.692314341665706,target,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
ADAUSDT,1h,next_open,stress,6.0,10.0,2023-01-14 06:00:00+00:00,2023-01-14 07:00:00+00:00,2023-01-14 10:00:00+00:00,long,0.3693,0.36989088000000003,0.35,0.34944,0.009087499999999991,-2.250440715268234,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
LINKUSDT,1h,next_open,stress,6.0,10.0,2023-01-14 06:00:00+00:00,2023-01-14 07:00:00+00:00,2023-01-14 10:00:00+00:00,long,7.025,7.03624,6.717,6.7062528,0.13356250000000008,-2.4706575573233533,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
XRPUSDT,1h,next_open,stress,6.0,10.0,2023-01-14 06:00:00+00:00,2023-01-14 07:00:00+00:00,2023-01-14 10:00:00+00:00,long,0.4076,0.40825216000000003,0.3905,0.3898752,0.007237499999999994,-2.5391309153713393,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
AVAXUSDT,1h,next_open,stress,6.0,10.0,2023-01-14 08:00:00+00:00,2023-01-14 09:00:00+00:00,2023-01-14 11:00:00+00:00,long,18.134,18.1630144,16.858,16.8310272,0.6796875000000004,-1.9597053057471256,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
DOGEUSDT,1h,next_open,stress,6.0,10.0,2023-01-14 08:00:00+00:00,2023-01-14 09:00:00+00:00,2023-01-14 11:00:00+00:00,long,0.09168,0.091826688,0.0859,0.08576256,0.0024024999999999993,-2.5240907388137375,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
BNBUSDT,1h,next_open,stress,6.0,10.0,2023-01-15 03:00:00+00:00,2023-01-15 04:00:00+00:00,2023-01-16 02:00:00+00:00,short,298.74,298.262016,305.71,306.199136,5.888750000000005,-1.3478446189768603,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
ADAUSDT,1h,next_open,stress,6.0,10.0,2023-01-16 01:00:00+00:00,2023-01-16 02:00:00+00:00,2023-01-16 09:00:00+00:00,long,0.3581,0.35867296,0.3482,0.34764288,0.0064624999999999995,-1.7067822050290133,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
AVAXUSDT,1h,next_open,stress,6.0,10.0,2023-01-16 01:00:00+00:00,2023-01-16 02:00:00+00:00,2023-01-16 09:00:00+00:00,long,17.173,17.2004768,16.442,16.4156928,0.4357500000000005,-1.8009959839357452,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
LINKUSDT,1h,next_open,stress,6.0,10.0,2023-01-16 05:00:00+00:00,2023-01-16 06:00:00+00:00,2023-01-16 09:00:00+00:00,long,6.941,6.9521056,6.618,6.6074112,0.12537500000000001,-2.7493072781655092,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
SOLUSDT,1h,next_open,stress,6.0,10.0,2023-01-16 06:00:00+00:00,2023-01-16 07:00:00+00:00,2023-01-16 09:00:00+00:00,long,24.684,24.723494400000003,23.094,23.0570496,0.8699374999999998,-1.9155914074287,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
XRPUSDT,1h,next_open,stress,6.0,10.0,2023-01-16 02:00:00+00:00,2023-01-16 03:00:00+00:00,2023-01-16 09:00:00+00:00,long,0.3946,0.39523136000000003,0.3837,0.38308608,0.005600000000000001,-2.1688000000000063,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
LINKUSDT,1h,next_open,stress,6.0,10.0,2023-01-17 19:00:00+00:00,2023-01-17 20:00:00+00:00,2023-01-18 11:00:00+00:00,long,6.868,6.878988800000001,6.711,6.7002624,0.1244375000000002,-1.436274434957316,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
SOLUSDT,1h,next_open,stress,6.0,10.0,2023-01-18 08:00:00+00:00,2023-01-18 09:00:00+00:00,2023-01-18 14:00:00+00:00,short,22.345,22.309247999999997,23.081,23.1179296,0.5831249999999997,-1.3868066023579917,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
BTCUSDT,1h,next_open,stress,6.0,10.0,2023-01-19 19:00:00+00:00,2023-01-19 20:00:00+00:00,2023-01-19 22:00:00+00:00,long,21090.1,21123.84416,20929.8,20896.312319999997,182.6437499999995,-1.2457685521678343,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
ETHUSDT,1h,next_open,stress,6.0,10.0,2023-01-19 19:00:00+00:00,2023-01-19 20:00:00+00:00,2023-01-20 19:00:00+00:00,long,1551.74,1554.222784,1592.0,1589.4528,18.853125000000034,1.8686565755014044,target,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
ADAUSDT,1h,next_open,stress,6.0,10.0,2023-01-20 16:00:00+00:00,2023-01-20 17:00:00+00:00,2023-01-20 21:00:00+00:00,long,0.3443,0.34485088,0.3601,0.35952384,0.004681250000000008,3.1344106809078625,target,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
AVAXUSDT,1h,next_open,stress,6.0,10.0,2023-01-20 16:00:00+00:00,2023-01-20 17:00:00+00:00,2023-01-20 21:00:00+00:00,long,16.438,16.4643008,17.255,17.227392,0.25118750000000023,3.0379346105996414,target,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
DOGEUSDT,1h,next_open,stress,6.0,10.0,2023-01-20 17:00:00+00:00,2023-01-20 18:00:00+00:00,2023-01-20 21:00:00+00:00,long,0.08256,0.08269209599999999,0.08554,0.085403136,0.0009243750000000016,2.932835699797168,target,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
LINKUSDT,1h,next_open,stress,6.0,10.0,2023-01-20 16:00:00+00:00,2023-01-20 17:00:00+00:00,2023-01-20 21:00:00+00:00,long,6.59,6.600544,6.848,6.837043199999999,0.08556249999999987,2.764052008765515,target,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
SOLUSDT,1h,next_open,stress,6.0,10.0,2023-01-20 17:00:00+00:00,2023-01-20 18:00:00+00:00,2023-01-20 21:00:00+00:00,long,22.494,22.5299904,24.089,24.050457599999998,0.4738125000000004,3.2090060941828202,target,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
BTCUSDT,1h,next_open,stress,6.0,10.0,2023-01-20 19:00:00+00:00,2023-01-20 20:00:00+00:00,2023-01-20 22:00:00+00:00,long,21494.1,21528.49056,22309.9,22274.20416,195.34375000000023,3.8174428411454264,target,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
XRPUSDT,1h,next_open,stress,6.0,10.0,2023-01-20 16:00:00+00:00,2023-01-20 17:00:00+00:00,2023-01-20 22:00:00+00:00,long,0.397,0.3976352,0.4099,0.40924415999999997,0.005012499999999989,2.316001995012463,target,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
LTCUSDT,1h,next_open,stress,6.0,10.0,2023-01-20 17:00:00+00:00,2023-01-20 18:00:00+00:00,2023-01-21 00:00:00+00:00,long,87.21,87.349536,90.28,90.13555199999999,0.9843750000000018,2.8302384761904604,target,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
BTCUSDT,1h,next_open,stress,6.0,10.0,2023-01-21 09:00:00+00:00,2023-01-21 10:00:00+00:00,2023-01-21 23:00:00+00:00,long,23027.6,23064.44416,22739.6,22703.21664,279.53750000000014,-1.2922327773554538,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
DOGEUSDT,1h,next_open,stress,6.0,10.0,2023-01-21 06:00:00+00:00,2023-01-21 07:00:00+00:00,2023-01-21 23:00:00+00:00,long,0.08742,0.087559872,0.08613,0.085992192,0.0013918749999999999,-1.1263080377189059,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
BNBUSDT,1h,next_open,stress,6.0,10.0,2023-01-20 21:00:00+00:00,2023-01-20 22:00:00+00:00,2023-01-22 00:00:00+00:00,long,302.68,303.164288,299.13,298.651392,3.4606250000000003,-1.304069640599606,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
LINKUSDT,1h,next_open,stress,6.0,10.0,2023-01-20 23:00:00+00:00,2023-01-21 00:00:00+00:00,2023-01-22 03:00:00+00:00,long,6.947,6.9581152,6.818,6.8070911999999995,0.1004374999999999,-1.5036614810205415,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
ADAUSDT,1h,next_open,stress,6.0,10.0,2023-01-20 23:00:00+00:00,2023-01-21 00:00:00+00:00,2023-01-22 09:00:00+00:00,long,0.3649,0.36548384,0.3803,0.37969152,0.005937500000000002,2.392872421052631,target,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
LTCUSDT,1h,next_open,stress,6.0,10.0,2023-01-21 23:00:00+00:00,2023-01-22 00:00:00+00:00,2023-01-22 15:00:00+00:00,short,87.97,87.82924799999999,89.84,89.983744,1.7737500000000024,-1.2146559548978186,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
XRPUSDT,1h,next_open,stress,6.0,10.0,2023-01-23 07:00:00+00:00,2023-01-23 08:00:00+00:00,2023-01-23 13:00:00+00:00,long,0.4135,0.4141616,0.4271,0.42641663999999996,0.006306249999999992,1.943316551040627,target,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
AVAXUSDT,1h,next_open,stress,6.0,10.0,2023-01-24 00:00:00+00:00,2023-01-24 01:00:00+00:00,2023-01-24 18:00:00+00:00,long,18.399,18.4284384,17.942,17.9132928,0.42674999999999974,-1.207136731107207,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
BNBUSDT,1h,next_open,stress,6.0,10.0,2023-01-24 22:00:00+00:00,2023-01-24 23:00:00+00:00,2023-01-25 22:00:00+00:00,short,302.38,301.896192,309.75,310.2456,5.433125,-1.536759783734046,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
LINKUSDT,1h,next_open,stress,6.0,10.0,2023-01-24 21:00:00+00:00,2023-01-24 22:00:00+00:00,2023-01-25 22:00:00+00:00,short,6.837,6.8260608,7.018,7.0292288,0.11987500000000006,-1.694832116788326,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
LTCUSDT,1h,next_open,stress,6.0,10.0,2023-01-24 21:00:00+00:00,2023-01-24 22:00:00+00:00,2023-01-25 22:00:00+00:00,short,88.14,87.998976,91.24,91.385984,1.221249999999995,-2.7733944728761584,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
AVAXUSDT,1h,next_open,stress,6.0,10.0,2023-01-24 21:00:00+00:00,2023-01-24 22:00:00+00:00,2023-01-26 05:00:00+00:00,short,17.653,17.6247552,18.136,18.1650176,0.4344999999999999,-1.2434117376294584,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
SOLUSDT,1h,next_open,stress,6.0,10.0,2023-01-25 21:00:00+00:00,2023-01-25 22:00:00+00:00,2023-01-27 01:00:00+00:00,long,24.925,24.96488,23.94,23.901696,0.7929999999999997,-1.3407112232030265,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
AVAXUSDT,1h,next_open,stress,6.0,10.0,2023-01-27 01:00:00+00:00,2023-01-27 02:00:00+00:00,2023-01-27 06:00:00+00:00,short,17.621,17.592806399999997,18.055,18.083888,0.4533124999999998,-1.0833180201296124,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
BNBUSDT,1h,next_open,stress,6.0,10.0,2023-01-27 01:00:00+00:00,2023-01-27 02:00:00+00:00,2023-01-27 06:00:00+00:00,short,300.31,299.829504,304.11,304.596576,4.048124999999995,-1.1776000000000115,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
ADAUSDT,1h,next_open,stress,6.0,10.0,2023-01-27 01:00:00+00:00,2023-01-27 02:00:00+00:00,2023-01-27 08:00:00+00:00,short,0.3707,0.37010687999999997,0.3803,0.38090848000000005,0.007762500000000009,-1.3915104669887364,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
DOGEUSDT,1h,next_open,stress,6.0,10.0,2023-01-27 01:00:00+00:00,2023-01-27 02:00:00+00:00,2023-01-27 08:00:00+00:00,short,0.08431,0.08417510399999999,0.0859,0.08603744,0.0015800000000000007,-1.178693670886088,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
LTCUSDT,1h,next_open,stress,6.0,10.0,2023-01-27 00:00:00+00:00,2023-01-27 01:00:00+00:00,2023-01-27 08:00:00+00:00,short,86.75,86.6112,87.94,88.080704,1.211875,-1.2125871067560603,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
ADAUSDT,1h,next_open,stress,6.0,10.0,2023-01-28 00:00:00+00:00,2023-01-28 01:00:00+00:00,2023-01-28 03:00:00+00:00,long,0.3963,0.39693408,0.3882,0.38757887999999996,0.006718750000000013,-1.3924018604651232,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
DOGEUSDT,1h,next_open,stress,6.0,10.0,2023-01-28 00:00:00+00:00,2023-01-28 01:00:00+00:00,2023-01-28 06:00:00+00:00,long,0.08813,0.088271008,0.09236,0.092212224,0.0013924999999999996,2.8303166965888678,target,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
BNBUSDT,1h,next_open,stress,6.0,10.0,2023-01-28 05:00:00+00:00,2023-01-28 06:00:00+00:00,2023-01-28 09:00:00+00:00,long,311.2,311.69792,307.22,306.728448,3.2237499999999955,-1.5415190383869726,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
LTCUSDT,1h,next_open,stress,6.0,10.0,2023-01-28 03:00:00+00:00,2023-01-28 04:00:00+00:00,2023-01-28 09:00:00+00:00,long,89.46,89.60313599999999,88.44,88.298496,0.9831249999999976,-1.3270336935791434,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
XRPUSDT,1h,next_open,stress,6.0,10.0,2023-01-28 00:00:00+00:00,2023-01-28 01:00:00+00:00,2023-01-28 14:00:00+00:00,long,0.4141,0.41476256000000006,0.4075,0.40684799999999993,0.005249999999999987,-1.5075352380952658,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
ETHUSDT,1h,next_open,stress,6.0,10.0,2023-01-28 20:00:00+00:00,2023-01-28 21:00:00+00:00,2023-01-29 01:00:00+00:00,short,1560.56,1558.0631039999998,1584.32,1586.854912,15.54999999999994,-1.851563215434102,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
LINKUSDT,1h,next_open,stress,6.0,10.0,2023-01-28 20:00:00+00:00,2023-01-28 21:00:00+00:00,2023-01-29 01:00:00+00:00,short,7.136,7.1245823999999995,7.285,7.2966560000000005,0.1218749999999999,-1.4118859487179576,stop,24,24,1.25,1.5,2.0,48,2.75,1.25,3.0,24
