timeframe,param_id,friction_case,n,atr_period,atr_mult,vol_z_min,close_loc_long_min,close_loc_short_max,total_trades_next_open,ev_per_trade_r_next_open,total_ev_r_next_open,max_drawdown_r_next_open,profit_factor_next_open,total_trades_next_close,ev_per_trade_r_next_close,total_ev_r_next_close,max_drawdown_r_next_close,profit_factor_next_close,ev_delta_close_minus_open_r,trade_delta_close_minus_open
1h,n100_atr14_m2_vz2_cl0.75_cs0.25,base,100,14,2.0,2.0,0.75,0.25,439,-0.17633774042929298,-77.41226804845962,-89.03423096078977,0.7442589075551125,436,-0.2124097953103236,-92.6106707553011,-104.09929896508737,0.6899897129296256,-0.03607205488103063,-3
1h,n100_atr14_m2_vz2_cl0.7_cs0.3,base,100,14,2.0,2.0,0.7,0.3,507,-0.15454521436144059,-78.35442368125038,-89.96926325609857,0.7751942654933061,501,-0.19098738323281653,-95.68467899964108,-107.16408238628327,0.7187968351168166,-0.03644216887137594,-6
1h,n100_atr14_m1.5_vz2_cl0.7_cs0.3,base,100,14,1.5,2.0,0.7,0.3,587,-0.1554845930775966,-91.26945613654921,-102.88429571139741,0.773391786193734,579,-0.19692492392715505,-114.01953095382277,-125.49893434046497,0.7093224445406933,-0.04144033084955845,-8
1h,n100_atr14_m2_vz2_cl0.8_cs0.2,base,100,14,2.0,2.0,0.8,0.2,373,-0.14624263652149735,-54.548503422518515,-64.2447705151853,0.7831445686138113,370,-0.1923254805893836,-71.16042781807192,-80.72298921192133,0.713364417072576,-0.046082844067886236,-3
1h,n100_atr14_m1.5_vz2_cl0.75_cs0.25,base,100,14,1.5,2.0,0.75,0.25,520,-0.16827586152829221,-87.50344799471195,-99.1254109070421,0.7547669626898643,517,-0.21950888217991923,-113.48609208701825,-124.9747202968045,0.6777770823195344,-0.05123302065162702,-3
1h,n100_atr14_m1.2_vz2_cl0.7_cs0.3,base,100,14,1.2,2.0,0.7,0.3,614,-0.151058901335594,-92.75016542005471,-104.3650049949029,0.7778761458127645,605,-0.20241275691851884,-122.4597179357039,-133.9391213223461,0.699421195576936,-0.05135385558292485,-9
1h,n100_atr14_m1.2_vz2_cl0.75_cs0.25,base,100,14,1.2,2.0,0.75,0.25,544,-0.15974334972233684,-86.90038224895123,-98.52234516128135,0.7647911471825198,540,-0.21756145787265252,-117.48318725123237,-128.97181546101865,0.6779245793644042,-0.057818108150315684,-4
1h,n100_atr14_m1.5_vz2_cl0.8_cs0.2,base,100,14,1.5,2.0,0.8,0.2,440,-0.1577630751687432,-69.41575307424701,-79.11202016691377,0.7680463457148246,436,-0.21767215376933027,-94.905059043428,-104.46762043727752,0.6774494969355296,-0.059909078600587085,-4
1h,n100_atr14_m1.5_vz1.5_cl0.7_cs0.3,base,100,14,1.5,1.5,0.7,0.3,679,-0.16625950458414643,-112.89020361263543,-124.50504318748372,0.7594759474431749,667,-0.2270172913301887,-151.42053331723585,-162.89993670387804,0.6691961854781922,-0.060757786746042264,-12
1h,n100_atr14_m2_vz1.5_cl0.7_cs0.3,base,100,14,2.0,1.5,0.7,0.3,549,-0.151672389439707,-83.26814180239916,-94.88298137724732,0.7794234354898831,540,-0.21698964682078184,-117.17440928322219,-128.65381266986435,0.6837959593674362,-0.06531725738107483,-9
1h,n100_atr14_m2_vz1_cl0.7_cs0.3,base,100,14,2.0,1.0,0.7,0.3,584,-0.13405887249401802,-78.29038153650652,-89.90522111135473,0.8035450321966313,574,-0.20006319006404197,-114.83627109676009,-126.82592355104978,0.706160104146337,-0.06600431757002395,-10
1h,n100_atr14_m1.2_vz2_cl0.8_cs0.2,base,100,14,1.2,2.0,0.8,0.2,463,-0.1365899647162472,-63.24115366362246,-72.93742075628923,0.795550470084843,460,-0.20440066078731525,-94.02430396216502,-103.58686535601448,0.6929117809841883,-0.06781069607106804,-3
1h,n100_atr14_m1.5_vz1_cl0.7_cs0.3,base,100,14,1.5,1.0,0.7,0.3,755,-0.15850659966028827,-119.67248274351765,-131.28317295424458,0.7692594955979715,737,-0.22766513232544522,-167.78920252385313,-179.77287416669515,0.6689735014905029,-0.06915853266515695,-18
1h,n100_atr14_m2_vz1.5_cl0.75_cs0.25,base,100,14,2.0,1.5,0.75,0.25,478,-0.17101013511941446,-81.74284458708011,-93.36480749941023,0.7517401446048323,473,-0.24248215893472624,-114.69406117612552,-126.18268938591179,0.6503636512685155,-0.07147202381531179,-5
1h,n100_atr14_m1.5_vz1.5_cl0.75_cs0.25,base,100,14,1.5,1.5,0.75,0.25,608,-0.16660481790386544,-101.2957292855502,-112.91769219788037,0.7575767023616234,601,-0.23907990976757865,-143.68702577031476,-155.17565398010106,0.651631935029203,-0.0724750918637132,-7
1h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,base,20,14,1.2,1.0,0.7,0.3,2129,-0.1077828203117621,-229.4696244437415,-271.8434622410588,0.8349301291254746,2062,-0.1807392412219741,-372.6843153997106,-400.2451188117505,0.7248708886852521,-0.072956420910212,-67
1h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,base,20,14,1.2,1.0,0.75,0.25,1912,-0.12285955593195917,-234.90747094190593,-268.6352751081214,0.8139342066352993,1863,-0.19835350902214413,-369.5325873082545,-397.37892814508194,0.7025272238999035,-0.07549395309018496,-49
1h,n100_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,100,14,1.2,1.5,0.7,0.3,727,-0.15587099718312872,-113.31821495213457,-124.93305452698283,0.7710673136354049,712,-0.23194623849645352,-165.1457218094749,-176.625125196117,0.6591984515100149,-0.0760752413133248,-15
1h,n100_atr14_m1.2_vz1_cl0.7_cs0.3,base,100,14,1.2,1.0,0.7,0.3,831,-0.14495051381589735,-120.4538769810107,-132.06456719173767,0.7855866976762664,809,-0.22379445806285878,-181.04971657285276,-196.03289670700008,0.6711493220332396,-0.07884394424696142,-22
1h,n100_atr14_m1.5_vz1.5_cl0.8_cs0.2,base,100,14,1.5,1.5,0.8,0.2,519,-0.152692625460288,-79.24747261388947,-88.94373970655626,0.7757666864699634,512,-0.23183218302847583,-118.69807771057962,-128.2606391044291,0.658291496937147,-0.07913955756818783,-7
1h,n50_atr14_m2_vz2_cl0.7_cs0.3,base,50,14,2.0,2.0,0.7,0.3,758,-0.06094870465562334,-46.19911812896249,-97.01407431865415,0.905356112162561,751,-0.14327015942074106,-107.59588972497653,-119.9580674875367,0.7789652000275717,-0.08232145476511772,-7
1h,n20_atr14_m1.2_vz1_cl0.8_cs0.2,base,20,14,1.2,1.0,0.8,0.2,1633,-0.10551502219977091,-172.3060312522259,-195.1214392039486,0.8384001229660433,1598,-0.18789064514983517,-300.2492509494366,-324.5834332011412,0.7161194114716153,-0.08237562295006426,-35
1h,n100_atr14_m2_vz1_cl0.75_cs0.25,base,100,14,2.0,1.0,0.75,0.25,510,-0.1495071569434025,-76.24865004113528,-87.87061295346547,0.7809343554150634,504,-0.23357883723302456,-117.72373396544438,-129.72261124287817,0.6633037794852016,-0.08407168028962206,-6
1h,n100_atr14_m1.5_vz1_cl0.75_cs0.25,base,100,14,1.5,1.0,0.75,0.25,681,-0.1582085723196573,-107.74003774968662,-119.3578512978955,0.7681072954986142,669,-0.24354997429866776,-162.93493280580873,-174.92782927179485,0.6476096467689445,-0.08534140197901047,-12
1h,n100_atr14_m1.2_vz1.5_cl0.75_cs0.25,base,100,14,1.2,1.5,0.75,0.25,650,-0.15291613597861334,-99.39548838609866,-111.01745129842885,0.7736642164198163,640,-0.23863136155772963,-152.72407139694695,-164.21269960673325,0.6485777670650464,-0.08571522557911629,-10
1h,n100_atr14_m2_vz1.5_cl0.8_cs0.2,base,100,14,2.0,1.5,0.8,0.2,411,-0.14055732581982466,-57.76906091194794,-67.46532800461468,0.7914463702092315,406,-0.2269309629203586,-92.1339709456656,-101.69653233951507,0.6667307810368087,-0.08637363710053395,-5
1h,n100_atr14_m1.2_vz1_cl0.75_cs0.25,base,100,14,1.2,1.0,0.75,0.25,747,-0.1384491401197925,-103.42150766948501,-115.03932121769397,0.7932520222387041,732,-0.22628414506298178,-165.63999418610265,-180.63239914339397,0.6670012328560309,-0.08783500494318927,-15
1h,n50_atr14_m1.2_vz1_cl0.7_cs0.3,base,50,14,1.2,1.0,0.7,0.3,1249,-0.04600112807434286,-57.45540896485423,-100.42801258962493,0.9259728325621329,1215,-0.13525710752837528,-164.33738564697597,-194.89800564551913,0.7859515894336765,-0.08925597945403241,-34
1h,n50_atr14_m1.5_vz2_cl0.7_cs0.3,base,50,14,1.5,2.0,0.7,0.3,905,-0.06509482750733965,-58.91081889414239,-98.52728720248618,0.8976324346285018,896,-0.15508190869255342,-138.95339018852786,-155.67333195901728,0.7597535159247842,-0.08998708118521377,-9
1h,n20_atr14_m1.5_vz1_cl0.7_cs0.3,base,20,14,1.5,1.0,0.7,0.3,1940,-0.10554865233067445,-204.76438552150844,-255.07658992125928,0.8388154363442307,1884,-0.19630922322470662,-369.84657655534727,-395.37205818811367,0.7054838294764018,-0.09076057089403217,-56
1h,n100_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,100,14,1.2,1.5,0.8,0.2,556,-0.12990180680040683,-72.2254045810262,-81.92167167369296,0.8047099350147519,549,-0.22149015921601167,-121.59809740959041,-131.16065880343987,0.6682854767870898,-0.09158835241560484,-7
1h,n100_atr14_m1.2_vz1_cl0.8_cs0.2,base,100,14,1.2,1.0,0.8,0.2,638,-0.12080881140163029,-77.07602167424012,-86.77228876690687,0.8160850833247528,630,-0.21413856121959782,-134.90729356834663,-147.97961252114885,0.6791576091751148,-0.09332974981796753,-8
1h,n20_atr14_m2_vz1_cl0.7_cs0.3,base,20,14,2.0,1.0,0.7,0.3,1413,-0.07265454962296561,-102.6608786172504,-143.6717011003055,0.8892691845514202,1385,-0.1677426094121002,-232.32351403575876,-250.12094275597178,0.7461922732751918,-0.0950880597891346,-28
1h,n50_atr14_m1.2_vz2_cl0.7_cs0.3,base,50,14,1.2,2.0,0.7,0.3,947,-0.06118840225920518,-57.94541693946731,-99.49290851343747,0.902868501406911,936,-0.1565662816278872,-146.5460396037024,-163.26598137419177,0.7557597414147547,-0.095377879368682,-11
1h,n50_atr14_m1.5_vz1_cl0.7_cs0.3,base,50,14,1.5,1.0,0.7,0.3,1137,-0.0542986294316494,-61.737541663785365,-109.97379385069041,0.9139128442426578,1115,-0.15254878551479756,-170.0918958489993,-200.6525158475424,0.7637846367661804,-0.09825015608314816,-22
1h,n20_atr14_m1.5_vz1_cl0.75_cs0.25,base,20,14,1.5,1.0,0.75,0.25,1749,-0.11585379038524023,-202.62827938378516,-242.0702573105311,0.8242154292048561,1707,-0.2145186608843092,-366.1833541295158,-390.0051886167201,0.6822112593941566,-0.09866487049906898,-42
1h,n100_atr14_m1.5_vz1_cl0.8_cs0.2,base,100,14,1.5,1.0,0.8,0.2,577,-0.1404695145831708,-81.05090991448955,-90.74717700715634,0.7911247317988991,569,-0.24199897870200762,-137.69741888144233,-147.77022934293933,0.6462648365819214,-0.10152946411883682,-8
1h,n100_atr14_m2_vz1_cl0.8_cs0.2,base,100,14,2.0,1.0,0.8,0.2,437,-0.12382736473540075,-54.11255838937013,-63.8088254820369,0.8147054727265548,431,-0.22664653957742573,-97.68465855787049,-107.75746901936746,0.6695293547914304,-0.10281917484202498,-6
1h,n50_atr14_m1.2_vz1_cl0.75_cs0.25,base,50,14,1.2,1.0,0.75,0.25,1122,-0.04839148661968528,-54.295247987286885,-91.93312199612643,0.9221259080080176,1103,-0.15239052350755397,-168.08674742883204,-196.71510097000905,0.7619281205999436,-0.10399903688786868,-19
1h,n50_atr14_m1.5_vz1.5_cl0.7_cs0.3,base,50,14,1.5,1.5,0.7,0.3,1016,-0.04826765813331945,-49.03994066345256,-103.23575179339223,0.923207204887638,999,-0.15272389369831277,-152.57116980461444,-178.42447950523896,0.7631383647124266,-0.10445623556499331,-17
1h,n50_atr14_m2_vz2_cl0.75_cs0.25,base,50,14,2.0,2.0,0.75,0.25,664,-0.0897057381332334,-59.56461012046698,-86.96994779857555,0.8623823814064111,661,-0.19551189581683737,-129.2333631349295,-139.66327444012367,0.707825799635105,-0.10580615768360396,-3
1h,n20_atr14_m1.5_vz1_cl0.8_cs0.2,base,20,14,1.5,1.0,0.8,0.2,1505,-0.10116676830522468,-152.25598629936314,-179.00678068697144,0.8451734121220122,1473,-0.20774904169392203,-306.01433841514717,-329.3168344625282,0.6906234797242122,-0.10658227338869734,-32
1h,n50_atr14_m1.2_vz2_cl0.75_cs0.25,base,50,14,1.2,2.0,0.75,0.25,836,-0.07847919811999182,-65.60860962831316,-95.6702218598002,0.8766110322641755,832,-0.1856875595582053,-154.4920495524268,-169.2797248655501,0.715922725981732,-0.10720836143821347,-4
1h,n50_atr14_m1.5_vz2_cl0.75_cs0.25,base,50,14,1.5,2.0,0.75,0.25,802,-0.08455054207714309,-67.80953474586876,-95.17799406246513,0.8680268822629119,799,-0.19362281924041713,-154.70463257309328,-169.4923078862166,0.7070737924227327,-0.10907227716327404,-3
1h,n20_atr14_m2_vz2_cl0.7_cs0.3,base,20,14,2.0,2.0,0.7,0.3,1249,-0.06905307456290227,-86.24729012906494,-132.2307875324746,0.8942889327452089,1223,-0.17819588432438024,-217.93356652871702,-226.39902045263466,0.7327865368008524,-0.10914280976147797,-26
1h,n50_atr14_m1.2_vz1_cl0.8_cs0.2,base,50,14,1.2,1.0,0.8,0.2,964,-0.040916724941921105,-39.443722844011944,-69.62091248547978,0.9335561203431713,949,-0.1511852770464695,-143.47482791709956,-167.44729251376663,0.7612311452555304,-0.11026855210454839,-15
1h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,20,14,1.2,1.5,0.7,0.3,1871,-0.09526374682356206,-178.2384703068846,-219.91672863754053,0.8532830833195413,1821,-0.20694134960680105,-376.8401976339847,-396.5320516663768,0.6904628866156739,-0.11167760278323899,-50
1h,n50_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,50,14,1.2,1.5,0.7,0.3,1089,-0.03906805808430802,-42.54511525381144,-97.75913832052646,0.9369879863107987,1068,-0.15187872692891202,-162.20648036007805,-188.05979006070262,0.7614019505450191,-0.112810668844604,-21
1h,n20_atr14_m2_vz1.5_cl0.7_cs0.3,base,20,14,2.0,1.5,0.7,0.3,1354,-0.07407242749975051,-100.2940668346622,-135.6840387398798,0.8869964999354631,1330,-0.18695979351017736,-248.65652536853588,-258.35007488160466,0.7207624904127066,-0.11288736601042684,-24
1h,n50_atr14_m2_vz1.5_cl0.7_cs0.3,base,50,14,2.0,1.5,0.7,0.3,813,-0.0411564050668241,-33.460157319328,-97.93387503713629,0.9350350959295113,802,-0.15411248837886193,-123.59821567984727,-139.81269790461982,0.7633126478499318,-0.11295608331203782,-11
1h,n50_atr14_m2_vz1_cl0.7_cs0.3,base,50,14,2.0,1.0,0.7,0.3,863,-0.027984532083023587,-24.150651187649355,-89.66867457082543,0.955546622587311,853,-0.1419582730092148,-121.09040687686023,-138.80263904312523,0.7793036007004965,-0.1139737409261912,-10
1h,n50_atr14_m1.2_vz1.5_cl0.75_cs0.25,base,50,14,1.2,1.5,0.75,0.25,968,-0.05371109010774636,-51.99233522429848,-91.94625520546283,0.9140204777543866,958,-0.16925592083067395,-162.14717215578565,-186.06821539904413,0.7376301873425576,-0.1155448307229276,-10
1h,n50_atr14_m1.5_vz1_cl0.75_cs0.25,base,50,14,1.5,1.0,0.75,0.25,1026,-0.06049825518213048,-62.071209816865874,-107.10929915859361,0.9039177985293421,1012,-0.1764251919671249,-178.5422942707304,-207.17064781190746,0.7306084591760619,-0.11592693678499441,-14
1h,n20_atr14_m2_vz1_cl0.75_cs0.25,base,20,14,2.0,1.0,0.75,0.25,1259,-0.08318258550335042,-104.72687514871818,-137.98371091050785,0.8735175209603697,1242,-0.199984484315011,-248.38072951924366,-264.2458917820906,0.7032948402382777,-0.11680189881166059,-17
1h,n50_atr14_m1.5_vz1.5_cl0.75_cs0.25,base,50,14,1.5,1.5,0.75,0.25,910,-0.06330749184415763,-57.609817578183446,-99.52863786110741,0.8998029437280944,902,-0.18072233886339287,-163.01154965478037,-186.93259289803873,0.7244044065096558,-0.11741484701923524,-8
1h,n20_atr14_m1.2_vz2_cl0.7_cs0.3,base,20,14,1.2,2.0,0.7,0.3,1640,-0.09394527659873554,-154.0702536219263,-194.6824642336714,0.8550921109469122,1599,-0.21216302283103125,-339.248673506819,-350.91854969219276,0.6842662869612064,-0.11821774623229571,-41
1h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,base,20,14,1.2,1.5,0.75,0.25,1668,-0.11129641292788142,-185.64241676370622,-220.09504164710643,0.8301907316900945,1634,-0.23126477290766406,-377.88663893112306,-397.8626721278212,0.6597001418105611,-0.11996835997978264,-34
1h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,20,14,1.2,1.5,0.8,0.2,1425,-0.10363892353433042,-147.68546603642085,-165.83640302763013,0.8409404856105879,1401,-0.22392435180807443,-313.7180168831123,-331.22551825498164,0.6684739063526117,-0.12028542827374401,-24
1h,n20_atr14_m1.5_vz1.5_cl0.7_cs0.3,base,20,14,1.5,1.5,0.7,0.3,1754,-0.09911239196356295,-173.84313550408942,-215.11981670618172,0.8483612557189172,1711,-0.2210521848347324,-378.22028825222714,-396.0891654703711,0.6739948656695356,-0.12193979287116946,-43
1h,n20_atr14_m1.5_vz2_cl0.7_cs0.3,base,20,14,1.5,2.0,0.7,0.3,1557,-0.09354941050494789,-145.65643215620386,-195.19136494742878,0.8561638991719341,1517,-0.21913184440292247,-332.42300795923336,-343.6659177455786,0.6771270382546241,-0.12558243389797458,-40
1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,20,14,1.2,2.0,0.75,0.25,1455,-0.10347570551311404,-150.55715152158092,-185.78205923090124,0.8410374576121296,1426,-0.2292192846961646,-326.86669997673073,-338.82075532641056,0.662916210937577,-0.12574357918305057,-29
1h,n50_atr14_m1.5_vz1.5_cl0.8_cs0.2,base,50,14,1.5,1.5,0.8,0.2,782,-0.05259663452208166,-41.13056819626786,-76.29156959632812,0.9160281775728262,774,-0.17835604781842435,-138.04758101146044,-159.22735473350258,0.7268889957182264,-0.1257594132963427,-8
1h,n50_atr14_m1.5_vz1_cl0.8_cs0.2,base,50,14,1.5,1.0,0.8,0.2,878,-0.0486830334467316,-42.74370336623034,-77.523221297182,0.9219781976912396,865,-0.17459800331179834,-151.02727286470557,-174.99973746137266,0.731213327898476,-0.12591496986506673,-13
1h,n50_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,50,14,1.2,1.5,0.8,0.2,826,-0.04069885916287373,-33.6172576685337,-70.70061204901407,0.9341224326476689,819,-0.16665576530585574,-136.49107178549585,-157.670845507538,0.740182911647412,-0.125956906142982,-7
1h,n50_atr14_m2_vz2_cl0.8_cs0.2,base,50,14,2.0,2.0,0.8,0.2,573,-0.0636562817668508,-36.47504945240551,-62.44133030425195,0.9002561792450101,569,-0.19361915595624937,-110.1692997391059,-118.67314422836331,0.7081763767172083,-0.12996287418939856,-4
1h,n20_atr14_m2_vz2_cl0.75_cs0.25,base,20,14,2.0,2.0,0.75,0.25,1108,-0.0791546422724041,-87.70334363782374,-127.21449159182959,0.8791311249303548,1090,-0.21190612687611768,-230.97767829496826,-237.51086576152,0.6886347723646503,-0.13275148460371358,-18
1h,n20_atr14_m1.5_vz1.5_cl0.75_cs0.25,base,20,14,1.5,1.5,0.75,0.25,1569,-0.11213465103756495,-175.9392674779394,-207.86618278398882,0.8292735273288767,1538,-0.24513523690833394,-377.0179943650176,-392.686070565025,0.6439037846255482,-0.133000585870769,-31
1h,n20_atr14_m1.2_vz2_cl0.8_cs0.2,base,20,14,1.2,2.0,0.8,0.2,1235,-0.08873602512314285,-109.58899102708142,-139.8115744658685,0.8627044860360955,1213,-0.22188061455162666,-269.14118545112314,-282.94486111447105,0.6728639197912646,-0.1331445894284838,-22
1h,n20_atr14_m1.5_vz1.5_cl0.8_cs0.2,base,20,14,1.5,1.5,0.8,0.2,1350,-0.09946176126352466,-134.2733777057583,-153.8566824497436,0.8473174998295065,1325,-0.23556728371851882,-312.1266509270374,-328.31901544751537,0.6547958452086582,-0.13610552245499416,-25
1h,n50_atr14_m1.5_vz2_cl0.8_cs0.2,base,50,14,1.5,2.0,0.8,0.2,680,-0.06601666963173984,-44.89133534958309,-74.7957949658991,0.8955498518691072,676,-0.20249723205697573,-136.8881288705156,-149.74973736770218,0.6936678563960819,-0.13648056242523587,-4
1h,n20_atr14_m2_vz1_cl0.8_cs0.2,base,20,14,2.0,1.0,0.8,0.2,1080,-0.046923380758175016,-50.67725121882902,-80.8204658371868,0.9267400327807422,1066,-0.1838335909337837,-195.96660793541344,-210.14646390694105,0.7244326763899397,-0.1369102101756087,-14
1h,n50_atr14_m1.2_vz2_cl0.8_cs0.2,base,50,14,1.2,2.0,0.8,0.2,705,-0.06190004159635022,-43.639529325426906,-76.44919998348416,0.9014606988312642,702,-0.19889740484961782,-139.6259782044317,-152.48758670161826,0.6964662636573953,-0.1369973632532676,-3
1h,n20_atr14_m1.5_vz2_cl0.75_cs0.25,base,20,14,1.5,2.0,0.75,0.25,1384,-0.10018146942735964,-138.65115368746575,-180.68923174091316,0.8461203775465562,1355,-0.23779435900452014,-322.2113564511248,-333.92120172157286,0.6537759748709507,-0.1376128895771605,-29
1h,n50_atr14_m2_vz1.5_cl0.75_cs0.25,base,50,14,2.0,1.5,0.75,0.25,717,-0.06534254683370486,-46.850606079766386,-86.76820650896846,0.8976722808156948,712,-0.20311255776692297,-144.61614113004916,-158.89835689745576,0.6968941692902739,-0.1377700109332181,-5
1h,n20_atr14_m2_vz1.5_cl0.75_cs0.25,base,20,14,2.0,1.5,0.75,0.25,1206,-0.08538897201527851,-102.97910025042589,-132.4094566121561,0.8701057606501403,1191,-0.22340361610881893,-266.07370678560335,-273.83498984130614,0.6737187973804458,-0.13801464409354042,-15
1h,n20_atr14_m1.5_vz2_cl0.8_cs0.2,base,20,14,1.5,2.0,0.8,0.2,1182,-0.08784433213342015,-103.83200058170262,-139.65726853726844,0.8641306955797435,1158,-0.2288263900675475,-264.98095969822003,-278.64771120689323,0.6651701755665641,-0.14098205793412738,-24
1h,n50_atr14_m2_vz1_cl0.75_cs0.25,base,50,14,2.0,1.0,0.75,0.25,764,-0.04362057551441189,-33.32611969301068,-77.73515082477127,0.9308574015888299,759,-0.19246065302892815,-146.07763564895646,-161.85760135785551,0.7100574703287842,-0.14884007751451625,-5
1h,n50_atr14_m2_vz1.5_cl0.8_cs0.2,base,50,14,2.0,1.5,0.8,0.2,623,-0.04396744670181797,-27.391719295232598,-56.54418288090816,0.9298742307768276,618,-0.193553447568164,-119.61603059712536,-132.63440123901117,0.7082773542466099,-0.14958600086634605,-5
1h,n20_atr14_m2_vz2_cl0.8_cs0.2,base,20,14,2.0,2.0,0.8,0.2,951,-0.05310521371497353,-50.50305824293983,-86.97540603115931,0.9172831722455522,935,-0.2059325394534975,-192.54692438902015,-202.3504386042164,0.6952929554156266,-0.15282732573852395,-16
1h,n20_atr14_m2_vz1.5_cl0.8_cs0.2,base,20,14,2.0,1.5,0.8,0.2,1036,-0.05538077589017613,-57.374483822222466,-80.53849634376016,0.9137957628351793,1022,-0.2114648337594514,-216.11706010215934,-223.24074504574725,0.6877522993359296,-0.1560840578692753,-14
1h,n50_atr14_m2_vz1_cl0.8_cs0.2,base,50,14,2.0,1.0,0.8,0.2,663,-0.01953206016267175,-12.94975588785137,-50.04034964270743,0.9684319109812319,656,-0.1838071192267803,-120.57747021276788,-133.59584085465372,0.7199754760095619,-0.16427505906410855,-7
1h,n100_atr14_m2_vz2_cl0.7_cs0.3,stress,100,14,2.0,2.0,0.7,0.3,506,-0.29369379953566205,-148.609062565045,-159.56784674300283,0.6210743330104072,500,-0.3560308157171776,-178.0154078585888,-188.9738668514062,0.5478298962041884,-0.06233701618151555,-6
1h,n100_atr14_m1.5_vz2_cl0.7_cs0.3,stress,100,14,1.5,2.0,0.7,0.3,586,-0.28827326335275666,-168.9281323247154,-179.88691650267324,0.6258433557508124,578,-0.35241692632541166,-203.69698341608793,-214.65544240890526,0.5480882712715822,-0.064143662972655,-8
1h,n100_atr14_m2_vz2_cl0.8_cs0.2,stress,100,14,2.0,2.0,0.8,0.2,373,-0.28447569733137934,-106.10943510460449,-115.23112858940928,0.6258171168227903,369,-0.3487709381281126,-128.69647616927355,-137.82130664453376,0.5492513041349352,-0.06429524079673327,-4
1h,n100_atr14_m2_vz2_cl0.75_cs0.25,stress,100,14,2.0,2.0,0.75,0.25,438,-0.31748570873245574,-139.05874042481562,-150.031776204286,0.5915882531263358,435,-0.38294635200464566,-166.58166312202087,-177.55857814107696,0.5196490601868438,-0.06546064327218992,-3
1h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,stress,20,14,1.2,1.0,0.7,0.3,2135,-0.2597831101817185,-554.636940237969,-578.4628488193597,0.6529501799713583,2067,-0.3333681912697223,-689.0720513545159,-710.9058910489871,0.5585601462529058,-0.07358508108800377,-68
1h,n100_atr14_m1.5_vz2_cl0.8_cs0.2,stress,100,14,1.5,2.0,0.8,0.2,440,-0.2913664348582138,-128.20123133761408,-137.3229248224188,0.6191460048390233,435,-0.36589941848387103,-159.1662470404839,-168.2910775157442,0.5268485678217009,-0.07453298362565725,-5
1h,n100_atr14_m1.2_vz2_cl0.7_cs0.3,stress,100,14,1.2,2.0,0.7,0.3,613,-0.2819448152346641,-172.8321717388491,-183.79095591680698,0.6305941828370317,605,-0.3565364636706844,-215.70456052076406,-226.66301951358147,0.5399190947116658,-0.07459164843602034,-8
1h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,stress,20,14,1.2,1.0,0.75,0.25,1918,-0.273646009030254,-524.8530453200271,-546.3748514735228,0.6378830284060059,1868,-0.34955211831628846,-652.9633570148269,-675.5717476397061,0.5428914171579426,-0.07590610928603447,-50
1h,n100_atr14_m1.5_vz2_cl0.75_cs0.25,stress,100,14,1.5,2.0,0.75,0.25,519,-0.3017212914944252,-156.5933502856067,-167.56638606507713,0.6081152510353851,516,-0.37828888264575966,-195.197063445212,-206.173978464268,0.5186413354873644,-0.07656759115133444,-3
1h,n100_atr14_m1.2_vz2_cl0.8_cs0.2,stress,100,14,1.2,2.0,0.8,0.2,463,-0.2681195706493683,-124.13936121065754,-133.2610546954623,0.6432532235170395,459,-0.3496981942701512,-160.5114711699994,-169.6363016452598,0.5411643613855427,-0.08157862362078289,-4
1h,n100_atr14_m1.2_vz2_cl0.75_cs0.25,stress,100,14,1.2,2.0,0.75,0.25,543,-0.29135366036095706,-158.20503757599968,-169.1780733554701,0.6175449165594546,540,-0.3750546902704629,-202.52953274604997,-213.506447765106,0.5187059188731755,-0.08370102990950584,-3
1h,n20_atr14_m1.5_vz1_cl0.7_cs0.3,stress,20,14,1.5,1.0,0.7,0.3,1946,-0.260273550825773,-506.4923299069543,-535.8689959001783,0.653344262762246,1888,-0.3478227056067762,-656.6892681855935,-679.611843158049,0.5454049271137955,-0.08754915478100317,-58
1h,n20_atr14_m1.2_vz1_cl0.8_cs0.2,stress,20,14,1.2,1.0,0.8,0.2,1637,-0.2518540012268963,-412.28500000842917,-431.9609591727568,0.6621028689154476,1602,-0.34034262190259706,-545.2288802879605,-564.8131688254168,0.5513201589686774,-0.08848862067570079,-35
1h,n100_atr14_m1.5_vz1.5_cl0.7_cs0.3,stress,100,14,1.5,1.5,0.7,0.3,678,-0.29596410767556536,-200.6636650040333,-211.62244918199093,0.6176999883907409,665,-0.3868849403874941,-257.27848535768356,-268.2369443505012,0.5108992409135811,-0.09092083271192875,-13
