timeframe,param_id,friction_case,n,atr_period,atr_mult,vol_z_min,close_loc_long_min,close_loc_short_max,total_trades_next_open,ev_per_trade_r_next_open,total_ev_r_next_open,max_drawdown_r_next_open,profit_factor_next_open,total_trades_next_close,ev_per_trade_r_next_close,total_ev_r_next_close,max_drawdown_r_next_close,profit_factor_next_close,ev_delta_close_minus_open_r,trade_delta_close_minus_open
1h,n50_atr14_m2_vz2_cl0.7_cs0.3,stress,50,14,2.0,2.0,0.7,0.3,756,-0.21330411362301915,-161.25790989900247,-173.4985250495758,0.7100509185445341,749,-0.30579045536294897,-229.0370510668488,-240.49634434814766,0.5938487026230523,-0.09248634173992981,-7
1h,n20_atr14_m2_vz1_cl0.7_cs0.3,stress,20,14,2.0,1.0,0.7,0.3,1419,-0.23352817511301074,-331.37648048536226,-352.22827648594466,0.6904868117766756,1386,-0.3286260194327179,-455.475662933747,-470.8991531960089,0.5695437582906071,-0.09509784431970716,-33
1h,n20_atr14_m1.5_vz1_cl0.75_cs0.25,stress,20,14,1.5,1.0,0.75,0.25,1755,-0.2699448750951353,-473.7532557919625,-499.6613860148963,0.6424891082733597,1712,-0.3664781859893459,-627.4106544137602,-647.2222121293397,0.5268605506267149,-0.09653331089421058,-43
1h,n100_atr14_m2_vz1_cl0.7_cs0.3,stress,100,14,2.0,1.0,0.7,0.3,583,-0.27251774993818006,-158.87784821395897,-169.8366323919167,0.645806776047555,575,-0.3705485471852975,-213.06541463154608,-224.02387362436346,0.531674762897601,-0.09803079724711744,-8
1h,n100_atr14_m2_vz1.5_cl0.7_cs0.3,stress,100,14,2.0,1.5,0.7,0.3,548,-0.2902087518900113,-159.0343960357262,-169.99318021368396,0.6255386085965686,539,-0.38847311241032934,-209.38700758916752,-220.34546658198488,0.513739864642648,-0.09826436052031806,-9
1h,n50_atr14_m1.5_vz2_cl0.7_cs0.3,stress,50,14,1.5,2.0,0.7,0.3,902,-0.20809102832885212,-187.6981075526246,-203.46951043820593,0.7117977381174099,894,-0.30671109785669726,-274.19972148388734,-289.50645513061386,0.587225756086745,-0.09862006952784513,-8
1h,n100_atr14_m1.5_vz1_cl0.7_cs0.3,stress,100,14,1.5,1.0,0.7,0.3,754,-0.28736959214161,-216.67667247477397,-227.62715505476064,0.626681404121227,738,-0.390206088618854,-287.97209340071424,-295.9239842342668,0.5074951545798003,-0.10283649647724397,-16
1h,n20_atr14_m1.5_vz1_cl0.8_cs0.2,stress,20,14,1.5,1.0,0.8,0.2,1511,-0.2541247094583371,-383.9824359915474,-408.04471922531326,0.6602858658705164,1477,-0.35697353727393016,-527.2499145535949,-546.4225972446902,0.5355613627738284,-0.10284882781559307,-34
1h,n20_atr14_m2_vz2_cl0.7_cs0.3,stress,20,14,2.0,2.0,0.7,0.3,1253,-0.2356149488420184,-295.22553089904903,-305.1042911201609,0.6873293179678841,1222,-0.3387827212591588,-413.99248537869204,-420.5448213673555,0.5605029826119055,-0.10316777241714042,-31
1h,n100_atr14_m1.2_vz1.5_cl0.7_cs0.3,stress,100,14,1.2,1.5,0.7,0.3,726,-0.28166964159284036,-204.49215979640212,-215.45094397435986,0.6301686603191015,712,-0.3854979188940442,-274.4745182525595,-285.4329772453773,0.5069839837988976,-0.10382827730120386,-14
1h,n50_atr14_m1.2_vz1_cl0.7_cs0.3,stress,50,14,1.2,1.0,0.7,0.3,1247,-0.18397718018398698,-229.41954368943178,-254.23051478205429,0.7383964633706354,1219,-0.2879718323551942,-351.0376636409817,-378.23144966668843,0.6041619168962531,-0.10399465217120721,-28
1h,n50_atr14_m1.5_vz1_cl0.7_cs0.3,stress,50,14,1.5,1.0,0.7,0.3,1135,-0.19622579681157484,-222.71627938113744,-247.52725047375992,0.725223911084911,1116,-0.30132975940350126,-336.28401149430744,-363.4777975200142,0.5934520198947899,-0.10510396259192642,-19
1h,n100_atr14_m1.5_vz1.5_cl0.8_cs0.2,stress,100,14,1.5,1.5,0.8,0.2,519,-0.28274675315314934,-146.74556488648452,-155.86725837128927,0.6296759355081416,510,-0.38820953670758457,-197.98686372086814,-207.11169419612833,0.5030907373288154,-0.10546278355443522,-9
1h,n100_atr14_m1.5_vz1.5_cl0.75_cs0.25,stress,100,14,1.5,1.5,0.75,0.25,607,-0.2965671745738491,-180.01627496632642,-190.98931074579681,0.614319190892131,599,-0.4027285155049225,-241.23438078744857,-252.2112958065047,0.4924661377698021,-0.10616134093107338,-8
1h,n50_atr14_m1.2_vz2_cl0.7_cs0.3,stress,50,14,1.2,2.0,0.7,0.3,944,-0.20406899769922016,-192.64113382806383,-208.41253671364524,0.7151300289543789,935,-0.31040067265559057,-290.22462893297717,-305.5313625797039,0.5807369351331221,-0.10633167495637041,-9
1h,n100_atr14_m2_vz1.5_cl0.75_cs0.25,stress,100,14,2.0,1.5,0.75,0.25,477,-0.310938502272768,-148.31766558411033,-159.29070136358064,0.5993744273341928,472,-0.4197893686188973,-198.14058198811952,-209.1174970071755,0.48228537585179637,-0.10885086634612934,-5
1h,n20_atr14_m2_vz1.5_cl0.7_cs0.3,stress,20,14,2.0,1.5,0.7,0.3,1360,-0.23663856555216825,-321.8284491509488,-335.38644166077984,0.6864958154245094,1330,-0.3462844601773755,-460.5583320359094,-468.39257036683335,0.5514452027672341,-0.10964589462520727,-30
1h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,stress,20,14,1.2,1.5,0.7,0.3,1876,-0.25100431965942654,-470.88410368108424,-490.4497177057587,0.6633742563651203,1824,-0.36117599956877755,-658.7850232134502,-673.6924985933592,0.5297635129678346,-0.110171679909351,-52
1h,n20_atr14_m1.2_vz2_cl0.7_cs0.3,stress,20,14,1.2,2.0,0.7,0.3,1642,-0.25354151718660733,-416.31517122040924,-428.6298463467695,0.6602751770634954,1600,-0.3652109933358577,-584.3375893373724,-591.8101746840606,0.5272702645334112,-0.11166947614925038,-42
1h,n100_atr14_m1.2_vz1_cl0.7_cs0.3,stress,100,14,1.2,1.0,0.7,0.3,829,-0.26783390698595894,-222.03430889135996,-232.98479147134663,0.6453315379634795,812,-0.3810061361408926,-309.3769825464048,-320.30950511999765,0.5122906158697548,-0.11317222915493369,-17
1h,n100_atr14_m1.2_vz1.5_cl0.8_cs0.2,stress,100,14,1.2,1.5,0.8,0.2,556,-0.25543463775028913,-142.02165858916075,-151.1433520739655,0.6572415974801592,548,-0.3692130841630884,-202.32877012137243,-211.45360059663264,0.5178281104721075,-0.11377844641279927,-8
1h,n100_atr14_m2_vz1.5_cl0.8_cs0.2,stress,100,14,2.0,1.5,0.8,0.2,411,-0.27773316641762114,-114.14833139764228,-123.27002488244706,0.6342395061545738,405,-0.39268076712504785,-159.03571068564437,-168.16054116090456,0.5033664660781957,-0.11494760070742671,-6
1h,n50_atr14_m1.5_vz1.5_cl0.7_cs0.3,stress,50,14,1.5,1.5,0.7,0.3,1013,-0.18894127854364334,-191.3975151647107,-214.39230453048353,0.7345572500050841,998,-0.30423463458980826,-303.6261653206287,-326.40532290063896,0.5897282886596492,-0.11529335604616492,-15
1h,n20_atr14_m1.5_vz1.5_cl0.7_cs0.3,stress,20,14,1.5,1.5,0.7,0.3,1759,-0.2570119304970417,-452.08398574429634,-474.60286705445316,0.6575566922654333,1713,-0.37233021097201024,-637.8016513950536,-653.7626492148213,0.5207405491855982,-0.11531828047496856,-46
1h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,stress,20,14,1.2,1.5,0.8,0.2,1430,-0.25844385374142925,-369.57471085024383,-384.9848801523577,0.6543357925169161,1404,-0.37410088335250413,-525.2376402269158,-538.9801317049245,0.5152200178379078,-0.11565702961107488,-26
1h,n20_atr14_m1.5_vz2_cl0.7_cs0.3,stress,20,14,1.5,2.0,0.7,0.3,1560,-0.25540096951346003,-398.42551244099764,-413.6934548528401,0.6590860586401223,1517,-0.37171166597696015,-563.8865972870485,-572.7663220385145,0.5229205733357347,-0.11631069646350012,-43
1h,n100_atr14_m1.2_vz1.5_cl0.75_cs0.25,stress,100,14,1.2,1.5,0.75,0.25,649,-0.278988165919751,-181.0633196819184,-192.03635546138884,0.6305869289683002,640,-0.3957266545373436,-253.26505890389993,-264.24197392295616,0.4944287352681768,-0.11673848861759262,-9
1h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,stress,20,14,1.2,1.5,0.75,0.25,1673,-0.266522747937679,-445.89255729973695,-463.154068896516,0.6455359212887384,1637,-0.3841731028564919,-628.8913693760773,-644.5706782260492,0.5067443088524908,-0.11765035491881293,-36
1h,n100_atr14_m1.2_vz1_cl0.8_cs0.2,stress,100,14,1.2,1.0,0.8,0.2,637,-0.24201136306047877,-154.16123826952497,-163.2829317543297,0.670384605637082,630,-0.3597151136890116,-226.6205216240773,-238.7259838393778,0.5278339571695759,-0.11770375062853283,-7
1h,n50_atr14_m1.2_vz1_cl0.75_cs0.25,stress,50,14,1.2,1.0,0.75,0.25,1119,-0.18438973968272016,-206.33211870496385,-229.27865059250092,0.7374945193875697,1107,-0.30293655881402737,-335.3507706071283,-360.68006851846616,0.5878677431513017,-0.11854681913130721,-12
1h,n50_atr14_m2_vz1_cl0.7_cs0.3,stress,50,14,2.0,1.0,0.7,0.3,862,-0.18325850946778788,-157.96883516123316,-173.91249568146887,0.7450929280705052,853,-0.30304097792832996,-258.4939541728655,-273.85922467198634,0.594430732525532,-0.11978246846054208,-9
1h,n20_atr14_m2_vz1_cl0.75_cs0.25,stress,20,14,2.0,1.0,0.75,0.25,1263,-0.24014197292363698,-303.2993118025535,-322.28666859805026,0.6816985500401426,1244,-0.35995474057550636,-447.7836972759299,-461.34269942382326,0.5371205474884232,-0.11981276765186938,-19
1h,n100_atr14_m2_vz1_cl0.75_cs0.25,stress,100,14,2.0,1.0,0.75,0.25,509,-0.2890531243962378,-147.12804031768505,-158.10107609715539,0.6243367337526123,505,-0.4095335163611795,-206.81442576239564,-217.79134078145162,0.49404673771954916,-0.1204803919649417,-4
1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,stress,20,14,1.2,2.0,0.75,0.25,1456,-0.25984793686786684,-378.33859607961415,-388.34916877807945,0.6522615079456328,1427,-0.38113308757196357,-543.876915965192,-552.1213347819436,0.5116631034190363,-0.12128515070409673,-29
1h,n100_atr14_m1.5_vz1_cl0.75_cs0.25,stress,100,14,1.5,1.0,0.75,0.25,680,-0.2871872118530054,-195.28730406004365,-206.25203824154292,0.6241618459344837,670,-0.40960991439020944,-274.4386426414403,-282.4089895012314,0.48703820610043574,-0.12242270253720405,-10
1h,n50_atr14_m2_vz1.5_cl0.7_cs0.3,stress,50,14,2.0,1.5,0.7,0.3,811,-0.1909844049062189,-154.88835237894352,-170.83201289917918,0.7357276382522911,802,-0.31572566911925676,-253.21198663364393,-268.3757907813597,0.5818452622836944,-0.12474126421303786,-9
1h,n100_atr14_m1.5_vz1_cl0.8_cs0.2,stress,100,14,1.5,1.0,0.8,0.2,577,-0.26858115534214116,-154.97132663241544,-164.09302011722016,0.6437964020875574,568,-0.3936216327648388,-223.57708741042845,-232.70191788568863,0.49777254561343437,-0.12504047742269764,-9
1h,n50_atr14_m1.2_vz1_cl0.8_cs0.2,stress,50,14,1.2,1.0,0.8,0.2,962,-0.17277842959522785,-166.21284927060918,-185.51699646791096,0.7515992598871261,951,-0.29784182804605996,-283.247578471803,-304.2652131497412,0.5887945900907339,-0.12506339845083211,-11
1h,n100_atr14_m1.2_vz1_cl0.75_cs0.25,stress,100,14,1.2,1.0,0.75,0.25,745,-0.26135796350131546,-194.71168280848002,-205.67641698997943,0.6505476991643344,735,-0.3870769748314866,-284.50157650114267,-295.4525551009739,0.5054845805762893,-0.12571901133017116,-10
1h,n20_atr14_m1.2_vz2_cl0.8_cs0.2,stress,20,14,1.2,2.0,0.8,0.2,1237,-0.24436232001254257,-302.27618985551516,-313.32679540292116,0.6704474892244175,1214,-0.37009422316108354,-449.2943869175554,-459.2870799624944,0.5227561708211949,-0.12573190314854096,-23
1h,n50_atr14_m1.2_vz2_cl0.75_cs0.25,stress,50,14,1.2,2.0,0.75,0.25,833,-0.21498241195954382,-179.0803491623,-192.98731284279614,0.7013394958647419,832,-0.34071480193400194,-283.4747152090896,-296.9169607414475,0.5481866183652008,-0.12573238997445813,-1
1h,n50_atr14_m1.5_vz2_cl0.75_cs0.25,stress,50,14,1.5,2.0,0.75,0.25,799,-0.22190441275568662,-177.3016257917936,-191.2085894722897,0.6938422582359267,798,-0.34790991833399554,-277.63211483052845,-291.0743603628864,0.5429489397551267,-0.12600550557830892,-1
1h,n50_atr14_m2_vz2_cl0.75_cs0.25,stress,50,14,2.0,2.0,0.75,0.25,662,-0.2356508882448194,-156.00088801807044,-166.3770639635586,0.6821027149438824,660,-0.3617102859363545,-238.72878871799398,-248.3235938849242,0.5349577286831607,-0.12605939769153512,-2
1h,n50_atr14_m1.5_vz1_cl0.75_cs0.25,stress,50,14,1.5,1.0,0.75,0.25,1023,-0.20113938865705355,-205.76559459616578,-228.7121264837028,0.7177791852519324,1014,-0.3274020046309779,-331.9856326958116,-357.3149306071494,0.5648094649215452,-0.12626261597392435,-9
1h,n20_atr14_m1.5_vz1.5_cl0.75_cs0.25,stress,20,14,1.5,1.5,0.75,0.25,1574,-0.2704988957080807,-425.76526184451905,-444.81560738438577,0.6415416647632461,1541,-0.3973041153455521,-612.2456417474958,-625.0956223103875,0.4962257650655677,-0.12680521963747138,-33
1h,n20_atr14_m1.5_vz1.5_cl0.8_cs0.2,stress,20,14,1.5,1.5,0.8,0.2,1356,-0.2577733358906039,-349.5406434676589,-366.7396467128603,0.6557717051234524,1328,-0.38465721815603887,-510.8247857112196,-523.5887479531265,0.5067425430748144,-0.12688388226543496,-28
1h,n50_atr14_m1.2_vz1.5_cl0.7_cs0.3,stress,50,14,1.2,1.5,0.7,0.3,1087,-0.17839798849988361,-193.9186134993735,-216.91340286514634,0.7463536265166733,1068,-0.3060333662127674,-326.8436351152356,-349.6227926952456,0.5830306151306348,-0.12763537771288377,-19
1h,n100_atr14_m2_vz1_cl0.8_cs0.2,stress,100,14,2.0,1.0,0.8,0.2,437,-0.26003082512635645,-113.63347058021778,-122.75516406502258,0.6546011900292023,431,-0.38904398302483656,-167.67795668370456,-176.80278715896472,0.509289797868201,-0.1290131578984801,-6
1h,n20_atr14_m1.5_vz2_cl0.75_cs0.25,stress,20,14,1.5,2.0,0.75,0.25,1386,-0.2598489172862833,-360.15059935878867,-371.95000600034126,0.6531298924143076,1356,-0.39125087355611904,-530.5361845420974,-538.9439777428126,0.5037779615004484,-0.13140195626983575,-30
1h,n20_atr14_m2_vz2_cl0.75_cs0.25,stress,20,14,2.0,2.0,0.75,0.25,1110,-0.23911862693978728,-265.4216759031639,-273.43599691918996,0.6822810219320435,1090,-0.37095854029099873,-404.34480891718863,-409.0326567914834,0.5276656559265304,-0.13183991335121145,-20
1h,n20_atr14_m1.5_vz2_cl0.8_cs0.2,stress,20,14,1.5,2.0,0.8,0.2,1185,-0.24656585515182444,-292.18053835491196,-305.01997784540544,0.6683518504155114,1159,-0.3785463342702752,-438.73520141924894,-448.8912688481513,0.5157377897780675,-0.13198047911845073,-26
1h,n20_atr14_m2_vz1_cl0.8_cs0.2,stress,20,14,2.0,1.0,0.8,0.2,1085,-0.2055785389985169,-223.05271481339085,-240.18872931422158,0.7211755649579419,1067,-0.3381558572870023,-360.81229972523147,-372.79313019908466,0.55840804929059,-0.1325773182884854,-18
1h,n50_atr14_m1.5_vz1_cl0.8_cs0.2,stress,50,14,1.5,1.0,0.8,0.2,877,-0.1889025281115126,-165.66751715379655,-184.9716643510983,0.7329827575425091,866,-0.3228575857930226,-279.59466929675756,-300.6123039746957,0.566238320016039,-0.13395505768151,-11
1h,n50_atr14_m1.5_vz1.5_cl0.75_cs0.25,stress,50,14,1.5,1.5,0.75,0.25,907,-0.19888338024485558,-180.387225882084,-201.5175760427716,0.7210600763879745,902,-0.33524843083852535,-302.39408461634986,-323.30875408199137,0.5562547235827581,-0.13636505059366977,-5
1h,n20_atr14_m2_vz1.5_cl0.75_cs0.25,stress,20,14,2.0,1.5,0.75,0.25,1210,-0.24379279261822193,-294.9892790680485,-306.68283237279405,0.6770982714600697,1192,-0.38136412962191873,-454.5860425093271,-460.5557927258824,0.5161142192814738,-0.1375713370036968,-18
1h,n50_atr14_m1.2_vz1.5_cl0.75_cs0.25,stress,50,14,1.2,1.5,0.75,0.25,966,-0.18767123011813422,-181.29040829411767,-202.4207584548053,0.7340447073628821,959,-0.32552350556382714,-312.1770418357102,-333.0917113013518,0.5625804368348009,-0.13785227544569292,-7
1h,n50_atr14_m1.5_vz1.5_cl0.8_cs0.2,stress,50,14,1.5,1.5,0.8,0.2,781,-0.18752514883784435,-146.45714124235644,-163.9451067128088,0.735149006184096,774,-0.3315598649443404,-256.6273354669195,-275.05964176296453,0.5585646355457327,-0.14403471610649607,-7
1h,n20_atr14_m2_vz2_cl0.8_cs0.2,stress,20,14,2.0,2.0,0.8,0.2,954,-0.2146339177285267,-204.76075751301445,-213.6088333623737,0.7100202680091157,935,-0.3587257499906151,-335.4085762412251,-340.5208124944696,0.5376504646084784,-0.14409183226208838,-19
1h,n50_atr14_m2_vz2_cl0.8_cs0.2,stress,50,14,2.0,2.0,0.8,0.2,572,-0.20482225738054305,-117.15833122167062,-125.68316487249322,0.7178959352352865,568,-0.35044321932572,-199.05174857700894,-206.7944692001433,0.5426790165811376,-0.14562096194517693,-4
1h,n50_atr14_m1.2_vz1.5_cl0.8_cs0.2,stress,50,14,1.2,1.5,0.8,0.2,825,-0.1727066841901751,-142.48301445689447,-159.97097992734683,0.7525198655595019,819,-0.3207030596393203,-262.6558058446033,-281.0881121406485,0.5654066782652005,-0.14799637544914518,-6
1h,n20_atr14_m2_vz1.5_cl0.8_cs0.2,stress,20,14,2.0,1.5,0.8,0.2,1041,-0.21546200807862614,-224.2959504098498,-234.13816141992922,0.7089747654354126,1023,-0.36404959163598694,-372.42273224361463,-377.6827762023596,0.5308774660667257,-0.1485875835573608,-18
1h,n50_atr14_m1.5_vz2_cl0.8_cs0.2,stress,50,14,1.5,2.0,0.8,0.2,679,-0.2029623630417052,-137.81144450531784,-149.86706589114817,0.7170067263309643,675,-0.3520534130297742,-237.63605379509758,-249.22621478365946,0.5363543774852519,-0.14909104998806902,-4
1h,n50_atr14_m1.2_vz2_cl0.8_cs0.2,stress,50,14,1.2,2.0,0.8,0.2,704,-0.1981077360308268,-139.46784616570207,-151.52346755153243,0.7221470506984399,701,-0.34795722802816575,-243.91801684774418,-255.50817783630615,0.5379727099555565,-0.14984949199733896,-3
1h,n50_atr14_m2_vz1.5_cl0.75_cs0.25,stress,50,14,2.0,1.5,0.75,0.25,715,-0.20912227416558252,-149.5224260283915,-163.60164734354188,0.7117469075413142,713,-0.3688756723865501,-263.00835441161024,-276.3076704449576,0.5261783693454792,-0.1597533982209676,-2
1h,n50_atr14_m2_vz1_cl0.75_cs0.25,stress,50,14,2.0,1.0,0.75,0.25,762,-0.19365394414971593,-147.56430544208354,-161.64352675723407,0.730412480218978,760,-0.3568647913017232,-271.21724138930966,-284.71802377406215,0.5374069797888626,-0.1632108471520073,-2
1h,n50_atr14_m2_vz1.5_cl0.8_cs0.2,stress,50,14,2.0,1.5,0.8,0.2,622,-0.18302996193190452,-113.84463632164461,-126.07251534212952,0.7429950389368668,618,-0.3537746254260758,-218.63271851331484,-230.07995000286627,0.5387537878406841,-0.17074466349417128,-4
1h,n50_atr14_m2_vz1_cl0.8_cs0.2,stress,50,14,2.0,1.0,0.8,0.2,662,-0.16542545344751214,-109.51165018225304,-121.73952920273798,0.7652732859639917,656,-0.3425505913497998,-224.71318792546867,-236.16041941502004,0.5487191070246904,-0.17712513790228768,-6
4h,n50_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,50,14,1.2,1.5,0.8,0.2,204,-0.2208005035605835,-45.04330272635904,-48.801087627095505,0.6694981663690989,201,-0.2218584788950554,-44.593554257906135,-63.47528566891289,0.6578370038631546,-0.0010579753344718834,-3
4h,n50_atr14_m1.5_vz1.5_cl0.8_cs0.2,base,50,14,1.5,1.5,0.8,0.2,195,-0.2120509986641777,-41.349944739514655,-46.72086363080788,0.6822830184209502,192,-0.21379410912565422,-41.04846895212561,-61.240082869980455,0.6705559593202145,-0.0017431104614765158,-3
4h,n50_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,50,14,1.2,1.5,0.7,0.3,275,-0.08487380598580678,-23.340296646096863,-38.69780734742329,0.8601226065746947,266,-0.08721117359856845,-23.198172177219206,-56.56882321681368,0.8513216101801413,-0.0023373676127616677,-9
4h,n50_atr14_m2_vz1.5_cl0.8_cs0.2,base,50,14,2.0,1.5,0.8,0.2,158,-0.21097630923252728,-33.33425685873931,-38.844995931113196,0.6854622435652105,157,-0.22032755204404142,-34.591425670914504,-55.375521691977056,0.6675151941513416,-0.009351242811514143,-1
4h,n50_atr14_m1.5_vz1_cl0.8_cs0.2,base,50,14,1.5,1.0,0.8,0.2,230,-0.155235557282087,-35.704178174880006,-42.83300498094365,0.7594486805271778,224,-0.16663032463633662,-37.325192718539405,-64.337365867629,0.7354409510129857,-0.01139476735424963,-6
4h,n50_atr14_m1.2_vz1.5_cl0.75_cs0.25,base,50,14,1.2,1.5,0.75,0.25,246,-0.12971685445330117,-31.910346195512087,-48.36885955044869,0.7945055526492534,240,-0.14433722728049475,-34.64093454731874,-60.630857952768906,0.7623822652233601,-0.014620372827193584,-6
4h,n100_atr14_m1.2_vz1_cl0.8_cs0.2,base,100,14,1.2,1.0,0.8,0.2,161,-0.16403252991760148,-26.409237316733837,-29.542320141928787,0.7515337124502651,157,-0.18029975888778627,-28.307062145382442,-43.16459905421684,0.7227256158325087,-0.01626722897018479,-4
4h,n50_atr14_m1.2_vz1_cl0.7_cs0.3,base,50,14,1.2,1.0,0.7,0.3,318,-0.045712021110913846,-14.536422713270603,-35.321571602379606,0.9227761332550738,306,-0.0638317149690673,-19.53250478053459,-57.75122173233826,0.8892547723066775,-0.01811969385815345,-12
4h,n50_atr14_m1.5_vz1.5_cl0.7_cs0.3,base,50,14,1.5,1.5,0.7,0.3,262,-0.05866720887474107,-15.37080872518216,-34.18086474290076,0.9024111696448729,253,-0.08604000084812337,-21.768120214575212,-54.02296610921879,0.8544996881121414,-0.0273727919733823,-9
4h,n50_atr14_m1.5_vz1.5_cl0.75_cs0.25,base,50,14,1.5,1.5,0.75,0.25,235,-0.11678931992381479,-27.445490182096474,-45.21448393862201,0.8146464611732234,229,-0.14493250574151093,-33.189543814806,-56.387231723211634,0.762963228418833,-0.028143185817696134,-6
4h,n100_atr14_m1.2_vz1_cl0.75_cs0.25,base,100,14,1.2,1.0,0.75,0.25,188,-0.0398204849551321,-7.486251171564835,-31.6534178218731,0.9344327762068839,183,-0.0709013193045335,-12.97494143272963,-35.2325562237947,0.8821770058417233,-0.0310808343494014,-5
4h,n50_atr14_m1.2_vz1_cl0.8_cs0.2,base,50,14,1.2,1.0,0.8,0.2,244,-0.14917635291683082,-36.39903011170672,-39.82766026281236,0.7671382591366874,236,-0.18091822751438685,-42.6967016933953,-67.35258736579338,0.7141053951989129,-0.031741874597556036,-8
4h,n50_atr14_m1.5_vz1_cl0.7_cs0.3,base,50,14,1.5,1.0,0.7,0.3,301,-0.02534731620062499,-7.629542176388123,-34.99887454261723,0.9569328655001966,290,-0.057930129483183546,-16.79973755012323,-56.265970672902554,0.8996640554948929,-0.032582813282558555,-11
4h,n50_atr14_m1.5_vz1_cl0.75_cs0.25,base,50,14,1.5,1.0,0.75,0.25,272,-0.07151359249309101,-19.451697158120755,-42.38547743971991,0.8830388253624329,264,-0.10547829409933134,-27.846269642223472,-60.54494231496308,0.823192864697246,-0.03396470160624032,-8
4h,n50_atr14_m2_vz2_cl0.8_cs0.2,base,50,14,2.0,2.0,0.8,0.2,138,-0.2827359834658551,-39.017565718288004,-39.852743145128194,0.5993504474861832,137,-0.32053625350839937,-43.91346673065071,-47.70506559508803,0.5437175814788149,-0.03780027004254427,-1
4h,n50_atr14_m1.2_vz1_cl0.75_cs0.25,base,50,14,1.2,1.0,0.75,0.25,288,-0.07263210806082881,-20.9180471215187,-40.45428433712769,0.8806514028143595,278,-0.1119571368482431,-31.124084043811582,-64.25167089766917,0.8122696109627578,-0.039325028787414285,-10
4h,n100_atr14_m1.2_vz1_cl0.7_cs0.3,base,100,14,1.2,1.0,0.7,0.3,205,0.006647965583321478,1.362832944580903,-25.557541486692966,1.0115160935324563,198,-0.033217040400904,-6.576973999378993,-29.739160368360398,0.9428469020249663,-0.03986500598422548,-7
4h,n20_atr14_m1.2_vz1_cl0.8_cs0.2,base,20,14,1.2,1.0,0.8,0.2,440,-0.09606752893306442,-42.26971273054834,-68.91636340875691,0.8419311767970813,434,-0.14427601075040036,-62.61578866567376,-97.70804115637773,0.7627196985984488,-0.048208481817335946,-6
4h,n50_atr14_m2_vz1.5_cl0.75_cs0.25,base,50,14,2.0,1.5,0.75,0.25,190,-0.094406473122459,-17.93722989326721,-35.84604383087341,0.8488832156973324,187,-0.14450567602232356,-27.022561416174508,-49.27426934465791,0.7667295101873461,-0.05009920289986455,-3
4h,n50_atr14_m2_vz1_cl0.8_cs0.2,base,50,14,2.0,1.0,0.8,0.2,177,-0.17227824575451156,-30.493249498548547,-35.42934534764196,0.7369469428423371,175,-0.2248997568660044,-39.35745745155077,-58.332137902386926,0.6602557454754829,-0.05262151111149285,-2
4h,n50_atr14_m2_vz1.5_cl0.7_cs0.3,base,50,14,2.0,1.5,0.7,0.3,215,-0.04915829973714438,-10.569034443486043,-29.686245458012834,0.918108224983436,212,-0.10285742157877643,-21.805773374700603,-47.90194049174792,0.8294522011671215,-0.05369912184163205,-3
4h,n20_atr14_m1.5_vz1_cl0.8_cs0.2,base,20,14,1.5,1.0,0.8,0.2,403,-0.08914630259062542,-35.92595994402205,-61.65084169899116,0.8552455259978728,397,-0.14408067435534536,-57.200027719072104,-91.23789639337564,0.7643975194251486,-0.054934371764719936,-6
4h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,base,20,14,1.2,1.0,0.75,0.25,505,-0.06668952345717266,-33.6782093458722,-71.87866730996676,0.8881751130676208,494,-0.12274755987384278,-60.63729457767833,-94.94575873199602,0.7934930537251839,-0.05605803641667012,-11
4h,n100_atr14_m1.5_vz1_cl0.8_cs0.2,base,100,14,1.5,1.0,0.8,0.2,150,-0.1508438987827897,-22.626584817418454,-27.48227937417021,0.7676578444003057,147,-0.2075196271329358,-30.505385188541563,-42.828016134892835,0.6829664221051645,-0.056675728350146115,-3
4h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,base,20,14,1.2,1.0,0.7,0.3,553,-0.060083430953022626,-33.22613731702151,-64.26453070510053,0.8979039225111018,539,-0.12305037409144445,-66.32415163528856,-92.6037556645261,0.7916177233552294,-0.06296694313842183,-14
4h,n100_atr14_m2_vz1.5_cl0.8_cs0.2,base,100,14,2.0,1.5,0.8,0.2,114,-0.18912243403268622,-21.55995747972623,-25.135529164662348,0.7044561448978027,113,-0.2545295737728209,-28.761841836328767,-36.388878413660585,0.612071958381253,-0.0654071397401347,-1
4h,n50_atr14_m1.2_vz2_cl0.8_cs0.2,base,50,14,1.2,2.0,0.8,0.2,170,-0.25576827664310536,-43.48060702932791,-42.410495625613315,0.6348012786493997,169,-0.3215748047728352,-54.34614200660915,-55.50503505670535,0.5360864391872554,-0.06580652812972981,-1
4h,n50_atr14_m1.5_vz2_cl0.8_cs0.2,base,50,14,1.5,2.0,0.8,0.2,166,-0.2552557935757726,-42.372461733578255,-41.302350329863664,0.6346310074548436,165,-0.32264856670173947,-53.23701350578701,-54.395906555883215,0.5332794752314758,-0.06739277312596686,-1
