timeframe,param_id,friction_case,entry_mode,n,atr_period,atr_mult,vol_z_min,close_loc_long_min,close_loc_short_max,taker_fee_bps_per_side,slippage_bps_per_side,max_hold_bars,use_room_filter,room_lookback,min_room_r,use_trend_filter,ema_period,ema_slope_lookback,use_overextension_filter,max_ema_distance_atr,month,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r
1h,n20_atr14_m1.5_vz1_cl0.8_cs0.2,stress,next_close,20,14,1.5,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-10,2,66.66159695817491,0.5,0.557716969766572,1.115433939533144,,,2.7488892323659626,1.7532295865588527,-0.6377956470257087
1h,n20_atr14_m1.5_vz1_cl0.8_cs0.2,stress,next_close,20,14,1.5,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-11,1,365.25,0.0,-1.1931403024237905,-1.1931403024237905,,,0.0,0.0,-1.1931403024237905
1h,n20_atr14_m1.5_vz1_cl0.8_cs0.2,stress,next_close,20,14,1.5,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-12,2,73.9746835443038,0.0,-0.8916972917986989,-1.7833945835973979,,,0.0,0.0,-0.8916972917986989
1h,n20_atr14_m1.5_vz1_cl0.8_cs0.2,stress,next_close,20,14,1.5,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-01,2,103.12941176470588,0.0,-1.3441365785350796,-2.6882731570701592,,,0.0,0.0,-1.3441365785350796
1h,n20_atr14_m1.5_vz1_cl0.8_cs0.2,stress,next_close,20,14,1.5,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-02,1,365.25,0.0,-1.5665232386894394,-1.5665232386894394,,,0.0,0.0,-1.5665232386894394
1h,n20_atr14_m1.5_vz1_cl0.8_cs0.2,stress,next_close,20,14,1.5,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-03,1,365.25,0.0,-1.2082487203946433,-1.2082487203946433,,,0.0,0.0,-1.2082487203946433
1h,n20_atr14_m1.5_vz1_cl0.8_cs0.2,stress,next_close,20,14,1.5,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-04,5,77.57522123893806,0.4,-0.1977945417264472,-0.988972708632236,,,0.6993716822203967,1.150356546606595,-1.0965619339484753
1h,n20_atr14_m1.5_vz2_cl0.75_cs0.25,stress,next_close,20,14,1.5,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-06,2,182.625,0.0,-1.4279878214907322,-2.8559756429814644,,,0.0,0.0,-1.4279878214907322
1h,n20_atr14_m1.5_vz2_cl0.75_cs0.25,stress,next_close,20,14,1.5,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-07,2,730.5,0.0,-1.2615921990275323,-2.5231843980550646,,,0.0,0.0,-1.2615921990275323
1h,n20_atr14_m1.5_vz2_cl0.75_cs0.25,stress,next_close,20,14,1.5,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-08,3,65.25558312655086,0.3333333333333333,-0.33062302582226233,-0.991869077466787,,,0.49962386473878956,0.9903778915038722,-0.9911234844853296
1h,n20_atr14_m1.5_vz2_cl0.75_cs0.25,stress,next_close,20,14,1.5,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-09,5,95.49019607843138,0.0,-1.044439698819415,-5.222198494097074,,,0.0,0.0,-1.044439698819415
1h,n20_atr14_m1.5_vz2_cl0.75_cs0.25,stress,next_close,20,14,1.5,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-10,2,66.66159695817491,0.5,0.557716969766572,1.115433939533144,,,2.7488892323659626,1.7532295865588527,-0.6377956470257087
1h,n20_atr14_m1.5_vz2_cl0.75_cs0.25,stress,next_close,20,14,1.5,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-11,2,48.29752066115702,0.0,-1.1616731855348499,-2.3233463710696998,,,0.0,0.0,-1.1616731855348499
1h,n20_atr14_m1.5_vz2_cl0.75_cs0.25,stress,next_close,20,14,1.5,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-12,1,365.25,0.0,-1.2833472773378658,-1.2833472773378658,,,0.0,0.0,-1.2833472773378658
1h,n20_atr14_m1.5_vz2_cl0.75_cs0.25,stress,next_close,20,14,1.5,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-01,2,103.12941176470588,0.0,-1.3441365785350796,-2.6882731570701592,,,0.0,0.0,-1.3441365785350796
1h,n20_atr14_m1.5_vz2_cl0.75_cs0.25,stress,next_close,20,14,1.5,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-02,1,365.25,0.0,-1.5665232386894394,-1.5665232386894394,,,0.0,0.0,-1.5665232386894394
1h,n20_atr14_m1.5_vz2_cl0.75_cs0.25,stress,next_close,20,14,1.5,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-03,1,365.25,0.0,-1.2082487203946433,-1.2082487203946433,,,0.0,0.0,-1.2082487203946433
1h,n20_atr14_m1.5_vz2_cl0.75_cs0.25,stress,next_close,20,14,1.5,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-04,4,59.030303030303024,0.25,-0.47890661063256446,-1.9156264425302578,,,0.47950969312830855,1.7648002959497884,-1.2268089128266821
1h,n20_atr14_m1.5_vz2_cl0.7_cs0.3,stress,next_close,20,14,1.5,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-06,2,182.625,0.0,-1.4279878214907322,-2.8559756429814644,,,0.0,0.0,-1.4279878214907322
1h,n20_atr14_m1.5_vz2_cl0.7_cs0.3,stress,next_close,20,14,1.5,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-07,2,730.5,0.0,-1.2615921990275323,-2.5231843980550646,,,0.0,0.0,-1.2615921990275323
1h,n20_atr14_m1.5_vz2_cl0.7_cs0.3,stress,next_close,20,14,1.5,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-08,3,65.25558312655086,0.3333333333333333,-0.33062302582226233,-0.991869077466787,,,0.49962386473878956,0.9903778915038722,-0.9911234844853296
1h,n20_atr14_m1.5_vz2_cl0.7_cs0.3,stress,next_close,20,14,1.5,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-09,6,114.58823529411765,0.0,-0.9929967673376119,-5.957980604025671,,,0.0,0.0,-0.9929967673376119
1h,n20_atr14_m1.5_vz2_cl0.7_cs0.3,stress,next_close,20,14,1.5,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-10,3,99.99239543726236,0.3333333333333333,-0.02563438226518322,-0.07690314679554966,,,0.9579794703444291,1.7532295865588527,-0.9150663666772012
1h,n20_atr14_m1.5_vz2_cl0.7_cs0.3,stress,next_close,20,14,1.5,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-11,2,48.29752066115702,0.0,-1.1616731855348499,-2.3233463710696998,,,0.0,0.0,-1.1616731855348499
1h,n20_atr14_m1.5_vz2_cl0.7_cs0.3,stress,next_close,20,14,1.5,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-12,2,47.771117166212534,0.5,-0.22109470600814773,-0.44218941201629547,,,0.6554405656015736,0.8411578653215703,-1.2833472773378658
1h,n20_atr14_m1.5_vz2_cl0.7_cs0.3,stress,next_close,20,14,1.5,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-01,2,103.12941176470588,0.0,-1.3441365785350796,-2.6882731570701592,,,0.0,0.0,-1.3441365785350796
1h,n20_atr14_m1.5_vz2_cl0.7_cs0.3,stress,next_close,20,14,1.5,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-02,1,365.25,0.0,-1.5665232386894394,-1.5665232386894394,,,0.0,0.0,-1.5665232386894394
1h,n20_atr14_m1.5_vz2_cl0.7_cs0.3,stress,next_close,20,14,1.5,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-03,1,365.25,0.0,-1.2082487203946433,-1.2082487203946433,,,0.0,0.0,-1.2082487203946433
1h,n20_atr14_m1.5_vz2_cl0.7_cs0.3,stress,next_close,20,14,1.5,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-04,4,59.030303030303024,0.25,-0.47890661063256446,-1.9156264425302578,,,0.47950969312830855,1.7648002959497884,-1.2268089128266821
1h,n20_atr14_m1.5_vz2_cl0.8_cs0.2,stress,next_close,20,14,1.5,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-06,2,182.625,0.0,-1.4279878214907322,-2.8559756429814644,,,0.0,0.0,-1.4279878214907322
1h,n20_atr14_m1.5_vz2_cl0.8_cs0.2,stress,next_close,20,14,1.5,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-07,2,730.5,0.0,-1.2615921990275323,-2.5231843980550646,,,0.0,0.0,-1.2615921990275323
1h,n20_atr14_m1.5_vz2_cl0.8_cs0.2,stress,next_close,20,14,1.5,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-08,2,43.50372208436724,0.0,-0.9911234844853296,-1.9822469689706592,,,0.0,0.0,-0.9911234844853296
1h,n20_atr14_m1.5_vz2_cl0.8_cs0.2,stress,next_close,20,14,1.5,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-09,3,70.88409703504043,0.0,-0.9175892647854463,-2.752767794356339,,,0.0,0.0,-0.9175892647854463
1h,n20_atr14_m1.5_vz2_cl0.8_cs0.2,stress,next_close,20,14,1.5,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-10,2,66.66159695817491,0.5,0.557716969766572,1.115433939533144,,,2.7488892323659626,1.7532295865588527,-0.6377956470257087
1h,n20_atr14_m1.5_vz2_cl0.8_cs0.2,stress,next_close,20,14,1.5,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-11,1,365.25,0.0,-1.1931403024237905,-1.1931403024237905,,,0.0,0.0,-1.1931403024237905
1h,n20_atr14_m1.5_vz2_cl0.8_cs0.2,stress,next_close,20,14,1.5,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-12,1,365.25,0.0,-1.2833472773378658,-1.2833472773378658,,,0.0,0.0,-1.2833472773378658
1h,n20_atr14_m1.5_vz2_cl0.8_cs0.2,stress,next_close,20,14,1.5,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-01,2,103.12941176470588,0.0,-1.3441365785350796,-2.6882731570701592,,,0.0,0.0,-1.3441365785350796
1h,n20_atr14_m1.5_vz2_cl0.8_cs0.2,stress,next_close,20,14,1.5,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-02,1,365.25,0.0,-1.5665232386894394,-1.5665232386894394,,,0.0,0.0,-1.5665232386894394
1h,n20_atr14_m1.5_vz2_cl0.8_cs0.2,stress,next_close,20,14,1.5,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-03,1,365.25,0.0,-1.2082487203946433,-1.2082487203946433,,,0.0,0.0,-1.2082487203946433
1h,n20_atr14_m1.5_vz2_cl0.8_cs0.2,stress,next_close,20,14,1.5,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-04,2,63.52173913043479,0.5,0.18409343907677167,0.36818687815354334,,,1.2636283408579274,1.7648002959497884,-1.396613417796245
1h,n20_atr14_m2_vz1.5_cl0.75_cs0.25,stress,next_close,20,14,2.0,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-08,1,365.25,1.0,0.9903778915038722,0.9903778915038722,,,inf,0.9903778915038722,0.0
1h,n20_atr14_m2_vz1.5_cl0.75_cs0.25,stress,next_close,20,14,2.0,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-09,2,38.27947598253275,0.0,-0.7259642317765749,-1.4519284635531498,,,0.0,0.0,-0.7259642317765749
1h,n20_atr14_m2_vz1.5_cl0.75_cs0.25,stress,next_close,20,14,2.0,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-10,2,66.66159695817491,0.5,0.557716969766572,1.115433939533144,,,2.7488892323659626,1.7532295865588527,-0.6377956470257087
1h,n20_atr14_m2_vz1.5_cl0.75_cs0.25,stress,next_close,20,14,2.0,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-11,2,48.29752066115702,0.0,-1.1616731855348499,-2.3233463710696998,,,0.0,0.0,-1.1616731855348499
1h,n20_atr14_m2_vz1.5_cl0.75_cs0.25,stress,next_close,20,14,2.0,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-12,1,365.25,0.0,-1.2833472773378658,-1.2833472773378658,,,0.0,0.0,-1.2833472773378658
1h,n20_atr14_m2_vz1.5_cl0.75_cs0.25,stress,next_close,20,14,2.0,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-01,2,103.12941176470588,0.0,-1.3441365785350796,-2.6882731570701592,,,0.0,0.0,-1.3441365785350796
1h,n20_atr14_m2_vz1.5_cl0.75_cs0.25,stress,next_close,20,14,2.0,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-02,1,365.25,0.0,-1.5665232386894394,-1.5665232386894394,,,0.0,0.0,-1.5665232386894394
1h,n20_atr14_m2_vz1.5_cl0.75_cs0.25,stress,next_close,20,14,2.0,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-04,3,95.28260869565219,0.3333333333333333,-0.10048034564341661,-0.3014410369302498,,,0.8541114088981635,1.7648002959497884,-1.033120666440019
1h,n20_atr14_m2_vz1.5_cl0.7_cs0.3,stress,next_close,20,14,2.0,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-08,1,365.25,1.0,0.9903778915038722,0.9903778915038722,,,inf,0.9903778915038722,0.0
1h,n20_atr14_m2_vz1.5_cl0.7_cs0.3,stress,next_close,20,14,2.0,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-09,2,38.27947598253275,0.0,-0.7259642317765749,-1.4519284635531498,,,0.0,0.0,-0.7259642317765749
1h,n20_atr14_m2_vz1.5_cl0.7_cs0.3,stress,next_close,20,14,2.0,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-10,2,66.66159695817491,0.5,0.557716969766572,1.115433939533144,,,2.7488892323659626,1.7532295865588527,-0.6377956470257087
1h,n20_atr14_m2_vz1.5_cl0.7_cs0.3,stress,next_close,20,14,2.0,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-11,2,48.29752066115702,0.0,-1.1616731855348499,-2.3233463710696998,,,0.0,0.0,-1.1616731855348499
1h,n20_atr14_m2_vz1.5_cl0.7_cs0.3,stress,next_close,20,14,2.0,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-12,2,47.771117166212534,0.5,-0.22109470600814773,-0.44218941201629547,,,0.6554405656015736,0.8411578653215703,-1.2833472773378658
1h,n20_atr14_m2_vz1.5_cl0.7_cs0.3,stress,next_close,20,14,2.0,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-01,2,103.12941176470588,0.0,-1.3441365785350796,-2.6882731570701592,,,0.0,0.0,-1.3441365785350796
1h,n20_atr14_m2_vz1.5_cl0.7_cs0.3,stress,next_close,20,14,2.0,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-02,1,365.25,0.0,-1.5665232386894394,-1.5665232386894394,,,0.0,0.0,-1.5665232386894394
1h,n20_atr14_m2_vz1.5_cl0.7_cs0.3,stress,next_close,20,14,2.0,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-04,3,95.28260869565219,0.3333333333333333,-0.10048034564341661,-0.3014410369302498,,,0.8541114088981635,1.7648002959497884,-1.033120666440019
1h,n20_atr14_m2_vz1.5_cl0.8_cs0.2,stress,next_close,20,14,2.0,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-09,1,365.25,0.0,-0.1881678947815946,-0.1881678947815946,,,0.0,0.0,-0.1881678947815946
1h,n20_atr14_m2_vz1.5_cl0.8_cs0.2,stress,next_close,20,14,2.0,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-10,2,66.66159695817491,0.5,0.557716969766572,1.115433939533144,,,2.7488892323659626,1.7532295865588527,-0.6377956470257087
1h,n20_atr14_m2_vz1.5_cl0.8_cs0.2,stress,next_close,20,14,2.0,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-11,1,365.25,0.0,-1.1931403024237905,-1.1931403024237905,,,0.0,0.0,-1.1931403024237905
1h,n20_atr14_m2_vz1.5_cl0.8_cs0.2,stress,next_close,20,14,2.0,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-12,1,365.25,0.0,-1.2833472773378658,-1.2833472773378658,,,0.0,0.0,-1.2833472773378658
1h,n20_atr14_m2_vz1.5_cl0.8_cs0.2,stress,next_close,20,14,2.0,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-01,2,103.12941176470588,0.0,-1.3441365785350796,-2.6882731570701592,,,0.0,0.0,-1.3441365785350796
1h,n20_atr14_m2_vz1.5_cl0.8_cs0.2,stress,next_close,20,14,2.0,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-02,1,365.25,0.0,-1.5665232386894394,-1.5665232386894394,,,0.0,0.0,-1.5665232386894394
1h,n20_atr14_m2_vz1.5_cl0.8_cs0.2,stress,next_close,20,14,2.0,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-04,2,63.52173913043479,0.5,0.18409343907677167,0.36818687815354334,,,1.2636283408579274,1.7648002959497884,-1.396613417796245
1h,n20_atr14_m2_vz1_cl0.75_cs0.25,stress,next_close,20,14,2.0,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-08,1,365.25,1.0,0.9903778915038722,0.9903778915038722,,,inf,0.9903778915038722,0.0
1h,n20_atr14_m2_vz1_cl0.75_cs0.25,stress,next_close,20,14,2.0,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-09,2,38.27947598253275,0.0,-0.7259642317765749,-1.4519284635531498,,,0.0,0.0,-0.7259642317765749
1h,n20_atr14_m2_vz1_cl0.75_cs0.25,stress,next_close,20,14,2.0,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-10,2,66.66159695817491,0.5,0.557716969766572,1.115433939533144,,,2.7488892323659626,1.7532295865588527,-0.6377956470257087
1h,n20_atr14_m2_vz1_cl0.75_cs0.25,stress,next_close,20,14,2.0,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-11,3,63.064748201438846,0.0,-1.228114834516917,-3.684344503550751,,,0.0,0.0,-1.228114834516917
1h,n20_atr14_m2_vz1_cl0.75_cs0.25,stress,next_close,20,14,2.0,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-12,2,73.9746835443038,0.0,-0.8916972917986989,-1.7833945835973979,,,0.0,0.0,-0.8916972917986989
1h,n20_atr14_m2_vz1_cl0.75_cs0.25,stress,next_close,20,14,2.0,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-01,2,103.12941176470588,0.0,-1.3441365785350796,-2.6882731570701592,,,0.0,0.0,-1.3441365785350796
1h,n20_atr14_m2_vz1_cl0.75_cs0.25,stress,next_close,20,14,2.0,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-02,1,365.25,0.0,-1.5665232386894394,-1.5665232386894394,,,0.0,0.0,-1.5665232386894394
1h,n20_atr14_m2_vz1_cl0.75_cs0.25,stress,next_close,20,14,2.0,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-04,5,152.1875,0.4,-0.21707780245749464,-1.0853890122874732,,,0.6794576836521622,1.150356546606595,-1.1287007018335544
1h,n20_atr14_m2_vz1_cl0.7_cs0.3,stress,next_close,20,14,2.0,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-08,1,365.25,1.0,0.9903778915038722,0.9903778915038722,,,inf,0.9903778915038722,0.0
1h,n20_atr14_m2_vz1_cl0.7_cs0.3,stress,next_close,20,14,2.0,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-09,2,38.27947598253275,0.0,-0.7259642317765749,-1.4519284635531498,,,0.0,0.0,-0.7259642317765749
1h,n20_atr14_m2_vz1_cl0.7_cs0.3,stress,next_close,20,14,2.0,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-10,2,66.66159695817491,0.5,0.557716969766572,1.115433939533144,,,2.7488892323659626,1.7532295865588527,-0.6377956470257087
1h,n20_atr14_m2_vz1_cl0.7_cs0.3,stress,next_close,20,14,2.0,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-11,3,63.064748201438846,0.0,-1.228114834516917,-3.684344503550751,,,0.0,0.0,-1.228114834516917
1h,n20_atr14_m2_vz1_cl0.7_cs0.3,stress,next_close,20,14,2.0,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-12,3,44.124161073825505,0.3333333333333333,-0.3140789060919425,-0.9422367182758276,,,0.47166110801167604,0.8411578653215703,-0.8916972917986989
1h,n20_atr14_m2_vz1_cl0.7_cs0.3,stress,next_close,20,14,2.0,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-01,2,103.12941176470588,0.0,-1.3441365785350796,-2.6882731570701592,,,0.0,0.0,-1.3441365785350796
1h,n20_atr14_m2_vz1_cl0.7_cs0.3,stress,next_close,20,14,2.0,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-02,1,365.25,0.0,-1.5665232386894394,-1.5665232386894394,,,0.0,0.0,-1.5665232386894394
1h,n20_atr14_m2_vz1_cl0.7_cs0.3,stress,next_close,20,14,2.0,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-04,5,152.1875,0.4,-0.21707780245749464,-1.0853890122874732,,,0.6794576836521622,1.150356546606595,-1.1287007018335544
1h,n20_atr14_m2_vz1_cl0.8_cs0.2,stress,next_close,20,14,2.0,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-09,1,365.25,0.0,-0.1881678947815946,-0.1881678947815946,,,0.0,0.0,-0.1881678947815946
1h,n20_atr14_m2_vz1_cl0.8_cs0.2,stress,next_close,20,14,2.0,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-10,2,66.66159695817491,0.5,0.557716969766572,1.115433939533144,,,2.7488892323659626,1.7532295865588527,-0.6377956470257087
1h,n20_atr14_m2_vz1_cl0.8_cs0.2,stress,next_close,20,14,2.0,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-11,1,365.25,0.0,-1.1931403024237905,-1.1931403024237905,,,0.0,0.0,-1.1931403024237905
1h,n20_atr14_m2_vz1_cl0.8_cs0.2,stress,next_close,20,14,2.0,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-12,2,73.9746835443038,0.0,-0.8916972917986989,-1.7833945835973979,,,0.0,0.0,-0.8916972917986989
1h,n20_atr14_m2_vz1_cl0.8_cs0.2,stress,next_close,20,14,2.0,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-01,2,103.12941176470588,0.0,-1.3441365785350796,-2.6882731570701592,,,0.0,0.0,-1.3441365785350796
1h,n20_atr14_m2_vz1_cl0.8_cs0.2,stress,next_close,20,14,2.0,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-02,1,365.25,0.0,-1.5665232386894394,-1.5665232386894394,,,0.0,0.0,-1.5665232386894394
1h,n20_atr14_m2_vz1_cl0.8_cs0.2,stress,next_close,20,14,2.0,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-04,4,121.75,0.5,-0.10394027430092001,-0.41576109720368004,,,0.8469482615846693,1.150356546606595,-1.358237095208435
1h,n20_atr14_m2_vz2_cl0.75_cs0.25,stress,next_close,20,14,2.0,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-08,1,365.25,1.0,0.9903778915038722,0.9903778915038722,,,inf,0.9903778915038722,0.0
1h,n20_atr14_m2_vz2_cl0.75_cs0.25,stress,next_close,20,14,2.0,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-09,2,38.27947598253275,0.0,-0.7259642317765749,-1.4519284635531498,,,0.0,0.0,-0.7259642317765749
1h,n20_atr14_m2_vz2_cl0.75_cs0.25,stress,next_close,20,14,2.0,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-10,2,66.66159695817491,0.5,0.557716969766572,1.115433939533144,,,2.7488892323659626,1.7532295865588527,-0.6377956470257087
1h,n20_atr14_m2_vz2_cl0.75_cs0.25,stress,next_close,20,14,2.0,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-11,2,48.29752066115702,0.0,-1.1616731855348499,-2.3233463710696998,,,0.0,0.0,-1.1616731855348499
1h,n20_atr14_m2_vz2_cl0.75_cs0.25,stress,next_close,20,14,2.0,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2025-12,1,365.25,0.0,-1.2833472773378658,-1.2833472773378658,,,0.0,0.0,-1.2833472773378658
1h,n20_atr14_m2_vz2_cl0.75_cs0.25,stress,next_close,20,14,2.0,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-01,2,103.12941176470588,0.0,-1.3441365785350796,-2.6882731570701592,,,0.0,0.0,-1.3441365785350796
1h,n20_atr14_m2_vz2_cl0.75_cs0.25,stress,next_close,20,14,2.0,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,2026-02,1,365.25,0.0,-1.5665232386894394,-1.5665232386894394,,,0.0,0.0,-1.5665232386894394
