timeframe,param_id,friction_case,entry_mode,n,atr_period,atr_mult,vol_z_min,close_loc_long_min,close_loc_short_max,taker_fee_bps_per_side,slippage_bps_per_side,max_hold_bars,use_room_filter,room_lookback,min_room_r,use_trend_filter,ema_period,ema_slope_lookback,use_overextension_filter,max_ema_distance_atr,month,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r
1h,n20_atr14_m2_vz1_cl0.7_cs0.3,base,next_close,20,14,2.0,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-12,3,44.124161073825505,0.3333333333333333,-0.15105142303809252,-0.45315426911427753,,,0.6856628679262148,0.9884643717528389,-0.7208093204335582
1h,n20_atr14_m2_vz1_cl0.7_cs0.3,base,next_close,20,14,2.0,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-01,2,103.12941176470588,0.0,-1.1720570105701054,-2.3441140211402107,,,0.0,0.0,-1.1720570105701054
1h,n20_atr14_m2_vz1_cl0.7_cs0.3,base,next_close,20,14,2.0,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-02,1,365.25,0.0,-1.283359292715661,-1.283359292715661,,,0.0,0.0,-1.283359292715661
1h,n20_atr14_m2_vz1_cl0.7_cs0.3,base,next_close,20,14,2.0,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-04,5,152.1875,0.4,-0.06879024839840124,-0.3439512419920062,,,0.8819917928751257,1.2853435365946333,-0.9715461050604243
1h,n20_atr14_m2_vz1_cl0.8_cs0.2,base,next_close,20,14,2.0,1.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-09,1,365.25,1.0,0.01648183349147099,0.01648183349147099,,,inf,0.01648183349147099,0.0
1h,n20_atr14_m2_vz1_cl0.8_cs0.2,base,next_close,20,14,2.0,1.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-10,2,66.66159695817491,0.5,0.6671428160898059,1.3342856321796117,,,3.4600986138749814,1.8766564236000154,-0.5423707914204037
1h,n20_atr14_m2_vz1_cl0.8_cs0.2,base,next_close,20,14,2.0,1.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-11,1,365.25,0.0,-1.0966031127100349,-1.0966031127100349,,,0.0,0.0,-1.0966031127100349
1h,n20_atr14_m2_vz1_cl0.8_cs0.2,base,next_close,20,14,2.0,1.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-12,2,73.9746835443038,0.0,-0.7208093204335582,-1.4416186408671163,,,0.0,0.0,-0.7208093204335582
1h,n20_atr14_m2_vz1_cl0.8_cs0.2,base,next_close,20,14,2.0,1.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-01,2,103.12941176470588,0.0,-1.1720570105701054,-2.3441140211402107,,,0.0,0.0,-1.1720570105701054
1h,n20_atr14_m2_vz1_cl0.8_cs0.2,base,next_close,20,14,2.0,1.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-02,1,365.25,0.0,-1.283359292715661,-1.283359292715661,,,0.0,0.0,-1.283359292715661
1h,n20_atr14_m2_vz1_cl0.8_cs0.2,base,next_close,20,14,2.0,1.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-04,4,121.75,0.5,0.05311602916680158,0.21246411666720633,,,1.0900950082262584,1.2853435365946333,-1.1791114782610301
1h,n20_atr14_m2_vz2_cl0.75_cs0.25,base,next_close,20,14,2.0,2.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-08,1,365.25,1.0,1.1026398613357589,1.1026398613357589,,,inf,1.1026398613357589,0.0
1h,n20_atr14_m2_vz2_cl0.75_cs0.25,base,next_close,20,14,2.0,2.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-09,2,38.27947598253275,0.5,-0.5577218258782648,-1.1154436517565296,,,0.014560882060058825,0.01648183349147099,-1.1319254852480005
1h,n20_atr14_m2_vz2_cl0.75_cs0.25,base,next_close,20,14,2.0,2.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-10,2,66.66159695817491,0.5,0.6671428160898059,1.3342856321796117,,,3.4600986138749814,1.8766564236000154,-0.5423707914204037
1h,n20_atr14_m2_vz2_cl0.75_cs0.25,base,next_close,20,14,2.0,2.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-11,2,48.29752066115702,0.0,-1.0808415654936738,-2.1616831309873477,,,0.0,0.0,-1.0808415654936738
1h,n20_atr14_m2_vz2_cl0.75_cs0.25,base,next_close,20,14,2.0,2.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-12,1,365.25,0.0,-1.141722234149569,-1.141722234149569,,,0.0,0.0,-1.141722234149569
1h,n20_atr14_m2_vz2_cl0.75_cs0.25,base,next_close,20,14,2.0,2.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-01,2,103.12941176470588,0.0,-1.1720570105701054,-2.3441140211402107,,,0.0,0.0,-1.1720570105701054
1h,n20_atr14_m2_vz2_cl0.75_cs0.25,base,next_close,20,14,2.0,2.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-02,1,365.25,0.0,-1.283359292715661,-1.283359292715661,,,0.0,0.0,-1.283359292715661
1h,n20_atr14_m2_vz2_cl0.75_cs0.25,base,next_close,20,14,2.0,2.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-04,3,95.28260869565219,0.3333333333333333,0.0425684518699172,0.1277053556097516,,,1.0727809744917496,1.8823583607605407,-0.8773265025753947
1h,n20_atr14_m2_vz2_cl0.7_cs0.3,base,next_close,20,14,2.0,2.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-08,1,365.25,1.0,1.1026398613357589,1.1026398613357589,,,inf,1.1026398613357589,0.0
1h,n20_atr14_m2_vz2_cl0.7_cs0.3,base,next_close,20,14,2.0,2.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-09,2,38.27947598253275,0.5,-0.5577218258782648,-1.1154436517565296,,,0.014560882060058825,0.01648183349147099,-1.1319254852480005
1h,n20_atr14_m2_vz2_cl0.7_cs0.3,base,next_close,20,14,2.0,2.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-10,2,66.66159695817491,0.5,0.6671428160898059,1.3342856321796117,,,3.4600986138749814,1.8766564236000154,-0.5423707914204037
1h,n20_atr14_m2_vz2_cl0.7_cs0.3,base,next_close,20,14,2.0,2.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-11,2,48.29752066115702,0.0,-1.0808415654936738,-2.1616831309873477,,,0.0,0.0,-1.0808415654936738
1h,n20_atr14_m2_vz2_cl0.7_cs0.3,base,next_close,20,14,2.0,2.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-12,2,47.771117166212534,0.5,-0.07662893119836506,-0.15325786239673012,,,0.8657660700539069,0.9884643717528389,-1.141722234149569
1h,n20_atr14_m2_vz2_cl0.7_cs0.3,base,next_close,20,14,2.0,2.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-01,2,103.12941176470588,0.0,-1.1720570105701054,-2.3441140211402107,,,0.0,0.0,-1.1720570105701054
1h,n20_atr14_m2_vz2_cl0.7_cs0.3,base,next_close,20,14,2.0,2.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-02,1,365.25,0.0,-1.283359292715661,-1.283359292715661,,,0.0,0.0,-1.283359292715661
1h,n20_atr14_m2_vz2_cl0.7_cs0.3,base,next_close,20,14,2.0,2.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-04,3,95.28260869565219,0.3333333333333333,0.0425684518699172,0.1277053556097516,,,1.0727809744917496,1.8823583607605407,-0.8773265025753947
1h,n20_atr14_m2_vz2_cl0.8_cs0.2,base,next_close,20,14,2.0,2.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-09,1,365.25,1.0,0.01648183349147099,0.01648183349147099,,,inf,0.01648183349147099,0.0
1h,n20_atr14_m2_vz2_cl0.8_cs0.2,base,next_close,20,14,2.0,2.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-10,2,66.66159695817491,0.5,0.6671428160898059,1.3342856321796117,,,3.4600986138749814,1.8766564236000154,-0.5423707914204037
1h,n20_atr14_m2_vz2_cl0.8_cs0.2,base,next_close,20,14,2.0,2.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-11,1,365.25,0.0,-1.0966031127100349,-1.0966031127100349,,,0.0,0.0,-1.0966031127100349
1h,n20_atr14_m2_vz2_cl0.8_cs0.2,base,next_close,20,14,2.0,2.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-12,1,365.25,0.0,-1.141722234149569,-1.141722234149569,,,0.0,0.0,-1.141722234149569
1h,n20_atr14_m2_vz2_cl0.8_cs0.2,base,next_close,20,14,2.0,2.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-01,2,103.12941176470588,0.0,-1.1720570105701054,-2.3441140211402107,,,0.0,0.0,-1.1720570105701054
1h,n20_atr14_m2_vz2_cl0.8_cs0.2,base,next_close,20,14,2.0,2.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-02,1,365.25,0.0,-1.283359292715661,-1.283359292715661,,,0.0,0.0,-1.283359292715661
1h,n20_atr14_m2_vz2_cl0.8_cs0.2,base,next_close,20,14,2.0,2.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-04,2,63.52173913043479,0.5,0.342060357134482,0.684120714268964,,,1.5709390923178386,1.8823583607605407,-1.1982376464915767
1h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,base,next_open,20,14,1.2,1.5,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-06,2,173.58415841584159,0.0,-0.6672344929170615,-1.334468985834123,,,0.0,0.0,-0.6672344929170615
1h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,base,next_open,20,14,1.2,1.5,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-07,4,1461.0,1.0,1.6942061672379916,6.776824668951966,,,inf,1.6942061672379916,0.0
1h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,base,next_open,20,14,1.2,1.5,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-08,3,65.0940594059406,0.3333333333333333,-0.12285382928556576,-0.3685614878566973,,,0.7663070235937981,1.208556889959112,-0.7885591889079047
1h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,base,next_open,20,14,1.2,1.5,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-09,6,114.3391304347826,0.5,0.1540191350433067,0.9241148102598401,,,1.270609599154953,1.4463506989455326,-1.1383124288589193
1h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,base,next_open,20,14,1.2,1.5,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-10,2,66.4090909090909,0.5,0.8566833318607279,1.7133666637214557,,,11.52681972017373,1.8761287048000104,-0.16276204107855463
1h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,base,next_open,20,14,1.2,1.5,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-11,2,48.16483516483516,0.0,-1.0807959791599324,-2.161591958319865,,,0.0,0.0,-1.0807959791599324
1h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,base,next_open,20,14,1.2,1.5,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-12,1,365.25,0.0,-1.1411017426016972,-1.1411017426016972,,,0.0,0.0,-1.1411017426016972
1h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,base,next_open,20,14,1.2,1.5,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-01,2,103.7396449704142,0.0,-1.1728326143435748,-2.3456652286871496,,,0.0,0.0,-1.1728326143435748
1h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,base,next_open,20,14,1.2,1.5,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-02,1,365.25,1.0,1.7184941826353346,1.7184941826353346,,,inf,1.7184941826353346,0.0
1h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,base,next_open,20,14,1.2,1.5,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-03,1,365.25,0.0,-1.1041967844369365,-1.1041967844369365,,,0.0,0.0,-1.1041967844369365
1h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,base,next_open,20,14,1.2,1.5,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-04,5,73.1719532554257,0.8,1.2338709959103586,6.169354979551794,,,6.488784499872063,1.8233369777250907,-1.1239929313485697
1h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,next_open,20,14,1.2,1.5,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-06,2,173.58415841584159,0.0,-0.6672344929170615,-1.334468985834123,,,0.0,0.0,-0.6672344929170615
1h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,next_open,20,14,1.2,1.5,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-07,4,1461.0,1.0,1.874708924685365,7.49883569874146,,,inf,1.874708924685365,0.0
1h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,next_open,20,14,1.2,1.5,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-08,3,65.0940594059406,0.3333333333333333,-0.12285382928556576,-0.3685614878566973,,,0.7663070235937981,1.208556889959112,-0.7885591889079047
1h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,next_open,20,14,1.2,1.5,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-09,7,133.39565217391305,0.5714285714285714,0.14638887368758186,1.024722115813073,,,1.3000705517612263,1.1099148505974576,-1.1383124288589193
1h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,next_open,20,14,1.2,1.5,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-10,3,99.61363636363636,0.3333333333333333,0.20563257544076552,0.6168977263222966,,,1.489900373216727,1.8761287048000104,-0.6296154892388569
1h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,next_open,20,14,1.2,1.5,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-11,2,48.16483516483516,0.0,-1.0807959791599324,-2.161591958319865,,,0.0,0.0,-1.0807959791599324
1h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,next_open,20,14,1.2,1.5,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-12,2,48.430939226519335,0.5,-0.16761559311673313,-0.33523118623346626,,,0.706221475510901,0.8058705563682309,-1.1411017426016972
1h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,next_open,20,14,1.2,1.5,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-01,2,103.7396449704142,0.0,-1.1728326143435748,-2.3456652286871496,,,0.0,0.0,-1.1728326143435748
1h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,next_open,20,14,1.2,1.5,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-02,2,98.49438202247191,1.0,1.8246035517381087,3.6492071034762175,,,inf,1.8246035517381087,0.0
1h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,next_open,20,14,1.2,1.5,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-03,1,365.25,0.0,-1.1041967844369365,-1.1041967844369365,,,0.0,0.0,-1.1041967844369365
1h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,next_open,20,14,1.2,1.5,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-04,5,73.1719532554257,0.8,1.2338709959103586,6.169354979551794,,,6.488784499872063,1.8233369777250907,-1.1239929313485697
1h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,next_open,20,14,1.2,1.5,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-06,2,173.58415841584159,0.0,-0.6672344929170615,-1.334468985834123,,,0.0,0.0,-0.6672344929170615
1h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,next_open,20,14,1.2,1.5,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-07,3,1095.75,1.0,1.8686667684789804,5.606000305436941,,,inf,1.8686667684789804,0.0
1h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,next_open,20,14,1.2,1.5,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-08,2,43.396039603960396,0.0,-0.7885591889079047,-1.5771183778158093,,,0.0,0.0,-0.7885591889079047
1h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,next_open,20,14,1.2,1.5,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-09,4,76.22608695652174,0.5,0.03933848982139601,0.15735395928558404,,,1.0689200314519476,1.220246099466068,-1.1415691198232758
1h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,next_open,20,14,1.2,1.5,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-10,2,66.4090909090909,0.5,0.8566833318607279,1.7133666637214557,,,11.52681972017373,1.8761287048000104,-0.16276204107855463
1h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,next_open,20,14,1.2,1.5,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-11,1,365.25,0.0,-1.0962423950178435,-1.0962423950178435,,,0.0,0.0,-1.0962423950178435
1h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,next_open,20,14,1.2,1.5,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-12,1,365.25,0.0,-1.1411017426016972,-1.1411017426016972,,,0.0,0.0,-1.1411017426016972
1h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,next_open,20,14,1.2,1.5,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-01,2,103.7396449704142,0.0,-1.1728326143435748,-2.3456652286871496,,,0.0,0.0,-1.1728326143435748
1h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,next_open,20,14,1.2,1.5,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-02,1,365.25,1.0,1.7184941826353346,1.7184941826353346,,,inf,1.7184941826353346,0.0
1h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,next_open,20,14,1.2,1.5,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-03,1,365.25,0.0,-1.1041967844369365,-1.1041967844369365,,,0.0,0.0,-1.1041967844369365
1h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,next_open,20,14,1.2,1.5,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-04,3,47.81454545454545,0.6666666666666666,0.8528444597761441,2.5585333793284324,,,3.276289563724122,1.841263155338501,-1.1239929313485697
1h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,base,next_open,20,14,1.2,1.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-05,1,365.25,1.0,1.889914241992917,1.889914241992917,,,inf,1.889914241992917,0.0
1h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,base,next_open,20,14,1.2,1.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-06,3,50.76833976833977,0.0,-0.8048246612262601,-2.4144739836787803,,,0.0,0.0,-0.8048246612262601
1h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,base,next_open,20,14,1.2,1.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-07,4,1461.0,1.0,1.6942061672379916,6.776824668951966,,,inf,1.6942061672379916,0.0
1h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,base,next_open,20,14,1.2,1.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-08,4,86.79207920792079,0.5,0.38944849708707496,1.5577939883482999,,,1.987747026640909,1.5674561830820544,-0.7885591889079047
1h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,base,next_open,20,14,1.2,1.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-09,6,114.3391304347826,0.5,0.1540191350433067,0.9241148102598401,,,1.270609599154953,1.4463506989455326,-1.1383124288589193
1h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,base,next_open,20,14,1.2,1.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-10,2,66.4090909090909,0.5,0.8566833318607279,1.7133666637214557,,,11.52681972017373,1.8761287048000104,-0.16276204107855463
1h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,base,next_open,20,14,1.2,1.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-11,3,61.587822014051525,0.0,-1.1135465031788498,-3.3406395095365493,,,0.0,0.0,-1.1135465031788498
1h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,base,next_open,20,14,1.2,1.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-12,2,77.57522123893806,0.0,-1.1431485327066522,-2.2862970654133044,,,0.0,0.0,-1.1431485327066522
1h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,base,next_open,20,14,1.2,1.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-01,2,103.7396449704142,0.0,-1.1728326143435748,-2.3456652286871496,,,0.0,0.0,-1.1728326143435748
1h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,base,next_open,20,14,1.2,1.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-02,1,365.25,1.0,1.7184941826353346,1.7184941826353346,,,inf,1.7184941826353346,0.0
1h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,base,next_open,20,14,1.2,1.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-03,1,365.25,0.0,-1.1041967844369365,-1.1041967844369365,,,0.0,0.0,-1.1041967844369365
1h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,base,next_open,20,14,1.2,1.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-04,10,143.4697217675941,0.7,0.7414092589550249,7.414092589550249,,,3.1879651040094994,1.5432387975520079,-1.1295263311046024
1h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,base,next_open,20,14,1.2,1.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-05,2,730.5,0.0,-0.6967983082489925,-1.393596616497985,,,0.0,0.0,-0.6967983082489925
1h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,base,next_open,20,14,1.2,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-05,1,365.25,1.0,1.889914241992917,1.889914241992917,,,inf,1.889914241992917,0.0
1h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,base,next_open,20,14,1.2,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-06,4,67.6911196911197,0.0,-0.8792714686840337,-3.517085874736135,,,0.0,0.0,-0.8792714686840337
1h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,base,next_open,20,14,1.2,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-07,4,1461.0,1.0,1.874708924685365,7.49883569874146,,,inf,1.874708924685365,0.0
1h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,base,next_open,20,14,1.2,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-08,5,108.490099009901,0.4,0.09266610127556196,0.4633305063778098,,,1.1734292754985511,1.5674561830820544,-0.8905272865954331
1h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,base,next_open,20,14,1.2,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-09,7,133.39565217391305,0.5714285714285714,0.14638887368758186,1.024722115813073,,,1.3000705517612263,1.1099148505974576,-1.1383124288589193
1h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,base,next_open,20,14,1.2,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-10,3,99.61363636363636,0.3333333333333333,0.20563257544076552,0.6168977263222966,,,1.489900373216727,1.8761287048000104,-0.6296154892388569
1h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,base,next_open,20,14,1.2,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-11,3,61.587822014051525,0.0,-1.1135465031788498,-3.3406395095365493,,,0.0,0.0,-1.1135465031788498
1h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,base,next_open,20,14,1.2,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2025-12,3,44.95384615384615,0.3333333333333333,-0.4934755030150244,-1.4804265090450732,,,0.3524784983365887,0.8058705563682309,-1.1431485327066522
1h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,base,next_open,20,14,1.2,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-01,2,103.7396449704142,0.0,-1.1728326143435748,-2.3456652286871496,,,0.0,0.0,-1.1728326143435748
1h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,base,next_open,20,14,1.2,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-02,2,98.49438202247191,1.0,1.8246035517381087,3.6492071034762175,,,inf,1.8246035517381087,0.0
1h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,base,next_open,20,14,1.2,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-03,1,365.25,0.0,-1.1041967844369365,-1.1041967844369365,,,0.0,0.0,-1.1041967844369365
1h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,base,next_open,20,14,1.2,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-04,10,143.4697217675941,0.7,0.7414092589550249,7.414092589550249,,,3.1879651040094994,1.5432387975520079,-1.1295263311046024
1h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,base,next_open,20,14,1.2,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,2026-05,2,730.5,0.0,-0.6967983082489925,-1.393596616497985,,,0.0,0.0,-0.6967983082489925
