timeframe,param_id,friction_case,entry_mode,n,atr_period,atr_mult,vol_z_min,close_loc_long_min,close_loc_short_max,taker_fee_bps_per_side,slippage_bps_per_side,max_hold_bars,use_room_filter,room_lookback,min_room_r,use_trend_filter,ema_period,ema_slope_lookback,use_overextension_filter,max_ema_distance_atr,symbol,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r
1h,n50_atr14_m2_vz1_cl0.8_cs0.2,stress,next_open,50,14,2.0,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,BTCUSDT,3,8.306380290587493,0.0,-0.898876553070989,-2.696629659212967,,,0.0,0.0,-0.898876553070989
1h,n50_atr14_m2_vz1_cl0.8_cs0.2,stress,next_open,50,14,2.0,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,ETHUSDT,3,3.3517716033647718,0.3333333333333333,-0.33130061220471946,-0.9939018366141584,,,0.4199113347261444,0.7194600959878943,-0.8566809663010264
1h,n50_atr14_m2_vz1_cl0.8_cs0.2,stress,next_open,50,14,2.0,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,LINKUSDT,1,365.25,0.0,-1.253286910437952,-1.253286910437952,,,0.0,0.0,-1.253286910437952
1h,n50_atr14_m2_vz1_cl0.8_cs0.2,stress,next_open,50,14,2.0,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,LTCUSDT,5,10.354358610914245,0.2,-0.6120777013481222,-3.060388506740611,,,0.3694951261734706,1.7934811995586217,-1.2134674265748082
1h,n50_atr14_m2_vz1_cl0.8_cs0.2,stress,next_open,50,14,2.0,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,SOLUSDT,4,5.279927721728655,0.25,-0.2164615072521171,-0.8658460290084684,,,0.6631115131500772,1.7042804751786156,-0.856708834729028
1h,n50_atr14_m2_vz1_cl0.8_cs0.2,stress,next_open,50,14,2.0,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,XRPUSDT,3,3.441696113074205,0.6666666666666666,0.42841914854398694,1.2852574456319608,,,1.9321384083890139,1.3320421372107543,-1.378826828789548
1h,n50_atr14_m2_vz2_cl0.75_cs0.25,stress,next_open,50,14,2.0,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,ADAUSDT,3,5.671339227949105,0.6666666666666666,0.2524255553693755,0.7572766661081265,,,1.6704727953583716,0.9433716610508821,-1.1294666559936377
1h,n50_atr14_m2_vz2_cl0.75_cs0.25,stress,next_open,50,14,2.0,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,AVAXUSDT,3,6.167448405253284,0.0,-0.8050104842016683,-2.415031452605005,,,0.0,0.0,-0.8050104842016683
1h,n50_atr14_m2_vz2_cl0.75_cs0.25,stress,next_open,50,14,2.0,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,BNBUSDT,2,29.867120954003404,0.0,-1.5084664974861342,-3.0169329949722683,,,0.0,0.0,-1.5084664974861342
1h,n50_atr14_m2_vz2_cl0.75_cs0.25,stress,next_open,50,14,2.0,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,BTCUSDT,4,5.798577807177113,0.0,-0.9693409347901435,-3.877363739160574,,,0.0,0.0,-0.9693409347901435
1h,n50_atr14_m2_vz2_cl0.75_cs0.25,stress,next_open,50,14,2.0,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,ETHUSDT,4,4.469028804486363,0.25,-0.5641968066905941,-2.2567872267623765,,,0.2417339750256576,0.7194600959878943,-0.9920824409167569
1h,n50_atr14_m2_vz2_cl0.75_cs0.25,stress,next_open,50,14,2.0,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,LINKUSDT,1,365.25,0.0,-1.253286910437952,-1.253286910437952,,,0.0,0.0,-1.253286910437952
1h,n50_atr14_m2_vz2_cl0.75_cs0.25,stress,next_open,50,14,2.0,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,LTCUSDT,3,6.212615166548547,0.3333333333333333,-0.21544343819501668,-0.6463303145850501,,,0.7350900629666468,1.7934811995586217,-1.219905757071836
1h,n50_atr14_m2_vz2_cl0.75_cs0.25,stress,next_open,50,14,2.0,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,SOLUSDT,3,4.458799593082401,0.3333333333333333,0.1114795054402995,0.3344385163208985,,,1.2441438694137972,1.7042804751786156,-0.6849209794288585
1h,n50_atr14_m2_vz2_cl0.75_cs0.25,stress,next_open,50,14,2.0,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,XRPUSDT,2,10.65127582017011,0.0,-1.291857445475681,-2.583714890951362,,,0.0,0.0,-1.291857445475681
1h,n50_atr14_m2_vz2_cl0.7_cs0.3,stress,next_open,50,14,2.0,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,ADAUSDT,3,5.671339227949105,0.6666666666666666,0.2524255553693755,0.7572766661081265,,,1.6704727953583716,0.9433716610508821,-1.1294666559936377
1h,n50_atr14_m2_vz2_cl0.7_cs0.3,stress,next_open,50,14,2.0,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,AVAXUSDT,3,6.167448405253284,0.0,-0.8050104842016683,-2.415031452605005,,,0.0,0.0,-0.8050104842016683
1h,n50_atr14_m2_vz2_cl0.7_cs0.3,stress,next_open,50,14,2.0,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,BNBUSDT,2,29.867120954003404,0.0,-1.5084664974861342,-3.0169329949722683,,,0.0,0.0,-1.5084664974861342
1h,n50_atr14_m2_vz2_cl0.7_cs0.3,stress,next_open,50,14,2.0,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,BTCUSDT,5,6.8409552052442635,0.0,-1.0544819998548323,-5.272409999274162,,,0.0,0.0,-1.0544819998548323
1h,n50_atr14_m2_vz2_cl0.7_cs0.3,stress,next_open,50,14,2.0,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,ETHUSDT,4,4.469028804486363,0.25,-0.5641968066905941,-2.2567872267623765,,,0.2417339750256576,0.7194600959878943,-0.9920824409167569
1h,n50_atr14_m2_vz2_cl0.7_cs0.3,stress,next_open,50,14,2.0,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,LINKUSDT,1,365.25,0.0,-1.253286910437952,-1.253286910437952,,,0.0,0.0,-1.253286910437952
1h,n50_atr14_m2_vz2_cl0.7_cs0.3,stress,next_open,50,14,2.0,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,LTCUSDT,4,6.504173622704507,0.25,-0.48519359565282216,-1.9407743826112887,,,0.48027810633048884,1.7934811995586217,-1.2447518607233035
1h,n50_atr14_m2_vz2_cl0.7_cs0.3,stress,next_open,50,14,2.0,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,SOLUSDT,5,7.431332655137335,0.4,0.20998454314617265,1.0499227157308633,,,1.4143127703118272,1.7920267139980122,-0.8447102374217205
1h,n50_atr14_m2_vz2_cl0.7_cs0.3,stress,next_open,50,14,2.0,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,XRPUSDT,2,10.65127582017011,0.0,-1.291857445475681,-2.583714890951362,,,0.0,0.0,-1.291857445475681
1h,n50_atr14_m2_vz2_cl0.8_cs0.2,stress,next_open,50,14,2.0,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,ADAUSDT,2,4.554949337490257,0.5,-0.21851766694593766,-0.4370353338918753,,,0.6130604373553661,0.6924313221017624,-1.1294666559936377
1h,n50_atr14_m2_vz2_cl0.8_cs0.2,stress,next_open,50,14,2.0,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,AVAXUSDT,3,6.167448405253284,0.0,-0.8050104842016683,-2.415031452605005,,,0.0,0.0,-0.8050104842016683
1h,n50_atr14_m2_vz2_cl0.8_cs0.2,stress,next_open,50,14,2.0,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,BNBUSDT,1,365.25,0.0,-1.3967611463969625,-1.3967611463969625,,,0.0,0.0,-1.3967611463969625
1h,n50_atr14_m2_vz2_cl0.8_cs0.2,stress,next_open,50,14,2.0,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,BTCUSDT,3,8.306380290587493,0.0,-0.898876553070989,-2.696629659212967,,,0.0,0.0,-0.898876553070989
1h,n50_atr14_m2_vz2_cl0.8_cs0.2,stress,next_open,50,14,2.0,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,ETHUSDT,3,3.3517716033647718,0.3333333333333333,-0.33130061220471946,-0.9939018366141584,,,0.4199113347261444,0.7194600959878943,-0.8566809663010264
1h,n50_atr14_m2_vz2_cl0.8_cs0.2,stress,next_open,50,14,2.0,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,LINKUSDT,1,365.25,0.0,-1.253286910437952,-1.253286910437952,,,0.0,0.0,-1.253286910437952
1h,n50_atr14_m2_vz2_cl0.8_cs0.2,stress,next_open,50,14,2.0,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,LTCUSDT,3,6.212615166548547,0.3333333333333333,-0.21544343819501668,-0.6463303145850501,,,0.7350900629666468,1.7934811995586217,-1.219905757071836
1h,n50_atr14_m2_vz2_cl0.8_cs0.2,stress,next_open,50,14,2.0,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,SOLUSDT,3,4.458799593082401,0.3333333333333333,0.1114795054402995,0.3344385163208985,,,1.2441438694137972,1.7042804751786156,-0.6849209794288585
1h,n50_atr14_m2_vz2_cl0.8_cs0.2,stress,next_open,50,14,2.0,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,0.0,-1.378826828789548,-1.378826828789548,,,0.0,0.0,-1.378826828789548
4h,n100_atr14_m1.2_vz1.5_cl0.75_cs0.25,base,next_close,100,14,1.2,1.5,0.75,0.25,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,ADAUSDT,1,365.25,0.0,-1.0399798793423713,-1.0399798793423713,,,0.0,0.0,-1.0399798793423713
4h,n100_atr14_m1.2_vz1.5_cl0.75_cs0.25,base,next_close,100,14,1.2,1.5,0.75,0.25,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,1,273.9375,1.0,0.5837263580989345,0.5837263580989345,,,inf,0.5837263580989345,0.0
4h,n100_atr14_m1.2_vz1.5_cl0.75_cs0.25,base,next_close,100,14,1.2,1.5,0.75,0.25,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,365.25,0.0,-1.0793072854502885,-1.0793072854502885,,,0.0,0.0,-1.0793072854502885
4h,n100_atr14_m1.2_vz1.5_cl0.75_cs0.25,base,next_close,100,14,1.2,1.5,0.75,0.25,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,0.0,-1.0622291709333311,-1.0622291709333311,,,0.0,0.0,-1.0622291709333311
4h,n100_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,next_close,100,14,1.2,1.5,0.7,0.3,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,ADAUSDT,1,365.25,0.0,-1.0399798793423713,-1.0399798793423713,,,0.0,0.0,-1.0399798793423713
4h,n100_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,next_close,100,14,1.2,1.5,0.7,0.3,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,1,273.9375,1.0,0.5837263580989345,0.5837263580989345,,,inf,0.5837263580989345,0.0
4h,n100_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,next_close,100,14,1.2,1.5,0.7,0.3,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,365.25,0.0,-1.0793072854502885,-1.0793072854502885,,,0.0,0.0,-1.0793072854502885
4h,n100_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,next_close,100,14,1.2,1.5,0.7,0.3,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,0.0,-1.0622291709333311,-1.0622291709333311,,,0.0,0.0,-1.0622291709333311
4h,n100_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,next_close,100,14,1.2,1.5,0.8,0.2,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,ADAUSDT,1,365.25,0.0,-1.0399798793423713,-1.0399798793423713,,,0.0,0.0,-1.0399798793423713
4h,n100_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,next_close,100,14,1.2,1.5,0.8,0.2,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,1,273.9375,1.0,0.5837263580989345,0.5837263580989345,,,inf,0.5837263580989345,0.0
4h,n100_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,next_close,100,14,1.2,1.5,0.8,0.2,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,365.25,0.0,-1.0793072854502885,-1.0793072854502885,,,0.0,0.0,-1.0793072854502885
4h,n100_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,next_close,100,14,1.2,1.5,0.8,0.2,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,0.0,-1.0622291709333311,-1.0622291709333311,,,0.0,0.0,-1.0622291709333311
4h,n100_atr14_m1.2_vz1_cl0.75_cs0.25,base,next_close,100,14,1.2,1.0,0.75,0.25,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,ADAUSDT,1,365.25,0.0,-1.0399798793423713,-1.0399798793423713,,,0.0,0.0,-1.0399798793423713
4h,n100_atr14_m1.2_vz1_cl0.75_cs0.25,base,next_close,100,14,1.2,1.0,0.75,0.25,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,1,273.9375,1.0,0.5837263580989345,0.5837263580989345,,,inf,0.5837263580989345,0.0
4h,n100_atr14_m1.2_vz1_cl0.75_cs0.25,base,next_close,100,14,1.2,1.0,0.75,0.25,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,LINKUSDT,1,365.25,1.0,1.949721747736067,1.949721747736067,,,inf,1.949721747736067,0.0
4h,n100_atr14_m1.2_vz1_cl0.75_cs0.25,base,next_close,100,14,1.2,1.0,0.75,0.25,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,365.25,0.0,-1.0793072854502885,-1.0793072854502885,,,0.0,0.0,-1.0793072854502885
4h,n100_atr14_m1.2_vz1_cl0.75_cs0.25,base,next_close,100,14,1.2,1.0,0.75,0.25,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,0.0,-1.0622291709333311,-1.0622291709333311,,,0.0,0.0,-1.0622291709333311
4h,n100_atr14_m1.2_vz1_cl0.7_cs0.3,base,next_close,100,14,1.2,1.0,0.7,0.3,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,ADAUSDT,1,365.25,0.0,-1.0399798793423713,-1.0399798793423713,,,0.0,0.0,-1.0399798793423713
4h,n100_atr14_m1.2_vz1_cl0.7_cs0.3,base,next_close,100,14,1.2,1.0,0.7,0.3,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,1,273.9375,1.0,0.5837263580989345,0.5837263580989345,,,inf,0.5837263580989345,0.0
4h,n100_atr14_m1.2_vz1_cl0.7_cs0.3,base,next_close,100,14,1.2,1.0,0.7,0.3,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,LINKUSDT,1,365.25,1.0,1.949721747736067,1.949721747736067,,,inf,1.949721747736067,0.0
4h,n100_atr14_m1.2_vz1_cl0.7_cs0.3,base,next_close,100,14,1.2,1.0,0.7,0.3,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,365.25,0.0,-1.0793072854502885,-1.0793072854502885,,,0.0,0.0,-1.0793072854502885
4h,n100_atr14_m1.2_vz1_cl0.7_cs0.3,base,next_close,100,14,1.2,1.0,0.7,0.3,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,0.0,-1.0622291709333311,-1.0622291709333311,,,0.0,0.0,-1.0622291709333311
4h,n100_atr14_m1.2_vz1_cl0.8_cs0.2,base,next_close,100,14,1.2,1.0,0.8,0.2,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,ADAUSDT,1,365.25,0.0,-1.0399798793423713,-1.0399798793423713,,,0.0,0.0,-1.0399798793423713
4h,n100_atr14_m1.2_vz1_cl0.8_cs0.2,base,next_close,100,14,1.2,1.0,0.8,0.2,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,1,273.9375,1.0,0.5837263580989345,0.5837263580989345,,,inf,0.5837263580989345,0.0
4h,n100_atr14_m1.2_vz1_cl0.8_cs0.2,base,next_close,100,14,1.2,1.0,0.8,0.2,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,LINKUSDT,1,365.25,1.0,1.949721747736067,1.949721747736067,,,inf,1.949721747736067,0.0
4h,n100_atr14_m1.2_vz1_cl0.8_cs0.2,base,next_close,100,14,1.2,1.0,0.8,0.2,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,365.25,0.0,-1.0793072854502885,-1.0793072854502885,,,0.0,0.0,-1.0793072854502885
4h,n100_atr14_m1.2_vz1_cl0.8_cs0.2,base,next_close,100,14,1.2,1.0,0.8,0.2,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,0.0,-1.0622291709333311,-1.0622291709333311,,,0.0,0.0,-1.0622291709333311
4h,n100_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,100,14,1.2,2.0,0.75,0.25,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,ADAUSDT,1,365.25,0.0,-1.0399798793423713,-1.0399798793423713,,,0.0,0.0,-1.0399798793423713
4h,n100_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,100,14,1.2,2.0,0.75,0.25,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,1,273.9375,1.0,0.5837263580989345,0.5837263580989345,,,inf,0.5837263580989345,0.0
4h,n100_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,100,14,1.2,2.0,0.75,0.25,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,365.25,0.0,-1.0793072854502885,-1.0793072854502885,,,0.0,0.0,-1.0793072854502885
4h,n100_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_close,100,14,1.2,2.0,0.75,0.25,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,0.0,-1.0622291709333311,-1.0622291709333311,,,0.0,0.0,-1.0622291709333311
4h,n100_atr14_m1.2_vz2_cl0.7_cs0.3,base,next_close,100,14,1.2,2.0,0.7,0.3,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,ADAUSDT,1,365.25,0.0,-1.0399798793423713,-1.0399798793423713,,,0.0,0.0,-1.0399798793423713
4h,n100_atr14_m1.2_vz2_cl0.7_cs0.3,base,next_close,100,14,1.2,2.0,0.7,0.3,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,1,273.9375,1.0,0.5837263580989345,0.5837263580989345,,,inf,0.5837263580989345,0.0
4h,n100_atr14_m1.2_vz2_cl0.7_cs0.3,base,next_close,100,14,1.2,2.0,0.7,0.3,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,365.25,0.0,-1.0793072854502885,-1.0793072854502885,,,0.0,0.0,-1.0793072854502885
4h,n100_atr14_m1.2_vz2_cl0.7_cs0.3,base,next_close,100,14,1.2,2.0,0.7,0.3,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,0.0,-1.0622291709333311,-1.0622291709333311,,,0.0,0.0,-1.0622291709333311
4h,n100_atr14_m1.2_vz2_cl0.8_cs0.2,base,next_close,100,14,1.2,2.0,0.8,0.2,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,ADAUSDT,1,365.25,0.0,-1.0399798793423713,-1.0399798793423713,,,0.0,0.0,-1.0399798793423713
4h,n100_atr14_m1.2_vz2_cl0.8_cs0.2,base,next_close,100,14,1.2,2.0,0.8,0.2,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,1,273.9375,1.0,0.5837263580989345,0.5837263580989345,,,inf,0.5837263580989345,0.0
4h,n100_atr14_m1.2_vz2_cl0.8_cs0.2,base,next_close,100,14,1.2,2.0,0.8,0.2,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,365.25,0.0,-1.0793072854502885,-1.0793072854502885,,,0.0,0.0,-1.0793072854502885
4h,n100_atr14_m1.2_vz2_cl0.8_cs0.2,base,next_close,100,14,1.2,2.0,0.8,0.2,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,0.0,-1.0622291709333311,-1.0622291709333311,,,0.0,0.0,-1.0622291709333311
4h,n100_atr14_m1.5_vz1.5_cl0.75_cs0.25,base,next_close,100,14,1.5,1.5,0.75,0.25,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,ADAUSDT,1,365.25,0.0,-1.0399798793423713,-1.0399798793423713,,,0.0,0.0,-1.0399798793423713
4h,n100_atr14_m1.5_vz1.5_cl0.75_cs0.25,base,next_close,100,14,1.5,1.5,0.75,0.25,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,1,273.9375,1.0,0.5837263580989345,0.5837263580989345,,,inf,0.5837263580989345,0.0
4h,n100_atr14_m1.5_vz1.5_cl0.75_cs0.25,base,next_close,100,14,1.5,1.5,0.75,0.25,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,365.25,0.0,-1.0793072854502885,-1.0793072854502885,,,0.0,0.0,-1.0793072854502885
4h,n100_atr14_m1.5_vz1.5_cl0.75_cs0.25,base,next_close,100,14,1.5,1.5,0.75,0.25,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,0.0,-1.0622291709333311,-1.0622291709333311,,,0.0,0.0,-1.0622291709333311
4h,n100_atr14_m1.5_vz1.5_cl0.7_cs0.3,base,next_close,100,14,1.5,1.5,0.7,0.3,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,ADAUSDT,1,365.25,0.0,-1.0399798793423713,-1.0399798793423713,,,0.0,0.0,-1.0399798793423713
4h,n100_atr14_m1.5_vz1.5_cl0.7_cs0.3,base,next_close,100,14,1.5,1.5,0.7,0.3,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,1,273.9375,1.0,0.5837263580989345,0.5837263580989345,,,inf,0.5837263580989345,0.0
4h,n100_atr14_m1.5_vz1.5_cl0.7_cs0.3,base,next_close,100,14,1.5,1.5,0.7,0.3,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,365.25,0.0,-1.0793072854502885,-1.0793072854502885,,,0.0,0.0,-1.0793072854502885
4h,n100_atr14_m1.5_vz1.5_cl0.7_cs0.3,base,next_close,100,14,1.5,1.5,0.7,0.3,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,0.0,-1.0622291709333311,-1.0622291709333311,,,0.0,0.0,-1.0622291709333311
4h,n100_atr14_m1.5_vz1.5_cl0.8_cs0.2,base,next_close,100,14,1.5,1.5,0.8,0.2,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,ADAUSDT,1,365.25,0.0,-1.0399798793423713,-1.0399798793423713,,,0.0,0.0,-1.0399798793423713
4h,n100_atr14_m1.5_vz1.5_cl0.8_cs0.2,base,next_close,100,14,1.5,1.5,0.8,0.2,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,1,273.9375,1.0,0.5837263580989345,0.5837263580989345,,,inf,0.5837263580989345,0.0
4h,n100_atr14_m1.5_vz1.5_cl0.8_cs0.2,base,next_close,100,14,1.5,1.5,0.8,0.2,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,365.25,0.0,-1.0793072854502885,-1.0793072854502885,,,0.0,0.0,-1.0793072854502885
4h,n100_atr14_m1.5_vz1.5_cl0.8_cs0.2,base,next_close,100,14,1.5,1.5,0.8,0.2,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,0.0,-1.0622291709333311,-1.0622291709333311,,,0.0,0.0,-1.0622291709333311
4h,n100_atr14_m1.5_vz1_cl0.75_cs0.25,base,next_close,100,14,1.5,1.0,0.75,0.25,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,ADAUSDT,1,365.25,0.0,-1.0399798793423713,-1.0399798793423713,,,0.0,0.0,-1.0399798793423713
4h,n100_atr14_m1.5_vz1_cl0.75_cs0.25,base,next_close,100,14,1.5,1.0,0.75,0.25,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,1,273.9375,1.0,0.5837263580989345,0.5837263580989345,,,inf,0.5837263580989345,0.0
4h,n100_atr14_m1.5_vz1_cl0.75_cs0.25,base,next_close,100,14,1.5,1.0,0.75,0.25,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,LINKUSDT,1,365.25,1.0,1.949721747736067,1.949721747736067,,,inf,1.949721747736067,0.0
4h,n100_atr14_m1.5_vz1_cl0.75_cs0.25,base,next_close,100,14,1.5,1.0,0.75,0.25,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,365.25,0.0,-1.0793072854502885,-1.0793072854502885,,,0.0,0.0,-1.0793072854502885
4h,n100_atr14_m1.5_vz1_cl0.75_cs0.25,base,next_close,100,14,1.5,1.0,0.75,0.25,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,XRPUSDT,1,365.25,0.0,-1.0622291709333311,-1.0622291709333311,,,0.0,0.0,-1.0622291709333311
4h,n100_atr14_m1.5_vz1_cl0.7_cs0.3,base,next_close,100,14,1.5,1.0,0.7,0.3,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,ADAUSDT,1,365.25,0.0,-1.0399798793423713,-1.0399798793423713,,,0.0,0.0,-1.0399798793423713
4h,n100_atr14_m1.5_vz1_cl0.7_cs0.3,base,next_close,100,14,1.5,1.0,0.7,0.3,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,BNBUSDT,1,273.9375,1.0,0.5837263580989345,0.5837263580989345,,,inf,0.5837263580989345,0.0
4h,n100_atr14_m1.5_vz1_cl0.7_cs0.3,base,next_close,100,14,1.5,1.0,0.7,0.3,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,LINKUSDT,1,365.25,1.0,1.949721747736067,1.949721747736067,,,inf,1.949721747736067,0.0
4h,n100_atr14_m1.5_vz1_cl0.7_cs0.3,base,next_close,100,14,1.5,1.0,0.7,0.3,4.0,5.0,8,True,50,1.5,True,200,10,True,3.0,LTCUSDT,1,365.25,0.0,-1.0793072854502885,-1.0793072854502885,,,0.0,0.0,-1.0793072854502885
