timeframe,param_id,friction_case,entry_mode,n,atr_period,atr_mult,vol_z_min,close_loc_long_min,close_loc_short_max,taker_fee_bps_per_side,slippage_bps_per_side,max_hold_bars,use_room_filter,room_lookback,min_room_r,use_trend_filter,ema_period,ema_slope_lookback,use_overextension_filter,max_ema_distance_atr,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r
1h,n20_atr14_m2_vz1_cl0.8_cs0.2,base,next_close,20,14,2.0,1.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,40,43.972911963882616,0.25,-0.5086438772501238,-20.345755090004953,-22.326994496495622,16,0.3237894178449617,0.9742143009969141,-1.002929936665803
1h,n20_atr14_m2_vz1.5_cl0.8_cs0.2,base,next_close,20,14,2.0,1.5,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,37,40.67494356659142,0.24324324324324326,-0.5290324888023148,-19.57420208568565,-21.555441492176318,16,0.3162571299506902,1.0059793663933794,-1.022429156543788
1h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,next_close,20,14,1.2,1.5,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,69,73.31563636363636,0.2318840579710145,-0.5301423594531657,-36.57982280226843,-35.53568533201767,9,0.29834774127758507,0.9721257372974418,-0.9836572565854245
1h,n20_atr14_m1.2_vz2_cl0.8_cs0.2,base,next_close,20,14,1.2,2.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,49,53.52448598130841,0.2653061224489796,-0.5437377350439574,-26.643149017153913,-25.536773169943775,10,0.3235287647855271,0.9801798421894067,-1.09404130460045
1h,n100_atr14_m1.5_vz1_cl0.8_cs0.2,base,next_close,100,14,1.5,1.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,18,19.169967197181386,0.2222222222222222,-0.5450186292979504,-9.810335327363108,-8.76619785711236,7,0.24753649512458598,0.8068218615248477,-0.9312587695330355
1h,n100_atr14_m1.2_vz1_cl0.8_cs0.2,base,next_close,100,14,1.2,1.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,22,23.429959907666138,0.22727272727272727,-0.5492454812111294,-12.083400586644846,-11.039263116394096,7,0.25371868067575204,0.8216162928200275,-0.9524401206320579
1h,n20_atr14_m1.5_vz1_cl0.8_cs0.2,base,next_close,20,14,1.5,1.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,71,75.44072727272727,0.2112676056338028,-0.5773360162013819,-40.99085715029811,-39.94671968004736,12,0.24684493965761933,0.8956443095245807,-0.9718843177351218
1h,n20_atr14_m1.5_vz2_cl0.8_cs0.2,base,next_close,20,14,1.5,2.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,47,51.339813084112144,0.2553191489361702,-0.5846110057521741,-27.476717270352182,-26.34794608680477,9,0.28233664171831196,0.9008035116131512,-1.0938959831345716
1h,n20_atr14_m1.5_vz1.5_cl0.8_cs0.2,base,next_close,20,14,1.5,1.5,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,63,66.94036363636363,0.20634920634920634,-0.6042485127354004,-38.06765630233022,-37.02351883207947,10,0.2213913941088735,0.832634348331639,-0.9778380566128305
1h,n100_atr14_m1.2_vz2_cl0.7_cs0.3,base,next_open,100,14,1.2,2.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,14,15.572135515797488,0.5,0.10707976460814693,1.499116704514057,-4.830299862377,6,1.2319032798049852,1.137645947331585,-0.9234864181152911
1h,n100_atr14_m2_vz2_cl0.7_cs0.3,base,next_open,100,14,2.0,2.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,10,12.81766340108203,0.5,0.10564748702035845,1.0564748702035844,-3.496141362138059,4,1.2138992110540527,1.199119908034149,-0.9878249339934321
1h,n100_atr14_m2_vz1_cl0.7_cs0.3,base,next_open,100,14,2.0,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,14,16.061248527679624,0.42857142857142855,0.020771810961141095,0.29080535345597536,-4.349134379058076,4,1.0383622007293032,1.311887226913594,-0.9475647510031986
1h,n100_atr14_m1.5_vz2_cl0.7_cs0.3,base,next_open,100,14,1.5,2.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,12,13.347544727826417,0.5,0.002247766631617872,0.026973199579414464,-4.349134379058075,5,1.0045081263810645,1.0017021071779213,-0.9972065739146855
1h,n20_atr14_m1.2_vz2_cl0.7_cs0.3,base,next_open,20,14,1.2,2.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,79,86.26233183856502,0.4050632911392405,-0.006897848134445021,-0.5449300026211567,-13.782468183985376,4,0.9881943439271899,1.4254204274664337,-0.9820932698201497
1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_open,20,14,1.2,2.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,70,76.48261248909385,0.4,-0.01366439717952229,-0.9565078025665603,-14.469203866208732,7,0.9767136216308194,1.4328336769487462,-0.9779964465983678
1h,n20_atr14_m2_vz2_cl0.8_cs0.2,base,next_open,20,14,2.0,2.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,33,36.277652370203164,0.3939393939393939,-0.032843659929536806,-1.0838407776747145,-7.269767652642887,5,0.9459267341483413,1.4584684331172835,-1.0021965204099699
1h,n100_atr14_m2_vz1.5_cl0.7_cs0.3,base,next_open,100,14,2.0,1.5,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,12,15.381196081298436,0.4166666666666667,-0.03790212436120988,-0.4548254923345185,-3.496141362138059,4,0.9294890662177233,1.199119908034149,-0.9214892903578947
1h,n20_atr14_m1.5_vz2_cl0.75_cs0.25,base,next_open,20,14,1.5,2.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,65,71.45598194130926,0.38461538461538464,-0.056799447152881766,-3.6919640649373147,-15.263476126305818,7,0.9050409528737215,1.4075030348031898,-0.9719884983754264
1h,n20_atr14_m2_vz2_cl0.75_cs0.25,base,next_open,20,14,2.0,2.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,44,48.37020316027088,0.38636363636363635,-0.06240748881089344,-2.7459295076793113,-10.92432091459864,6,0.9021555893959977,1.489312673979607,-1.0394164801975048
1h,n20_atr14_m1.5_vz2_cl0.7_cs0.3,base,next_open,20,14,1.5,2.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,72,79.1016418097506,0.3888888888888889,-0.0677656118400341,-4.879124052482455,-15.45346720178351,7,0.8862889392617916,1.3581772372789411,-0.9751837885521094
1h,n20_atr14_m1.2_vz2_cl0.8_cs0.2,base,next_open,20,14,1.2,2.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,54,59.00087249158669,0.3888888888888889,-0.07402281994744328,-3.9972322771619373,-10.651704608790018,6,0.8788631183430573,1.3809722151841501,-0.9999287513948208
1h,n100_atr14_m2_vz2_cl0.75_cs0.25,base,next_open,100,14,2.0,2.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,9,11.535897060973827,0.4444444444444444,-0.09815441613019082,-0.8833897451717174,-3.496141362138059,4,0.8211444731202562,1.0139337311988608,-0.9878249339934321
1h,n20_atr14_m2_vz2_cl0.7_cs0.3,base,next_open,20,14,2.0,2.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,48,52.734427873167064,0.375,-0.10150284948307649,-4.872136775187672,-11.126034459883943,6,0.8428156524139756,1.4513436674456417,-1.0332107596403075
1h,n20_atr14_m1.5_vz2_cl0.8_cs0.2,base,next_open,20,14,1.5,2.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,50,54.966139954853276,0.38,-0.11123728352035334,-5.561864176017667,-11.445976868887108,6,0.8194278384683176,1.3283933577840543,-0.9935915475456355
1h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,next_open,20,14,1.2,1.5,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,105,111.49969715324046,0.3619047619047619,-0.12280766666673783,-12.894805000007471,-19.93807084920695,7,0.8027072455588137,1.3806297561914471,-0.9755035184370517
1h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,base,next_open,20,14,1.2,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,136,142.28141783029002,0.36764705882352944,-0.1251089869902818,-17.014822230678327,-25.98850811953738,8,0.7975291318459738,1.3404216148096386,-0.9771616624553517
1h,n100_atr14_m2_vz1_cl0.75_cs0.25,base,next_open,100,14,2.0,1.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,13,14.91401648998822,0.38461538461538464,-0.1268507124553328,-1.6490592619193265,-4.349134379058076,4,0.78246087402293,1.1862917492212524,-0.9475647510031986
1h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,base,next_open,20,14,1.2,1.5,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,92,97.7541818181818,0.358695652173913,-0.12980044543682845,-11.941640980188218,-20.41846181927313,7,0.7903930776060187,1.3645441028951122,-0.9656202775546935
1h,n20_atr14_m2_vz1.5_cl0.8_cs0.2,base,next_open,20,14,2.0,1.5,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,38,41.77426636568849,0.34210526315789475,-0.13742314657153376,-5.222079569718283,-10.448386719394616,6,0.7840524757528446,1.4584684331172835,-0.9672867680097187
1h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,base,next_open,20,14,1.2,1.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,116,121.3576799140709,0.35344827586206895,-0.13936237385560976,-16.166035367250732,-26.357696764798362,8,0.7766795014328343,1.371301409118899,-0.9651919085483412
1h,n20_atr14_m2_vz1.5_cl0.75_cs0.25,base,next_open,20,14,2.0,1.5,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,49,53.86681715575621,0.3469387755102041,-0.14049323060658936,-6.884168299722879,-13.563610941859178,7,0.7862224432254853,1.489312673979607,-1.0063276174180062
1h,n20_atr14_m2_vz1.5_cl0.7_cs0.3,base,next_open,20,14,2.0,1.5,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,55,60.42486527133726,0.34545454545454546,-0.14834090856895554,-8.158749971292554,-13.136627843990665,7,0.7747620328634315,1.4770552962840449,-1.0061889055747057
1h,n20_atr14_m1.5_vz1_cl0.7_cs0.3,base,next_open,20,14,1.5,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,108,113.29918621349927,0.3611111111111111,-0.1484091397308593,-16.028187090932807,-26.250637021759374,10,0.7571646244435561,1.281439649097325,-0.956584542112007
1h,n20_atr14_m1.5_vz1.5_cl0.7_cs0.3,base,next_open,20,14,1.5,1.5,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,91,96.63307086614174,0.3516483516483517,-0.15767075925687005,-14.348039092375174,-19.880992645019504,10,0.746816823107649,1.3225796022858338,-0.9605184129749467
1h,n20_atr14_m1.5_vz1_cl0.75_cs0.25,base,next_open,20,14,1.5,1.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,96,100.7103877453327,0.34375,-0.16240648362216378,-15.591022427727722,-24.717336951926118,10,0.7392148668168296,1.3392094941282133,-0.9489672338723613
1h,n20_atr14_m2_vz1_cl0.8_cs0.2,base,next_open,20,14,2.0,1.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,41,45.07223476297968,0.34146341463414637,-0.1626357681666236,-6.668066494831567,-12.213497562827433,7,0.7482476343463188,1.4156101848811005,-0.9809855215987768
1h,n20_atr14_m1.5_vz1.5_cl0.75_cs0.25,base,next_open,20,14,1.5,1.5,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,82,87.12872727272726,0.34146341463414637,-0.1708842036679112,-14.01250470076872,-20.542627165480493,10,0.7281964754913228,1.34076056728717,-0.9547000108298053
1h,n100_atr14_m1.5_vz2_cl0.75_cs0.25,base,next_open,100,14,1.5,2.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,11,12.235249333840883,0.45454545454545453,-0.17389921961780794,-1.9128914157958874,-4.349134379058075,5,0.6802916824801668,0.8140696055384451,-0.9972065739146855
1h,n50_atr14_m2_vz1_cl0.8_cs0.2,base,next_open,50,14,2.0,1.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,27,29.681715575620768,0.3333333333333333,-0.17714052787047052,-4.782794252502704,-9.525767941428693,7,0.718055218859433,1.3534211911390988,-0.9424213873752552
1h,n20_atr14_m2_vz1_cl0.75_cs0.25,base,next_open,20,14,2.0,1.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,53,58.26410835214447,0.33962264150943394,-0.17941892030288395,-9.509202776052849,-17.04709837599987,7,0.7335310639293087,1.454264911970225,-1.0195991769004826
1h,n20_atr14_m2_vz1_cl0.7_cs0.3,base,next_open,20,14,2.0,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,59,64.81940092743451,0.3389830508474576,-0.18277600758682241,-10.783784447622523,-16.620115278131358,7,0.7284111665597385,1.4461251793603789,-1.0181099496110282
1h,n50_atr14_m2_vz1_cl0.75_cs0.25,base,next_open,50,14,2.0,1.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,33,36.277652370203164,0.3333333333333333,-0.18747938956591295,-6.186819855675127,-11.543799349628266,9,0.7135436373586489,1.4009958549406967,-0.9817170118192177
1h,n50_atr14_m2_vz1_cl0.7_cs0.3,base,next_open,50,14,2.0,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,37,40.64945481889961,0.32432432432432434,-0.1940279206534167,-7.1790330641764175,-12.196250497111844,9,0.7073348408452693,1.445901584976914,-0.9811940833559752
1h,n100_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,next_open,100,14,1.2,1.5,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,23,25.5827940616673,0.34782608695652173,-0.19572027040433584,-4.501566219299725,-6.034587353176969,6,0.6754233268272068,1.1709339745719178,-0.9246025343916712
1h,n100_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_open,100,14,1.2,2.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,12,13.347544727826417,0.4166666666666667,-0.19950474159290102,-2.3940568991148123,-4.830299862377,6,0.6296554862788727,0.8140696055384451,-0.9234864181152911
1h,n100_atr14_m1.5_vz1.5_cl0.7_cs0.3,base,next_open,100,14,1.5,1.5,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,19,21.133612485725163,0.3684210526315789,-0.20202420012082603,-3.8384598022956946,-4.831612207046155,5,0.6588830946241905,1.0591661154745393,-0.9377185508847892
1h,n100_atr14_m2_vz1.5_cl0.75_cs0.25,base,next_open,100,14,2.0,1.5,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,11,14.099429741190233,0.36363636363636365,-0.21769910070089277,-2.3946901077098204,-3.496141362138059,4,0.628754679630816,1.0139337311988608,-0.9214892903578947
1h,n20_atr14_m1.2_vz1_cl0.8_cs0.2,base,next_open,20,14,1.2,1.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,91,96.42282122567389,0.32967032967032966,-0.2277771678514025,-20.727722274477628,-25.18229742794234,11,0.6549921978554689,1.3117091154371807,-0.9849015694687385
1h,n20_atr14_m1.5_vz1_cl0.8_cs0.2,base,next_open,20,14,1.5,1.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,74,78.62836363636363,0.32432432432432434,-0.23946230997214896,-17.720210937939022,-21.24600085677911,10,0.6317582901715263,1.2667053849908458,-0.9624228035543865
1h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,next_open,20,14,1.2,1.5,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,73,77.56581818181817,0.3287671232876712,-0.24180632104595892,-17.651861436355002,-20.772575342145657,9,0.6303767099344987,1.254353941289932,-0.9746195107614974
1h,n100_atr14_m2_vz1_cl0.8_cs0.2,base,next_open,100,14,2.0,1.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,12,13.76678445229682,0.3333333333333333,-0.24626990994815748,-2.95523891937789,-4.830962740688708,4,0.6101534332813218,1.1563197721619247,-0.9475647510031986
1h,n20_atr14_m1.5_vz1.5_cl0.8_cs0.2,base,next_open,20,14,1.5,1.5,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,65,69.06545454545454,0.3230769230769231,-0.2560557678865662,-16.6436249126268,-18.993979179658815,9,0.606892043099773,1.2235683487509112,-0.9622400053726349
1h,n100_atr14_m2_vz2_cl0.8_cs0.2,base,next_open,100,14,2.0,2.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,8,22.150347441566645,0.375,-0.2736961753287851,-2.1895694026302808,-3.496141362138059,4,0.5566887760610345,0.9165184224456265,-0.9878249339934321
1h,n50_atr14_m1.2_vz1_cl0.7_cs0.3,base,next_open,50,14,1.2,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,86,91.32356147789218,0.313953488372093,-0.2876974724218547,-24.74198262827951,-28.885610181852606,15,0.5628342645936877,1.1797911858247094,-0.9592600787380791
1h,n100_atr14_m1.5_vz1_cl0.7_cs0.3,base,next_open,100,14,1.5,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,26,27.6865889212828,0.3076923076923077,-0.29430179078428476,-7.651846560391403,-8.217786185081874,6,0.5483433439444595,1.1612358287040743,-0.9412073994457777
1h,n50_atr14_m1.5_vz1_cl0.7_cs0.3,base,next_open,50,14,1.5,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,68,72.20932768019382,0.3088235294117647,-0.31118641512067374,-21.160676228205816,-22.60629543699947,12,0.5215601212923491,1.098467604850804,-0.9410318282994191
1h,n100_atr14_m1.2_vz1_cl0.7_cs0.3,base,next_open,100,14,1.2,1.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,36,38.33527696793003,0.3055555555555556,-0.32023669225563856,-11.528520921202988,-12.022752081733026,7,0.5162139124741164,1.1182971984785242,-0.9531916041786701
1h,n100_atr14_m1.5_vz1.5_cl0.75_cs0.25,base,next_open,100,14,1.5,1.5,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,18,20.021317091739625,0.3333333333333333,-0.32101802320394424,-5.778324417670996,-6.386195761870683,5,0.48649087260610446,0.9123830321577456,-0.9377185508847892
1h,n50_atr14_m1.5_vz1_cl0.8_cs0.2,base,next_open,50,14,1.5,1.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,48,51.00218181818182,0.3125,-0.3284973454305488,-15.767872580666344,-15.761060705638931,7,0.49045550030584356,1.0118108545902391,-0.937728345439998
1h,n50_atr14_m1.2_vz1_cl0.75_cs0.25,base,next_open,50,14,1.2,1.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,74,78.62836363636363,0.2972972972972973,-0.3313958591715457,-24.523293578694382,-26.322555201299842,12,0.5032654324894728,1.1293507233561073,-0.9494040287024758
1h,n50_atr14_m1.2_vz1_cl0.8_cs0.2,base,next_open,50,14,1.2,1.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,60,63.75272727272727,0.3,-0.35003150390820476,-21.001890234492286,-22.72219437875287,9,0.4839139777136243,1.0940368470026738,-0.968917940012867
1h,n50_atr14_m1.2_vz1.5_cl0.7_cs0.3,base,next_open,50,14,1.2,1.5,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,64,67.96172016959419,0.28125,-0.35052844470797645,-22.433820461310493,-21.38970568778954,15,0.47787774238607694,1.1407102156216606,-0.9340566161413126
1h,n50_atr14_m1.5_vz1.5_cl0.7_cs0.3,base,next_open,50,14,1.5,1.5,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,55,58.404603270745,0.2909090909090909,-0.3525748462566359,-19.391616544114974,-18.34750177059402,12,0.462282236009436,1.0419499382589155,-0.9246875783655801
1h,n100_atr14_m1.5_vz1_cl0.75_cs0.25,base,next_open,100,14,1.5,1.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,24,25.556851311953352,0.2916666666666667,-0.35317582447549234,-8.476219787411816,-9.042159412102286,6,0.4644199239697024,1.050003144893899,-0.9309554000981828
1h,n50_atr14_m1.5_vz2_cl0.8_cs0.2,base,next_open,50,14,1.5,2.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,29,30.81381818181818,0.3103448275862069,-0.35598219182717467,-10.323483562988065,-9.604372522524134,6,0.42835002788427523,0.8595128502815108,-0.9029549607760832
1h,n50_atr14_m2_vz1.5_cl0.7_cs0.3,base,next_open,50,14,2.0,1.5,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,33,36.25491916280236,0.2727272727272727,-0.35657489755257266,-11.766971619234898,-11.09607402476352,8,0.49777488112410445,1.2958559991462395,-0.9762364838146272
1h,n50_atr14_m1.5_vz1_cl0.75_cs0.25,base,next_open,50,14,1.5,1.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,61,64.81527272727273,0.29508196721311475,-0.3567047067540176,-21.758987111995076,-21.26969740897958,10,0.45847473193460214,1.0234410892136747,-0.9344401562288656
1h,n100_atr14_m1.5_vz2_cl0.8_cs0.2,base,next_open,100,14,1.5,2.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,9,18.748574144486692,0.3333333333333333,-0.3592982417945814,-3.233684176151233,-4.349134379058075,5,0.4595429103759789,0.9165184224456265,-0.9972065739146855
1h,n100_atr14_m2_vz1.5_cl0.8_cs0.2,base,next_open,100,14,2.0,1.5,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,10,14.486861675756073,0.3,-0.37008697651683836,-3.7008697651683837,-3.496141362138059,4,0.42625954932910637,0.9165184224456265,-0.9214892903578947
1h,n50_atr14_m2_vz1.5_cl0.75_cs0.25,base,next_open,50,14,2.0,1.5,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,29,31.880361173814897,0.27586206896551724,-0.3715433934735727,-10.774758410733607,-10.443622877279939,8,0.47434043138398174,1.2153549221176068,-0.9760760851273553
1h,n100_atr14_m1.5_vz1_cl0.8_cs0.2,base,next_open,100,14,1.5,1.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,19,20.232507288629737,0.2631578947368421,-0.3740812750125062,-7.107544225237618,-8.155961677916165,6,0.4589581500720869,1.2058458507803895,-0.9383409627956832
1h,n50_atr14_m1.2_vz2_cl0.8_cs0.2,base,next_open,50,14,1.2,2.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,30,31.876363636363635,0.3,-0.3788694784213316,-11.366084352639948,-10.323483562988063,6,0.40497001054557796,0.8595128502815108,-0.9096047621511212
1h,n100_atr14_m1.5_vz1.5_cl0.8_cs0.2,base,next_open,100,14,1.5,1.5,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,14,17.302128859438884,0.2857142857142857,-0.3961919459148565,-5.546687242807991,-4.848378929549114,4,0.4281879310629498,1.038376358147782,-0.970019267539912
1h,n100_atr14_m1.2_vz1.5_cl0.75_cs0.25,base,next_open,100,14,1.2,1.5,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,21,23.35820327369623,0.2857142857142857,-0.3997495153775521,-8.394739822928594,-8.656804706866204,6,0.39471361940751537,0.9123830321577456,-0.9246025343916712
1h,n50_atr14_m1.5_vz2_cl0.7_cs0.3,base,next_open,50,14,1.5,2.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,42,44.59987886129618,0.2619047619047619,-0.40694066979486965,-17.091508131384526,-16.372397090920593,12,0.39117993035795695,0.9983327204879512,-0.9055860663468382
1h,n50_atr14_m2_vz1.5_cl0.8_cs0.2,base,next_open,50,14,2.0,1.5,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,23,25.284424379232505,0.2608695652173913,-0.40742316554613844,-9.370732807561184,-9.418770911724131,7,0.40928629510352715,1.0821126154741798,-0.9331416764944861
1h,n50_atr14_m2_vz2_cl0.8_cs0.2,base,next_open,50,14,2.0,2.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,20,21.986455981941308,0.25,-0.4096521338254915,-8.19304267650983,-7.19615430407702,6,0.3993719176333974,1.0895498432498647,-0.9093861261839434
1h,n100_atr14_m1.2_vz1_cl0.75_cs0.25,base,next_open,100,14,1.2,1.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,30,31.946064139941694,0.26666666666666666,-0.4196626792662949,-12.589880377988848,-12.674654519360391,6,0.3884999491407154,0.9998298200595508,-0.9358417699302387
1h,n50_atr14_m1.5_vz2_cl0.75_cs0.25,base,next_open,50,14,1.5,2.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,38,40.37672727272727,0.2631578947368421,-0.42366565586534827,-16.099294922883235,-15.380183882419303,10,0.35964213270945516,0.904179530999216,-0.8978960797455499
1h,n50_atr14_m1.2_vz2_cl0.75_cs0.25,base,next_open,50,14,1.2,2.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,39,41.43927272727272,0.2564102564102564,-0.42514001041544003,-16.58046040620216,-15.536345632681208,10,0.3528883409073688,0.904179530999216,-0.8835260591791145
1h,n100_atr14_m1.2_vz2_cl0.8_cs0.2,base,next_open,100,14,1.2,2.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,10,20.831749049429657,0.3,-0.4276284965803116,-4.276284965803116,-5.393249152579028,6,0.3913489598535954,0.9165184224456265,-1.0036914618771422
1h,n50_atr14_m1.5_vz1.5_cl0.75_cs0.25,base,next_open,50,14,1.5,1.5,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,49,52.06472727272727,0.2653061224489796,-0.43072283298488,-21.10541881625912,-20.061304042738165,13,0.3629656246491822,0.9250245320093776,-0.9202982703439174
1h,n50_atr14_m2_vz2_cl0.7_cs0.3,base,next_open,50,14,2.0,2.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,29,31.8603835067051,0.2413793103448276,-0.4314919143041639,-12.513265514820754,-11.434319082623524,8,0.40994809735205495,1.2419704984404554,-0.9639572274501792
1h,n50_atr14_m1.2_vz1.5_cl0.75_cs0.25,base,next_open,50,14,1.2,1.5,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,55,58.44,0.2545454545454545,-0.4360629250613281,-23.983460878373045,-22.939346104852095,15,0.3674756530738861,0.9952567712082562,-0.9248062359826495
