timeframe,param_id,friction_case,entry_mode,n,atr_period,atr_mult,vol_z_min,close_loc_long_min,close_loc_short_max,taker_fee_bps_per_side,slippage_bps_per_side,max_hold_bars,use_room_filter,room_lookback,min_room_r,use_trend_filter,ema_period,ema_slope_lookback,use_overextension_filter,max_ema_distance_atr,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r
1h,n50_atr14_m1.2_vz2_cl0.7_cs0.3,base,next_open,50,14,1.2,2.0,0.7,0.3,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,45,47.78558449424591,0.24444444444444444,-0.4375587657341914,-19.690144458038613,-18.64602968451766,13,0.35803762270043404,0.9983327204879512,-0.9021118936295904
1h,n50_atr14_m1.5_vz1.5_cl0.8_cs0.2,base,next_open,50,14,1.5,1.5,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,38,40.37672727272727,0.2631578947368421,-0.4544264364709985,-17.268204585897944,-16.22408981237699,9,0.33708117419959915,0.8780542129129353,-0.9303123826795464
1h,n50_atr14_m2_vz2_cl0.75_cs0.25,base,next_open,50,14,2.0,2.0,0.75,0.25,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,25,27.483069977426638,0.24,-0.4608420922527785,-11.521052306319463,-10.442105874122236,8,0.36957241198635143,1.1256548122846477,-0.9618411147382816
1h,n100_atr14_m1.2_vz1_cl0.8_cs0.2,base,next_open,100,14,1.2,1.0,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,25,26.621720116618075,0.24,-0.47130560488590434,-11.782640122147608,-11.788456785174274,6,0.36173727106856124,1.1129743000201768,-0.9716045222246669
1h,n100_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,next_open,100,14,1.2,1.5,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,17,21.009727900747215,0.23529411764705882,-0.5132081149646205,-8.724537954398548,-7.681937164746664,5,0.3225261251089818,1.038376358147782,-0.9906187220761289
1h,n50_atr14_m1.2_vz1.5_cl0.8_cs0.2,base,next_open,50,14,1.2,1.5,0.8,0.2,4.0,5.0,12,True,50,1.5,True,200,10,True,3.0,43,45.689454545454545,0.23255813953488372,-0.5259525077939187,-22.615957835138502,-21.573357045486617,11,0.2796662729642613,0.8780542129129353,-0.9514090898262987
1h,n100_atr14_m2_vz2_cl0.75_cs0.25,stress,next_close,100,14,2.0,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,9,11.535897060973827,0.4444444444444444,-0.24634098002529412,-2.217068820227647,-3.0335732284790895,4,0.5830967663624028,0.7752192568752148,-1.0635891695457012
1h,n100_atr14_m2_vz2_cl0.7_cs0.3,stress,next_close,100,14,2.0,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,10,12.81766340108203,0.4,-0.2518997688998036,-2.518997688998036,-3.110521789395025,4,0.5517697784965325,0.7752192568752148,-0.9366457860831492
1h,n100_atr14_m1.5_vz2_cl0.75_cs0.25,stress,next_close,100,14,1.5,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,11,12.235249333840883,0.45454545454545453,-0.29559625606662976,-3.2515588167329272,-4.150832162410857,5,0.4924349425684131,0.6309264815344442,-1.067698537400858
1h,n100_atr14_m1.5_vz2_cl0.7_cs0.3,stress,next_close,100,14,1.5,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,12,13.347544727826417,0.4166666666666667,-0.29612397379194305,-3.553487685503317,-4.2277807233267914,5,0.4702707112953398,0.6309264815344442,-0.9583028704536483
1h,n100_atr14_m1.2_vz2_cl0.7_cs0.3,stress,next_close,100,14,1.2,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,14,15.572135515797488,0.42857142857142855,-0.3011852324176501,-4.216593253847101,-4.890886291670577,6,0.4298752846335093,0.5298867587875246,-0.9244892258215311
1h,n100_atr14_m1.2_vz2_cl0.75_cs0.25,stress,next_close,100,14,1.2,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,12,13.347544727826417,0.4166666666666667,-0.3282793775108032,-3.9393525301296384,-4.838625875807568,6,0.4446911623482689,0.6309264815344442,-1.01342641968598
1h,n50_atr14_m2_vz1_cl0.7_cs0.3,stress,next_close,50,14,2.0,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,32,35.1783295711061,0.34375,-0.3310582323339809,-10.593863434687389,-11.673789807448326,6,0.5321925436040204,1.0956285250220537,-1.078370343329999
1h,n100_atr14_m2_vz1.5_cl0.7_cs0.3,stress,next_close,100,14,2.0,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,12,15.381196081298436,0.3333333333333333,-0.34212070891790275,-4.105448507014833,-4.311183075845494,4,0.43029932697999557,0.7752192568752148,-0.9007906918144615
1h,n50_atr14_m2_vz1.5_cl0.7_cs0.3,stress,next_close,50,14,2.0,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,29,31.880361173814897,0.3448275862068966,-0.34453193858054953,-9.991426218835937,-10.472648854452054,5,0.5052060299827899,1.0201678031178285,-1.0627949605270641
1h,n100_atr14_m2_vz1.5_cl0.75_cs0.25,stress,next_close,100,14,2.0,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,11,14.099429741190233,0.36363636363636365,-0.3457745125676767,-3.8035196382444436,-4.009254207075105,4,0.4491162917804537,0.7752192568752148,-0.9863423808207575
1h,n50_atr14_m1.5_vz1.5_cl0.7_cs0.3,stress,next_close,50,14,1.5,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,47,49.93963636363636,0.3404255319148936,-0.3601798501624481,-16.92845295763506,-15.840207580958413,8,0.45821021601567785,0.8948108560535422,-1.007916988854572
1h,n50_atr14_m1.2_vz1.5_cl0.7_cs0.3,stress,next_close,50,14,1.2,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,53,56.31490909090909,0.33962264150943394,-0.3619345783925478,-19.182532654805033,-18.094287278128395,10,0.4572248002512941,0.8977248024461273,-1.0097594028238663
1h,n50_atr14_m2_vz1_cl0.75_cs0.25,stress,next_close,50,14,2.0,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,29,31.880361173814897,0.3448275862068966,-0.36997174535693916,-10.729180615351236,-10.209158732887683,6,0.49345608841085736,1.04519655200181,-1.1147971650194386
1h,n50_atr14_m1.2_vz1_cl0.7_cs0.3,stress,next_close,50,14,1.2,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,72,76.50327272727273,0.3055555555555556,-0.3839309999155104,-27.643031993916747,-28.85438644496815,10,0.44930166000323324,1.025149611315021,-1.0039264688569443
1h,n50_atr14_m2_vz1.5_cl0.75_cs0.25,stress,next_close,50,14,2.0,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,26,28.5823927765237,0.34615384615384615,-0.38949013074999167,-10.126743399499784,-9.00801777989141,5,0.45928622666516283,0.9557477528837549,-1.10167489267374
1h,n50_atr14_m2_vz2_cl0.7_cs0.3,stress,next_close,50,14,2.0,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,25,27.483069977426638,0.32,-0.4149700782257908,-10.37425195564477,-10.85547459126089,5,0.4153976332244915,0.9214467717217278,-1.0438721252599172
1h,n50_atr14_m2_vz1_cl0.8_cs0.2,stress,next_close,50,14,2.0,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,25,27.483069977426638,0.32,-0.4406748139673438,-11.016870349183595,-10.496848466720042,7,0.39796340449864354,0.9103082901941683,-1.0764315688668789
1h,n50_atr14_m1.5_vz1_cl0.7_cs0.3,stress,next_close,50,14,1.5,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,59,62.69018181818181,0.288135593220339,-0.44169645903243065,-26.06009108291341,-24.971845706236774,11,0.3828615431335875,0.9510123200541754,-1.005411917234152
1h,n50_atr14_m1.2_vz1_cl0.75_cs0.25,stress,next_close,50,14,1.2,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,63,66.94036363636363,0.2857142857142857,-0.4420040513420818,-27.846255234551155,-27.850206486062028,8,0.39593385328178565,1.0139871081615741,-1.0244005151435442
1h,n100_atr14_m2_vz2_cl0.8_cs0.2,stress,next_close,100,14,2.0,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,8,22.150347441566645,0.375,-0.4425077903737595,-3.540062322990076,-3.0335732284790895,4,0.33431771884210343,0.5926278415794767,-1.0635891695457012
1h,n50_atr14_m1.5_vz2_cl0.8_cs0.2,stress,next_close,50,14,1.5,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,26,27.626181818181816,0.34615384615384615,-0.44338037438158967,-11.52788973392133,-10.43964435724469,3,0.335996007614948,0.6481428443943575,-1.0212456078512087
1h,n20_atr14_m1.2_vz1_cl0.7_cs0.3,stress,next_close,20,14,1.2,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,131,137.05048335123524,0.2900763358778626,-0.4540805210397475,-59.48454825620692,-61.265632894728846,11,0.41600778724155185,1.1151029772451801,-1.0952522730271375
1h,n50_atr14_m1.2_vz1.5_cl0.75_cs0.25,stress,next_close,50,14,1.2,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,46,48.8770909090909,0.30434782608695654,-0.45418253412211007,-20.892396569617063,-19.804151192940417,8,0.36206265904864593,0.8469659244291543,-1.0234349847382882
1h,n100_atr14_m1.5_vz1.5_cl0.7_cs0.3,stress,next_close,100,14,1.5,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,19,21.133612485725163,0.3157894736842105,-0.4552803493095474,-8.6503266368814,-8.885074762967188,4,0.3188203697292429,0.6747853806572355,-0.9768491477557549
1h,n50_atr14_m1.5_vz2_cl0.7_cs0.3,stress,next_close,50,14,1.5,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,35,37.18909090909091,0.3142857142857143,-0.4554258705259611,-15.93990546840864,-14.851660091731997,6,0.354558643624446,0.7960206688669214,-1.0290055344143656
1h,n20_atr14_m1.2_vz2_cl0.7_cs0.3,stress,next_close,20,14,1.2,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,73,79.74056074766355,0.3150684931506849,-0.4595294720823271,-33.54565146200988,-32.28819731067946,9,0.4415941911424982,1.1534049710754861,-1.201479315934921
1h,n100_atr14_m1.5_vz1.5_cl0.75_cs0.25,stress,next_close,100,14,1.5,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,18,20.021317091739625,0.3333333333333333,-0.4637998760061673,-8.348397768111012,-8.583145894196798,4,0.32658516920017727,0.6747853806572355,-1.0330925043378687
1h,n50_atr14_m1.2_vz2_cl0.8_cs0.2,stress,next_close,50,14,1.2,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,27,28.68872727272727,0.3333333333333333,-0.4671934368396537,-12.614222794670649,-11.525977417994007,3,0.31620994417744536,0.6481428443943575,-1.0248615774566592
1h,n50_atr14_m1.5_vz1.5_cl0.75_cs0.25,stress,next_close,50,14,1.5,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,42,44.62690909090909,0.30952380952380953,-0.4700156485724672,-19.74065724004362,-18.65241186336698,7,0.33713465823772,0.7723183338374977,-1.0269239855148653
1h,n50_atr14_m2_vz2_cl0.8_cs0.2,stress,next_close,50,14,2.0,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,19,20.887133182844245,0.3157894736842105,-0.47109227233887635,-8.95075317443865,-7.832027554830278,5,0.3320027165299316,0.7414387359644842,-1.0307219684788889
1h,n100_atr14_m2_vz1_cl0.7_cs0.3,stress,next_close,100,14,2.0,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,14,16.063350785340315,0.2857142857142857,-0.47274944375947303,-6.618492212632622,-5.428442009777261,5,0.3190409738418656,0.7752192568752148,-0.9719369240133482
1h,n50_atr14_m2_vz1.5_cl0.8_cs0.2,stress,next_close,50,14,2.0,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,22,24.18510158013544,0.3181818181818182,-0.4733833242423701,-10.414433133332142,-9.295707513723771,6,0.3427996376158057,0.7760329396412915,-1.0564442473880788
1h,n100_atr14_m1.2_vz1.5_cl0.7_cs0.3,stress,next_close,100,14,1.2,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,22,24.470498667681767,0.3181818181818182,-0.4749466015363695,-10.448825233800129,-10.683573359885917,4,0.2804942247545233,0.5819143469994769,-0.9681483775197646
1h,n20_atr14_m1.2_vz1.5_cl0.7_cs0.3,stress,next_close,20,14,1.2,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,100,106.25454545454545,0.27,-0.4771033213177165,-47.71033213177165,-46.622086755095,10,0.4056389149044092,1.2059739342125768,-1.0996113473357703
1h,n50_atr14_m2_vz2_cl0.75_cs0.25,stress,next_close,50,14,2.0,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,22,24.18510158013544,0.3181818181818182,-0.477707688014028,-10.509569136308617,-9.390843516700247,5,0.354496454289896,0.8245179883641905,-1.085413003657197
1h,n50_atr14_m1.2_vz2_cl0.7_cs0.3,stress,next_close,50,14,1.2,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,37,39.314181818181815,0.2972972972972973,-0.47985750525553544,-17.75472769445481,-16.66648231777817,7,0.33028713376655777,0.7960206688669214,-1.0196521173842672
1h,n100_atr14_m2_vz1_cl0.75_cs0.25,stress,next_close,100,14,2.0,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,13,14.915968586387434,0.3076923076923077,-0.48588948798940257,-6.316563343862233,-5.126513141006872,5,0.329269621598043,0.7752192568752148,-1.0463822634847881
1h,n50_atr14_m1.2_vz1_cl0.8_cs0.2,stress,next_close,50,14,1.2,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,52,55.25236363636363,0.2692307692307692,-0.48883422950126554,-25.41937993406581,-25.024791838224072,7,0.34198692201216596,0.9436520547251089,-1.0165923342162457
1h,n50_atr14_m1.5_vz2_cl0.75_cs0.25,stress,next_close,50,14,1.5,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,32,34.00145454545454,0.3125,-0.5023507077835152,-16.075222649072487,-14.986977272395844,5,0.30804203614969816,0.7156279102311647,-1.0559773523356424
1h,n50_atr14_m1.5_vz1.5_cl0.8_cs0.2,stress,next_close,50,14,1.5,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,34,36.12654545454545,0.29411764705882354,-0.5027525117872398,-17.093585400766152,-16.00534002408951,5,0.285100376536324,0.6816883761251353,-0.9962695484173961
1h,n20_atr14_m2_vz2_cl0.7_cs0.3,stress,next_close,20,14,2.0,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,43,47.270880361173816,0.3023255813953488,-0.5050073406533891,-21.715315648095732,-22.795242020856676,9,0.40290698311681866,1.1271600736095961,-1.2122798868340159
1h,n50_atr14_m1.2_vz2_cl0.75_cs0.25,stress,next_close,50,14,1.2,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,33,35.064,0.30303030303030304,-0.5079701928020969,-16.763016362469198,-15.674770985792556,5,0.29918435987584446,0.7156279102311647,-1.0399693680339497
1h,n100_atr14_m1.2_vz1.5_cl0.75_cs0.25,stress,next_close,100,14,1.2,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,20,22.245907879710696,0.3,-0.5085792255041334,-10.171584510082667,-10.406332636168454,4,0.2847136274711418,0.6747853806572355,-1.015735485287577
1h,n100_atr14_m2_vz1.5_cl0.8_cs0.2,stress,next_close,100,14,2.0,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,10,14.486861675756073,0.3,-0.5126513141006873,-5.126513141006873,-4.009254207075105,4,0.2575002003519035,0.5926278415794767,-0.9863423808207575
1h,n100_atr14_m1.5_vz2_cl0.8_cs0.2,stress,next_close,100,14,1.5,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,9,18.748574144486692,0.3333333333333333,-0.5142564110740798,-4.628307699666719,-4.150832162410857,5,0.27752582813409804,0.5926278415794767,-1.067698537400858
1h,n50_atr14_m1.5_vz1_cl0.75_cs0.25,stress,next_close,50,14,1.5,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,53,56.31490909090909,0.2641509433962264,-0.5215316985799971,-27.64118002473985,-26.552934648063214,10,0.3007818526754427,0.849312434567984,-1.0136295925305545
1h,n20_atr14_m1.2_vz1_cl0.75_cs0.25,stress,next_close,20,14,1.2,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,114,119.26530612244898,0.2631578947368421,-0.5283288154640412,-60.22948496290069,-62.01056960142262,11,0.3518244622230169,1.0897359805604954,-1.1062090997585183
1h,n50_atr14_m1.5_vz1_cl0.8_cs0.2,stress,next_close,50,14,1.5,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,43,45.689454545454545,0.2558139534883721,-0.5348460645297954,-22.998380774781204,-21.91013539810456,7,0.2737085922739493,0.7879199550286963,-0.989546883753027
1h,n100_atr14_m1.5_vz1.5_cl0.8_cs0.2,stress,next_close,100,14,1.5,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,14,17.302128859438884,0.2857142857142857,-0.5524184374793991,-7.733858124711588,-6.645612748034946,4,0.2567758244176144,0.6679908502524053,-1.0405821525721208
1h,n50_atr14_m1.2_vz1.5_cl0.8_cs0.2,stress,next_close,50,14,1.2,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,37,39.314181818181815,0.2702702702702703,-0.553006721076024,-20.46124867981289,-19.373003303136244,6,0.2499028764516621,0.6816883761251353,-1.0103012015208979
1h,n20_atr14_m2_vz1.5_cl0.7_cs0.3,stress,next_close,20,14,2.0,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,51,56.06546275395034,0.2549019607843137,-0.5672154289468873,-28.92798687629125,-30.007913249052194,11,0.336225835791859,1.1271600736095961,-1.146870206137263
1h,n100_atr14_m1.2_vz2_cl0.8_cs0.2,stress,next_close,100,14,1.2,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,10,20.831749049429657,0.3,-0.5714640760416037,-5.714640760416036,-5.237165223160176,6,0.2372876559454191,0.5926278415794767,-1.0703606121649238
1h,n20_atr14_m1.2_vz1.5_cl0.75_cs0.25,stress,next_close,20,14,1.2,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,88,93.50399999999999,0.23863636363636365,-0.5717762847620665,-50.316313059061855,-49.2280676823852,10,0.3202952279981496,1.129066872442688,-1.104876378811318
1h,n20_atr14_m2_vz2_cl0.75_cs0.25,stress,next_close,20,14,2.0,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,40,43.972911963882616,0.275,-0.5748429890712885,-22.99371956285154,-22.473697680387993,9,0.3468749884009021,1.110179530579881,-1.2139894620424219
1h,n20_atr14_m2_vz1_cl0.7_cs0.3,stress,next_close,20,14,2.0,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,56,61.56207674943567,0.25,-0.5850336378766007,-32.76188372108964,-33.84181009385059,11,0.31676153918182615,1.0849281252991536,-1.1416875589351856
1h,n20_atr14_m1.5_vz1_cl0.7_cs0.3,stress,next_close,20,14,1.5,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,102,107.00478697941598,0.23529411764705882,-0.5886004209331643,-60.03724293518276,-58.94899755850611,8,0.2943273586724536,1.0433664102997975,-1.0907440613125372
1h,n20_atr14_m1.5_vz2_cl0.7_cs0.3,stress,next_close,20,14,1.5,2.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,67,73.18654205607476,0.26865671641791045,-0.6046923850220322,-40.51438979647615,-39.25693564514573,8,0.3118649914318151,1.02006951715875,-1.2015436960272172
1h,n20_atr14_m1.2_vz2_cl0.75_cs0.25,stress,next_close,20,14,1.2,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,65,71.0018691588785,0.26153846153846155,-0.6163501197888754,-40.062757786276904,-38.80530363494648,9,0.3061546113187879,1.0398483783701795,-1.2029204212202076
1h,n20_atr14_m1.2_vz1_cl0.8_cs0.2,stress,next_close,20,14,1.2,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,91,96.42282122567389,0.23076923076923078,-0.6216199775834522,-56.567417960094154,-58.34850259861609,10,0.2707907900489558,1.0002966286668244,-1.1081949594585354
1h,n100_atr14_m1.2_vz1.5_cl0.8_cs0.2,stress,next_close,100,14,1.2,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,16,19.773861553644437,0.25,-0.6222240133772405,-9.955584214035849,-8.867338837359208,4,0.21159796679966825,0.6679908502524053,-1.0522956345871226
1h,n20_atr14_m2_vz1.5_cl0.75_cs0.25,stress,next_close,20,14,2.0,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,46,50.56884875846501,0.2391304347826087,-0.6245253507561677,-28.728166134783713,-28.208144252320167,11,0.29828853899112406,1.110179530579881,-1.1697183134617828
1h,n20_atr14_m1.5_vz1.5_cl0.7_cs0.3,stress,next_close,20,14,1.5,1.5,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,87,92.44145454545453,0.21839080459770116,-0.6255198187406957,-54.420224230440525,-53.33197885376387,8,0.26810070228346267,1.049188078204954,-1.0934529075931567
1h,n100_atr14_m1.2_vz1_cl0.7_cs0.3,stress,next_close,100,14,1.2,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,33,35.14493986149921,0.24242424242424243,-0.6272026463634901,-20.697687329995173,-19.609441953318534,8,0.19088823512702222,0.6103830733220714,-1.02323007666287
1h,n20_atr14_m2_vz1_cl0.75_cs0.25,stress,next_close,20,14,2.0,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,50,54.966139954853276,0.24,-0.6274631909776304,-31.373159548881517,-30.85313766641797,11,0.28892985202517,1.0623239694701743,-1.1610801890137792
1h,n100_atr14_m1.2_vz1_cl0.75_cs0.25,stress,next_close,100,14,1.2,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,28,29.819948973393267,0.25,-0.6352420506946653,-17.78677741945063,-16.698532042773987,7,0.21454375939994696,0.6940537773605208,-1.078340660046394
1h,n100_atr14_m2_vz1_cl0.8_cs0.2,stress,next_close,100,14,2.0,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,12,13.768586387434555,0.25,-0.6366297372187218,-7.639556846624662,-6.388024839705175,5,0.18878627892826222,0.5926278415794767,-1.0463822634847881
1h,n20_atr14_m2_vz2_cl0.8_cs0.2,stress,next_close,20,14,2.0,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,31,34.07900677200903,0.25806451612903225,-0.6386151486815015,-19.797069609126545,-19.788695870795458,12,0.2891324413262665,1.006512218301258,-1.2108333632842003
1h,n20_atr14_m1.5_vz1_cl0.75_cs0.25,stress,next_close,20,14,1.5,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,92,96.51412158927717,0.21739130434782608,-0.6403396008420246,-58.91124327746626,-57.8229979007896,11,0.2527182374353026,0.9961400312452182,-1.0949172764218142
1h,n100_atr14_m1.5_vz1_cl0.75_cs0.25,stress,next_close,100,14,1.5,1.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,24,25.559956262908514,0.25,-0.6536363427142418,-15.687272225141802,-14.59902684846516,8,0.2051436695280967,0.6747853806572355,-1.0964435838380675
1h,n100_atr14_m1.5_vz1_cl0.7_cs0.3,stress,next_close,100,14,1.5,1.0,0.7,0.3,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,26,27.68995261815089,0.23076923076923078,-0.662319862865166,-17.220316434494315,-16.132071057817672,8,0.19035717792010215,0.6747853806572355,-1.0634514359218863
1h,n20_atr14_m2_vz1_cl0.8_cs0.2,stress,next_close,20,14,2.0,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,40,43.972911963882616,0.225,-0.6703877865668868,-26.815511462675474,-26.807137724344386,16,0.24257503369674274,0.9542233937414962,-1.142049096978998
1h,n20_atr14_m1.5_vz2_cl0.75_cs0.25,stress,next_close,20,14,1.5,2.0,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,61,66.63252336448598,0.2459016393442623,-0.6768429988949328,-41.2874229325909,-40.02996878126048,8,0.25389031460157907,0.9366341171715107,-1.2029768410905122
1h,n20_atr14_m1.5_vz1.5_cl0.75_cs0.25,stress,next_close,20,14,1.5,1.5,0.75,0.25,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,79,83.9410909090909,0.20253164556962025,-0.6799371229150877,-53.71503271029193,-52.62678733361528,9,0.22531460355736396,0.9764271209130804,-1.1006010578555747
1h,n20_atr14_m1.2_vz1.5_cl0.8_cs0.2,stress,next_close,20,14,1.2,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,71,75.44072727272727,0.19718309859154928,-0.6835546393180689,-48.53237939158289,-47.444134014906254,9,0.22319298917549835,0.9960266539147572,-1.0960833780068333
1h,n20_atr14_m2_vz1.5_cl0.8_cs0.2,stress,next_close,20,14,2.0,1.5,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,37,40.67494356659142,0.21621621621621623,-0.6900409778664518,-25.531516181058716,-25.52314244272763,16,0.23976269390781899,1.006512218301258,-1.1580556526713373
1h,n100_atr14_m1.2_vz1_cl0.8_cs0.2,stress,next_close,100,14,1.2,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,23,24.494958085287326,0.21739130434782608,-0.7085759605215086,-16.2972470919947,-15.20900171531806,7,0.17602758600257148,0.6963255117179707,-1.0988263694769198
1h,n20_atr14_m1.2_vz2_cl0.8_cs0.2,stress,next_close,20,14,1.2,2.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,51,55.709158878504674,0.23529411764705882,-0.7090519092362694,-36.16164737104974,-34.904193219719325,12,0.23812065284565906,0.9418415037467102,-1.2170191132310324
1h,n100_atr14_m1.5_vz1_cl0.8_cs0.2,stress,next_close,100,14,1.5,1.0,0.8,0.2,8.0,10.0,12,True,50,1.5,True,200,10,True,3.0,19,20.234965374802574,0.21052631578947367,-0.726273818438593,-13.799202550333266,-12.710957173656626,8,0.1622206593572556,0.6679908502524053,-1.0980777300895257
