event_definition,dislocation_definition,entry_mode,exit_model,friction_case,symbol,total_trades,trades_year,avg_return_pct,median_return_pct,win_rate,cumulative_return_units,max_drawdown_units,sharpe_like,profit_factor,best_month_contribution,best_symbol_contribution,positive_month_rate,positive_symbol_rate
breadth_down_1pct_ge_6,rel_basket_le_2%,next_close,fixed_horizon_6,stress,LTCUSDT,2,0.31555075593952486,0.2490396841640867,0.2490396841640867,0.5,0.004980793683281734,0.0,0.10529797660389724,1.2353811075651937,1.0,1.0,1.0,1.0
breadth_down_1pct_ge_6,rel_basket_le_3%,next_close,fixed_horizon_6,stress,LTCUSDT,1,0.15777537796976243,-2.116054994729006,-2.116054994729006,0.0,-0.02116054994729006,0.0,0.0,0.0,,,0.0,0.0
breadth_down_2pct_ge_4,rel_basket_le_1%,next_close,fixed_horizon_6,stress,LTCUSDT,4,0.6311015118790497,1.2306809303915418,0.2490396841640867,0.5,0.04922723721566167,-0.02972157167985385,0.513976815235476,1.9674761122657392,1.5025831104066272,1.0,0.5,1.0
breadth_down_2pct_ge_4,rel_basket_le_2%,next_close,fixed_horizon_6,stress,LTCUSDT,2,0.31555075593952486,0.2490396841640867,0.2490396841640867,0.5,0.004980793683281734,0.0,0.10529797660389724,1.2353811075651937,1.0,1.0,1.0,1.0
breadth_down_2pct_ge_4,rel_basket_le_3%,next_close,fixed_horizon_6,stress,LTCUSDT,1,0.15777537796976243,-2.116054994729006,-2.116054994729006,0.0,-0.02116054994729006,0.0,0.0,0.0,,,0.0,0.0
breadth_down_2pct_ge_5,rel_basket_le_1%,next_close,fixed_horizon_6,stress,LTCUSDT,4,0.6311015118790497,1.2306809303915418,0.2490396841640867,0.5,0.04922723721566167,-0.02972157167985385,0.513976815235476,1.9674761122657392,1.5025831104066272,1.0,0.5,1.0
breadth_down_2pct_ge_5,rel_basket_le_2%,next_close,fixed_horizon_6,stress,LTCUSDT,2,0.31555075593952486,0.2490396841640867,0.2490396841640867,0.5,0.004980793683281734,0.0,0.10529797660389724,1.2353811075651937,1.0,1.0,1.0,1.0
breadth_down_2pct_ge_5,rel_basket_le_3%,next_close,fixed_horizon_6,stress,LTCUSDT,1,0.15777537796976243,-2.116054994729006,-2.116054994729006,0.0,-0.02116054994729006,0.0,0.0,0.0,,,0.0,0.0
breadth_down_2pct_ge_5,rel_basket_le_-1_atr_equiv,next_close,fixed_horizon_6,stress,LTCUSDT,2,0.31555075593952486,-1.0506040920086677,-1.0506040920086677,0.5,-0.021012081840173353,0.0,-0.9860652324065208,0.007016268834530976,,,0.5,0.0
breadth_down_2pct_ge_6,rel_basket_le_1%,next_close,fixed_horizon_6,stress,LTCUSDT,4,0.6311015118790497,1.2306809303915418,0.2490396841640867,0.5,0.04922723721566167,-0.02972157167985385,0.513976815235476,1.9674761122657392,1.5025831104066272,1.0,0.5,1.0
breadth_down_2pct_ge_6,rel_basket_le_2%,next_close,fixed_horizon_6,stress,LTCUSDT,2,0.31555075593952486,0.2490396841640867,0.2490396841640867,0.5,0.004980793683281734,0.0,0.10529797660389724,1.2353811075651937,1.0,1.0,1.0,1.0
breadth_down_2pct_ge_6,rel_basket_le_3%,next_close,fixed_horizon_6,stress,LTCUSDT,1,0.15777537796976243,-2.116054994729006,-2.116054994729006,0.0,-0.02116054994729006,0.0,0.0,0.0,,,0.0,0.0
breadth_down_2pct_ge_6,rel_basket_le_-1_atr_equiv,next_close,fixed_horizon_6,stress,LTCUSDT,2,0.31555075593952486,-1.0506040920086677,-1.0506040920086677,0.5,-0.021012081840173353,0.0,-0.9860652324065208,0.007016268834530976,,,0.5,0.0
breadth_down_2pct_ge_6,bottom_2_performer,next_close,fixed_horizon_6,stress,LTCUSDT,6,0.9466522678185746,1.0617169144837673,0.34635714644285953,0.6666666666666666,0.06370301486902603,-0.04318501879552003,0.7161936425617343,2.470064364129208,1.161138375700313,1.0,0.3333333333333333,1.0
btc_return_le_1%,bottom_1_performer,next_close,fixed_horizon_6,stress,LTCUSDT,7,1.1044276457883369,-0.49452150119455446,-0.26326295874756306,0.42857142857142855,-0.03461650508361881,-0.038457570204111884,-1.5432922535850468,0.14569447333132743,,,0.5,0.0
basket_return_le_2%,bottom_1_performer,next_close,fixed_horizon_6,stress,LTCUSDT,1,0.15777537796976243,0.014846810711670735,0.014846810711670735,1.0,0.00014846810711670734,0.0,0.0,inf,1.0,1.0,1.0,1.0
basket_return_le_3%,bottom_1_performer,next_close,fixed_horizon_6,stress,LTCUSDT,1,0.15777537796976243,0.014846810711670735,0.014846810711670735,1.0,0.00014846810711670734,0.0,0.0,inf,1.0,1.0,1.0,1.0
basket_return_le_3%,bottom_2_performer,next_close,fixed_horizon_6,stress,LTCUSDT,2,0.31555075593952486,3.7058241659675244,3.7058241659675244,1.0,0.07411648331935049,0.0,1.0040224605254024,inf,0.9979968274199278,1.0,1.0,1.0
breadth_down_2pct_ge_4,bottom_1_performer,next_close,fixed_horizon_6,stress,LTCUSDT,1,0.15777537796976243,0.014846810711670735,0.014846810711670735,1.0,0.00014846810711670734,0.0,0.0,inf,1.0,1.0,1.0,1.0
breadth_down_2pct_ge_5,bottom_1_performer,next_close,fixed_horizon_6,stress,LTCUSDT,1,0.15777537796976243,0.014846810711670735,0.014846810711670735,1.0,0.00014846810711670734,0.0,0.0,inf,1.0,1.0,1.0,1.0
breadth_down_2pct_ge_6,bottom_1_performer,next_close,fixed_horizon_6,stress,LTCUSDT,1,0.15777537796976243,0.014846810711670735,0.014846810711670735,1.0,0.00014846810711670734,0.0,0.0,inf,1.0,1.0,1.0,1.0
btc_return_le_2%,bottom_2_performer,next_close,fixed_horizon_6,stress,LTCUSDT,2,0.31555075593952486,3.0178049994725447,3.0178049994725447,0.5,0.06035609998945089,0.0,0.6891544636957031,5.43406375970004,1.2255267524767504,1.0,0.5,1.0
btc_return_le_3%,rel_btc_le_1%,next_close,fixed_horizon_6,stress,LTCUSDT,1,0.15777537796976243,7.396801521223378,7.396801521223378,1.0,0.07396801521223378,0.0,0.0,inf,1.0,1.0,1.0,1.0
btc_return_le_3%,rel_basket_le_1%,next_close,fixed_horizon_6,stress,LTCUSDT,1,0.15777537796976243,7.396801521223378,7.396801521223378,1.0,0.07396801521223378,0.0,0.0,inf,1.0,1.0,1.0,1.0
btc_return_le_3%,rel_btc_le_2%,next_close,fixed_horizon_6,stress,LTCUSDT,1,0.15777537796976243,7.396801521223378,7.396801521223378,1.0,0.07396801521223378,0.0,0.0,inf,1.0,1.0,1.0,1.0
btc_return_le_3%,rel_btc_le_3%,next_close,fixed_horizon_6,stress,LTCUSDT,1,0.15777537796976243,7.396801521223378,7.396801521223378,1.0,0.07396801521223378,0.0,0.0,inf,1.0,1.0,1.0,1.0
btc_return_le_3%,symbol_zscore_le_-1,next_close,fixed_horizon_6,stress,LTCUSDT,1,0.15777537796976243,7.396801521223378,7.396801521223378,1.0,0.07396801521223378,0.0,0.0,inf,1.0,1.0,1.0,1.0
btc_return_le_3%,symbol_zscore_le_-2,next_close,fixed_horizon_6,stress,LTCUSDT,1,0.15777537796976243,7.396801521223378,7.396801521223378,1.0,0.07396801521223378,0.0,0.0,inf,1.0,1.0,1.0,1.0
btc_return_le_3%,rel_btc_le_-1_atr_equiv,next_close,fixed_horizon_6,stress,LTCUSDT,1,0.15777537796976243,7.396801521223378,7.396801521223378,1.0,0.07396801521223378,0.0,0.0,inf,1.0,1.0,1.0,1.0
btc_return_le_3%,bottom_2_performer,next_close,fixed_horizon_6,stress,LTCUSDT,1,0.15777537796976243,7.396801521223378,7.396801521223378,1.0,0.07396801521223378,0.0,0.0,inf,1.0,1.0,1.0,1.0
btc_return_le_3%,bottom_3_performer,next_close,fixed_horizon_6,stress,LTCUSDT,1,0.15777537796976243,7.396801521223378,7.396801521223378,1.0,0.07396801521223378,0.0,0.0,inf,1.0,1.0,1.0,1.0
basket_return_le_1%,rel_btc_le_1%,next_close,fixed_horizon_6,stress,XRPUSDT,44,6.942116630669546,0.17846485635344703,-0.12561535424695053,0.45454545454545453,0.07852453679551669,-0.16812786288834763,0.26625907823625095,1.1855394432637767,1.0053616748514191,1.0,0.625,1.0
basket_return_le_1%,symbol_zscore_le_-1,next_close,fixed_horizon_6,stress,XRPUSDT,249,39.28606911447084,-0.2511387866376222,-0.302898619029852,0.3855421686746988,-0.6253355787276793,-0.7236602048598072,-1.8429586036848435,0.6416109643770193,,,0.25,0.0
basket_return_le_1%,symbol_zscore_le_-2,next_close,fixed_horizon_6,stress,XRPUSDT,218,34.39503239740821,-0.2476022412809057,-0.31224080668826965,0.3761467889908257,-0.5397728859923744,-0.5691949532896078,-1.6425870689968969,0.6412408512712164,,,0.16666666666666666,0.0
basket_return_le_1%,rel_btc_le_-1_atr_equiv,next_close,fixed_horizon_6,stress,XRPUSDT,80,12.622030237580994,-0.1090859417501578,-0.1852655419190506,0.4375,-0.08726875340012624,-0.24065571705590932,-0.31556827255295256,0.8526350378506107,,,0.5,0.0
basket_return_le_1%,bottom_3_performer,next_close,fixed_horizon_6,stress,XRPUSDT,62,9.78207343412527,-0.14315590521568894,-0.2764802184039859,0.41935483870967744,-0.08875666123372715,-0.22009022438747722,-0.3158057127597991,0.8446799197174659,,,0.36363636363636365,0.0
basket_return_le_2%,rel_btc_le_1%,next_close,fixed_horizon_6,stress,XRPUSDT,22,3.471058315334773,1.3276443658998696,0.46121145969374894,0.5909090909090909,0.2920817604979713,-0.07706012334070844,1.2123366248766354,3.1225957434298257,0.782790787604368,1.0,0.8571428571428571,1.0
basket_return_le_2%,symbol_zscore_le_-1,next_close,fixed_horizon_6,stress,XRPUSDT,35,5.522138228941685,0.6327061665725291,-0.17489282469826492,0.4857142857142857,0.2214471583003852,-0.10393189567067268,0.8815979142618564,1.9230363532825836,0.8060996055955727,1.0,0.7,1.0
basket_return_le_2%,symbol_zscore_le_-2,next_close,fixed_horizon_6,stress,XRPUSDT,34,5.364362850971922,0.7079770080458937,-0.07956698764058454,0.5,0.24071218273560388,-0.10393189567067268,0.9631910326359733,2.0909398740931606,0.8216181215001161,1.0,0.7,1.0
basket_return_le_2%,rel_btc_le_-1_atr_equiv,next_close,fixed_horizon_6,stress,XRPUSDT,24,3.7866090712742984,0.8215211191960213,0.14285467184700823,0.5416666666666666,0.1971650686070451,-0.03195269525000581,0.9284245530430608,2.8754620244506865,1.0455089411909608,1.0,0.625,1.0
basket_return_le_2%,bottom_3_performer,next_close,fixed_horizon_6,stress,XRPUSDT,11,1.7355291576673866,1.2885149881290263,-0.2291330462838646,0.45454545454545453,0.1417366486941929,-0.08713135254949933,0.6404876047896086,2.395914371367603,1.4174607848104381,1.0,0.6,1.0
breadth_down_1pct_ge_4,rel_btc_le_1%,next_close,fixed_horizon_6,stress,XRPUSDT,49,7.730993520518359,0.19106462318904083,-0.0555924493540648,0.46938775510204084,0.09362166536263,-0.185003865774831,0.3127429647372574,1.1993404279322892,0.8432402855032359,1.0,0.5,1.0
breadth_down_1pct_ge_4,symbol_zscore_le_-1,next_close,fixed_horizon_6,stress,XRPUSDT,319,50.33034557235421,-0.35824988763532195,-0.3711514509148593,0.3542319749216301,-1.142817141556677,-1.185140277602869,-3.193244912176479,0.5292132687624566,,,0.08333333333333333,0.0
breadth_down_1pct_ge_4,symbol_zscore_le_-2,next_close,fixed_horizon_6,stress,XRPUSDT,265,41.81047516198704,-0.34131844607170125,-0.389706081589609,0.35094339622641507,-0.9044938820900082,-0.9156717395941375,-2.6468531767663555,0.5408674586355462,,,0.08333333333333333,0.0
breadth_down_1pct_ge_4,rel_btc_le_-1_atr_equiv,next_close,fixed_horizon_6,stress,XRPUSDT,96,15.146436285097193,-0.20326970056944418,-0.22301063273162486,0.4166666666666667,-0.1951389125466664,-0.273098236335758,-0.6793476334203903,0.7481802272788809,,,0.5,0.0
breadth_down_1pct_ge_4,bottom_3_performer,next_close,fixed_horizon_6,stress,XRPUSDT,83,13.095356371490281,-0.26611586021118044,-0.45899108416784334,0.39759036144578314,-0.2208761639752798,-0.32155084630120745,-0.7543261021181308,0.7282966199789841,,,0.2727272727272727,0.0
breadth_down_1pct_ge_5,rel_btc_le_1%,next_close,fixed_horizon_6,stress,XRPUSDT,44,6.942116630669546,0.17846485635344703,-0.12561535424695053,0.45454545454545453,0.07852453679551669,-0.16812786288834763,0.26625907823625095,1.1855394432637767,1.0053616748514191,1.0,0.625,1.0
breadth_down_1pct_ge_5,symbol_zscore_le_-1,next_close,fixed_horizon_6,stress,XRPUSDT,249,39.28606911447084,-0.2511387866376222,-0.302898619029852,0.3855421686746988,-0.6253355787276793,-0.7236602048598072,-1.8429586036848435,0.6416109643770193,,,0.25,0.0
breadth_down_1pct_ge_5,symbol_zscore_le_-2,next_close,fixed_horizon_6,stress,XRPUSDT,218,34.39503239740821,-0.2476022412809057,-0.31224080668826965,0.3761467889908257,-0.5397728859923744,-0.5691949532896078,-1.6425870689968969,0.6412408512712164,,,0.16666666666666666,0.0
breadth_down_1pct_ge_5,rel_btc_le_-1_atr_equiv,next_close,fixed_horizon_6,stress,XRPUSDT,80,12.622030237580994,-0.1090859417501578,-0.1852655419190506,0.4375,-0.08726875340012624,-0.24065571705590932,-0.31556827255295256,0.8526350378506107,,,0.5,0.0
breadth_down_1pct_ge_5,bottom_3_performer,next_close,fixed_horizon_6,stress,XRPUSDT,62,9.78207343412527,-0.14315590521568894,-0.2764802184039859,0.41935483870967744,-0.08875666123372715,-0.22009022438747722,-0.3158057127597991,0.8446799197174659,,,0.36363636363636365,0.0
breadth_down_1pct_ge_6,rel_btc_le_1%,next_close,fixed_horizon_6,stress,XRPUSDT,39,6.153239740820735,0.3955166908225772,0.051419977732485446,0.5128205128205128,0.1542515094208051,-0.15453525757416187,0.52930299878431,1.4438944687073343,0.5117976486979166,1.0,0.875,1.0
breadth_down_1pct_ge_6,symbol_zscore_le_-1,next_close,fixed_horizon_6,stress,XRPUSDT,190,29.97732181425486,-0.17404692270713576,-0.2395974320309922,0.39473684210526316,-0.33068915314355796,-0.434253968847749,-1.0167425614344694,0.743343386929495,,,0.3333333333333333,0.0
breadth_down_1pct_ge_6,symbol_zscore_le_-2,next_close,fixed_horizon_6,stress,XRPUSDT,170,26.82181425485961,-0.1388771344556769,-0.2547229662280113,0.3941176470588235,-0.23609112857465073,-0.3100472473578433,-0.7464246425164279,0.7844734468882854,,,0.3333333333333333,0.0
breadth_down_1pct_ge_6,rel_btc_le_-1_atr_equiv,next_close,fixed_horizon_6,stress,XRPUSDT,64,10.097624190064796,0.05387171189795418,-0.07835717713408727,0.46875,0.034477895614690675,-0.22588007125482784,0.128202789577078,1.0810065944501261,1.9986815953901422,1.0,0.5,1.0
breadth_down_1pct_ge_6,bottom_3_performer,next_close,fixed_horizon_6,stress,XRPUSDT,47,7.415442764578834,0.03855039847347645,-0.05407724979344484,0.46808510638297873,0.01811868728253393,-0.15428326235708312,0.065881607873118,1.0435556121706757,2.694772547694571,1.0,0.6,1.0
breadth_down_2pct_ge_4,rel_btc_le_1%,next_close,fixed_horizon_6,stress,XRPUSDT,24,3.7866090712742984,1.240064186669876,0.46121145969374894,0.5833333333333334,0.29761540480077026,-0.07706012334070844,1.2342136720633403,3.0892939746472146,0.7682361452295549,1.0,0.75,1.0
breadth_down_2pct_ge_4,symbol_zscore_le_-1,next_close,fixed_horizon_6,stress,XRPUSDT,40,6.311015118790497,0.579619420976828,-0.16969465334492714,0.475,0.23184776839073118,-0.09430445869294324,0.9224928554835765,1.9291973973605165,0.7565005340070643,1.0,0.5833333333333334,1.0
breadth_down_2pct_ge_4,symbol_zscore_le_-2,next_close,fixed_horizon_6,stress,XRPUSDT,39,6.153239740820735,0.6438789559639739,-0.16449648199158937,0.48717948717948717,0.25111279282594984,-0.09430445869294324,1.0040823957942213,2.090614113106503,0.7751814745896813,1.0,0.5833333333333334,1.0
breadth_down_2pct_ge_4,rel_btc_le_-1_atr_equiv,next_close,fixed_horizon_6,stress,XRPUSDT,26,4.102159827213823,0.7796104342686312,0.14285467184700823,0.5384615384615384,0.20269871290984412,-0.026623749385139894,0.9541953056855371,2.8432064645552595,1.016966704721408,1.0,0.5555555555555556,1.0
breadth_down_2pct_ge_4,bottom_3_performer,next_close,fixed_horizon_6,stress,XRPUSDT,12,1.8933045356371492,1.2676016587979089,0.02040872399652798,0.5,0.15211219905574908,-0.08713135254949933,0.6901865931987423,2.4980995153933625,1.320775996544761,1.0,0.6,1.0
breadth_down_2pct_ge_5,rel_btc_le_1%,next_close,fixed_horizon_6,stress,XRPUSDT,22,3.471058315334773,1.3276443658998696,0.46121145969374894,0.5909090909090909,0.2920817604979713,-0.07706012334070844,1.2123366248766354,3.1225957434298257,0.782790787604368,1.0,0.8571428571428571,1.0
breadth_down_2pct_ge_5,symbol_zscore_le_-1,next_close,fixed_horizon_6,stress,XRPUSDT,35,5.522138228941685,0.6327061665725291,-0.17489282469826492,0.4857142857142857,0.2214471583003852,-0.10393189567067268,0.8815979142618564,1.9230363532825836,0.8060996055955727,1.0,0.7,1.0
breadth_down_2pct_ge_5,symbol_zscore_le_-2,next_close,fixed_horizon_6,stress,XRPUSDT,34,5.364362850971922,0.7079770080458937,-0.07956698764058454,0.5,0.24071218273560388,-0.10393189567067268,0.9631910326359733,2.0909398740931606,0.8216181215001161,1.0,0.7,1.0
breadth_down_2pct_ge_5,rel_btc_le_-1_atr_equiv,next_close,fixed_horizon_6,stress,XRPUSDT,24,3.7866090712742984,0.8215211191960213,0.14285467184700823,0.5416666666666666,0.1971650686070451,-0.03195269525000581,0.9284245530430608,2.8754620244506865,1.0455089411909608,1.0,0.625,1.0
breadth_down_2pct_ge_5,bottom_3_performer,next_close,fixed_horizon_6,stress,XRPUSDT,11,1.7355291576673866,1.2885149881290263,-0.2291330462838646,0.45454545454545453,0.1417366486941929,-0.08713135254949933,0.6404876047896086,2.395914371367603,1.4174607848104381,1.0,0.6,1.0
breadth_down_2pct_ge_6,rel_btc_le_1%,next_close,fixed_horizon_6,stress,XRPUSDT,17,2.682181425485961,1.7429803312561787,0.3549573340324176,0.5882352941176471,0.29630665631355035,-0.04038653037978901,1.2872396581607608,4.73295107300537,0.6615271398297783,1.0,0.7142857142857143,1.0
breadth_down_2pct_ge_6,symbol_zscore_le_-1,next_close,fixed_horizon_6,stress,XRPUSDT,25,3.9443844492440605,1.1594234536271888,0.2699504942769206,0.6,0.2898558634067972,-0.04994065289668215,1.2467771305086741,3.903118393909338,0.6762495419612459,1.0,0.6666666666666666,1.0
breadth_down_2pct_ge_6,symbol_zscore_le_-2,next_close,fixed_horizon_6,stress,XRPUSDT,24,3.7866090712742984,1.2880036993417328,0.2720700261603361,0.625,0.30912088784201586,-0.03067562846146349,1.3413724529097926,4.836298094944042,0.6964263101135729,1.0,0.6666666666666666,1.0
breadth_down_2pct_ge_6,rel_btc_le_-1_atr_equiv,next_close,fixed_horizon_6,stress,XRPUSDT,17,2.682181425485961,1.3238955328301492,0.2741895580437516,0.6470588235294118,0.22506224058112537,-0.01637883736686052,1.0869155452554224,5.739525409290045,0.9565350400092879,1.0,0.7142857142857143,1.0
basket_return_le_1%,bottom_2_performer,next_close,fixed_horizon_6,stress,XRPUSDT,42,6.626565874730022,-0.1028804480416627,-0.20949867356277002,0.4523809523809524,-0.043209788177498334,-0.16898784942384443,-0.1549145823284929,0.9070713662582767,,,0.4,0.0
breadth_down_1pct_ge_4,bottom_2_performer,next_close,fixed_horizon_6,stress,XRPUSDT,56,8.835421166306695,-0.26250976511421154,-0.3086269700394671,0.42857142857142855,-0.14700546846395846,-0.26881031008462336,-0.5094237297251824,0.7740353474184258,,,0.4,0.0
breadth_down_1pct_ge_5,bottom_2_performer,next_close,fixed_horizon_6,stress,XRPUSDT,42,6.626565874730022,-0.1028804480416627,-0.20949867356277002,0.4523809523809524,-0.043209788177498334,-0.16898784942384443,-0.1549145823284929,0.9070713662582767,,,0.4,0.0
breadth_down_1pct_ge_6,bottom_2_performer,next_close,fixed_horizon_6,stress,XRPUSDT,33,5.20658747300216,0.06356820110578784,0.051419977732485446,0.5151515151515151,0.020977506364909988,-0.1500611991696076,0.076431944078198,1.0576969241585794,1.7179091742238302,1.0,0.75,1.0
basket_return_le_1%,bottom_1_performer,next_close,fixed_horizon_6,stress,XRPUSDT,24,3.7866090712742984,-0.8145209120745132,-0.282208569413601,0.4583333333333333,-0.19548501889788314,-0.23868015098256815,-1.2033124322376076,0.37036410013665605,,,0.375,0.0
breadth_down_1pct_ge_4,bottom_1_performer,next_close,fixed_horizon_6,stress,XRPUSDT,33,5.20658747300216,-0.7892496042273279,-0.3143553210490822,0.45454545454545453,-0.2604523693950182,-0.3576325835198658,-1.488188964298336,0.40512433238835843,,,0.4444444444444444,0.0
breadth_down_1pct_ge_5,bottom_1_performer,next_close,fixed_horizon_6,stress,XRPUSDT,24,3.7866090712742984,-0.8145209120745132,-0.282208569413601,0.4583333333333333,-0.19548501889788314,-0.23868015098256815,-1.2033124322376076,0.37036410013665605,,,0.375,0.0
breadth_down_1pct_ge_6,bottom_1_performer,next_close,fixed_horizon_6,stress,XRPUSDT,20,3.1555075593952484,-0.8441234477543864,-0.09932092002281719,0.5,-0.1688246895508773,-0.22182366235070322,-1.062707484447056,0.3492021865984341,,,0.625,0.0
btc_return_le_1%,symbol_zscore_le_-1,next_close,fixed_horizon_6,stress,XRPUSDT,95,14.98866090712743,-0.10013543277937588,-0.359800199800193,0.3368421052631579,-0.09512866114040709,-0.39812299690839803,-0.3522467778160942,0.8603183791553373,,,0.3333333333333333,0.0
btc_return_le_1%,symbol_zscore_le_-2,next_close,fixed_horizon_6,stress,XRPUSDT,85,13.410907127429805,-0.026882230407336095,-0.3542988382545141,0.3411764705882353,-0.02284989584623568,-0.32423326598195895,-0.08658313944505173,0.9592321007458511,,,0.4166666666666667,0.0
btc_return_le_1%,rel_btc_le_-1_atr_equiv,next_close,fixed_horizon_6,stress,XRPUSDT,17,2.682181425485961,1.1665592793443944,0.2741895580437516,0.5882352941176471,0.19831507748854707,-0.03868800736379496,0.9410080742637793,3.6922304761623708,1.1291434986512445,1.0,0.5555555555555556,1.0
basket_return_le_3%,symbol_zscore_le_-1,next_close,fixed_horizon_6,stress,XRPUSDT,8,1.2622030237580995,4.540834520179984,0.8793037906888724,1.0,0.3632667616143987,0.0,1.7584080078192934,inf,0.6377097525691299,1.0,1.0,1.0
basket_return_le_3%,symbol_zscore_le_-2,next_close,fixed_horizon_6,stress,XRPUSDT,8,1.2622030237580995,4.540834520179984,0.8793037906888724,1.0,0.3632667616143987,0.0,1.7584080078192934,inf,0.6377097525691299,1.0,1.0,1.0
basket_return_le_3%,rel_btc_le_-1_atr_equiv,next_close,fixed_horizon_6,stress,XRPUSDT,6,0.9466522678185746,4.187044747888214,0.8411016313574039,1.0,0.25122268487329286,0.0,1.2771660406595753,inf,0.9221251527605763,1.0,1.0,1.0
btc_return_le_1%,rel_btc_le_1%,next_close,fixed_horizon_6,stress,XRPUSDT,14,2.2088552915766737,1.730764564017095,0.46121145969374894,0.5714285714285714,0.2423070389623933,-0.10486577256509094,1.0067564064747774,3.0171757941265476,0.8446356196332212,1.0,0.8333333333333334,1.0
basket_return_le_1%,rel_btc_le_2%,next_close,fixed_horizon_6,stress,XRPUSDT,9,1.4199784017278618,2.789212005386479,1.0375550361556174,0.7777777777777778,0.2510290804847831,-0.025639936467731994,1.2362177715300757,10.790550019525378,0.9228363352099758,1.0,0.6,1.0
basket_return_le_1%,rel_basket_le_-1_atr_equiv,next_close,fixed_horizon_6,stress,XRPUSDT,8,1.2622030237580995,-0.5333828458537107,-0.27365457070785515,0.5,-0.04267062766829685,-0.06658030658293412,-0.9733649029795475,0.3915485422905265,,,0.6,0.0
basket_return_le_2%,rel_btc_le_2%,next_close,fixed_horizon_6,stress,XRPUSDT,6,0.9466522678185746,4.438224443182649,1.5967602491241233,1.0,0.2662934665909589,0.0,1.3726933442078662,inf,0.8699378157164762,1.0,1.0,1.0
basket_return_le_2%,rel_basket_le_-1_atr_equiv,next_close,fixed_horizon_6,stress,XRPUSDT,2,0.31555075593952486,0.705187138042911,0.705187138042911,1.0,0.01410374276085822,0.0,2.0134983658380556,inf,0.7483240157942173,1.0,1.0,1.0
basket_return_le_3%,rel_btc_le_1%,next_close,fixed_horizon_6,stress,XRPUSDT,7,1.1044276457883369,5.150355229056588,1.0554169420534043,1.0,0.36052486603396117,0.0,1.777458395103261,inf,0.6425597191509258,1.0,1.0,1.0
basket_return_le_3%,rel_btc_le_2%,next_close,fixed_horizon_6,stress,XRPUSDT,4,0.6311015118790497,6.055323152156033,1.6787104278386416,1.0,0.24221292608624131,0.0,1.2524823859293717,inf,0.9564260686203998,1.0,1.0,1.0
basket_return_le_3%,rel_basket_le_-1_atr_equiv,next_close,fixed_horizon_6,stress,XRPUSDT,2,0.31555075593952486,0.705187138042911,0.705187138042911,1.0,0.01410374276085822,0.0,2.0134983658380556,inf,0.7483240157942173,1.0,1.0,1.0
basket_return_le_3%,bottom_3_performer,next_close,fixed_horizon_6,stress,XRPUSDT,3,0.4733261339092873,7.306429565000085,1.0554169420534043,1.0,0.21919288695000252,0.0,1.1063075335944623,inf,0.951849854402705,1.0,1.0,1.0
breadth_down_1pct_ge_4,rel_btc_le_2%,next_close,fixed_horizon_6,stress,XRPUSDT,9,1.4199784017278618,2.789212005386479,1.0375550361556174,0.7777777777777778,0.2510290804847831,-0.025639936467731994,1.2362177715300757,10.790550019525378,0.9228363352099758,1.0,0.6,1.0
breadth_down_1pct_ge_4,rel_basket_le_-1_atr_equiv,next_close,fixed_horizon_6,stress,XRPUSDT,9,1.4199784017278618,-0.4155365826239375,0.29799591325470515,0.5555555555555556,-0.037398292436154376,-0.06658030658293412,-0.8353628699459589,0.4667281267688101,,,0.6,0.0
breadth_down_1pct_ge_5,rel_btc_le_2%,next_close,fixed_horizon_6,stress,XRPUSDT,9,1.4199784017278618,2.789212005386479,1.0375550361556174,0.7777777777777778,0.2510290804847831,-0.025639936467731994,1.2362177715300757,10.790550019525378,0.9228363352099758,1.0,0.6,1.0
breadth_down_1pct_ge_5,rel_basket_le_-1_atr_equiv,next_close,fixed_horizon_6,stress,XRPUSDT,8,1.2622030237580995,-0.5333828458537107,-0.27365457070785515,0.5,-0.04267062766829685,-0.06658030658293412,-0.9733649029795475,0.3915485422905265,,,0.6,0.0
breadth_down_1pct_ge_6,rel_btc_le_2%,next_close,fixed_horizon_6,stress,XRPUSDT,9,1.4199784017278618,2.789212005386479,1.0375550361556174,0.7777777777777778,0.2510290804847831,-0.025639936467731994,1.2362177715300757,10.790550019525378,0.9228363352099758,1.0,0.6,1.0
breadth_down_1pct_ge_6,rel_basket_le_-1_atr_equiv,next_close,fixed_horizon_6,stress,XRPUSDT,5,0.7888768898488121,0.3801240341651458,0.3549573340324176,0.8,0.01900620170825729,-0.008453050546704154,1.0979434222653173,3.24844292640221,0.5553013475569272,1.0,0.8,1.0
breadth_down_2pct_ge_4,rel_btc_le_2%,next_close,fixed_horizon_6,stress,XRPUSDT,7,1.1044276457883369,3.952414527893073,1.0554169420534043,1.0,0.2766690169525151,0.0,1.4240772188458113,inf,0.8373136942380036,1.0,1.0,1.0
breadth_down_2pct_ge_4,rel_basket_le_-1_atr_equiv,next_close,fixed_horizon_6,stress,XRPUSDT,3,0.4733261339092873,0.8159764374138132,1.0375550361556174,1.0,0.024479293122414394,0.0,3.538995935252233,inf,0.43114682142803173,1.0,1.0,1.0
breadth_down_2pct_ge_5,rel_btc_le_2%,next_close,fixed_horizon_6,stress,XRPUSDT,6,0.9466522678185746,4.438224443182649,1.5967602491241233,1.0,0.2662934665909589,0.0,1.3726933442078662,inf,0.8699378157164762,1.0,1.0,1.0
