event_definition,dislocation_definition,entry_mode,exit_model,friction_case,symbol,total_trades,trades_year,avg_return_pct,median_return_pct,win_rate,cumulative_return_units,max_drawdown_units,sharpe_like,profit_factor,best_month_contribution,best_symbol_contribution,positive_month_rate,positive_symbol_rate
breadth_down_2pct_ge_5,rel_basket_le_-1_atr_equiv,next_open,fixed_horizon_6,base,LTCUSDT,2,0.31555075593952486,6.7100447607708515,6.7100447607708515,1.0,0.13420089521541703,0.0,1.0299420768002017,inf,0.9854641938247513,1.0,1.0,1.0
breadth_down_2pct_ge_6,rel_basket_le_1%,next_open,fixed_horizon_6,base,LTCUSDT,4,0.6311015118790497,6.633069164361929,7.543506740032371,0.75,0.2653227665744772,-0.017797545240191143,2.122127462402317,15.907829309814836,0.684714023236695,1.0,1.0,1.0
breadth_down_2pct_ge_6,rel_basket_le_2%,next_open,fixed_horizon_6,base,LTCUSDT,2,0.31555075593952486,9.973388209884595,9.973388209884595,1.0,0.19946776419769188,0.0,3.067196996429672,inf,1.0,1.0,1.0,1.0
breadth_down_2pct_ge_6,rel_basket_le_3%,next_open,fixed_horizon_6,base,LTCUSDT,1,0.15777537796976243,13.225017701402086,13.225017701402086,1.0,0.13225017701402086,0.0,0.0,inf,1.0,1.0,1.0,1.0
breadth_down_2pct_ge_6,rel_basket_le_-1_atr_equiv,next_open,fixed_horizon_6,base,LTCUSDT,2,0.31555075593952486,6.7100447607708515,6.7100447607708515,1.0,0.13420089521541703,0.0,1.0299420768002017,inf,0.9854641938247513,1.0,1.0,1.0
breadth_down_2pct_ge_6,bottom_2_performer,next_open,fixed_horizon_6,base,LTCUSDT,6,0.9466522678185746,2.208816163858222,0.14056146336073558,0.6666666666666666,0.13252896983149334,-0.01920167603497263,1.2808814318289699,7.265435881656698,0.6312019758648856,1.0,0.6666666666666666,1.0
btc_return_le_1%,bottom_1_performer,next_open,fixed_horizon_6,base,LTCUSDT,7,1.1044276457883369,-0.4652107579401844,-0.7367636804315381,0.42857142857142855,-0.03256475305581291,-0.04741916724241368,-0.9473390143836059,0.3996381504101151,,,0.5,0.0
basket_return_le_2%,bottom_1_performer,next_open,fixed_horizon_6,base,LTCUSDT,1,0.15777537796976243,0.19507182013961627,0.19507182013961627,1.0,0.0019507182013961627,0.0,0.0,inf,1.0,1.0,1.0,1.0
basket_return_le_3%,bottom_1_performer,next_open,fixed_horizon_6,base,LTCUSDT,1,0.15777537796976243,0.19507182013961627,0.19507182013961627,1.0,0.0019507182013961627,0.0,0.0,inf,1.0,1.0,1.0,1.0
basket_return_le_3%,bottom_2_performer,next_open,fixed_horizon_6,base,LTCUSDT,2,0.31555075593952486,4.280163290918629,4.280163290918629,1.0,0.08560326581837258,0.0,1.0477521302852044,inf,0.9772121053706634,1.0,1.0,1.0
breadth_down_2pct_ge_4,bottom_1_performer,next_open,fixed_horizon_6,base,LTCUSDT,1,0.15777537796976243,0.19507182013961627,0.19507182013961627,1.0,0.0019507182013961627,0.0,0.0,inf,1.0,1.0,1.0,1.0
breadth_down_2pct_ge_5,bottom_1_performer,next_open,fixed_horizon_6,base,LTCUSDT,1,0.15777537796976243,0.19507182013961627,0.19507182013961627,1.0,0.0019507182013961627,0.0,0.0,inf,1.0,1.0,1.0,1.0
breadth_down_2pct_ge_6,bottom_1_performer,next_open,fixed_horizon_6,base,LTCUSDT,1,0.15777537796976243,0.19507182013961627,0.19507182013961627,1.0,0.0019507182013961627,0.0,0.0,inf,1.0,1.0,1.0,1.0
btc_return_le_2%,bottom_2_performer,next_open,fixed_horizon_6,base,LTCUSDT,2,0.31555075593952486,4.014884931039939,4.014884931039939,0.5,0.08029769862079877,0.0,0.9228835908952956,24.934817546866128,1.0417801388308863,1.0,0.5,1.0
btc_return_le_3%,rel_btc_le_1%,next_open,fixed_horizon_6,base,LTCUSDT,1,0.15777537796976243,8.36525476169764,8.36525476169764,1.0,0.08365254761697641,0.0,0.0,inf,1.0,1.0,1.0,1.0
btc_return_le_3%,rel_basket_le_1%,next_open,fixed_horizon_6,base,LTCUSDT,1,0.15777537796976243,8.36525476169764,8.36525476169764,1.0,0.08365254761697641,0.0,0.0,inf,1.0,1.0,1.0,1.0
btc_return_le_3%,rel_btc_le_2%,next_open,fixed_horizon_6,base,LTCUSDT,1,0.15777537796976243,8.36525476169764,8.36525476169764,1.0,0.08365254761697641,0.0,0.0,inf,1.0,1.0,1.0,1.0
btc_return_le_3%,rel_btc_le_3%,next_open,fixed_horizon_6,base,LTCUSDT,1,0.15777537796976243,8.36525476169764,8.36525476169764,1.0,0.08365254761697641,0.0,0.0,inf,1.0,1.0,1.0,1.0
btc_return_le_3%,symbol_zscore_le_-1,next_open,fixed_horizon_6,base,LTCUSDT,1,0.15777537796976243,8.36525476169764,8.36525476169764,1.0,0.08365254761697641,0.0,0.0,inf,1.0,1.0,1.0,1.0
btc_return_le_3%,symbol_zscore_le_-2,next_open,fixed_horizon_6,base,LTCUSDT,1,0.15777537796976243,8.36525476169764,8.36525476169764,1.0,0.08365254761697641,0.0,0.0,inf,1.0,1.0,1.0,1.0
btc_return_le_3%,rel_btc_le_-1_atr_equiv,next_open,fixed_horizon_6,base,LTCUSDT,1,0.15777537796976243,8.36525476169764,8.36525476169764,1.0,0.08365254761697641,0.0,0.0,inf,1.0,1.0,1.0,1.0
btc_return_le_3%,bottom_2_performer,next_open,fixed_horizon_6,base,LTCUSDT,1,0.15777537796976243,8.36525476169764,8.36525476169764,1.0,0.08365254761697641,0.0,0.0,inf,1.0,1.0,1.0,1.0
btc_return_le_3%,bottom_3_performer,next_open,fixed_horizon_6,base,LTCUSDT,1,0.15777537796976243,8.36525476169764,8.36525476169764,1.0,0.08365254761697641,0.0,0.0,inf,1.0,1.0,1.0,1.0
basket_return_le_1%,rel_btc_le_1%,next_open,fixed_horizon_6,base,XRPUSDT,44,6.942116630669546,0.6679582214121225,0.5689683129547785,0.6590909090909091,0.29390161742133386,-0.22008082037855503,0.9902651237706303,1.8594841529564612,0.3819751951240247,1.0,0.875,1.0
basket_return_le_1%,symbol_zscore_le_-1,next_open,fixed_horizon_6,base,XRPUSDT,249,39.28606911447084,0.009956316350462777,0.07519458601114257,0.5180722891566265,0.02479122771265231,-0.39049247283061833,0.06840291213502815,1.0156747978001361,4.488466887836756,1.0,0.5833333333333334,1.0
basket_return_le_1%,symbol_zscore_le_-2,next_open,fixed_horizon_6,base,XRPUSDT,218,34.39503239740821,0.009376990948654474,0.044248569737162034,0.5137614678899083,0.020441840268066752,-0.317703459997848,0.059255485490432774,1.015230649440824,4.691779492618035,1.0,0.5,1.0
basket_return_le_1%,rel_btc_le_-1_atr_equiv,next_open,fixed_horizon_6,base,XRPUSDT,80,12.622030237580994,0.05705891007265855,0.1756175315670983,0.525,0.045647128058126846,-0.25005579662992145,0.1627170036395688,1.0827376201793073,1.4910234598048406,1.0,0.4166666666666667,1.0
basket_return_le_1%,bottom_3_performer,next_open,fixed_horizon_6,base,XRPUSDT,62,9.78207343412527,-0.0048063379659508,0.27827371215702007,0.5967741935483871,-0.0029799295388894965,-0.2628865208521761,-0.014870263633413035,0.9937505830324278,,,0.6363636363636364,0.0
basket_return_le_2%,rel_btc_le_1%,next_open,fixed_horizon_6,base,XRPUSDT,22,3.471058315334773,1.5827163919714091,0.9754213232312872,0.6363636363636364,0.34819760623371,-0.08093282229444615,1.3705782852569168,3.3002435759906685,0.5268423609025428,1.0,0.7142857142857143,1.0
basket_return_le_2%,symbol_zscore_le_-1,next_open,fixed_horizon_6,base,XRPUSDT,35,5.522138228941685,0.6472104050963725,-0.0760692642614779,0.45714285714285713,0.22652364178373036,-0.10851184581412211,0.8411599016915141,1.7518054586442884,0.60609420202849,1.0,0.6,1.0
basket_return_le_2%,symbol_zscore_le_-2,next_open,fixed_horizon_6,base,XRPUSDT,34,5.364362850971922,0.721819038784226,-0.07168933609065002,0.47058823529411764,0.24541847318663684,-0.10851184581412211,0.9152415802621277,1.8690106178959478,0.6364211107760597,1.0,0.6,1.0
basket_return_le_2%,rel_btc_le_-1_atr_equiv,next_open,fixed_horizon_6,base,XRPUSDT,24,3.7866090712742984,0.8163621501249847,0.3531651362571964,0.5416666666666666,0.19592691602999632,-0.09389413618566791,0.857519273881655,2.3319890889401056,0.8525644804270754,1.0,0.5,1.0
basket_return_le_2%,bottom_3_performer,next_open,fixed_horizon_6,base,XRPUSDT,11,1.7355291576673866,-0.021214243060770962,0.923470715493049,0.7272727272727273,-0.0023335667366848056,-0.08091488955770486,-0.022210947309395494,0.9804462180417312,,,0.6,0.0
breadth_down_1pct_ge_4,rel_btc_le_1%,next_open,fixed_horizon_6,base,XRPUSDT,49,7.730993520518359,0.6408717278789138,0.6075947126949277,0.6530612244897959,0.3140271466606678,-0.22008082037855503,1.0378799142365949,1.803840342818669,0.367321102834686,1.0,0.875,1.0
breadth_down_1pct_ge_4,symbol_zscore_le_-1,next_open,fixed_horizon_6,base,XRPUSDT,319,50.33034557235421,-0.10001671926145304,-0.06730940791982214,0.47648902821316613,-0.31905333444403516,-0.6493265463072277,-0.8371171093316024,0.8500419065656093,,,0.3333333333333333,0.0
breadth_down_1pct_ge_4,symbol_zscore_le_-2,next_open,fixed_horizon_6,base,XRPUSDT,265,41.81047516198704,-0.08424235489219785,-0.06730940791982214,0.4716981132075472,-0.22324224046432428,-0.494367019979444,-0.6209708274303654,0.8697032989383209,,,0.3333333333333333,0.0
breadth_down_1pct_ge_4,rel_btc_le_-1_atr_equiv,next_open,fixed_horizon_6,base,XRPUSDT,96,15.146436285097193,-0.0648305451906697,-0.033436676817952746,0.4895833333333333,-0.062237323383042914,-0.272442580706316,-0.2114861572996496,0.9152646603910851,,,0.3333333333333333,0.0
breadth_down_1pct_ge_4,bottom_3_performer,next_open,fixed_horizon_6,base,XRPUSDT,83,13.095356371490281,-0.10495314780443862,0.15760813024564785,0.5421686746987951,-0.08711111267768405,-0.3225039363445155,-0.4038306083306541,0.8674498597707322,,,0.5454545454545454,0.0
breadth_down_1pct_ge_5,rel_btc_le_1%,next_open,fixed_horizon_6,base,XRPUSDT,44,6.942116630669546,0.6679582214121225,0.5689683129547785,0.6590909090909091,0.29390161742133386,-0.22008082037855503,0.9902651237706303,1.8594841529564612,0.3819751951240247,1.0,0.875,1.0
breadth_down_1pct_ge_5,symbol_zscore_le_-1,next_open,fixed_horizon_6,base,XRPUSDT,249,39.28606911447084,0.009956316350462777,0.07519458601114257,0.5180722891566265,0.02479122771265231,-0.39049247283061833,0.06840291213502815,1.0156747978001361,4.488466887836756,1.0,0.5833333333333334,1.0
breadth_down_1pct_ge_5,symbol_zscore_le_-2,next_open,fixed_horizon_6,base,XRPUSDT,218,34.39503239740821,0.009376990948654474,0.044248569737162034,0.5137614678899083,0.020441840268066752,-0.317703459997848,0.059255485490432774,1.015230649440824,4.691779492618035,1.0,0.5,1.0
breadth_down_1pct_ge_5,rel_btc_le_-1_atr_equiv,next_open,fixed_horizon_6,base,XRPUSDT,80,12.622030237580994,0.05705891007265855,0.1756175315670983,0.525,0.045647128058126846,-0.25005579662992145,0.1627170036395688,1.0827376201793073,1.4910234598048406,1.0,0.4166666666666667,1.0
breadth_down_1pct_ge_5,bottom_3_performer,next_open,fixed_horizon_6,base,XRPUSDT,62,9.78207343412527,-0.0048063379659508,0.27827371215702007,0.5967741935483871,-0.0029799295388894965,-0.2628865208521761,-0.014870263633413035,0.9937505830324278,,,0.6363636363636364,0.0
breadth_down_1pct_ge_6,rel_btc_le_1%,next_open,fixed_horizon_6,base,XRPUSDT,39,6.153239740820735,0.8758121698713376,0.8064266630215668,0.717948717948718,0.34156674624982164,-0.2113200073679283,1.1639401853492273,2.1740861392719526,0.3286711276620333,1.0,1.0,1.0
breadth_down_1pct_ge_6,symbol_zscore_le_-1,next_open,fixed_horizon_6,base,XRPUSDT,190,29.97732181425486,0.10859409994578272,0.1483943743675021,0.5473684210526316,0.20632878989698716,-0.2674437184888532,0.5966387484304957,1.1784288543183155,0.5130711487878482,1.0,0.6666666666666666,1.0
breadth_down_1pct_ge_6,symbol_zscore_le_-2,next_open,fixed_horizon_6,base,XRPUSDT,170,26.82181425485961,0.13475592866942884,0.1483943743675021,0.5529411764705883,0.22908507873802902,-0.2674437184888532,0.6935029120389102,1.2365330278005673,0.43357187207467407,1.0,0.6666666666666666,1.0
breadth_down_1pct_ge_6,rel_btc_le_-1_atr_equiv,next_open,fixed_horizon_6,base,XRPUSDT,64,10.097624190064796,0.21064037814054973,0.28062441049915515,0.578125,0.13480984200995183,-0.2547123552498013,0.4958811969494553,1.3366515649678887,0.5302074183414526,1.0,0.5,1.0
breadth_down_1pct_ge_6,bottom_3_performer,next_open,fixed_horizon_6,base,XRPUSDT,47,7.415442764578834,0.124385544039162,0.4384631918482729,0.6808510638297872,0.05846120569840614,-0.2345582257460257,0.30726728983099966,1.1698760170162306,1.4207773722796124,1.0,0.7,1.0
breadth_down_2pct_ge_4,rel_btc_le_1%,next_open,fixed_horizon_6,base,XRPUSDT,24,3.7866090712742984,1.4817594893600066,0.7655327140939884,0.6666666666666666,0.35562227744640157,-0.07776211987752388,1.399467819614869,3.3492920242139856,0.5158429619371359,1.0,0.75,1.0
breadth_down_2pct_ge_4,symbol_zscore_le_-1,next_open,fixed_horizon_6,base,XRPUSDT,40,6.311015118790497,0.6240093073023504,0.07240790006735282,0.5,0.24960372292094016,-0.10108717460143055,0.9275681907158944,1.821050225907983,0.5701021890103091,1.0,0.5833333333333334,1.0
breadth_down_2pct_ge_4,symbol_zscore_le_-2,next_open,fixed_horizon_6,base,XRPUSDT,39,6.153239740820735,0.6884578315996066,0.21212520805452775,0.5128205128205128,0.26849855432384656,-0.10108717460143055,1.002065357171585,1.9417347524058233,0.6003550396432831,1.0,0.5833333333333334,1.0
breadth_down_2pct_ge_4,rel_btc_le_-1_atr_equiv,next_open,fixed_horizon_6,base,XRPUSDT,26,4.102159827213823,0.7821214893949534,0.3531651362571964,0.5769230769230769,0.20335158724268787,-0.09072343376874564,0.8911313317769128,2.3824649563944713,0.8214360735106555,1.0,0.5555555555555556,1.0
breadth_down_2pct_ge_4,bottom_3_performer,next_open,fixed_horizon_6,base,XRPUSDT,12,1.8933045356371492,-0.0017692888011626902,0.680966953670661,0.75,-0.00021231465613952283,-0.08091488955770486,-0.002028714431964566,0.9982209403196264,,,0.6,0.0
breadth_down_2pct_ge_5,rel_btc_le_1%,next_open,fixed_horizon_6,base,XRPUSDT,22,3.471058315334773,1.5827163919714091,0.9754213232312872,0.6363636363636364,0.34819760623371,-0.08093282229444615,1.3705782852569168,3.3002435759906685,0.5268423609025428,1.0,0.7142857142857143,1.0
breadth_down_2pct_ge_5,symbol_zscore_le_-1,next_open,fixed_horizon_6,base,XRPUSDT,35,5.522138228941685,0.6472104050963725,-0.0760692642614779,0.45714285714285713,0.22652364178373036,-0.10851184581412211,0.8411599016915141,1.7518054586442884,0.60609420202849,1.0,0.6,1.0
breadth_down_2pct_ge_5,symbol_zscore_le_-2,next_open,fixed_horizon_6,base,XRPUSDT,34,5.364362850971922,0.721819038784226,-0.07168933609065002,0.47058823529411764,0.24541847318663684,-0.10851184581412211,0.9152415802621277,1.8690106178959478,0.6364211107760597,1.0,0.6,1.0
breadth_down_2pct_ge_5,rel_btc_le_-1_atr_equiv,next_open,fixed_horizon_6,base,XRPUSDT,24,3.7866090712742984,0.8163621501249847,0.3531651362571964,0.5416666666666666,0.19592691602999632,-0.09389413618566791,0.857519273881655,2.3319890889401056,0.8525644804270754,1.0,0.5,1.0
breadth_down_2pct_ge_5,bottom_3_performer,next_open,fixed_horizon_6,base,XRPUSDT,11,1.7355291576673866,-0.021214243060770962,0.923470715493049,0.7272727272727273,-0.0023335667366848056,-0.08091488955770486,-0.022210947309395494,0.9804462180417312,,,0.6,0.0
breadth_down_2pct_ge_6,rel_btc_le_1%,next_open,fixed_horizon_6,base,XRPUSDT,17,2.682181425485961,1.9103817122225697,0.6075947126949277,0.5882352941176471,0.32476489107783685,-0.08386757738550553,1.3075772461566026,3.9398867028384217,0.46266078608450084,1.0,0.7142857142857143,1.0
breadth_down_2pct_ge_6,symbol_zscore_le_-1,next_open,fixed_horizon_6,base,XRPUSDT,25,3.9443844492440605,1.0966455835479758,0.2841151265853626,0.52,0.27416139588699395,-0.08386757738550554,1.0731312273926084,2.5904285037388646,0.5480566631658566,1.0,0.6666666666666666,1.0
breadth_down_2pct_ge_6,symbol_zscore_le_-2,next_open,fixed_horizon_6,base,XRPUSDT,24,3.7866090712742984,1.2210676137079184,0.3531651362571964,0.5416666666666666,0.29305622728990044,-0.08386757738550554,1.1546843249228105,2.909319524401889,0.5771957578444374,1.0,0.6666666666666666,1.0
breadth_down_2pct_ge_6,rel_btc_le_-1_atr_equiv,next_open,fixed_horizon_6,base,XRPUSDT,17,2.682181425485961,1.1887712486619884,0.42221514592903026,0.5882352941176471,0.202091112272538,-0.08386757738550554,0.8963820003993472,3.042783554189481,0.8370027226804053,1.0,0.7142857142857143,1.0
basket_return_le_1%,bottom_2_performer,next_open,fixed_horizon_6,base,XRPUSDT,42,6.626565874730022,-0.1307973631203132,0.3206005281828706,0.6190476190476191,-0.05493489251053155,-0.23969245709162154,-0.2818065772449724,0.8687876467479594,,,0.7,0.0
breadth_down_1pct_ge_4,bottom_2_performer,next_open,fixed_horizon_6,base,XRPUSDT,56,8.835421166306695,-0.2125855431521482,0.23935786235197656,0.5714285714285714,-0.119047904165203,-0.2953441408157479,-0.5712258089472552,0.7864531678737674,,,0.7,0.0
breadth_down_1pct_ge_5,bottom_2_performer,next_open,fixed_horizon_6,base,XRPUSDT,42,6.626565874730022,-0.1307973631203132,0.3206005281828706,0.6190476190476191,-0.05493489251053155,-0.23969245709162154,-0.2818065772449724,0.8687876467479594,,,0.7,0.0
breadth_down_1pct_ge_6,bottom_2_performer,next_open,fixed_horizon_6,base,XRPUSDT,33,5.20658747300216,-0.06004397793576197,0.49365811779181984,0.696969696969697,-0.019814512718801452,-0.2287989273657708,-0.10598785066408498,0.9400333970551384,,,0.75,0.0
basket_return_le_1%,bottom_1_performer,next_open,fixed_horizon_6,base,XRPUSDT,24,3.7866090712742984,-0.3567717896940422,0.24462945123373772,0.5833333333333334,-0.08562522952657013,-0.25024583418120044,-0.47726454806174845,0.7194596618486859,,,0.75,0.0
breadth_down_1pct_ge_4,bottom_1_performer,next_open,fixed_horizon_6,base,XRPUSDT,33,5.20658747300216,-0.4161314425346292,0.21212520805452775,0.5454545454545454,-0.13732337603642764,-0.2860015090531239,-0.71385198266052,0.6722264274900913,,,0.6666666666666666,0.0
breadth_down_1pct_ge_5,bottom_1_performer,next_open,fixed_horizon_6,base,XRPUSDT,24,3.7866090712742984,-0.3567717896940422,0.24462945123373772,0.5833333333333334,-0.08562522952657013,-0.25024583418120044,-0.47726454806174845,0.7194596618486859,,,0.75,0.0
breadth_down_1pct_ge_6,bottom_1_performer,next_open,fixed_horizon_6,base,XRPUSDT,20,3.1555075593952484,-0.3630162767962468,0.5417801787172573,0.65,-0.07260325535924936,-0.2331882906796578,-0.4136459859568619,0.7252532184744611,,,0.875,0.0
btc_return_le_1%,symbol_zscore_le_-1,next_open,fixed_horizon_6,base,XRPUSDT,95,14.98866090712743,0.08582762870323528,-0.10742730268260328,0.45263157894736844,0.08153624726807351,-0.2525035349026009,0.2762773084772043,1.1165097749329722,2.080932699226139,1.0,0.5,1.0
btc_return_le_1%,symbol_zscore_le_-2,next_open,fixed_horizon_6,base,XRPUSDT,85,13.410907127429805,0.17082794146222816,-0.09994464593649824,0.4588235294117647,0.14520375024289395,-0.2067025055977097,0.5079160987752047,1.2514933153228764,1.298632261217761,1.0,0.5,1.0
btc_return_le_1%,rel_btc_le_-1_atr_equiv,next_open,fixed_horizon_6,base,XRPUSDT,17,2.682181425485961,0.8064505880535535,-0.25607723804156096,0.47058823529411764,0.1370965999691041,-0.10311942618112058,0.6003422467058371,1.9859716208543665,1.1894887554572966,1.0,0.4444444444444444,1.0
basket_return_le_3%,symbol_zscore_le_-1,next_open,fixed_horizon_6,base,XRPUSDT,8,1.2622030237580995,4.053740689067184,1.9068460872652369,0.875,0.3242992551253747,-0.07776211987752388,1.3529014548284732,5.1704014195619825,0.47117328316374957,1.0,1.0,1.0
basket_return_le_3%,symbol_zscore_le_-2,next_open,fixed_horizon_6,base,XRPUSDT,8,1.2622030237580995,4.053740689067184,1.9068460872652369,0.875,0.3242992551253747,-0.07776211987752388,1.3529014548284732,5.1704014195619825,0.47117328316374957,1.0,1.0,1.0
basket_return_le_3%,rel_btc_le_-1_atr_equiv,next_open,fixed_horizon_6,base,XRPUSDT,6,0.9466522678185746,3.257677904694025,1.8007363801806362,0.8333333333333334,0.1954606742816415,-0.07776211987752388,0.8548196769928551,3.5135718340690043,0.7817487856652348,1.0,1.0,1.0
btc_return_le_1%,rel_btc_le_1%,next_open,fixed_horizon_6,base,XRPUSDT,14,2.2088552915766737,1.9210062044098215,1.0825180122301183,0.5714285714285714,0.268940868617375,-0.08757911522479005,1.0542386335993288,2.79365125230027,0.5361030973574213,1.0,0.5,1.0
basket_return_le_1%,rel_btc_le_2%,next_open,fixed_horizon_6,base,XRPUSDT,9,1.4199784017278618,2.582319204059613,2.1144594980549014,0.7777777777777778,0.23240872836536516,-0.07776211987752388,1.0353937074721817,3.963066161757402,0.6574673242253001,1.0,1.0,1.0
basket_return_le_1%,rel_basket_le_-1_atr_equiv,next_open,fixed_horizon_6,base,XRPUSDT,8,1.2622030237580995,-0.9659057242853462,-0.170031412902053,0.5,-0.0772724579428277,-0.11985380830966556,-0.8435739688604548,0.3836727137777114,,,0.4,0.0
basket_return_le_2%,rel_btc_le_2%,next_open,fixed_horizon_6,base,XRPUSDT,6,0.9466522678185746,3.351310244567587,2.3276276232010695,0.6666666666666666,0.2010786146740552,-0.07776211987752388,0.8797732396947852,3.5636267759147517,0.7599074869929313,1.0,1.0,1.0
basket_return_le_2%,rel_basket_le_-1_atr_equiv,next_open,fixed_horizon_6,base,XRPUSDT,2,0.31555075593952486,-2.536301084228374,-2.536301084228374,0.5,-0.050726021684567475,-0.07776211987752388,-0.48403515459062996,0.34767696965487216,,,0.5,0.0
basket_return_le_3%,rel_btc_le_1%,next_open,fixed_horizon_6,base,XRPUSDT,7,1.1044276457883369,4.572178067665399,2.4638086668705617,0.8571428571428571,0.3200524647365779,-0.07776211987752388,1.3417267252316694,5.115788834469325,0.4774253024132953,1.0,1.0,1.0
basket_return_le_3%,rel_btc_le_2%,next_open,fixed_horizon_6,base,XRPUSDT,4,0.6311015118790497,4.495931073948441,2.583709243083101,0.75,0.17983724295793763,-0.07776211987752388,0.7626363255101901,3.312658698620654,0.8496635193674543,1.0,1.0,1.0
basket_return_le_3%,rel_basket_le_-1_atr_equiv,next_open,fixed_horizon_6,base,XRPUSDT,2,0.31555075593952486,-2.536301084228374,-2.536301084228374,0.5,-0.050726021684567475,-0.07776211987752388,-0.48403515459062996,0.34767696965487216,,,0.5,0.0
basket_return_le_3%,bottom_3_performer,next_open,fixed_horizon_6,base,XRPUSDT,3,0.4733261339092873,-0.8695978338620619,2.4638086668705617,0.6666666666666666,-0.02608793501586186,-0.07776211987752388,-0.25176537980779345,0.6645161544341819,,,0.5,0.0
breadth_down_1pct_ge_4,rel_btc_le_2%,next_open,fixed_horizon_6,base,XRPUSDT,9,1.4199784017278618,2.582319204059613,2.1144594980549014,0.7777777777777778,0.23240872836536516,-0.07776211987752388,1.0353937074721817,3.963066161757402,0.6574673242253001,1.0,1.0,1.0
breadth_down_1pct_ge_4,rel_basket_le_-1_atr_equiv,next_open,fixed_horizon_6,base,XRPUSDT,9,1.4199784017278618,-0.7739201180403327,0.21212520805452775,0.5555555555555556,-0.06965281062362993,-0.11985380830966555,-0.7529156960830926,0.44444723395263197,,,0.4,0.0
breadth_down_1pct_ge_5,rel_btc_le_2%,next_open,fixed_horizon_6,base,XRPUSDT,9,1.4199784017278618,2.582319204059613,2.1144594980549014,0.7777777777777778,0.23240872836536516,-0.07776211987752388,1.0353937074721817,3.963066161757402,0.6574673242253001,1.0,1.0,1.0
breadth_down_1pct_ge_5,rel_basket_le_-1_atr_equiv,next_open,fixed_horizon_6,base,XRPUSDT,8,1.2622030237580995,-0.9659057242853462,-0.170031412902053,0.5,-0.0772724579428277,-0.11985380830966556,-0.8435739688604548,0.3836727137777114,,,0.4,0.0
breadth_down_1pct_ge_6,rel_btc_le_2%,next_open,fixed_horizon_6,base,XRPUSDT,9,1.4199784017278618,2.582319204059613,2.1144594980549014,0.7777777777777778,0.23240872836536516,-0.07776211987752388,1.0353937074721817,3.963066161757402,0.6574673242253001,1.0,1.0,1.0
breadth_down_1pct_ge_6,rel_basket_le_-1_atr_equiv,next_open,fixed_horizon_6,base,XRPUSDT,5,0.7888768898488121,-0.5931777834419936,0.8064266630215668,0.8,-0.02965888917209968,-0.07776211987752388,-0.32193476619010886,0.6185946419823337,,,0.8,0.0
breadth_down_2pct_ge_4,rel_btc_le_2%,next_open,fixed_horizon_6,base,XRPUSDT,7,1.1044276457883369,2.9028552393514353,2.1914465795315774,0.7142857142857143,0.20319986675460047,-0.07776211987752388,0.8930432037685739,3.5906714153507546,0.7519746307191996,1.0,1.0,1.0
breadth_down_2pct_ge_4,rel_basket_le_-1_atr_equiv,next_open,fixed_horizon_6,base,XRPUSDT,3,0.4733261339092873,-1.62015898680074,0.21212520805452775,0.6666666666666666,-0.0486047696040222,-0.07776211987752388,-0.5125561542416234,0.37495570233199405,,,0.6666666666666666,0.0
breadth_down_2pct_ge_5,rel_btc_le_2%,next_open,fixed_horizon_6,base,XRPUSDT,6,0.9466522678185746,3.351310244567587,2.3276276232010695,0.6666666666666666,0.2010786146740552,-0.07776211987752388,0.8797732396947852,3.5636267759147517,0.7599074869929313,1.0,1.0,1.0
breadth_down_2pct_ge_5,rel_basket_le_-1_atr_equiv,next_open,fixed_horizon_6,base,XRPUSDT,2,0.31555075593952486,-2.536301084228374,-2.536301084228374,0.5,-0.050726021684567475,-0.07776211987752388,-0.48403515459062996,0.34767696965487216,,,0.5,0.0
breadth_down_2pct_ge_6,rel_btc_le_2%,next_open,fixed_horizon_6,base,XRPUSDT,5,0.7888768898488121,3.583282977574788,2.4638086668705617,0.6,0.1791641488787394,-0.0784352139567221,0.7694818055684467,3.2842310212552768,0.85285558367148,1.0,0.6666666666666666,1.0
breadth_down_2pct_ge_6,rel_basket_le_-1_atr_equiv,next_open,fixed_horizon_6,base,XRPUSDT,2,0.31555075593952486,-2.536301084228374,-2.536301084228374,0.5,-0.050726021684567475,-0.07776211987752388,-0.48403515459062996,0.34767696965487216,,,0.5,0.0
breadth_down_2pct_ge_6,bottom_3_performer,next_open,fixed_horizon_6,base,XRPUSDT,8,1.2622030237580995,0.09278734046880513,0.7329175614088991,0.75,0.007422987237504411,-0.07776211987752388,0.07867230400357048,1.094638452080977,3.6422126736736615,1.0,0.8,1.0
basket_return_le_1%,rel_basket_le_1%,next_open,fixed_horizon_6,base,XRPUSDT,5,0.7888768898488121,-0.43587839035016607,0.8064266630215668,0.8,-0.021793919517508302,-0.07776211987752388,-0.2317385480717135,0.7197360417664289,,,0.75,0.0
basket_return_le_1%,rel_basket_le_2%,next_open,fixed_horizon_6,base,XRPUSDT,2,0.31555075593952486,-3.78204338984893,-3.78204338984893,0.5,-0.0756408677969786,-0.07776211987752388,-0.9468912734014602,0.027278732677121855,,,0.5,0.0
basket_return_le_1%,rel_btc_le_3%,next_open,fixed_horizon_6,base,XRPUSDT,4,0.6311015118790497,3.873059921138163,1.3379669374625445,0.75,0.15492239684552653,-0.07776211987752388,0.6465327968115087,2.9922604616429034,0.9863076474174332,1.0,1.0,1.0
