total_trades,trades_year,avg_return_pct,median_return_pct,win_rate,cumulative_return_units,max_drawdown_units,sharpe_like,profit_factor,best_month_contribution,best_symbol_contribution,positive_month_rate,positive_symbol_rate,cap_scenario,trades_taken,trades_skipped,skip_rate
308,48.594816414686825,0.7222112629646759,0.12074381778616425,0.5551948051948052,2.2244106899312017,-0.7039449599105121,2.8925598070290377,1.9415698892398832,0.6261816311136019,0.269462992997945,0.6666666666666666,1.0,unlimited,308,0,0.0
278,43.861555075593955,0.38251861291941797,0.099928845337074,0.5503597122302158,1.063401743915982,-0.48410094431077466,1.8291246766673028,1.520700184521822,0.4068314201030744,0.4690274139343202,0.6666666666666666,0.875,cap10_symbol2_largest_dislocation,278,30,0.09740259740259741
