event_definition,dislocation_definition,exit_model,friction_case,total_trades_next_open,avg_return_pct_next_open,median_return_pct_next_open,cumulative_return_units_next_open,total_trades_next_close,avg_return_pct_next_close,median_return_pct_next_close,cumulative_return_units_next_close,avg_return_delta_close_minus_open_pct,cum_return_delta_close_minus_open
basket_return_le_3%,rel_btc_le_2%,fixed_horizon_12,base,35,3.5547258485772235,1.3140686685570693,1.2441540470020283,35,5.320790810506322,1.617344033183845,1.8622767836772127,1.7660649619290987,0.6181227366751845
basket_return_le_3%,rel_btc_le_2%,fixed_horizon_12,stress,35,3.371142862430227,1.1327252209405936,1.1799000018505794,35,5.135442641106436,1.4356974616131435,1.7974049243872525,1.7642997786762087,0.6175049225366731
basket_return_le_3%,rel_btc_le_2%,fixed_horizon_6,base,35,2.6640373531595483,1.714287799123073,0.9324130736058418,35,4.368223496959231,0.9648081921414555,1.5288782239357306,1.7041861437996824,0.5964651503298888
basket_return_le_3%,rel_btc_le_2%,fixed_horizon_6,stress,35,2.481344610831181,1.532544332185686,0.8684706137909135,35,4.183827419303058,0.7838138306328891,1.4643395967560702,1.7024828084718768,0.5958689829651567
basket_return_le_3%,rel_btc_le_2%,scaled_exit_6_12,base,35,3.1093816008683848,1.491137550754931,1.0882835603039347,35,4.844507153732776,1.1730281768578068,1.6955775038064715,1.7351255528643912,0.6072939435025368
basket_return_le_3%,rel_btc_le_2%,scaled_exit_6_12,stress,35,2.9262437366307052,1.3096171226580178,1.0241853078207468,35,4.659635030204747,0.991825699318465,1.6308722605716615,1.7333912935740416,0.6066869527509147
basket_return_le_3%,rel_btc_le_3%,fixed_horizon_12,base,21,5.110643149927528,1.9286819392096886,1.0732350614847808,21,7.800417663335438,5.997689660040809,1.638087709300442,2.68977451340791,0.5648526478156612
basket_return_le_3%,rel_btc_le_3%,fixed_horizon_12,stress,21,4.9255050232718665,1.746724185168596,1.034356054887092,21,7.612591105037976,5.811664929733555,1.598644132057975,2.6870860817661093,0.5642880771708829
basket_return_le_3%,rel_btc_le_3%,fixed_horizon_6,base,21,3.667237489761631,2.4638086668705617,0.7701198728499424,21,6.285005969048843,2.7479529637291744,1.3198512535002571,2.617768479287212,0.5497313806503147
basket_return_le_3%,rel_btc_le_3%,fixed_horizon_6,stress,21,3.4835420481449573,2.2813160532641867,0.7315438301104411,21,6.098694065875425,2.5651763476851657,1.2807257538338392,2.615152017730468,0.5491819237233981
basket_return_le_3%,rel_btc_le_3%,scaled_exit_6_12,base,21,4.388940319844579,2.30419174105301,0.9216774671673617,21,7.04271181619214,5.065179043370641,1.4789694814003493,2.653771496347561,0.5572920142329877
basket_return_le_3%,rel_btc_le_3%,scaled_exit_6_12,stress,21,4.204523535708414,2.1218586646836006,0.8829499424987668,21,6.855642585456702,4.880086358123563,1.4396849429459073,2.6511190497482886,0.5567350004471405
basket_return_le_3%,symbol_zscore_le_-1,fixed_horizon_12,base,64,2.134310792040741,1.0620720716756706,1.3659589069060742,64,3.1591937444159504,0.8557916109263621,2.021883996426208,1.0248829523752092,0.6559250895201338
basket_return_le_3%,symbol_zscore_le_-1,fixed_horizon_12,stress,64,1.9521475118071772,0.8809804948466217,1.2493744075565933,64,2.9760060929034693,0.6749062115724059,1.9046438994582204,1.0238585810962921,0.6552694919016271
basket_return_le_3%,symbol_zscore_le_-1,fixed_horizon_6,base,64,1.6052845493987167,0.545530411093722,1.0273821116151787,64,2.5935773254399037,0.7017727613115721,1.6598894882815383,0.988292776041187,0.6325073766663596
basket_return_le_3%,symbol_zscore_le_-1,fixed_horizon_6,stress,64,1.4236500312911122,0.36495511804150343,0.9111360200263119,64,2.410955007962044,0.5210413039132323,1.543011205095708,0.9873049766709316,0.6318751850693962
basket_return_le_3%,symbol_zscore_le_-1,scaled_exit_6_12,base,64,1.8697976707197286,0.7965710948008156,1.1966705092606262,64,2.876385534927927,0.7052499306129856,1.8408867423538733,1.0065878642081982,0.644216233093247
basket_return_le_3%,symbol_zscore_le_-1,scaled_exit_6_12,stress,64,1.687898771549145,0.6157448863971117,1.0802552137914527,64,2.6934805504327564,0.5245149977813214,1.7238275522769642,1.0055817788836114,0.6435723384855114
basket_return_le_3%,symbol_zscore_le_-2,fixed_horizon_12,base,64,2.134310792040741,1.0620720716756706,1.3659589069060742,64,3.1591937444159504,0.8557916109263621,2.021883996426208,1.0248829523752092,0.6559250895201338
basket_return_le_3%,symbol_zscore_le_-2,fixed_horizon_12,stress,64,1.9521475118071772,0.8809804948466217,1.2493744075565933,64,2.9760060929034693,0.6749062115724059,1.9046438994582204,1.0238585810962921,0.6552694919016271
basket_return_le_3%,symbol_zscore_le_-2,fixed_horizon_6,base,64,1.6052845493987167,0.545530411093722,1.0273821116151787,64,2.5935773254399037,0.7017727613115721,1.6598894882815383,0.988292776041187,0.6325073766663596
basket_return_le_3%,symbol_zscore_le_-2,fixed_horizon_6,stress,64,1.4236500312911122,0.36495511804150343,0.9111360200263119,64,2.410955007962044,0.5210413039132323,1.543011205095708,0.9873049766709316,0.6318751850693962
basket_return_le_3%,symbol_zscore_le_-2,scaled_exit_6_12,base,64,1.8697976707197286,0.7965710948008156,1.1966705092606262,64,2.876385534927927,0.7052499306129856,1.8408867423538733,1.0065878642081982,0.644216233093247
basket_return_le_3%,symbol_zscore_le_-2,scaled_exit_6_12,stress,64,1.687898771549145,0.6157448863971117,1.0802552137914527,64,2.6934805504327564,0.5245149977813214,1.7238275522769642,1.0055817788836114,0.6435723384855114
breadth_down_1pct_ge_4,bottom_1_performer,fixed_horizon_12,base,334,-0.015360278959463637,0.03983266521728986,-0.05130333172460855,334,-0.03949634513769451,-0.041040141894697,-0.13191779275989968,-0.024136066178230872,-0.08061446103529113
breadth_down_1pct_ge_4,bottom_1_performer,fixed_horizon_12,stress,334,-0.19537496134665158,-0.14023718255895087,-0.6525523708978163,334,-0.21948690350865,-0.22102915723963928,-0.733086257718891,-0.024111942161998412,-0.08053388682107476
breadth_down_1pct_ge_4,bottom_1_performer,fixed_horizon_6,base,334,-0.03827285601014014,0.10482763430486272,-0.12783133907386807,334,-0.0637998113276844,-0.09380987610171135,-0.21309136983446592,-0.025526955317544266,-0.08526003076059785
breadth_down_1pct_ge_4,bottom_1_performer,fixed_horizon_6,stress,334,-0.21826463725939552,-0.07530717599170775,-0.7290038884463811,334,-0.24376607836597103,-0.2737461480577528,-0.8141787017423433,-0.025501441106575512,-0.08517481329596222
breadth_down_1pct_ge_4,bottom_1_performer,scaled_exit_6_12,base,334,-0.026816567484801965,0.06946107817903899,-0.08956733539923856,334,-0.05164807823268947,-0.10953261985884358,-0.17250458129718282,-0.024831510747887506,-0.08293724589794427
breadth_down_1pct_ge_4,bottom_1_performer,scaled_exit_6_12,stress,334,-0.20681979930302358,-0.11063838321817107,-0.6907781296720987,334,-0.23162649093731053,-0.28945317692072686,-0.7736324797306171,-0.024806691634286948,-0.08285435005851838
breadth_down_1pct_ge_4,bottom_2_performer,fixed_horizon_12,base,668,-0.07005162727067168,-0.07229051774821686,-0.46794487016808683,668,-0.10949423153972133,-0.14098805742290602,-0.7314214666853386,-0.03944260426904965,-0.26347659651725175
breadth_down_1pct_ge_4,bottom_2_performer,fixed_horizon_12,stress,668,-0.25001164561423905,-0.2522482983190642,-1.670077792703117,668,-0.28941482697076387,-0.32087717475138927,-1.9332910441647027,-0.03940318135652482,-0.2632132514615857
breadth_down_1pct_ge_4,bottom_2_performer,fixed_horizon_6,base,668,-0.07862102326326245,0.039901519053744464,-0.5251884353985932,668,-0.11901480438722188,-0.12220546315114036,-0.7950188933066421,-0.04039378112395943,-0.26983045790804894
breadth_down_1pct_ge_4,bottom_2_performer,fixed_horizon_6,stress,668,-0.25857247648911297,-0.1401683975419686,-1.7272641429472748,668,-0.2989258839985688,-0.3021133536966601,-1.9968249051104396,-0.04035340750945582,-0.2695607621631648
breadth_down_1pct_ge_4,bottom_2_performer,scaled_exit_6_12,base,668,-0.07433632526696707,0.014142722559523164,-0.49656665278334006,668,-0.11425451796347158,-0.13674261818345848,-0.7632201799959901,-0.03991819269650451,-0.26665352721265007
breadth_down_1pct_ge_4,bottom_2_performer,scaled_exit_6_12,stress,668,-0.254292061051676,-0.1659014480997932,-1.6986709678251957,668,-0.2941703554846663,-0.3166359788316429,-1.965057974637571,-0.03987829443299029,-0.26638700681237526
breadth_down_1pct_ge_4,bottom_3_performer,fixed_horizon_12,base,1002,-0.09748268528684487,-0.01204358022867995,-0.9767765065741856,1002,-0.11242721970969266,-0.11051763517928906,-1.1265207414911205,-0.014944534422847794,-0.1497442349169349
breadth_down_1pct_ge_4,bottom_3_performer,fixed_horizon_12,stress,1002,-0.27741528626736894,-0.19206157765873183,-2.7797011683990367,1002,-0.2923448836168613,-0.2904372077176263,-2.9292957338409504,-0.01492959734949234,-0.14959456544191374
breadth_down_1pct_ge_4,bottom_3_performer,fixed_horizon_6,base,1002,-0.09366327404465341,0.039901519053744464,-0.9385060059274272,1002,-0.11066170740841307,-0.12220546315114036,-1.1088303082322988,-0.016998433363759655,-0.1703243023048716
breadth_down_1pct_ge_4,bottom_3_performer,fixed_horizon_6,stress,1002,-0.27359969252957567,-0.1401683975419686,-2.741468919146348,1002,-0.2905811359464496,-0.3021133536966601,-2.9116229821834247,-0.01698144341687391,-0.17015406303707659
breadth_down_1pct_ge_4,bottom_3_performer,scaled_exit_6_12,base,1002,-0.09557297966574921,0.020358991472082606,-0.957641256250807,1002,-0.11154446355905283,-0.13968734255083762,-1.1176755248617094,-0.01597148389330362,-0.16003426861090242
breadth_down_1pct_ge_4,bottom_3_performer,scaled_exit_6_12,stress,1002,-0.27550748939847225,-0.15969139235267146,-2.7605850437726924,1002,-0.2914630097816555,-0.31957775994481225,-2.920459358012188,-0.015955520383183264,-0.1598743142394956
breadth_down_1pct_ge_4,rel_basket_le_-1_atr_equiv,fixed_horizon_12,base,99,0.14870400952605015,-0.6790532609248867,0.14721696943078963,99,0.13403807851134703,-0.016115503357236816,0.13269769772623355,-0.01466593101470312,-0.01451927170455608
breadth_down_1pct_ge_4,rel_basket_le_-1_atr_equiv,fixed_horizon_12,stress,99,-0.03147465524042533,-0.8584045816792573,-0.031159908688021074,99,-0.04612592764608949,-0.19612943089708051,-0.0456646683696286,-0.014651272405664162,-0.014504759681607523
breadth_down_1pct_ge_4,rel_basket_le_-1_atr_equiv,fixed_horizon_6,base,99,-0.2006001408936275,-0.326860864517251,-0.1985941394846912,99,-0.21695383676698624,-0.11811167431293504,-0.21478429839931637,-0.016353695873358748,-0.016190158914625163
breadth_down_1pct_ge_4,rel_basket_le_-1_atr_equiv,fixed_horizon_6,stress,99,-0.38042967589999627,-0.5065642018357196,-0.3766253791409963,99,-0.3967670262420763,-0.2980236566034587,-0.3927993559796556,-0.01633735034208006,-0.016173976838659287
breadth_down_1pct_ge_4,rel_basket_le_-1_atr_equiv,scaled_exit_6_12,base,99,-0.025948065683788803,-0.49244606540983277,-0.025688585026950917,99,-0.04145787912781952,-0.04401659423304054,-0.04104330033654133,-0.01550981344403072,-0.01535471530959041
breadth_down_1pct_ge_4,rel_basket_le_-1_atr_equiv,scaled_exit_6_12,stress,99,-0.2059521655702108,-0.6719839001959448,-0.20389264391450868,99,-0.22144647694408298,-0.22400263461162068,-0.21923201217464214,-0.015494311373872194,-0.015339368260133462
breadth_down_1pct_ge_4,rel_basket_le_1%,fixed_horizon_12,base,52,2.319143908234927,0.4010905926989517,1.205954832282162,52,2.1543302839739744,0.4746032204428397,1.1202517476664666,-0.1648136242609528,-0.08570308461569542
breadth_down_1pct_ge_4,rel_basket_le_1%,fixed_horizon_12,stress,52,2.1367958871632173,0.22065966735346682,1.111133861324873,52,1.972146994243223,0.29409881917082287,1.025516437006476,-0.1646488929199943,-0.08561742431839692
breadth_down_1pct_ge_4,rel_basket_le_1%,fixed_horizon_6,base,52,1.89774556727113,0.42627577271251665,0.9868276949809875,52,1.723309634565916,0.26167077840909775,0.8961210099742764,-0.17443593270521407,-0.0907066850067112
breadth_down_1pct_ge_4,rel_basket_le_1%,fixed_horizon_6,stress,52,1.715818734157001,0.24581967476073235,0.8922257417616406,52,1.541557150297243,0.08137920327248485,0.8016097181545663,-0.1742615838597581,-0.09061602360707433
breadth_down_1pct_ge_4,rel_basket_le_1%,scaled_exit_6_12,base,52,2.108444737753029,0.5241078152103029,1.0963912636315751,52,1.9388199592699453,0.40524950133154164,1.0081863788203715,-0.16962477848308355,-0.08820488481120359
breadth_down_1pct_ge_4,rel_basket_le_1%,scaled_exit_6_12,stress,52,1.9263073106601094,0.3435539340587258,1.0016798015432569,52,1.7568520722702332,0.22481441915375616,0.9135630775805212,-0.1694552383898762,-0.08811672396273562
breadth_down_1pct_ge_4,rel_basket_le_2%,fixed_horizon_12,base,13,8.242229630465161,3.9261298602994015,1.0714898519604708,13,5.275345542030943,2.3814034038368703,0.6857949204640226,-2.9668840884342176,-0.3856949314964482
breadth_down_1pct_ge_4,rel_basket_le_2%,fixed_horizon_12,stress,13,8.053961480775463,3.7421756555643655,1.04701499250081,13,5.090042795210959,2.1989931543526624,0.6617055633774247,-2.9639186855645043,-0.3853094291233854
breadth_down_1pct_ge_4,rel_basket_le_2%,fixed_horizon_6,base,13,6.393419448773006,4.798356932138629,0.8311445283404908,13,3.419928619111502,1.2752121975744404,0.4445907204844953,-2.973490829661504,-0.38655380785599547
breadth_down_1pct_ge_4,rel_basket_le_2%,fixed_horizon_6,stress,13,6.206999186245362,4.61353093579167,0.8069098942118971,13,3.2364803628963728,1.0939075870298343,0.4207424471765285,-2.970518823348989,-0.3861674470353686
breadth_down_1pct_ge_4,rel_basket_le_2%,scaled_exit_6_12,base,13,7.3178245396190835,4.509979394988031,0.9513171901504808,13,4.347637080571223,1.7788744843264668,0.565192820474259,-2.9701874590478603,-0.38612436967622177
breadth_down_1pct_ge_4,rel_basket_le_2%,scaled_exit_6_12,stress,13,7.130480333510411,4.325441632205555,0.9269624433563535,13,4.163261579053665,1.5970664629488422,0.5412240052769764,-2.967218754456746,-0.385738438079377
breadth_down_1pct_ge_4,rel_basket_le_3%,fixed_horizon_12,base,4,25.885520957775356,25.093681800831224,1.0354208383110142,4,2.000887188781833,3.15150356713175,0.08003548755127332,-23.884633768993524,-0.9553853507597408
breadth_down_1pct_ge_4,rel_basket_le_3%,fixed_horizon_12,stress,4,25.679618325182552,24.888570612069174,1.027184733007302,4,1.818857265539727,2.9683236019572337,0.07275429062158908,-23.860761059642826,-0.954430442385713
breadth_down_1pct_ge_4,rel_basket_le_3%,fixed_horizon_6,base,4,22.56016912758761,21.94057108960904,0.9024067651035044,4,-0.6364574305177345,0.40499550478611746,-0.02545829722070938,-23.196626558105343,-0.9278650623242137
breadth_down_1pct_ge_4,rel_basket_le_3%,fixed_horizon_6,stress,4,22.35759018664102,21.73861143736571,0.8943036074656407,4,-0.8158513258364952,0.22456067647807984,-0.03263405303345981,-23.173441512477513,-0.9269376604991005
breadth_down_1pct_ge_4,rel_basket_le_3%,scaled_exit_6_12,base,4,24.22284504268148,23.517126445220132,0.9689138017072593,4,0.6822148791320495,1.7782495359589339,0.027288595165281978,-23.54063016354943,-0.9416252065419773
breadth_down_1pct_ge_4,rel_basket_le_3%,scaled_exit_6_12,stress,4,24.018604255911786,23.313591024717443,0.9607441702364714,4,0.5015029698516154,1.5964421392176564,0.020060118794064614,-23.51710128606017,-0.9406840514424067
breadth_down_1pct_ge_4,rel_btc_le_-1_atr_equiv,fixed_horizon_12,base,797,-0.02553426771318335,0.0735190311840351,-0.2035081136740713,797,0.07822303301512665,0.08973773044064445,0.6234375731305594,0.10375730072830999,0.8269456868046307
breadth_down_1pct_ge_4,rel_btc_le_-1_atr_equiv,fixed_horizon_12,stress,797,-0.20553878119098792,-0.10658448614024416,-1.6381440860921739,797,-0.10188518596250908,-0.0903819974856955,-0.8120249321211974,0.10365359522847885,0.8261191539709765
breadth_down_1pct_ge_4,rel_btc_le_-1_atr_equiv,fixed_horizon_6,base,797,-0.19635760632974825,-0.044531676841672516,-1.5649701224480936,797,-0.09540532406991127,-0.08588218131987173,-0.7603804328371928,0.10095228225983698,0.8045896896109008
breadth_down_1pct_ge_4,rel_btc_le_-1_atr_equiv,fixed_horizon_6,stress,797,-0.3761913817525948,-0.22451720239479817,-2.998245312568181,797,-0.2753400013745282,-0.2658263770127965,-2.1944598109549895,0.10085138037806662,0.8037855016131914
breadth_down_1pct_ge_4,rel_btc_le_-1_atr_equiv,scaled_exit_6_12,base,797,-0.11094593702146584,0.029125292356071492,-0.8842391180610827,797,-0.00859114552739236,-0.05724114980512389,-0.06847142985331711,0.10235479149407348,0.8157676882077656
breadth_down_1pct_ge_4,rel_btc_le_-1_atr_equiv,scaled_exit_6_12,stress,797,-0.29086508147179146,-0.15093385339299367,-2.318194699330178,797,-0.18861259366851868,-0.2372139722305165,-1.5032423715380938,0.10225248780327278,0.814952327792084
breadth_down_1pct_ge_4,rel_btc_le_1%,fixed_horizon_12,base,465,0.41653802610370233,0.4986163522012888,1.9369018213822158,465,0.4746348908149889,0.32058072938187193,2.207052242289698,0.058096864711286555,0.2701504209074823
breadth_down_1pct_ge_4,rel_btc_le_1%,fixed_horizon_12,stress,465,0.23609166103695,0.3180879497860768,1.0978262238218175,465,0.2941304578884209,0.14023027370509328,1.367706629181157,0.0580387968514709,0.26988040535933955
breadth_down_1pct_ge_4,rel_btc_le_1%,fixed_horizon_6,base,465,0.37940275790322076,0.4064517032206139,1.7642228242499765,465,0.4320223058652084,0.23168157864147612,2.008903722273219,0.052619547961987645,0.24468089802324267
breadth_down_1pct_ge_4,rel_btc_le_1%,fixed_horizon_6,stress,465,0.19899350956486275,0.22601541944116582,0.9253198194766118,465,0.2515604642492298,0.051419977732485446,1.1697561587589185,0.052566954684367034,0.24443633928230668
breadth_down_1pct_ge_4,rel_btc_le_1%,scaled_exit_6_12,base,465,0.39797039200346146,0.3409582859594052,1.850562322816096,465,0.45332859834009853,0.15613011306999885,2.1079779822814584,0.05535820633663707,0.2574156594653625
breadth_down_1pct_ge_4,rel_btc_le_1%,scaled_exit_6_12,stress,465,0.21754258530090634,0.16058746289956866,1.0115730216492145,465,0.27284546106882535,-0.024055974092547092,1.2687313939700378,0.05530287576791901,0.2571583723208233
breadth_down_1pct_ge_4,rel_btc_le_2%,fixed_horizon_12,base,85,2.205256823706916,1.2010706546596108,1.8744683001508786,85,2.893193633940392,0.9883872617546221,2.459214588849333,0.687936810233476,0.5847462886984545
breadth_down_1pct_ge_4,rel_btc_le_2%,fixed_horizon_12,stress,85,2.023022632861536,1.0198401486426967,1.7195692379323058,85,2.710271849737664,0.8073693329483201,2.303731072277014,0.6872492168761277,0.5841618343447084
breadth_down_1pct_ge_4,rel_btc_le_2%,fixed_horizon_6,base,85,1.8781801557608429,1.0079407358825645,1.5964531323967164,85,2.5383547313817494,0.9273689885198302,2.157601521674487,0.6601745756209065,0.5611483892777704
breadth_down_1pct_ge_4,rel_btc_le_2%,fixed_horizon_6,stress,85,1.6962728782901781,0.8269032633642138,1.4418319465466514,85,2.355787608928032,0.7464120475233306,2.002419467588827,0.6595147306378537,0.5605875210421756
breadth_down_1pct_ge_4,rel_btc_le_2%,scaled_exit_6_12,base,85,2.041718489733879,0.9165139381528877,1.7354607162737974,85,2.7157741826610713,0.9727428593395728,2.3084080552619106,0.6740556929271921,0.5729473389881132
breadth_down_1pct_ge_4,rel_btc_le_2%,scaled_exit_6_12,stress,85,1.8596477555758575,0.7355678467873595,1.5807005922394788,85,2.5330297293328474,0.7917405671252032,2.1530752699329203,0.6733819737569899,0.5723746776934415
breadth_down_1pct_ge_4,rel_btc_le_3%,fixed_horizon_12,base,27,4.69520195029902,3.023683359427145,1.2677045265807354,27,6.921122810959246,3.7518328536617322,1.8687031589589964,2.225920860660226,0.600998632378261
breadth_down_1pct_ge_4,rel_btc_le_3%,fixed_horizon_12,stress,27,4.510479057433708,2.840631150645994,1.217829345507101,27,6.734175108525656,3.568052858915442,1.818227279301927,2.223696051091948,0.600397933794826
breadth_down_1pct_ge_4,rel_btc_le_3%,fixed_horizon_6,base,27,3.831337357656386,2.679701542896331,1.0344610865672241,27,6.000310868211083,2.7969599616323304,1.6200839344169924,2.1689735105546974,0.5856228478497683
breadth_down_1pct_ge_4,rel_btc_le_3%,fixed_horizon_6,stress,27,3.6474778980987783,2.4969931441986053,0.9848190324866701,27,5.814283518004298,2.6141343630571794,1.5698565498611603,2.1668056199055195,0.5850375173744902
breadth_down_1pct_ge_4,rel_btc_le_3%,scaled_exit_6_12,base,27,4.2632696539777015,2.87312739914263,1.1510828065739795,27,6.460716839585164,4.68017047778724,1.7443935466879943,2.197447185607462,0.5933107401140147
breadth_down_1pct_ge_4,rel_btc_le_3%,scaled_exit_6_12,stress,27,4.078978477766243,2.6902256711566035,1.1013241889968857,27,6.274229313264977,4.49546260888997,1.6940419145815437,2.195250835498734,0.5927177255846581
breadth_down_1pct_ge_4,symbol_zscore_le_-1,fixed_horizon_12,base,2583,-0.2017177895098362,-0.019707048400627803,-5.210370503039069,2583,-0.23247844830616096,-0.1252152701842956,-6.004918319748137,-0.030760658796324752,-0.794547816709068
breadth_down_1pct_ge_4,symbol_zscore_le_-1,fixed_horizon_12,stress,2583,-0.3815462074255778,-0.19971738618849805,-9.855338537802675,2583,-0.4122761209203839,-0.3051201524254264,-10.649092203373517,-0.030729913494806083,-0.7937536655708417
breadth_down_1pct_ge_4,symbol_zscore_le_-1,fixed_horizon_6,base,2583,-0.16018915810125467,-0.040259732454948,-4.137685953755408,2583,-0.1919088325605138,-0.13726225659735683,-4.957005145038071,-0.031719674459259134,-0.8193191912826627
breadth_down_1pct_ge_4,symbol_zscore_le_-1,fixed_horizon_6,stress,2583,-0.34005908391520956,-0.22024952781972235,-8.783726137529863,2583,-0.3717470545360766,-0.317155097866557,-9.60222641866686,-0.031687970620867034,-0.8185002811369966
breadth_down_1pct_ge_4,symbol_zscore_le_-1,scaled_exit_6_12,base,2583,-0.18095347380554544,-0.03097793447331736,-4.674028228397239,2583,-0.21219364043333738,-0.17328409638595935,-5.480961732393104,-0.031240166627791943,-0.8069335039958654
breadth_down_1pct_ge_4,symbol_zscore_le_-1,scaled_exit_6_12,stress,2583,-0.3608026456703938,-0.21097700700212313,-9.31953233766627,2583,-0.39201158772823025,-0.3531409337992906,-10.125659311020188,-0.031208942057836475,-0.8061269733539174
breadth_down_1pct_ge_4,symbol_zscore_le_-2,fixed_horizon_12,base,2107,-0.21394558353223142,-0.049038485998718004,-4.507833445024116,2107,-0.21280632031371324,-0.12551994083986653,-4.4838291690099386,0.0011392632185181772,0.024004276014177428
breadth_down_1pct_ge_4,symbol_zscore_le_-2,fixed_horizon_12,stress,2107,-0.39376177975868437,-0.22901950699271795,-8.29656069951548,2107,-0.3926236552346064,-0.3054245185624647,-8.272580415793158,0.0011381245240779658,0.02398028372232197
breadth_down_1pct_ge_4,symbol_zscore_le_-2,fixed_horizon_6,base,2107,-0.17882983648128814,-0.040259732454948,-3.7679446546607416,2107,-0.17877339918298862,-0.1294954542930359,-3.76675552078557,5.643729829951649e-05,0.0011891338751714997
breadth_down_1pct_ge_4,symbol_zscore_le_-2,fixed_horizon_6,stress,2107,-0.3586811309232333,-0.22024952781972235,-7.557411428552525,2107,-0.3586247500340558,-0.30939605848696133,-7.556223483217556,5.638088917747641e-05,0.0011879453349692426
breadth_down_1pct_ge_4,symbol_zscore_le_-2,scaled_exit_6_12,base,2107,-0.19638771000675975,-0.016696520292400697,-4.137889049842428,2107,-0.1957898597483509,-0.15722077769835022,-4.125292344897753,0.0005978502584088607,0.012596704944675352
breadth_down_1pct_ge_4,symbol_zscore_le_-2,scaled_exit_6_12,stress,2107,-0.3762214553409588,-0.19670986710538335,-7.9269860640340015,2107,-0.37562420263433105,-0.33709367041074395,-7.914401949505356,0.0005972527066277489,0.012584114528645607
breadth_down_1pct_ge_5,bottom_1_performer,fixed_horizon_12,base,259,0.17372573036823474,0.2783559761781263,0.44994964165372797,259,0.16170857408610875,0.13551865261753013,0.4188252068830217,-0.01201715628212599,-0.031124434770706255
breadth_down_1pct_ge_5,bottom_1_performer,fixed_horizon_12,stress,259,-0.00647794362697297,0.09804772417383771,-0.016777873993859993,259,-0.018483088752388646,-0.04464683337483497,-0.0478711998686866,-0.012005145125415676,-0.031093325874826605
breadth_down_1pct_ge_5,bottom_1_performer,fixed_horizon_6,base,259,0.08979535457240613,0.2057644536804926,0.23256996834253188,259,0.07627949249466628,-0.023917147244398796,0.19756388556118568,-0.013515862077739846,-0.035006082781346204
breadth_down_1pct_ge_5,bottom_1_performer,fixed_horizon_6,stress,259,-0.09032443094929715,0.025528756957342726,-0.23394027615867963,259,-0.10382678391276237,-0.20392327703532925,-0.26891137033405454,-0.01350235296346522,-0.03497109417537492
breadth_down_1pct_ge_5,bottom_1_performer,scaled_exit_6_12,base,259,0.13176054247032049,0.20175930363373842,0.34125980499813,259,0.11899403329038755,-0.05468097113968999,0.30819454622210374,-0.012766509179932939,-0.033065258776026285
breadth_down_1pct_ge_5,bottom_1_performer,scaled_exit_6_12,stress,259,-0.04840118728813505,0.021527610061044124,-0.12535907507626978,259,-0.061154936332575495,-0.23465635246557964,-0.15839128510137054,-0.012753749044440446,-0.03303221002510076
breadth_down_1pct_ge_5,bottom_2_performer,fixed_horizon_12,base,518,0.10414323761730859,0.13604570755356934,0.5394619708576585,518,0.07704155827799003,0.06796419025053799,0.39907527187998837,-0.027101679339318563,-0.1403866989776701
breadth_down_1pct_ge_5,bottom_2_performer,fixed_horizon_12,stress,518,-0.07599088862425198,-0.044120305230594827,-0.39363280307362525,518,-0.1030654798147606,-0.1121337750060801,-0.5338791854404599,-0.027074591190508618,-0.14024638236683462
breadth_down_1pct_ge_5,bottom_2_performer,fixed_horizon_6,base,518,0.04438480534409628,0.14633552973483352,0.2299132916824187,518,0.016548840582860203,-0.047985878626763886,0.08572299421921586,-0.027835964761236075,-0.14419029746320283
breadth_down_1pct_ge_5,bottom_2_performer,fixed_horizon_6,stress,518,-0.1356895922996247,-0.03384076773430098,-0.702872088112056,518,-0.16349773499322212,-0.22796795170263545,-0.8469182672648905,-0.02780814269359741,-0.14404617915283446
breadth_down_1pct_ge_5,bottom_2_performer,scaled_exit_6_12,base,518,0.07426402148070241,0.14771049394356148,0.38468763127003847,518,0.046795199430425115,-0.06837338154304422,0.2423991330496021,-0.027468822050277293,-0.14228849822043638
breadth_down_1pct_ge_5,bottom_2_performer,scaled_exit_6_12,stress,518,-0.10584024046193834,-0.03246717780334794,-0.5482524455928406,518,-0.1332816074039913,-0.24833507729447407,-0.6903987263526751,-0.027441366942052972,-0.1421462807598345
breadth_down_1pct_ge_5,bottom_3_performer,fixed_horizon_12,base,777,0.07817937171953263,0.10711908413611146,0.6074537182607685,777,0.08062154520827249,0.06762237972341109,0.6264294062682773,0.00244217348873986,0.018975688007508706
breadth_down_1pct_ge_5,bottom_3_performer,fixed_horizon_12,stress,777,-0.10192880361860639,-0.07301801646625958,-0.7919868041165716,777,-0.0994890710840979,-0.11247524389332395,-0.7730300823234406,0.002439732534508493,0.018956721793131015
breadth_down_1pct_ge_5,bottom_3_performer,fixed_horizon_6,base,777,0.025231814649054437,0.1584466859378209,0.196051199823153,777,0.025514132232109084,-0.04458410361213076,0.1982448074434876,0.0002823175830546469,0.0021936076203346033
breadth_down_1pct_ge_5,bottom_3_performer,fixed_horizon_6,stress,777,-0.15482343956611427,-0.021741716641039275,-1.2029781254287077,777,-0.15454140415969492,-0.22456957676469474,-1.2007867103208294,0.0002820354064193564,0.0021914151078783473
