event_definition,dislocation_definition,occurrences,symbols,first_signal,last_signal,avg_event_return_pct,avg_rel_to_btc_pct,avg_rel_to_basket_pct,avg_forward_1_pct,median_forward_1_pct,win_rate_forward_1,avg_forward_3_pct,median_forward_3_pct,win_rate_forward_3,avg_forward_6_pct,median_forward_6_pct,win_rate_forward_6,avg_forward_12_pct,median_forward_12_pct,win_rate_forward_12
basket_return_le_3%,rel_basket_le_-1_atr_equiv,12,5,2025-05-30T00:45:00+00:00,2026-01-19T00:00:00+00:00,-12.486792011233327,-10.552657716659098,-4.53411437193376,3.565437221861557,1.3486777135394923,0.5833333333333334,4.554017610328474,1.5377939421979403,0.6666666666666666,3.719395815369944,2.063155311568865,0.6666666666666666,6.570457064509353,2.320472967457854,0.6666666666666666
basket_return_le_3%,bottom_1_performer,8,6,2025-05-21T17:15:00+00:00,2026-02-06T00:00:00+00:00,-8.604426977363257,-6.484829200077902,-2.815082264113146,-0.8371173876975502,0.2641626709287914,0.5,3.300146370178832,0.38353096511601903,0.75,3.16539744789346,0.18046076356424967,0.625,5.49466854170023,0.9308830807635116,0.625
basket_return_le_3%,bottom_2_performer,16,7,2025-05-21T17:15:00+00:00,2026-02-06T00:00:00+00:00,-8.395635154127099,-6.276037376841745,-2.6062904408769882,-0.20187969136969408,0.2641626709287914,0.5,2.8869358414519444,0.6791200497247463,0.8125,2.7065864074854886,0.5096968965792037,0.625,4.890847041838404,1.3198300366211613,0.6875
basket_return_le_3%,bottom_3_performer,24,7,2025-05-21T17:15:00+00:00,2026-02-06T00:00:00+00:00,-8.101527285533926,-5.98192950824857,-2.312182572283814,-0.8352823481709357,0.28479816983508766,0.5416666666666666,2.1882716072149564,0.5522952322065011,0.7916666666666666,1.6800829150387064,0.3641011601877353,0.625,3.5250134934902246,1.3198300366211613,0.6666666666666666
breadth_down_1pct_ge_4,rel_basket_le_1%,52,8,2025-05-30T00:45:00+00:00,2026-02-06T00:00:00+00:00,-5.381432165005054,-4.203444679874931,-2.2022688846348095,0.42611031387325504,-0.035029953399662306,0.4807692307692308,1.7356482605718462,0.4792338534083229,0.6730769230769231,2.185328916105749,0.6824455373283245,0.5769230769230769,2.7752133913550465,0.8736538826639828,0.5961538461538461
breadth_down_1pct_ge_4,rel_btc_le_3%,27,7,2025-05-30T00:45:00+00:00,2026-02-06T00:00:00+00:00,-9.572749066862505,-7.664748602169882,-2.130015697784192,-1.0960245986462145,-0.9937709285997243,0.48148148148148145,3.7137208934633272,2.3128071697022357,0.6666666666666666,3.5232197438243706,2.703093379589494,0.7037037037037037,4.967940668385415,3.2053801476047195,0.6666666666666666
breadth_down_1pct_ge_4,rel_basket_le_-1_atr_equiv,99,8,2025-05-11T07:30:00+00:00,2026-04-29T18:00:00+00:00,-3.505687837827843,-2.5123068697341076,-1.2832483525153395,0.09772940634876377,-0.19256017505470124,0.3939393939393939,0.07875221281031494,0.0,0.494949494949495,0.027432576510909794,-0.06480181445079891,0.47474747474747475,0.33754377813251013,-0.24280263614290254,0.46464646464646464
breadth_down_1pct_ge_5,rel_basket_le_1%,49,8,2025-05-30T00:45:00+00:00,2026-02-06T00:00:00+00:00,-5.563399407256134,-4.345851049887927,-2.241884237112628,0.48711487416831245,-0.05813953488371659,0.46938775510204084,1.910112380527355,0.7392608072646301,0.7142857142857143,2.371891856764617,0.7786741494212546,0.6122448979591837,2.9868908326020978,1.034261289393834,0.6122448979591837
breadth_down_1pct_ge_5,rel_btc_le_3%,27,7,2025-05-30T00:45:00+00:00,2026-02-06T00:00:00+00:00,-9.572749066862505,-7.664748602169882,-2.130015697784192,-1.0960245986462145,-0.9937709285997243,0.48148148148148145,3.7137208934633272,2.3128071697022357,0.6666666666666666,3.5232197438243706,2.703093379589494,0.7037037037037037,4.967940668385415,3.2053801476047195,0.6666666666666666
breadth_down_1pct_ge_5,rel_basket_le_-1_atr_equiv,80,8,2025-05-11T07:30:00+00:00,2026-04-29T18:00:00+00:00,-3.949562442843694,-2.8491494479121147,-1.4108849950521094,0.17849343954930638,-0.2729060575590192,0.3375,0.26548261576095844,0.10682107646587946,0.5375,0.25142614484141207,-0.05102125465512586,0.4875,0.6863797755533914,-0.21138209191553514,0.4875
breadth_down_1pct_ge_6,rel_basket_le_1%,42,7,2025-05-30T00:45:00+00:00,2026-02-06T00:00:00+00:00,-6.088118020845893,-4.778843928892637,-2.3935314306223936,0.6558078833803781,-0.04294554684191043,0.47619047619047616,2.3272844252870737,0.979861078185007,0.7380952380952381,2.7487609135407878,1.0419217427119043,0.6666666666666666,3.4583649984348033,1.0582160701643195,0.6666666666666666
breadth_down_1pct_ge_6,rel_btc_le_3%,27,7,2025-05-30T00:45:00+00:00,2026-02-06T00:00:00+00:00,-9.572749066862505,-7.664748602169882,-2.130015697784192,-1.0960245986462145,-0.9937709285997243,0.48148148148148145,3.7137208934633272,2.3128071697022357,0.6666666666666666,3.5232197438243706,2.703093379589494,0.7037037037037037,4.967940668385415,3.2053801476047195,0.6666666666666666
breadth_down_1pct_ge_6,rel_basket_le_-1_atr_equiv,61,8,2025-05-30T00:45:00+00:00,2026-04-29T18:00:00+00:00,-4.560368095222327,-3.3158452095714863,-1.5724248990448286,0.39422364696907075,-0.3755126241415163,0.29508196721311475,0.7501822193824162,0.15882183078255174,0.5573770491803278,0.6069262165161118,0.16480730223125128,0.5409836065573771,1.1343468353123045,0.43022528160199247,0.5409836065573771
breadth_down_2pct_ge_4,rel_basket_le_1%,24,7,2025-05-30T00:45:00+00:00,2026-02-06T00:00:00+00:00,-8.658503397041912,-6.848506462958534,-3.1916011940152136,1.6525901299358454,0.6588857011888161,0.5833333333333334,3.85638336492364,1.5413983397757236,0.7916666666666666,4.165235677822416,1.6957256917615737,0.7083333333333334,6.017146343878534,2.831368882706664,0.8333333333333334
breadth_down_2pct_ge_4,rel_btc_le_3%,25,7,2025-05-30T00:45:00+00:00,2026-02-06T00:00:00+00:00,-10.088285229316675,-8.000385549815437,-2.142978716279377,-0.8520480973475276,0.7252559726962371,0.52,3.855314834628152,2.9920069129401483,0.64,3.261497328856708,1.86851211072665,0.68,5.142529831776115,3.2053801476047195,0.68
breadth_down_2pct_ge_4,rel_basket_le_-1_atr_equiv,31,7,2025-05-30T00:45:00+00:00,2026-04-12T01:30:00+00:00,-6.804812678919632,-5.201154492217524,-2.27720406690071,1.1159617163912556,-0.25031289111390187,0.3548387096774194,1.684012601718941,0.29724655819773904,0.6451612903225806,1.3602376940801288,0.2608005442793937,0.5483870967741935,2.5742279128136447,0.6497256713831723,0.6129032258064516
breadth_down_2pct_ge_5,rel_basket_le_1%,21,7,2025-05-30T00:45:00+00:00,2026-02-06T00:00:00+00:00,-9.409429302947563,-7.410694052717617,-3.398596243007094,1.9410768626708457,0.826304011017398,0.6190476190476191,4.40944324264574,1.7808618012422395,0.8571428571428571,4.687870310678147,2.703093379589494,0.7142857142857143,6.687046784357059,3.9357166284027523,0.8095238095238095
breadth_down_2pct_ge_5,rel_btc_le_3%,24,7,2025-05-30T00:45:00+00:00,2026-02-06T00:00:00+00:00,-10.341024959421063,-8.183873502271931,-2.127493011566899,-0.8461429793786862,0.7757799918568176,0.5416666666666666,4.028105042897166,3.060511612673733,0.6666666666666666,3.370388406093498,2.285802745158072,0.6666666666666666,5.271587251179131,3.570548388003736,0.6666666666666666
