friction_mode,allocation,month,monthly_return,monthly_return_pct
base,0.015,2022-09,-0.0003116117904337079,-0.03116117904337079
base,0.015,2022-10,0.0005451146125712292,0.05451146125712292
base,0.015,2022-11,0.0027563907311449753,0.27563907311449753
base,0.015,2022-12,-0.0008477533929687198,-0.08477533929687198
base,0.015,2023-01,-0.0007006962533504524,-0.07006962533504524
base,0.015,2023-03,0.0007506068353249074,0.07506068353249074
base,0.015,2023-06,-0.0018750707557776414,-0.18750707557776414
base,0.015,2023-08,0.003556165500018915,0.3556165500018915
base,0.015,2024-03,0.003474580939728966,0.3474580939728966
base,0.015,2024-04,0.015935699341643295,1.5935699341643295
base,0.015,2024-06,0.0014339758433905558,0.14339758433905558
base,0.015,2024-07,0.0015054756703154482,0.15054756703154482
base,0.015,2024-08,0.011498441468736909,1.1498441468736909
base,0.015,2024-11,-0.00034827572139528584,-0.034827572139528584
base,0.015,2024-12,0.002925615230650269,0.2925615230650269
base,0.015,2025-01,0.0021144933791430454,0.21144933791430454
base,0.015,2025-02,-0.014743427783104668,-1.4743427783104668
base,0.015,2025-03,0.005379045582757813,0.5379045582757813
base,0.015,2025-04,-0.004396689527893072,-0.4396689527893072
base,0.015,2025-06,-0.00013061093592547923,-0.013061093592547923
base,0.015,2025-10,0.019584917093107723,1.9584917093107723
base,0.015,2025-11,0.0008639403371306642,0.08639403371306642
base,0.015,2026-01,-0.0010031841386743956,-0.10031841386743956
base,0.015,2026-02,0.008290264610200992,0.8290264610200992
base,0.02,2020-02,0.0010468551501301437,0.10468551501301437
base,0.02,2020-03,-0.019600655653895016,-1.9600655653895016
base,0.02,2020-05,-0.00046944629198408805,-0.046944629198408805
base,0.02,2020-06,-0.0005828798860915141,-0.05828798860915141
base,0.02,2020-09,0.0005587012512962009,0.055870125129620085
base,0.02,2020-11,0.004064069401838566,0.4064069401838566
base,0.02,2020-12,0.007739731403832106,0.7739731403832106
base,0.02,2021-01,-0.008075645446337099,-0.8075645446337099
base,0.02,2021-02,0.03505078540380446,3.5050785403804463
base,0.02,2021-04,0.035315539706700205,3.5315539706700205
base,0.02,2021-05,-0.016934702555470582,-1.6934702555470582
base,0.02,2021-06,-0.001779434946262648,-0.1779434946262648
base,0.02,2021-08,0.0007916413929038857,0.07916413929038857
base,0.02,2021-09,0.009176212214646151,0.9176212214646151
base,0.02,2021-10,-0.0002870922187784286,-0.02870922187784286
base,0.02,2021-11,0.0024356582201301435,0.24356582201301435
base,0.02,2021-12,0.014687457058877307,1.4687457058877307
base,0.02,2022-01,0.004730739085825553,0.47307390858255527
base,0.02,2022-02,-0.003153516275797408,-0.3153516275797408
base,0.02,2022-04,-4.405817249664157e-05,-0.004405817249664157
base,0.02,2022-05,0.04199402681776587,4.199402681776587
base,0.02,2022-06,0.003884906379184372,0.3884906379184372
base,0.02,2022-09,-0.0004155741258538015,-0.04155741258538015
base,0.02,2022-10,0.0007268194834282315,0.07268194834282315
base,0.02,2022-11,0.003663685250535398,0.3663685250535398
base,0.02,2022-12,-0.0011302522367729884,-0.11302522367729884
base,0.02,2023-01,-0.0009342104187303191,-0.09342104187303191
base,0.02,2023-03,0.0010008751786394487,0.10008751786394487
base,0.02,2023-06,-0.0024994522928841745,-0.24994522928841745
base,0.02,2023-08,0.004743965336105216,0.4743965336105216
base,0.02,2024-03,0.004634996377126832,0.4634996377126832
base,0.02,2024-04,0.02129943805972756,2.129943805972756
base,0.02,2024-06,0.0019123206627553735,0.19123206627553735
base,0.02,2024-07,0.0020076595068667658,0.20076595068667658
base,0.02,2024-08,0.015355689858763677,1.5355689858763677
base,0.02,2024-11,-0.0004643676285269738,-0.04643676285269738
base,0.02,2024-12,0.0039017524487725552,0.3901752448772555
base,0.02,2025-01,0.00281996142853691,0.281996142853691
base,0.02,2025-02,-0.019615652411413165,-1.9615652411413165
base,0.02,2025-03,0.007177070301256805,0.7177070301256805
base,0.02,2025-04,-0.005859517918258894,-0.5859517918258894
base,0.02,2025-06,-0.00017415677204479785,-0.017415677204479785
base,0.02,2025-10,0.02617954932878863,2.617954932878863
base,0.02,2025-11,0.0011520277987910887,0.11520277987910887
base,0.02,2026-01,-0.0013374600780645673,-0.13374600780645673
base,0.02,2026-02,0.011066796410853064,1.1066796410853064
base,0.03,2020-02,0.0015704713879687304,0.15704713879687304
base,0.03,2020-03,-0.029354044422740366,-2.9354044422740366
base,0.03,2020-05,-0.0007041235934683865,-0.07041235934683865
base,0.03,2020-06,-0.0008742377513231148,-0.08742377513231148
base,0.03,2020-09,0.0008380483450427523,0.08380483450427523
base,0.03,2020-11,0.006097918045199213,0.6097918045199213
base,0.03,2020-12,0.011622367952421664,1.1622367952421664
base,0.03,2021-01,-0.01209383040944867,-1.209383040944867
base,0.03,2021-02,0.052992596043803575,5.2992596043803575
base,0.03,2021-04,0.053400886235792644,5.340088623579264
base,0.03,2021-05,-0.025413865125524127,-2.5413865125524127
base,0.03,2021-06,-0.0026710536398364404,-0.26710536398364404
base,0.03,2021-08,0.0011875740979758742,0.11875740979758742
base,0.03,2021-09,0.013788137225357655,1.3788137225357655
base,0.03,2021-10,-0.0004306383281676984,-0.04306383281676984
base,0.03,2021-11,0.0036551338736963146,0.36551338736963146
base,0.03,2021-12,0.022094453020899074,2.2094453020899074
base,0.03,2022-01,0.0070999132979612245,0.7099913297961225
base,0.03,2022-02,-0.004728626097316724,-0.4728626097316724
base,0.03,2022-04,-6.608725874501786e-05,-0.006608725874501786
base,0.03,2022-05,0.06359384498496534,6.359384498496534
base,0.03,2022-06,0.005830087593832856,0.5830087593832856
base,0.03,2022-09,-0.0006236363318917748,-0.06236363318917748
base,0.03,2022-10,0.0010902292251422363,0.10902292251422363
base,0.03,2022-11,0.005460930402838127,0.5460930402838127
base,0.03,2022-12,-0.0016951214863388797,-0.16951214863388797
base,0.03,2023-01,-0.0014011618708846818,-0.14011618708846818
base,0.03,2023-03,0.00150151095594242,0.150151095594242
base,0.03,2023-06,-0.0037472530752742372,-0.3747253075274237
base,0.03,2023-08,0.0071231881999671565,0.7123188199967156
base,0.03,2024-03,0.006959165165610903,0.6959165165610903
base,0.03,2024-04,0.03210536990814994,3.210536990814994
base,0.03,2024-06,0.002869539890243633,0.2869539890243633
base,0.03,2024-07,0.0030125652952799342,0.3012565295279934
base,0.03,2024-08,0.02310702308411483,2.310702308411483
base,0.03,2024-11,-0.0006965514427904607,-0.06965514427904607
base,0.03,2024-12,0.005855424924316344,0.5855424924316344
base,0.03,2025-01,0.004231853427274057,0.4231853427274057
base,0.03,2025-02,-0.029297193071090355,-2.9297193071090355
base,0.03,2025-03,0.010780650062028663,1.0780650062028663
base,0.03,2025-04,-0.008781073350911162,-0.8781073350911162
base,0.03,2025-06,-0.00026126172739415754,-0.026126172739415754
base,0.03,2025-10,0.03946905456660299,3.946905456660299
base,0.03,2025-11,0.0017283637754079706,0.17283637754079706
base,0.03,2026-01,-0.002005833776320798,-0.20058337763207978
base,0.03,2026-02,0.016639603060110586,1.6639603060110586
base,0.05,2020-02,0.0026180811891935996,0.26180811891935996
base,0.05,2020-03,-0.04876212878352004,-4.876212878352004
base,0.05,2020-05,-0.0011733865177085967,-0.11733865177085967
base,0.05,2020-06,-0.001456789351031107,-0.1456789351031107
base,0.05,2020-09,0.0013967352907795494,0.13967352907795494
base,0.05,2020-11,0.010169195604013304,1.0169195604013304
base,0.05,2020-12,0.019413186864317034,1.9413186864317034
base,0.05,2021-01,-0.020091068298725312,-2.009106829872531
base,0.05,2021-02,0.08972865406747177,8.972865406747177
base,0.05,2021-04,0.09044773364803649,9.04477336480365
base,0.05,2021-05,-0.042389274098886154,-4.238927409888616
base,0.05,2021-06,-0.004458072930681345,-0.4458072930681345
base,0.05,2021-08,0.0019796635253594985,0.19796635253594985
base,0.05,2021-09,0.023059763228106434,2.3059763228106434
base,0.05,2021-10,-0.000717730546946127,-0.0717730546946127
base,0.05,2021-11,0.006097381142835534,0.6097381142835534
base,0.05,2021-12,0.03703586298692718,3.703586298692718
base,0.05,2022-01,0.011845870475662101,1.1845870475662101
base,0.05,2022-02,-0.007875540754996857,-0.7875540754996857
base,0.05,2022-04,-0.00011014543124177045,-0.011014543124177045
base,0.05,2022-05,0.10803397499869938,10.803397499869938
base,0.05,2022-06,0.009725898035832126,0.9725898035832126
base,0.05,2022-09,-0.0010403105454872552,-0.10403105454872552
base,0.05,2022-10,0.0018170487085704679,0.18170487085704679
base,0.05,2022-11,0.008985628469796003,0.8985628469796003
base,0.05,2022-12,-0.0028243461995013375,-0.28243461995013375
base,0.05,2023-01,-0.0023347572607715916,-0.23347572607715916
base,0.05,2023-03,0.002503178842222731,0.2503178842222731
base,0.05,2023-06,-0.006239009111909,-0.6239009111909
base,0.05,2023-08,0.01189615562024593,1.189615562024593
base,0.05,2024-03,0.011620878830211456,1.1620878830211456
base,0.05,2024-04,0.054034332444790056,5.403433244479006
base,0.05,2024-06,0.004786098014032625,0.4786098014032625
base,0.05,2024-07,0.005024530245883563,0.5024530245883563
base,0.05,2024-08,0.0387579004980203,3.8757900498020303
base,0.05,2024-11,-0.0011609190713174344,-0.11609190713174344
base,0.05,2024-12,0.009768361224946842,0.9768361224946842
base,0.05,2025-01,0.007059463430745705,0.7059463430745705
base,0.05,2025-02,-0.048410808626518254,-4.841080862651825
base,0.05,2025-03,0.018018005867027176,1.8018005867027176
base,0.05,2025-04,-0.014607782824395565,-1.4607782824395565
base,0.05,2025-06,-0.00043552475604169416,-0.043552475604169416
base,0.05,2025-10,0.06645255523039428,6.645255523039428
base,0.05,2025-11,0.0028816800788820096,0.28816800788820096
base,0.05,2026-01,-0.0033418683564019336,-0.33418683564019336
base,0.05,2026-02,0.02786455233172669,2.786455233172669
stress,0.005,2020-02,0.0002433997947866029,0.02433997947866029
stress,0.005,2020-03,-0.005363451607864667,-0.5363451607864667
stress,0.005,2020-05,-0.00015325807854627005,-0.015325807854627005
stress,0.005,2020-06,-0.00017259647260525757,-0.017259647260525757
stress,0.005,2020-09,6.751804119775606e-05,0.006751804119775606
stress,0.005,2020-11,0.0008974229109517395,0.08974229109517395
stress,0.005,2020-12,0.0018847323986115327,0.18847323986115327
stress,0.005,2021-01,-0.0022733286754567095,-0.22733286754567095
stress,0.005,2021-02,0.008215471340631497,0.8215471340631497
stress,0.005,2021-04,0.008333321641702751,0.8333321641702751
stress,0.005,2021-05,-0.005310113085402968,-0.5310113085402968
stress,0.005,2021-06,-0.0005159196034071334,-0.05159196034071334
stress,0.005,2021-08,0.00017967985135092235,0.017967985135092235
stress,0.005,2021-09,0.0021144330626075014,0.21144330626075014
stress,0.005,2021-10,-8.070281922256672e-05,-0.008070281922256672
stress,0.005,2021-11,0.0005268403907110475,0.05268403907110475
stress,0.005,2021-12,0.003535035267628661,0.3535035267628661
stress,0.005,2022-01,0.0010994565008792812,0.10994565008792812
stress,0.005,2022-02,-0.0008869434967434531,-0.08869434967434531
stress,0.005,2022-04,-2.0005035829995244e-05,-0.0020005035829995244
stress,0.005,2022-05,0.009930473685713537,0.9930473685713537
stress,0.005,2022-06,0.0008254285920734628,0.08254285920734628
stress,0.005,2022-09,-0.00013972363973469015,-0.013972363973469015
stress,0.005,2022-10,0.000172521754952637,0.0172521754952637
stress,0.005,2022-11,0.0006263389471277137,0.06263389471277137
stress,0.005,2022-12,-0.00033633989607861903,-0.0336339896078619
stress,0.005,2023-01,-0.000251358404144697,-0.0251358404144697
stress,0.005,2023-03,0.00021390691448486265,0.021390691448486265
stress,0.005,2023-06,-0.0006966902482802295,-0.06966902482802295
stress,0.005,2023-08,0.0011109153893176238,0.11109153893176238
stress,0.005,2024-03,0.00107483273006026,0.107483273006026
stress,0.005,2024-04,0.005145120067453046,0.5145120067453046
stress,0.005,2024-06,0.0004323140093542843,0.04323140093542843
stress,0.005,2024-07,0.0004381085888938152,0.04381085888938152
stress,0.005,2024-08,0.0036271008969366303,0.36271008969366303
stress,0.005,2024-11,-0.00012497737493344374,-0.012497737493344374
stress,0.005,2024-12,0.0009016933935666049,0.0901693393566605
stress,0.005,2025-01,0.000658776392776117,0.0658776392776117
stress,0.005,2025-02,-0.005074105826227471,-0.5074105826227471
stress,0.005,2025-03,0.0016444664384223096,0.16444664384223096
stress,0.005,2025-04,-0.0015194070225615919,-0.1519407022561592
stress,0.005,2025-06,-7.049251561774827e-05,-0.0070492515617748275
stress,0.005,2025-10,0.0063982218262970125,0.6398221826297013
stress,0.005,2025-11,0.000260629192877726,0.0260629192877726
stress,0.005,2026-01,-0.00043310182681510767,-0.04331018268151077
stress,0.005,2026-02,0.002618759510703006,0.2618759510703006
stress,0.01,2020-02,0.0004868264268038658,0.04868264268038658
stress,0.01,2020-03,-0.010714768717725698,-1.0714768717725698
stress,0.01,2020-05,-0.00030650122621300735,-0.030650122621300735
stress,0.01,2020-06,-0.0003451735632055142,-0.03451735632055142
stress,0.01,2020-09,0.00013502245949048586,0.013502245949048586
stress,0.01,2020-11,0.0017949437359139342,0.17949437359139342
stress,0.01,2020-12,0.0037714513265065808,0.3771451326506581
stress,0.01,2021-01,-0.004542340414217971,-0.45423404142179713
stress,0.01,2021-02,0.016491894078005442,1.6491894078005442
stress,0.01,2021-04,0.016730221589449368,1.6730221589449368
stress,0.01,2021-05,-0.010612279132348856,-1.0612279132348856
stress,0.01,2021-06,-0.001032096130247906,-0.10320961302479059
stress,0.01,2021-08,0.00035937493681248434,0.035937493681248434
stress,0.01,2021-09,0.004232105898109406,0.4232105898109406
stress,0.01,2021-10,-0.00016140563844513345,-0.016140563844513345
stress,0.01,2021-11,0.0010538727479343368,0.10538727479343368
stress,0.01,2021-12,0.007079764486701112,0.7079764486701112
stress,0.01,2022-01,0.00219938162737332,0.21993816273733202
stress,0.01,2022-02,-0.0017734625941046023,-0.17734625941046023
stress,0.01,2022-04,-4.0010071659879465e-05,-0.0040010071659879465
stress,0.01,2022-05,0.019951120884577067,1.9951120884577067
stress,0.01,2022-06,0.001651068967249314,0.1651068967249314
stress,0.01,2022-09,-0.0002794864980105727,-0.027948649801057268
stress,0.01,2022-10,0.00034504350990505195,0.034504350990505195
stress,0.01,2022-11,0.0012465151671434693,0.12465151671434693
stress,0.01,2022-12,-0.0006726092271163164,-0.06726092271163164
stress,0.01,2023-01,-0.0005026868698668752,-0.050268686986687516
stress,0.01,2023-03,0.00042783427077219827,0.04278342707721983
stress,0.01,2023-06,-0.0013929767136251492,-0.13929767136251492
stress,0.01,2023-08,0.002222888013300617,0.22228880133006168
stress,0.01,2024-03,0.0021506122152803453,0.21506122152803453
stress,0.01,2024-04,0.010314634683125767,1.0314634683125767
stress,0.01,2024-06,0.0008647712794365159,0.08647712794365159
stress,0.01,2024-07,0.0008763453421654077,0.08763453421654077
stress,0.01,2024-08,0.007265009848966164,0.7265009848966164
stress,0.01,2024-11,-0.0002499547498668875,-0.024995474986688748
stress,0.01,2024-12,0.0018037337511300766,0.18037337511300766
stress,0.01,2025-01,0.0013178214219862205,0.13178214219862205
stress,0.01,2025-02,-0.01012567824731947,-1.012567824731947
stress,0.01,2025-03,0.0032909649720571643,0.32909649720571643
stress,0.01,2025-04,-0.0030373149519176135,-0.30373149519176135
stress,0.01,2025-06,-0.00014098739977164154,-0.014098739977164154
stress,0.01,2025-10,0.012828326187730887,1.2828326187730887
stress,0.01,2025-11,0.0005213020757337539,0.05213020757337539
stress,0.01,2026-01,-0.0008660753425607792,-0.08660753425607792
stress,0.01,2026-02,0.005243365371773612,0.5243365371773612
stress,0.015,2020-02,0.0007302798960522328,0.07302798960522328
stress,0.015,2020-03,-0.016053840636007233,-1.6053840636007233
stress,0.015,2020-05,-0.0004597294438563049,-0.04597294438563049
stress,0.015,2020-06,-0.0005177312728643635,-0.05177312728643635
stress,0.015,2020-09,0.0002025132517171624,0.02025132517171624
stress,0.015,2020-11,0.0026925612377037833,0.26925612377037833
stress,0.015,2020-12,0.005660156727940624,0.5660156727940624
stress,0.015,2021-01,-0.006807041448883444,-0.6807041448883444
stress,0.015,2021-02,0.02482966593851188,2.482966593851188
stress,0.015,2021-04,0.025191138838700944,2.5191138838700944
stress,0.015,2021-05,-0.01590634230435395,-1.5906342304353949
stress,0.015,2021-06,-0.0015485290220251802,-0.15485290220251802
stress,0.015,2021-08,0.0005390852563844639,0.05390852563844639
stress,0.015,2021-09,0.006353020323518699,0.6353020323518699
stress,0.015,2021-10,-0.00024210845766758915,-0.024210845766758915
stress,0.015,2021-11,0.0015810970995142615,0.15810970995142615
stress,0.015,2021-12,0.010634206572088134,1.0634206572088134
stress,0.015,2022-01,0.0032997752614345455,0.32997752614345455
stress,0.015,2022-02,-0.00265955716728139,-0.265955716728139
stress,0.015,2022-04,-6.001510748987471e-05,-0.006001510748987471
stress,0.015,2022-05,0.030062677960113193,3.0062677960113193
stress,0.015,2022-06,0.0024769208017654254,0.24769208017654254
stress,0.015,2022-09,-0.0004192885604386021,-0.04192885604386021
stress,0.015,2022-10,0.0005175652648576889,0.051756526485768894
stress,0.015,2022-11,0.0018605185341613595,0.18605185341613595
stress,0.015,2022-12,-0.0010088079979773124,-0.10088079979773124
stress,0.015,2023-01,-0.0007539853971670896,-0.07539853971670896
stress,0.015,2023-03,0.0006417820663264795,0.06417820663264795
stress,0.015,2023-06,-0.002088859584323255,-0.2088859584323255
stress,0.015,2023-08,0.003335918715863695,0.3335918715863695
stress,0.015,2024-03,0.0032273391292647613,0.32273391292647613
stress,0.015,2024-04,0.015508649852086442,1.5508649852086442
stress,0.015,2024-06,0.0012973718440802973,0.12973718440802973
stress,0.015,2024-07,0.0013147102716815073,0.13147102716815073
stress,0.015,2024-08,0.01091375153654095,1.091375153654095
stress,0.015,2024-11,-0.0003749321248003312,-0.03749321248003312
stress,0.015,2024-12,0.002706120978411608,0.2706120978411608
stress,0.015,2025-01,0.0019771351495254663,0.19771351495254663
stress,0.015,2025-02,-0.015154803751734391,-1.5154803751734391
stress,0.015,2025-03,0.004939497406652338,0.4939497406652338
stress,0.015,2025-04,-0.004553724077518639,-0.45537240775186394
stress,0.015,2025-06,-0.00021148465185216736,-0.021148465185216736
stress,0.015,2025-10,0.019290430285796134,1.9290430285796134
stress,0.015,2025-11,0.0007820186521372285,0.07820186521372285
stress,0.015,2026-01,-0.0012989205662934378,-0.12989205662934378
stress,0.015,2026-02,0.007873828277487727,0.7873828277487727
stress,0.02,2020-02,0.0009737602025317038,0.09737602025317038
stress,0.02,2020-03,-0.021380557950468337,-2.1380557950468337
stress,0.02,2020-05,-0.0006129427323335879,-0.06129427323335879
stress,0.02,2020-06,-0.0006902696026459543,-0.06902696026459543
stress,0.02,2020-09,0.00026999041471920115,0.026999041471920115
stress,0.02,2020-11,0.003590274177181163,0.3590274177181163
stress,0.02,2020-12,0.0075508485448805285,0.7550848544880528
stress,0.02,2021-01,-0.009067438007304585,-0.9067438007304585
stress,0.02,2021-02,0.033229186815404654,3.3229186815404654
stress,0.02,2021-04,0.033716515077417686,3.3716515077417686
stress,0.02,2021-05,-0.021192147937761585,-2.1192147937761585
stress,0.02,2021-06,-0.002065217720338519,-0.2065217720338519
stress,0.02,2021-08,0.0007188108100668611,0.07188108100668611
stress,0.02,2021-09,0.008477178147801023,0.8477178147801023
stress,0.02,2021-10,-0.0003228112768901559,-0.03228112768901559
stress,0.02,2021-11,0.0021085134732778954,0.21085134732778954
stress,0.02,2021-12,0.014198380459517601,1.41983804595176
stress,0.02,2022-01,0.00440063728490081,0.440063728490081
stress,0.02,2022-02,-0.003545227091840686,-0.3545227091840686
stress,0.02,2022-04,-8.002014331975893e-05,-0.008002014331975893
stress,0.02,2022-05,0.04026588653097596,4.026588653097596
stress,0.02,2022-06,0.003302983771655832,0.3302983771655832
stress,0.02,2022-09,-0.0005591298126315092,-0.05591298126315092
stress,0.02,2022-10,0.0006900870198103259,0.0690087019810326
stress,0.02,2022-11,0.002468339002115405,0.2468339002115405
stress,0.02,2022-12,-0.0013449362135290466,-0.13449362135290466
stress,0.02,2023-01,-0.0010052539860450072,-0.10052539860450072
stress,0.02,2023-03,0.0008557502986132892,0.08557502986132892
stress,0.02,2023-06,-0.002784339048594764,-0.2784339048594764
stress,0.02,2023-08,0.004450008341474687,0.4450008341474687
stress,0.02,2024-03,0.004305014145991493,0.43050141459914926
stress,0.02,2024-04,0.02072727199893154,2.072727199893154
stress,0.02,2024-06,0.0017301157371256703,0.17301157371256703
stress,0.02,2024-07,0.0017532033892950771,0.1753203389295077
stress,0.02,2024-08,0.014573350675364471,1.4573350675364471
stress,0.02,2024-11,-0.000499909499733775,-0.049990949973377496
stress,0.02,2024-12,0.0036088549811097437,0.36088549811097437
stress,0.02,2025-01,0.0026367176372961154,0.26367176372961154
stress,0.02,2025-02,-0.020161568545704278,-2.016156854570428
stress,0.02,2025-03,0.006590065549006097,0.6590065549006097
