allocation,account_total_return_pct_base,account_total_return_pct_cluster_stress,account_total_return_pct_stress,max_drawdown_pct_base,max_drawdown_pct_cluster_stress,max_drawdown_pct_stress,cagr_pct_base,cagr_pct_cluster_stress,cagr_pct_stress
0.005,4.672092582509002,3.5406727433743512,4.032391926215384,-1.2585712254177928,-1.3941763539903174,-1.3284129950136059,0.7671892983389217,0.5840596886671268,0.6638521709149581
0.01,9.552037139195457,7.196663027618477,8.217183377386794,-2.502865704491608,-2.7705206291155915,-2.6407599956090766,1.5386460632899945,1.1699437907277677,1.330512481876589
0.015,14.648577641621241,10.971348852949191,12.559703882076189,-3.7330259169998325,-4.1292389630243065,-3.9372146422383514,2.3143789755463606,1.757645031437849,1.9999790259318528
0.02,19.970802549330614,14.868193677711394,17.0654520041267,-4.949193149738862,-5.470535394572806,-5.2179489541107404,3.0943965831373488,2.347156007758988,2.6722497526127986
0.03,31.33045744418719,23.04265168600894,26.58949880016259,-7.3401079026532035,-8.101668319140787,-7.732936616913744,4.667319403109937,3.531576911022416,4.025194828656953
0.05,57.199128768483185,41.01975604954347,47.85814391914131,-11.960107580734626,-13.163620241489305,-12.581659638788267,7.864942383368767,5.9217954706172415,6.76462879769919
